Anunciante,Marca,Modelo,Versao,Combustivel,Mes de Registo,Ano,Quilometros,Cilindrada [cm3],Potencia [cv],Segmento,Cor,Tipo de Caixa,Numero de Portas,Garantia de stand - incluida no preco [meses],Origem,Condicao,Preco,ID Anuncio,Data Anuncio,Consumo Urbano,Numero de Mudancas,Emissoes CO2 [g/km],Consumo Extra Urbano,Bateria,Autonomia Maxima,IUC,Sub-modelo,Consumo Combinado,Autonomia Electrica [km],Consumo [kWh/100km],Capacidade da Bateria [kWh],Classico,Site,Portugal,Valor Sem ISV,Link,Data
Particular,Porsche,992,Carrera 4S Cabriolet PDK,Gasolina,4,2021.0,34245.0,2981,450,Cabrio,Cinzento,Automática,2.0,0,,Usados,185000,8089677482.0,13 Julho 2023,,8.0,,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,GLE 350,,Diesel,11,2022.0,9474.0,2925,272,SUV / TT,Branco,Automática,5.0,24,,Usados,106990,8089982760.0,13 Julho 2023,,,,,,,,Classe GLE,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,AMG GT,,Gasolina,10,2019.0,16500.0,3982,476,Cabrio,Cinzento,Automática,2.0,18,,Usados,169750,8088268892.0,13 Julho 2023,15.5,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,911,,Gasolina,10,2020.0,1.0,4000,530,Sedan,Branco,Automática,2.0,36,,Usados,159000,8088052516.0,13 Julho 2023,,,,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Alfa Romeo,Giulia,2.9 Bi-Turbo Quadrifoglio AT8,Gasolina,12,2017.0,48533.0,2891,510,Coupé,Preto,Automática,4.0,18,Nacional,Usados,74900,8089747839.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,SL 65 AMG,,Gasolina,12,2010.0,19768.0,5980,670,Coupé,Preto,Automática,2.0,36,,Usados,375000,8087579103.0,13 Julho 2023,,,333.0,,,,,Classe SL,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,840 Gran Coupé,d xDrive Pack M,Diesel,1,2023.0,14309.0,2993,340,Coupé,Azul,Automática,4.0,24,,Usados,119900,8090033928.0,13 Julho 2023,,8.0,168.0,,,,,Série 8,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Panamera,Standard,Diesel,12,2014.0,87278.0,2967,300,Sedan,Cinzento,Automática,5.0,18,Importado,Usados,62500,8087923557.0,13 Julho 2023,7.7,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,S 400,d,Diesel,2,2019.0,80716.0,2925,340,Sedan,Cinzento,Automática,4.0,18,Nacional,Usados,73780,8088430543.0,13 Julho 2023,7.5,9.0,,,,,,Classe S,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,G 500,Standard,Gasolina,8,2020.0,27600.0,3982,422,SUV / TT,Verde,Automática,5.0,24,Importado,Usados,210000,8089335138.0,13 Julho 2023,,,,,,,,Classe G,15.0,,,,Nao,StandVirtual,Yes,,,
Profissional,Land Rover,Range Rover,4.4 SDV8 Autobiography,Diesel,2,2017.0,123170.0,4367,340,SUV / TT,Preto,Automática,5.0,18,,Usados,76950,8089425000.0,13 Julho 2023,,,219.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Mercedes-Benz,EQC,400 4Matic AMG Line,Eléctrico,11,2020.0,36500.0,0,408,SUV / TT,Preto,Automática,5.0,0,,Usados,64600,8089579858.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,X7,40 i xDrive,Gasolina,9,2019.0,64933.0,2998,340,SUV / TT,Preto,Automática,5.0,18,Nacional,Usados,99750,8090033702.0,13 Julho 2023,,8.0,250.0,,,,,Série X,,,,,Nao,StandVirtual,Yes,,,
Profissional,Toyota,Land Cruiser,2.8 D-4D CA,Diesel,10,2017.0,99619.0,2755,177,SUV / TT,Branco,Automática,5.0,18,Importado,Usados,74500,8088888819.0,13 Julho 2023,9.6,,194.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),4,2022.0,16179.0,1950,306,Carrinha,Preto,Automática,5.0,36,,Usados,63500,8089931746.0,13 Julho 2023,,,,,,,,Classe E,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,R8 Coupé,4.2 FSI quattro R tronic,Gasolina,9,2010.0,58000.0,4163,420,Coupé,Branco,Automática,2.0,36,,Usados,79000,8089252734.0,13 Julho 2023,19.9,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Aston Martin,DB11 Coupé,V12 Launch Edition,Gasolina,2,2017.0,14500.0,5204,608,Coupé,Azul,Automática,2.0,18,,Usados,195000,8088214235.0,13 Julho 2023,16.6,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,GLE 350,de 4Matic,Híbrido (Diesel),9,2022.0,22000.0,1950,320,SUV / TT,Preto,Automática,5.0,24,Nacional,Usados,94000,8089818927.0,13 Julho 2023,,,,,,,,Classe GLE,0.8,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,992,Carrera PDK,Gasolina,9,2021.0,13651.0,2981,385,Coupé,Preto,Automática,2.0,18,Nacional,Usados,179500,8088672113.0,13 Julho 2023,,8.0,235.0,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Volvo,V90,2.0 T8 PHEV Inscription AWD,Híbrido (Gasolina),7,2020.0,24610.0,1969,392,Carrinha,Preto,Automática,5.0,24,Importado,Usados,61500,8089680678.0,13 Julho 2023,,8.0,46.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,Q8,3.0 TDI 50 quattro Tiptronic,Diesel,1,2019.0,118172.0,2967,286,SUV / TT,Cinzento,Automática,5.0,36,Nacional,Usados,81700,8089553394.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Panamera,4S E-Hybrid,Híbrido (Gasolina),10,2021.0,16500.0,2894,560,Sedan,Preto,Automática,5.0,18,,Usados,139990,8088985751.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,GLE 350,de 4Matic,Híbrido (Diesel),9,2022.0,22000.0,1950,320,SUV / TT,Cinzento,Automática,5.0,24,Nacional,Usados,94000,8089867668.0,13 Julho 2023,,,,,,,,Classe GLE,0.8,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,GLC 300,de 4Matic,Híbrido (Diesel),6,2022.0,9200.0,1993,333,SUV / TT,Prateado,Automática,5.0,24,Nacional,Usados,73000,8089867641.0,13 Julho 2023,,,,,,,,Classe GLC,0.4,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,iX3,Impressive,Eléctrico,2,2021.0,17374.0,0,286,SUV / TT,Branco,Automática,5.0,18,,Usados,69950,8088362025.0,13 Julho 2023,,,,,Própria,,,Série X,,453.0,18.9,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,C 300,,Diesel,10,2022.0,11946.0,1992,265,Carrinha,Preto,Automática,5.0,24,,Usados,61990,8089111025.0,13 Julho 2023,7.1,,,,,,,Classe C,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,GLE 350,d Coupé 4Matic,Diesel,11,2018.0,64210.0,2987,258,SUV / TT,Preto,Automática,5.0,24,Nacional,Usados,64000,8090015926.0,13 Julho 2023,7.2,,183.0,5.9,,,,Classe GLE,6.4,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),6,2022.0,17000.0,1950,306,Carrinha,Preto,Automática,5.0,24,Nacional,Usados,75000,8090015886.0,13 Julho 2023,,,,,,,,Classe E,1.4,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,GLC 220,d 4Matic,Diesel,7,2021.0,6000.0,1950,194,SUV / TT,Preto,Automática,5.0,24,Nacional,Usados,61800,8090015875.0,13 Julho 2023,,,,,,,,Classe GLC,5.9,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Macan,S PDK,Gasolina,1,2023.0,509.0,2894,380,SUV / TT,Azul,Automática,5.0,36,Nacional,Usados,119990,8088690480.0,13 Julho 2023,12.3,8.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Cayenne,Turbo S E-Hybrid,Híbrido (Gasolina),11,2019.0,42926.0,3996,680,SUV / TT,Cinzento,Automática,5.0,18,Nacional,Usados,169999,8090033403.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,E 220,d AMG Line Aut.,Diesel,2,2021.0,29000.0,1950,194,Cabrio,Cinzento,Automática,2.0,18,,Usados,71500,8087069685.0,13 Julho 2023,5.1,9.0,,,,,,Classe E,,,,,Nao,StandVirtual,Yes,,,
Profissional,Tesla,Model X,75D,Eléctrico,6,2019.0,79000.0,0,306,SUV / TT,Preto,Automática,5.0,18,Nacional,Usados,62450,8088788517.0,13 Julho 2023,,,,,Própria,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,M240i,xDrive Auto,Gasolina,6,2022.0,19000.0,2998,374,Coupé,Cinzento,Automática,2.0,18,,Usados,72950,8089772566.0,13 Julho 2023,,8.0,185.0,,,,,Série 2,,,,,Nao,StandVirtual,Yes,,,
Profissional,Alfa Romeo,Giulia,2.2 D Estrema Q4 AT8,Diesel,3,2023.0,3000.0,2143,210,Sedan,Branco,Automática,4.0,36,Nacional,Usados,65900,8089338719.0,13 Julho 2023,,8.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Bentley,Bentayga,Hybrid,Híbrido (Gasolina),1,2022.0,29000.0,2995,449,SUV / TT,Verde,Automática,5.0,0,,Usados,210000,8090033375.0,13 Julho 2023,,,,,,,,,,40.0,25.8,,Nao,StandVirtual,Yes,,,
Particular,Mercedes-Benz,GLC 300,de 4Matic,Híbrido (Diesel),5,2023.0,2000.0,1993,333,SUV / TT,Cinzento,Automática,5.0,0,Nacional,Usados,93500,8089863307.0,13 Julho 2023,,9.0,12.0,,,800.0,235.0,Classe GLC,,113.0,20.3,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Panamera,4 E-Hybrid Platinum Edition,Híbrido (Gasolina),6,2022.0,5600.0,2894,462,Sedan,Preto,Automática,5.0,36,,Usados,129990,8089543353.0,13 Julho 2023,,,,,,,,,,49.0,23.6,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Taycan Cross Turismo,4S,Eléctrico,12,2021.0,35500.0,0,571,Carrinha,Preto,Automática,5.0,18,Nacional,Usados,114999,8088708885.0,13 Julho 2023,,,,,Própria,,,,,388.0,22.6,,Nao,StandVirtual,Yes,,,
Particular,Bentley,Bentayga,Hybrid,Híbrido (Gasolina),1,2022.0,29000.0,2995,449,SUV / TT,Verde,Automática,5.0,0,,Usados,210000,8090033332.0,13 Julho 2023,,,,,,,,,,40.0,25.8,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,AMG GT,63 S E Performance,Híbrido (Gasolina),7,2022.0,12157.0,3982,843,Coupé,Branco,Automática,4.0,18,,Usados,259950,8089422142.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Jaguar,F-Type,Coupe 2.0 Aut. R-Dynamic,Gasolina,5,2020.0,17221.0,1997,300,Coupé,Preto,Automática,3.0,18,,Usados,69950,8089334571.0,13 Julho 2023,10.0,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Taycan,Turbo,Eléctrico,2,2020.0,14649.0,0,680,Sedan,Azul,Automática,4.0,18,,Usados,137950,8089817489.0,13 Julho 2023,,,,,Própria,,,,,381.0,19.3,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,991,Carrera 4 PDK,Gasolina,4,2015.0,58000.0,3436,350,Cabrio,Preto,Automática,2.0,18,,Usados,112900,8088128951.0,13 Julho 2023,11.7,,,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),6,2018.0,159000.0,2894,462,Coupé,Cinzento,Automática,5.0,18,Importado,Usados,85900,8090033301.0,13 Julho 2023,,,,,,,,,,56.0,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,E 300,AMG Line,Gasolina,5,2018.0,33116.0,1991,245,Cabrio,Cinzento,Automática,3.0,18,Nacional,Usados,64950,8088542478.0,13 Julho 2023,8.9,,,,,,,Classe E,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,992,Carrera PDK,Gasolina,3,2020.0,25000.0,2981,385,Coupé,Azul,Automática,2.0,48,,Usados,159500,8087994340.0,13 Julho 2023,,8.0,124.0,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,GLC 220,d 4Matic,Diesel,9,2021.0,21682.0,1950,194,SUV / TT,Cinzento,Automática,5.0,24,Nacional,Usados,62950,8088466003.0,13 Julho 2023,,9.0,,,,,,Classe GLC,,,,,Nao,StandVirtual,Yes,,,
Profissional,Bentley,Bentayga,V6 Hybrid,Híbrido (Gasolina),9,2022.0,20000.0,2995,449,SUV / TT,Cinzento,Automática,5.0,36,Nacional,Usados,239900,8089488893.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,G 63 AMG,Standard,Gasolina,8,2016.0,67000.0,5461,571,SUV / TT,Preto,Automática,5.0,36,,Usados,134900,8088611169.0,13 Julho 2023,,,,,,,,Classe G,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,X5,40 d xDrive Pack M,Diesel,4,2021.0,12000.0,2993,340,SUV / TT,Branco,Automática,5.0,18,,Usados,109950,8089938539.0,13 Julho 2023,,,,,,,,Série X,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,991,,Gasolina,12,2014.0,94000.0,3436,350,Cabrio,Preto,Automática,2.0,18,,Usados,104991,8085000216.0,13 Julho 2023,,,,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,420,d Pack M Auto,Diesel,5,2022.0,13500.0,1995,190,Cabrio,Preto,Automática,2.0,20,Nacional,Usados,65900,8090033225.0,13 Julho 2023,,8.0,129.0,,,,230.0,Série 4,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,M2,Competition Auto,Gasolina,11,2019.0,36960.0,2979,410,Coupé,Cinzento,Automática,2.0,24,Nacional,Usados,72000,8090033213.0,13 Julho 2023,,,,,,,,Série 2,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,RS3 Sportback,TFSI quattro S tronic,Gasolina,3,2022.0,29000.0,2480,400,Utilitário,Preto,Automática,5.0,18,,Usados,89900,8089856654.0,13 Julho 2023,11.2,7.0,205.0,6.7,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,e-tron,S quattro,Eléctrico,6,2021.0,23500.0,0,503,SUV / TT,Azul,Automática,5.0,36,Nacional,Usados,63900,8089944495.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Panamera,4 S,Gasolina,12,2016.0,177988.0,2894,440,Sedan,Cinzento,Automática,5.0,18,Importado,Usados,95900,8088707276.0,13 Julho 2023,,8.0,184.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Panamera,Edition,Diesel,1,2015.0,99390.0,2967,300,Sedan,Preto,Automática,5.0,18,Importado,Usados,65000,8089984345.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Jaguar,XF,2.0 D200 SE Aut.,Diesel,7,2022.0,18843.0,1997,204,Sedan,Cinzento,Automática,4.0,18,,Usados,66950,8089552878.0,13 Julho 2023,,8.0,137.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Ferrari,California,,Gasolina,6,2011.0,35600.0,4297,460,Coupé,Preto,Automática,2.0,18,,Usados,148850,8087528422.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,991,Carrera 4 PDK,Gasolina,6,2017.0,55417.0,2981,370,Coupé,Preto,Automática,2.0,18,Importado,Usados,118880,8089275535.0,13 Julho 2023,10.1,,,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,991,Carrera 4 S PDK,Gasolina,8,2016.0,32588.0,2981,420,Coupé,Branco,Automática,2.0,18,Importado,Usados,126800,8089490965.0,13 Julho 2023,10.4,,180.0,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,i4,M50,Eléctrico,6,2023.0,250.0,0,544,Sedan,Preto,Automática,5.0,36,Nacional,Novos,87500,8089865651.0,13 Julho 2023,,,,,,,,Série i,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,718 Cayman,2.0 PDK,Gasolina,3,2017.0,73000.0,1988,300,Coupé,Cinzento,Automática,2.0,18,Importado,Usados,63999,8089781882.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Land Rover,Defender,,Diesel,12,2014.0,38000.0,2198,122,SUV / TT,Verde,Manual,3.0,18,Nacional,Usados,90000,8086969480.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,991,Turbo S PDK,Gasolina,7,2018.0,47000.0,3800,580,Cabrio,Branco,Automática,2.0,18,Nacional,Usados,177500,8089606313.0,13 Julho 2023,12.1,7.0,216.0,7.6,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Ferrari,Portofino,,Gasolina,6,2019.0,22000.0,3855,600,Cabrio,Cinzento,Automática,2.0,18,,Usados,249990,8088786871.0,13 Julho 2023,15.5,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,iX3,M Sport Impressive,Eléctrico,8,2022.0,18000.0,0,286,SUV / TT,Branco,Automática,5.0,18,Nacional,Usados,69800,8089373007.0,13 Julho 2023,,,,,Própria,,,Série X,,453.0,18.8,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,997,Carrera GTS PDK,Gasolina,2,2011.0,39745.0,3800,408,Cabrio,Preto,Automática,2.0,18,Nacional,Usados,134499,8089816497.0,13 Julho 2023,15.3,7.0,240.0,7.2,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Land Rover,Range Rover Velar,2.0 P400e AWD R-Dynamic SE,Híbrido (Gasolina),2,2021.0,49713.0,1997,404,SUV / TT,Vermelho,Automática,5.0,18,Nacional,Usados,81999,8089497312.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,GLC 300,e Coupé 4Matic,Híbrido (Gasolina),9,2020.0,289.0,1991,320,SUV / TT,Preto,Automática,5.0,18,,Usados,67300,8090032476.0,13 Julho 2023,,9.0,49.0,,,,,Classe GLC,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,840 Gran Coupé,d xDrive Pack M,Diesel,1,2021.0,50318.0,2993,340,Coupé,Cinzento,Automática,4.0,24,,Usados,117246,8087586306.0,13 Julho 2023,7.1,,,,,,,Série 8,,,,,Nao,StandVirtual,Yes,,,
Particular,Porsche,Cayenne,S E-Hybrid Platinum Edition,Híbrido (Gasolina),10,2017.0,95000.0,2995,416,SUV / TT,Preto,Automática,5.0,0,Importado,Usados,70000,8089951355.0,13 Julho 2023,,8.0,79.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,SLS 63 AMG,Standard,Gasolina,8,2010.0,9906.0,6208,571,Cabrio,Branco,Automática,2.0,18,Importado,Usados,289950,8088134620.0,13 Julho 2023,19.9,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Taycan,Turbo S,Eléctrico,11,2021.0,30000.0,0,761,Sedan,Preto,Automática,4.0,18,Nacional,Usados,154750,8089371587.0,13 Julho 2023,,,,,Própria,,,,,388.0,24.4,,Nao,StandVirtual,Yes,,,
Profissional,Land Rover,Range Rover,3.0 TDV6 Vogue,Diesel,4,2016.0,156000.0,2993,258,SUV / TT,Preto,Automática,5.0,18,,Usados,61999,8089273039.0,13 Julho 2023,7.8,8.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,718 Cayman,2.0 PDK,Gasolina,5,2018.0,28560.0,1988,300,Coupé,Branco,Automática,2.0,18,,Usados,67980,8085827426.0,13 Julho 2023,10.6,,158.0,,,,241.76,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,718 Cayman,2.0 PDK,Gasolina,2,2022.0,15500.0,1988,300,Coupé,Cinzento,Automática,2.0,18,Importado,Usados,86900,8089816505.0,13 Julho 2023,10.6,7.0,201.0,6.6,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,992,Carrera 4S PDK,Gasolina,3,2021.0,17350.0,2981,450,Coupé,Vermelho,Automática,2.0,18,Importado,Usados,202992,8089419906.0,13 Julho 2023,11.1,8.0,242.0,,,,759.56,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,991,Carrera 4 S PDK,Gasolina,3,2015.0,57750.0,3800,400,Coupé,Cinzento,Automática,2.0,24,Nacional,Usados,124900,8089334382.0,13 Julho 2023,12.4,,212.0,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Cayenne,S,Diesel,1,2015.0,130000.0,4134,385,SUV / TT,Preto,Automática,5.0,24,Importado,Usados,68900,8089334347.0,13 Julho 2023,10.0,8.0,209.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,EQS,580 4Matic,Eléctrico,1,2022.0,3534.0,0,523,Sedan,Cinzento,Automática,4.0,24,Importado,Usados,162990,8088980659.0,13 Julho 2023,,,,,,,,,,671.0,18.4,,Nao,StandVirtual,Yes,,,
Particular,BMW,M340,i xDrive Auto,Gasolina,4,2021.0,27000.0,2998,374,Sedan,Branco,Automática,5.0,0,,Usados,64500,8090002415.0,13 Julho 2023,,,,,,,,Série 3,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),1,2018.0,159000.0,2894,462,Sedan,Cinzento,Automática,5.0,18,Importado,Usados,88500,8087692347.0,13 Julho 2023,,8.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,A7 Sportback,50 TDI V6 quattro S-line Tiptronic,Diesel,3,2019.0,95000.0,2967,286,Sedan,Azul,Automática,5.0,18,Importado,Usados,69990,8089602293.0,13 Julho 2023,,,191.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Cayenne Coupé,E-Hybrid,Híbrido (Gasolina),1,2020.0,40000.0,2995,462,SUV / TT,Cinzento,Automática,5.0,36,,Usados,119990,8089914373.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,R8 Spyder,5.2 FSi V10 S tronic,Gasolina,1,2017.0,70000.0,5204,540,Cabrio,Branco,Automática,2.0,36,,Usados,179990,8089914370.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Lamborghini,Huracán,5.2 V10 LP610-4,Gasolina,6,2015.0,60000.0,5204,610,Coupé,Branco,Automática,2.0,18,,Usados,249990,8087655541.0,13 Julho 2023,,7.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,RS6 Avant,4.0 TFSi quattro Tiptronic,Gasolina,5,2015.0,160000.0,3993,560,Carrinha,Branco,Automática,5.0,18,,Usados,84990,8088839454.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Taycan,4S,Eléctrico,9,2020.0,30000.0,0,530,Sedan,Preto,Automática,4.0,18,,Usados,90990,8088839453.0,13 Julho 2023,,,,,,,,,,480.0,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,GLA 250,e AMG Line,Híbrido (Gasolina),2,2023.0,5500.0,1332,218,SUV / TT,Branco,Automática,5.0,36,Nacional,Usados,63500,8088954714.0,13 Julho 2023,,,,,,,,Classe GLA,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Cayenne,E-Hybrid,Híbrido (Gasolina),7,2022.0,15000.0,2995,462,SUV / TT,Cinzento,Automática,5.0,18,Nacional,Usados,129900,8089816457.0,13 Julho 2023,,8.0,71.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Mercedes-Benz,A 45 AMG,S 4Matic+,Gasolina,1,2020.0,11210.0,1991,421,Utilitário,Azul,Automática,5.0,0,Nacional,Usados,74990,8089849165.0,13 Julho 2023,,8.0,205.0,,,,,Classe A,,,,,Nao,StandVirtual,Yes,,,
Particular,Porsche,Panamera Sport Turismo,Turbo S E-Hybrid,Híbrido (Gasolina),11,2020.0,50000.0,3996,680,Carrinha,Preto,Automática,5.0,0,,Usados,200000,8089363304.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,EQE,43 AMG 4Matic,Eléctrico,11,2022.0,5000.0,0,476,Coupé,Cinzento,Automática,4.0,96,Nacional,Usados,121250,8088189260.0,13 Julho 2023,,,,,Própria,,,,,463.0,19.6,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Panamera Sport Turismo,4S E-Hybrid,Híbrido (Gasolina),1,2021.0,28000.0,2894,560,Carrinha,Preto,Automática,5.0,18,,Usados,130000,8089983098.0,13 Julho 2023,,,67.0,,,,,,3.0,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,992,Carrera S PDK,Gasolina,3,2019.0,29200.0,2981,450,Coupé,Cinzento,Automática,2.0,18,Nacional,Usados,163900,8089864243.0,13 Julho 2023,11.6,8.0,241.0,7.6,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,A7 Sportback,55 TFSIe quattro S tronic,Híbrido (Gasolina),11,2020.0,131492.0,1984,367,Sedan,Branco,Automática,5.0,18,Importado,Usados,67500,8088789032.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,C 63 AMG,Standard,Gasolina,10,2018.0,71755.0,3982,476,Carrinha,Preto,Automática,5.0,18,Importado,Usados,74950,8089982706.0,13 Julho 2023,13.5,7.0,248.0,7.9,,,,Classe C,,,,,Nao,StandVirtual,Yes,,,
Profissional,Jeep,Wrangler Unlimited,2.0 TG 4xe Sahara,Híbrido (Gasolina),1,2023.0,557.0,1995,380,SUV / TT,Roxo,Automática,5.0,18,Importado,Usados,89950,8090032432.0,13 Julho 2023,,6.0,79.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,991,Carrera 2 S PDK,Gasolina,5,2016.0,39000.0,2981,420,Coupé,Preto,Automática,2.0,18,Nacional,Usados,119900,8089804639.0,13 Julho 2023,,,189.0,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Land Rover,Range Rover Sport,2.0 Si4 PHEV SE,Híbrido (Gasolina),3,2019.0,52828.0,1997,404,SUV / TT,Branco,Automática,5.0,18,Importado,Usados,84900,8089698737.0,13 Julho 2023,,8.0,72.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
