Anunciante,Marca,Modelo,Versao,Combustivel,Mes de Registo,Ano,Quilometros,Cilindrada [cm3],Potencia [cv],Segmento,Cor,Tipo de Caixa,Numero de Portas,Garantia de stand - incluida no preco [meses],Origem,Condicao,Preco,ID Anuncio,Data Anuncio,Consumo Urbano,Numero de Mudancas,Emissoes CO2 [g/km],Consumo Extra Urbano,Bateria,Autonomia Maxima,IUC,Sub-modelo,Consumo Combinado,Autonomia Electrica [km],Consumo [kWh/100km],Capacidade da Bateria [kWh],Classico,Site,Portugal,Valor Sem ISV,Link,Data
Profissional,Kia,ProCeed,1.0 T-GDi GT Line,Gasolina,4,2021.0,36000.0,998,120,Carrinha,Cinzento,Manual,5.0,36,Nacional,Usados,26490,8090520269.0,16 Setembro 2023,,6.0,129.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/kia-proceed-1-0-t-gdi-gt-line-ID8PvZUp.html,2023-09-16
Profissional,Peugeot,2008,1.5 BlueHDi Active,Diesel,3,2020.0,103560.0,1499,102,Citadino,Azul,Manual,5.0,18,Nacional,Usados,22990,8090411614.0,16 Setembro 2023,4.9,6.0,115.0,3.8,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-active-ID8PvxDU.html,2023-09-16
Profissional,Renault,Captur,1.5 dCi Exclusive EDC,Diesel,1,2021.0,78000.0,1461,115,SUV / TT,Preto,Automática,5.0,18,,Usados,25900,8088518463.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-edc-ID8PoB9d.html,2023-09-16
Profissional,VW,e-Golf,AC/DC,Eléctrico,7,2018.0,8900.0,0,136,Utilitário,Cinzento,Automática,5.0,18,,Usados,23850,8088989210.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/vw-e-golf-ac-dc-ID8PqzBU.html,2023-09-16
Profissional,VW,Golf,1.0 TSI BlueMotion Trendline,Gasolina,1,2018.0,50000.0,999,85,Utilitário,Preto,Manual,5.0,18,,Usados,17500,8089700790.0,16 Setembro 2023,5.9,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/vw-golf-1-0-tsi-bluemotion-trendline-ID8PtyJ0.html,2023-09-16
Profissional,Dacia,Duster,1.5 dCi Prestige 4WD,Diesel,12,2016.0,165000.0,1461,110,SUV / TT,Branco,Manual,5.0,18,,Usados,15900,8090610717.0,16 Setembro 2023,4.8,6.0,123.0,4.7,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-dci-prestige-4wd-ID8Pxnrf.html,2023-09-16
Profissional,Abarth,595C,1.4 T-Jet 595,Gasolina,9,2016.0,62000.0,1368,145,Cabrio,Cinzento,Manual,2.0,18,Nacional,Usados,21900,8089678724.0,16 Setembro 2023,,,139.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/abarth-595c-1-4-t-jet-595-ID8PtsZ6.html,2023-09-16
Profissional,Alfa Romeo,Giulia,2.2 D,Diesel,9,2017.0,75000.0,2143,150,Sedan,Branco,Manual,4.0,18,Nacional,Usados,25900,8089816517.0,16 Setembro 2023,,,110.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-ID8Pu2Pz.html,2023-09-16
Profissional,Ford,Puma,,Híbrido (Gasolina),7,2021.0,50953.0,1000,125,SUV / TT,Preto,Automática,4.0,36,,Usados,25900,8090182730.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/ford-puma-ID8PwA6e.html,2023-09-16
Profissional,Peugeot,208,,Gasolina,6,2021.0,31351.0,1200,75,Utilitário,Cinzento,Manual,5.0,36,,Usados,18900,8090182707.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-208-ID8PwA5R.html,2023-09-16
Profissional,Kia,Carens,,Diesel,2,2017.0,59740.0,1700,136,Carrinha,Cinzento,Manual,5.0,36,,Usados,20450,8090182694.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/kia-carens-ID8PwA5E.html,2023-09-16
Profissional,Dacia,Sandero,,Gasolina,6,2022.0,9730.0,1000,100,Utilitário,Branco,Manual,5.0,36,,Usados,19650,8090182662.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/dacia-sandero-ID8PwA58.html,2023-09-16
Profissional,Kia,Ceed,,Gasolina,4,2019.0,42761.0,1000,120,Carrinha,Preto,Manual,5.0,36,,Usados,21900,8090182653.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/kia-ceed-ID8PwA4Z.html,2023-09-16
Profissional,Ford,Focus,,Diesel,4,2017.0,73885.0,1600,120,Carrinha,Branco,Automática,5.0,36,,Usados,17750,8090182647.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/ford-focus-ID8PwA4T.html,2023-09-16
Profissional,Audi,A3 Sportback,,Híbrido (Gasolina),11,2017.0,89537.0,1400,204,Utilitário,Branco,Automática,5.0,36,,Usados,28900,8090182637.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-ID8PwA4J.html,2023-09-16
Profissional,Peugeot,2008,,Gasolina,6,2019.0,59565.0,1200,82,SUV / TT,Branco,Manual,5.0,36,Nacional,Usados,17900,8090182633.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-2008-ID8PwA4F.html,2023-09-16
Profissional,Dacia,Sandero,,Diesel,6,2016.0,124682.0,1500,90,SUV / TT,Azul,Manual,5.0,36,,Usados,16750,8090182609.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/dacia-sandero-ID8PwA4h.html,2023-09-16
Profissional,Audi,A1,,Gasolina,6,2018.0,130649.0,1000,95,Citadino,Cinzento,Manual,5.0,36,,Usados,16750,8090182601.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/audi-a1-ID8PwA49.html,2023-09-16
Profissional,Alfa Romeo,Giulietta,1.6 JTDm Sport TCT,Diesel,8,2018.0,98000.0,1598,120,Utilitário,Preto,Automática,5.0,18,Nacional,Usados,18900,8089710914.0,16 Setembro 2023,,,99.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-sport-tct-ID8PtBmi.html,2023-09-16
Profissional,Peugeot,508 SW,1.5 BlueHDi Business Line EAT8,Diesel,4,2020.0,145000.0,1499,130,Carrinha,Branco,Automática,5.0,18,,Usados,25490,8088024456.0,16 Setembro 2023,,8.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-5-bluehdi-business-line-eat8-ID8PmvDm.html,2023-09-16
Profissional,Renault,Clio,1.5 Blue dCi Intens,Diesel,4,2020.0,87930.0,1461,85,Utilitário,Cinzento,Manual,5.0,18,,Usados,18900,8089532033.0,16 Setembro 2023,,6.0,99.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-intens-ID8PsQP7.html,2023-09-16
Particular,Peugeot,508 RXH,2.0 HDi Hybrid4 2-Tronic,Híbrido (Diesel),4,2013.0,223000.0,1997,200,Carrinha,Castanho,Automática,5.0,0,Importado,Usados,15500,8088554605.0,16 Setembro 2023,,6.0,107.0,,,,140.0,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-508-rxh-2-0-hdi-hybrid4-2-tronic-ID8PoKy9.html,2023-09-16
Profissional,BMW,i3,120Ah,Eléctrico,3,2020.0,30000.0,0,170,Utilitário,Branco,Automática,5.0,18,,Usados,25250,8090188703.0,13 Setembro 2023,,,,,,325.0,,Série i,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8PwBEz.html,2023-09-16
Profissional,Peugeot,508,1.5 BlueHDi GT EAT8,Diesel,2,2019.0,100000.0,1499,131,Sedan,Cinzento,Automática,5.0,36,,Usados,25990,8090125812.0,16 Setembro 2023,6.4,8.0,132.0,4.3,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-5-bluehdi-gt-eat8-ID8Pwlic.html,2023-09-16
Profissional,VW,Golf,2.0 TDI Life,Diesel,6,2022.0,44850.0,1968,115,Sedan,Preto,Manual,5.0,36,Nacional,Usados,28990,8089951309.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tdi-life-ID8PuBTD.html,2023-09-16
Particular,BMW,520,d Auto,Diesel,7,2017.0,149000.0,1995,190,Carrinha,Preto,Automática,5.0,0,,Usados,29400,8087432506.0,15 Setembro 2023,5.2,,114.0,,,,,Série 5,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8Pk2DM.html,2023-09-16
Profissional,Audi,A3 Sportback,1.6 TDI S tronic sport,Diesel,1,2017.0,100000.0,1598,110,Utilitário,Cinzento,Automática,5.0,18,,Usados,20000,8089602760.0,16 Setembro 2023,4.4,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-s-tronic-sport-ID8Pt9dS.html,2023-09-16
Profissional,Mercedes-Benz,A 180,d Fleet Pack Urban Aut.,Diesel,6,2018.0,105635.0,1461,109,Utilitário,Branco,Automática,5.0,18,Nacional,Usados,21900,8090415916.0,16 Setembro 2023,4.5,7.0,102.0,3.6,,,,Classe A,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-fleet-pack-urban-aut-ID8PvyLi.html,2023-09-16
Profissional,Renault,Clio,1.0 TCe Exclusive,Gasolina,1,2020.0,22240.0,999,100,Utilitário,Vermelho,Manual,5.0,18,Nacional,Usados,18750,8089465830.0,16 Setembro 2023,,5.0,89.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-exclusive-ID8PszBk.html,2023-09-16
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Ecotec Edition S/S,Diesel,3,2018.0,126833.0,1598,110,Carrinha,Cinzento,Manual,5.0,18,,Usados,17990,8089825735.0,16 Setembro 2023,,5.0,99.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-ecotec-edition-s-s-ID8Pu5ef.html,2023-09-16
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,12,2020.0,34445.0,999,100,Utilitário,Branco,Manual,5.0,36,Nacional,Usados,18750,8089465818.0,16 Setembro 2023,,5.0,88.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PszB8.html,2023-09-16
Profissional,Opel,Crossland,1.5 D Business Edition,Diesel,10,2022.0,13800.0,1499,110,SUV / TT,Branco,Manual,5.0,36,Nacional,Usados,22590,8090492011.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/opel-crossland-1-5-d-business-edition-ID8PvSyD.html,2023-09-16
Profissional,Opel,Crossland,1.2 T Business Edition,Gasolina,8,2022.0,21600.0,1199,110,SUV / TT,Cinzento,Manual,5.0,36,Nacional,Usados,20400,8090492003.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/opel-crossland-1-2-t-business-edition-ID8PvSyw.html,2023-09-16
Profissional,Citroën,C3,1.5 BlueHDi C-Series,Diesel,4,2022.0,61400.0,1499,102,Citadino,Branco,Manual,5.0,18,Nacional,Usados,19500,8090491996.0,16 Setembro 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/citron-c3-1-5-bluehdi-c-series-ID8PvSyo.html,2023-09-16
Profissional,SEAT,Leon,1.6 TDI Style S/S,Diesel,9,2018.0,77200.0,1598,115,Utilitário,Cinzento,Manual,5.0,18,Nacional,Usados,18890,8090491993.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/seat-leon-1-6-tdi-style-s-s-ID8PvSyl.html,2023-09-16
Profissional,Fiat,500X,1.3 MJ City Cross,Diesel,9,2019.0,59000.0,1248,95,SUV / TT,Verde,Manual,5.0,18,Nacional,Usados,17900,8089999902.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/fiat-500x-1-3-mj-city-cross-ID8PuOxo.html,2023-09-16
Profissional,Hyundai,Kauai,1.0 T-GDi Premium,Gasolina,2,2019.0,39000.0,998,120,SUV / TT,Vermelho,Manual,5.0,18,Nacional,Usados,17900,8089710912.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-ID8PtBmg.html,2023-09-16
Profissional,Opel,Insignia Sports Tourer,1.6 CDTi Selec.Auto.,Diesel,9,2017.0,120000.0,1598,136,Carrinha,Branco,Automática,5.0,18,Nacional,Usados,18900,8089808901.0,16 Setembro 2023,,,137.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-1-6-cdti-selec-auto-ID8Pu0QJ.html,2023-09-16
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Limited,Diesel,4,2018.0,110000.0,1461,110,Carrinha,Preto,Manual,5.0,18,Nacional,Usados,16900,8089748319.0,16 Setembro 2023,,,95.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ID8PtL5B.html,2023-09-16
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Urban,Diesel,1,2018.0,175000.0,1461,109,Carrinha,Cinzento,Manual,5.0,18,,Usados,20000,8090491726.0,16 Setembro 2023,4.6,,,,,,,Classe CLA,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-urban-ID8PvSu2.html,2023-09-16
Profissional,BMW,420 Gran Coupé,d Advantage Auto,Diesel,3,2016.0,129000.0,1995,190,Sedan,Azul,Automática,5.0,18,Nacional,Usados,26900,8089778214.0,16 Setembro 2023,,,106.0,,,,,Série 4,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-advantage-auto-ID8PtSRM.html,2023-09-16
Profissional,Skoda,Scala,1.0 TSI Ambition,Gasolina,7,2021.0,38987.0,999,95,Utilitário,Cinzento,Manual,5.0,36,,Usados,17980,8090545825.0,16 Setembro 2023,,5.0,119.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/skoda-scala-1-0-tsi-ambition-ID8Px6yB.html,2023-09-16
Profissional,Fiat,500,1.2 Lounge S&S,Gasolina,7,2019.0,93143.0,1242,69,Citadino,Cinzento,Manual,3.0,18,Nacional,Usados,15990,8089188697.0,16 Setembro 2023,,5.0,89.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-s-s-ID8Prpwr.html,2023-09-16
Profissional,Peugeot,508,1.5 BlueHDi Allure EAT8,Diesel,2,2018.0,126624.0,1499,130,Sedan,Preto,Automática,5.0,18,,Usados,24900,8089289366.0,16 Setembro 2023,,,99.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-5-bluehdi-allure-eat8-ID8PrPH8.html,2023-09-16
Profissional,Mercedes-Benz,C 180,BlueTEC Avantgarde+ Aut.,Diesel,11,2015.0,174500.0,1598,116,Sedan,Prateado,Automática,4.0,18,Nacional,Usados,21990,8090337163.0,16 Setembro 2023,,,98.0,,,,,Classe C,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-bluetec-avantgarde-aut-ID8Pveh5.html,2023-09-16
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta,Diesel,6,2018.0,103400.0,1461,110,SUV / TT,Cinzento,Manual,5.0,18,Importado,Usados,19900,8090327791.0,16 Setembro 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-ID8PvbPW.html,2023-09-16
Profissional,SEAT,Arona,1.0 TSI FR,Gasolina,6,2022.0,10800.0,999,110,SUV / TT,Branco,Manual,5.0,36,Nacional,Usados,24000,8089160570.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8PribM.html,2023-09-16
Particular,Fiat,500,1.0 GSE Hybrid Dolcevita,Gasolina,7,2022.0,6900.0,999,70,Citadino,Branco,Manual,3.0,0,,Usados,15900,8090170068.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-gse-hybrid-dolcevita-ID8PwvO0.html,2023-09-16
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,6,2021.0,49000.0,999,80,Utilitário,Cinzento,Manual,5.0,18,Nacional,Usados,15750,8088284771.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-style-ID8PnClZ.html,2023-09-16
Profissional,Smart,ForFour,1.0 Passion 71 Aut.,Gasolina,2,2019.0,90360.0,999,71,Citadino,Laranja,Automática,5.0,24,Nacional,Usados,16490,8090308585.0,16 Setembro 2023,5.0,6.0,96.0,3.6,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/smart-forfour-1-0-passion-71-aut-ID8Pv6Q9.html,2023-09-16
Profissional,Smart,ForFour,EQ Passion,Eléctrico,3,2019.0,39600.0,0,82,Citadino,Preto,Automática,5.0,24,Importado,Usados,22990,8090308543.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/smart-forfour-eq-passion-ID8Pv6Pt.html,2023-09-16
Profissional,BMW,X4,20 d xDrive Auto,Diesel,7,2016.0,135000.0,1995,190,SUV / TT,Preto,Automática,5.0,18,Nacional,Usados,36900,8090048432.0,16 Setembro 2023,,,136.0,,,,,Série X,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-x4-20-d-xdrive-auto-ID8Pw1a8.html,2023-09-16
Profissional,Mercedes-Benz,GLC 350,e Exclusive 4-Matic,Híbrido (Gasolina),1,2018.0,119225.0,1991,320,SUV / TT,Azul,Automática,5.0,18,Nacional,Usados,38990,8090595078.0,15 Setembro 2023,,,,,,,,Classe GLC,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-e-exclusive-4-matic-ID8Pxjn0.html,2023-09-16
Profissional,BMW,X3,18 d sDrive,Diesel,5,2019.0,92263.0,1995,150,SUV / TT,Cinzento,Manual,5.0,18,Importado,Usados,37500,8090141022.0,15 Setembro 2023,,,,,,,,Série X,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-ID8Pwpfv.html,2023-09-16
Profissional,BMW,X2,16 d sDrive Auto X Pack M,Diesel,5,2019.0,52000.0,1496,116,SUV / TT,Dourado,Automática,5.0,18,Nacional,Usados,32950,8090114088.0,13 Setembro 2023,,7.0,134.0,,,,148.58,Série X,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-x-pack-m-ID8Pwif6.html,2023-09-16
Profissional,Mercedes-Benz,GLC 220,d 4Matic 9G-TRONIC Exclusive,Diesel,9,2017.0,109014.0,2143,170,SUV / TT,Azul,Automática,5.0,18,Nacional,Usados,41600,8090056220.0,16 Setembro 2023,6.8,9.0,156.0,5.4,,,,Classe GLC,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-220-d-4matic-9g-tronic-exclusive-ID8Pw3bK.html,2023-09-16
Profissional,Porsche,Cayenne,II Platinum Edition,Diesel,1,2013.0,185000.0,2967,245,SUV / TT,Cinzento,Automática,5.0,24,Importado,Usados,36490,8088351108.0,16 Setembro 2023,8.4,,,,,,,,,,,,Sim,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-ii-platinum-edition-ID8PnTBV.html,2023-09-16
Profissional,Mercedes-Benz,A 220,d 8G-DCT AMG Line,Diesel,5,2019.0,96700.0,1950,190,Sedan,Preto,Automática,5.0,18,Importado,Usados,40500,8090610726.0,16 Setembro 2023,,8.0,,,,,,Classe A,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-220-d-8g-dct-amg-line-ID8Pxnro.html,2023-09-16
Profissional,Audi,A6 Avant,2.0 TDi S-line S tronic,Diesel,8,2018.0,90000.0,1968,190,Carrinha,Preto,Automática,5.0,36,,Usados,39990,8090045803.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-s-line-s-tronic-ID8Pw0tJ.html,2023-09-16
Profissional,BMW,520,d Pack M Auto,Diesel,6,2020.0,69000.0,1995,190,Carrinha,Cinzento,Automática,5.0,36,Nacional,Usados,41900,8089850248.0,16 Setembro 2023,4.9,8.0,,,,,,Série 5,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PubBC.html,2023-09-16
Profissional,Volvo,XC 60,2.0 D3 Momentum,Diesel,7,2018.0,69000.0,1969,150,SUV / TT,Preto,Manual,5.0,18,Nacional,Usados,33750,8089999443.0,16 Setembro 2023,,,,,,,235.26,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d3-momentum-ID8PuOpZ.html,2023-09-16
Profissional,Audi,Q5,2.0 TDI quattro Design S-tronic,Diesel,11,2017.0,219000.0,1968,190,SUV / TT,Cinzento,Automática,5.0,36,Nacional,Usados,33250,8090309519.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/audi-q5-2-0-tdi-quattro-design-s-tronic-ID8Pv75d.html,2023-09-16
Profissional,BMW,640 Gran Coupé,d Pack M,Diesel,6,2013.0,116000.0,2993,313,Sedan,Cinzento,Automática,4.0,18,Nacional,Usados,33950,8090229080.0,16 Setembro 2023,,8.0,,,,,,Série 6,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-640-gran-coup-d-pack-m-ID8PwM9O.html,2023-09-16
Profissional,BMW,525,d Pack M Auto,Diesel,9,2017.0,148300.0,1995,231,Carrinha,Cinzento,Automática,5.0,18,Nacional,Usados,34800,8084682925.0,16 Setembro 2023,,,,,,,,Série 5,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-525-d-pack-m-auto-ID8P8wlH.html,2023-09-16
Profissional,Audi,A5 Sportback,2.0 TDI Sport S tronic,Diesel,5,2018.0,72329.0,1968,190,Sedan,Cinzento,Automática,5.0,36,Nacional,Usados,33500,8090482056.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-sport-s-tronic-ID8PvPY4.html,2023-09-16
Profissional,Mercedes-Benz,A 250,,Híbrido (Gasolina),4,2020.0,84500.0,1332,218,Utilitário,Preto,Automática,4.0,18,,Usados,32800,8089657453.0,16 Setembro 2023,,,,,,,,Classe A,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-ID8Ptns1.html,2023-09-16
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),10,2019.0,129000.0,1950,306,Carrinha,Preto,Automática,5.0,18,,Usados,41800,8088841974.0,16 Setembro 2023,,,,,,,,Classe E,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PpXj8.html,2023-09-16
Profissional,Peugeot,3008,1.6 Hybrid Allure Pack e-EAT8,Híbrido (Gasolina),7,2021.0,46815.0,1598,225,SUV / TT,Cinzento,Automática,5.0,18,Nacional,Usados,36750,8090496516.0,12 Setembro 2023,,,29.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-hybrid-allure-pack-e-eat8-ID8PvTJi.html,2023-09-16
Particular,Mercedes-Benz,CLA 220,d Shooting Brake AMG Line Aut.,Diesel,11,2020.0,30000.0,1950,190,Carrinha,Cinzento,Automática,5.0,0,Nacional,Usados,44000,8090481968.0,14 Setembro 2023,,1.0,134.0,,,,,Classe CLA,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-d-shooting-brake-amg-line-aut-ID8PvPVE.html,2023-09-16
Profissional,DS,DS4,1.2 PureTech Performance Line EAT8,Gasolina,4,2023.0,2900.0,1199,130,Utilitário,Bege,Automática,5.0,36,Nacional,Usados,41450,8090610720.0,16 Setembro 2023,,7.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/ds-ds4-1-2-puretech-performance-line-eat8-ID8Pxnri.html,2023-09-16
Profissional,Fiat,500e C,Icon,Eléctrico,4,2021.0,11045.0,0,118,Cabrio,Branco,Automática,2.0,36,Importado,Usados,30490,8088275144.0,16 Setembro 2023,,,,,Própria,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/fiat-500e-c-icon-ID8PnzQI.html,2023-09-16
Particular,BMW,730,Ld xDrive Pack M,Diesel,1,2016.0,168700.0,2993,265,Sedan,Cinzento,Automática,4.0,0,Nacional,Usados,40500,8090436037.0,16 Setembro 2023,6.9,8.0,153.0,5.2,,,,Série 7,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-730-ld-xdrive-pack-m-ID8PvDZP.html,2023-09-16
Profissional,BMW,X5 M,M50 d,Diesel,1,2014.0,175000.0,2993,381,SUV / TT,Azul,Automática,5.0,18,,Usados,42000,8088911205.0,16 Setembro 2023,8.7,,,,,,,Série X,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-x5-m-m50-d-ID8PqfjL.html,2023-09-16
