Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Garantia de Stand (incl. no preço),Condição,Preco,ID Anuncio,Data Anuncio,Link,Número de Mudanças,Classe do veículo,Tracção,Emissões CO2,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Filtro de partículas,Inspecção válida até,Livro de Revisões completo,IVA Discriminado,Origem,Registo(s),Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,IUC,Capacidade da bateria,Bateria,Autonomia,Consumo Combinado,Consumo,Clássico,ou até,Valor sem ISV,Site,Portugal,Data
Profissional,Peugeot,208,1.6 BlueHDi Active,Diesel,Agosto,2017,134 078 km,1 560 cm3,75 cv,,,Sim,Utilitário,Branco,,Manual,5,5,18 Meses,Usados,11 900        EUR,8089107061,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-active-ID8Pr4gJ.html,,Classe 1,Tracção dianteira,90 g/km,,Sim,"4,20 l/100km",,,,,,Nacional,,,,,150 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,207 SW,1.4 Sport,Gasolina,Janeiro,2012,134 614 km,1 397 cm3,95 cv,,,Sim,Carrinha,Branco,,Manual,5,5,18 Meses,Usados,7 900        EUR,8089158395,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-207-sw-1-4-sport-ID8PrhCH.html,,Classe 1,Tracção dianteira,137 g/km,,,"7,70 l/100km",,,,,,Nacional,,,,,160 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,3008,2.0 BlueHDi Allure,Diesel,Maio,2015,97 883 km,1 997 cm3,150 cv,,,Sim,SUV / TT,Preto,Metalizado,Manual,5,5,18 Meses,Usados,14 900        EUR,8089579772,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-2-0-bluehdi-allure-ID8Pt3f6.html,6,Classe 1,Tracção dianteira,114 g/km,,Sim,"5,20 l/100km","3,80 l/100km",,,,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,308 SW,1.6 HDi Executive,Diesel,Agosto,2010,151 220 km,1 560 cm3,90 cv,,,Sim,Carrinha,Prateado,Metalizado,Manual,5,5,18 Meses,Usados,8 900        EUR,8089999392,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-hdi-executive-ID8PuOpa.html,,Classe 1,Tracção dianteira,125 g/km,,,6 l/100km,4 l/100km,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,206+,1.1 Urban,Gasolina,Fevereiro,2010,148 885 km,1 124 cm3,60 cv,,,Sim,Utilitário,Preto,,Manual,5,5,18 Meses,Usados,5 900        EUR,8088693287,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-206-1-1-urban-ID8PpkCX.html,,Classe 1,Tracção dianteira,,,Sim,8 l/100km,,,,,,,,,,,120 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,MINI,Cooper,S 50 Camden,Gasolina,Março,2010,121 500 km,1 598 cm3,175 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Manual,3,4,18 Meses,Usados,13 500        EUR,8089698496,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-s-50-camden-ID8Pty80.html,6,Classe 1,Tracção dianteira,149 g/km,Sim,Sim,"7,90 l/100km","5,20 l/100km",,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Dynamique,Diesel,Fevereiro,2010,184 863 km,1 461 cm3,110 cv,,Sim,Sim,Carrinha,Cinzento,,Manual,5,5,18 Meses,Usados,7 899        EUR,8090513666,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-dynamique-ID8PvYbU.html,,,,,Sim,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Clio,1.5 dCi Limited EDition,Diesel,Setembro,2017,185 000 km,1 461 cm3,90 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,13 950        EUR,8090633424,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-edition-ID8Pxtlu.html,5,Classe 1,,,,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Volvo,C30,1.6 D R-Design,Diesel,Junho,2010,156 000 km,1 560 cm3,110 cv,Sim,,Sim,Utilitário,Cinzento,Metalizado,Manual,3,4,18 Meses,Usados,10 950        EUR,8090244443,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-c30-1-6-d-r-design-ID8PwQ9B.html,5,Classe 1,Tracção dianteira,119 g/km,Sim,Sim,"5,60 l/100km","3,60 l/100km",Sim,,Sim,,Nacional,2,,,,145 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Skoda,Superb Break,1.6 TDI Elegance,Diesel,Setembro,2014,163 462 km,1 598 cm3,105 cv,Sim,Sim,Sim,Carrinha,Preto,,Manual,5,5,18 Meses,Usados,12 999        EUR,8090610775,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-superb-break-1-6-tdi-elegance-ID8Pxnsb.html,6,,,,,,,,,,,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Micra,1.0 Visia Plus,Gasolina,Abril,2017,34 000 km,998 cm3,73 cv,Sim,Sim,Sim,Citadino,Preto,,Manual,5,5,36 Meses,Usados,13 950        EUR,8090067042,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-visia-plus-ID8Pw60i.html,5,,Tracção dianteira,,Sim,Sim,,,,,,,Importado,,,,,100 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Citroën,C-Elysée,1.5 BlueHDi Shine,Diesel,Dezembro,2018,182 500 km,1 499 cm3,102 cv,,,,Sedan,Preto,Pérola,Manual,4,5,,Usados,10 000        EUR,8090622243,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c-elyse-1-5-bluehdi-shine-ID8Pxqr9.html,6,Classe 1,Tracção dianteira,116 g/km,Sim,Sim,"4,80 l/100km","3,40 l/100km",,13/12/2024,Sim,,,,700 km,,,144 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,BMW,116,i Sport Line,Gasolina,Abril,2016,95 000 km,1 598 cm3,136 cv,Sim,,,Utilitário,Castanho,,Manual,5,,,Usados,13 950        EUR,8090255472,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-i-sport-line-ID8PwT1u.html,,,,,,,"7,30 l/100km",,,,,,,,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,SEAT,Ibiza,1.0 Reference,Gasolina,Novembro,2017,199 850 km,999 cm3,75 cv,Sim,,Sim,Citadino,Cinzento,,Manual,5,5,18 Meses,Usados,8 990        EUR,8090475832,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-reference-ID8PvOlG.html,5,Classe 1,Tracção dianteira,108 g/km,Sim,,,,,,Sim,Sim,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,114,d Pack M,Diesel,Março,2014,157 000 km,1 598 cm3,95 cv,,Sim,Sim,Utilitário,Branco,Metalizado,Manual,5,5,18 Meses,Usados,14 900        EUR,8089759829,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-114-d-pack-m-ID8PtO5f.html,6,Classe 1,Tracção traseira,109 g/km,Sim,Sim,"4,90 l/100km","3,70 l/100km",Sim,,,,,,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Clio Sport Tourer,1.2 TCE GT EDC,Gasolina,Junho,2015,112 000 km,1 197 cm3,120 cv,,Sim,Sim,Carrinha,Preto,,Automática,5,,36 Meses,Usados,12 999        EUR,8088564325,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-2-tce-gt-edc-ID8PoN4W.html,,,,,,,"6,60 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,VW,Polo,1.0 Trendline,Gasolina,Março,2015,51 200 km,999 cm3,75 cv,,,,Citadino,Preto,Metalizado,Manual,5,5,18 Meses,Usados,10 990        EUR,8090460499,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-trendline-ID8PvKmn.html,5,Classe 1,Tracção dianteira,108 g/km,Sim,Sim,"5,90 l/100km","4,10 l/100km",,23/03/2024,Sim,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Junho,2019,33 400 km,898 cm3,90 cv,,Sim,Sim,Citadino,Branco,,Manual,5,5,18 Meses,Usados,13 990        EUR,8090379292,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-ID8PvpeA.html,5,,Tracção dianteira,132 g/km,,Sim,"6,30 l/100km","4,20 l/100km",,,Sim,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Fiat,500L,1.3 MJ Pop Star S&S,Diesel,Maio,2013,162 147 km,1 248 cm3,85 cv,,Sim,Sim,Monovolume,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,8 950        EUR,8090080974,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-3-mj-pop-star-s-s-ID8Pw9D0.html,5,Classe 2,,,,Sim,,,,,,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Zoe,Limited 40 Flex,Eléctrico,Julho,2019,45 000 km,,109 cv,,,,Citadino,Cinzento,Metalizado,Automática,5,5,18 Meses,Usados,14 500        EUR,8090633356,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-limited-40-flex-ID8Pxtko.html,1,Classe 1,Tracção traseira,,,,,,,,,,,,,,,,40 kWh,Aluguer,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Toyota,Yaris Verso,,Híbrido (Gasolina),Maio,2015,90 000 km,1 497 cm3,101 cv,Sim,,Sim,Citadino,Branco,Metalizado,Automática,5,5,18 Meses,Usados,14 499        EUR,8089151147,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-yaris-verso-ID8PrfJN.html,,Classe 1,,,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Ford,KA+,1.19 Ti-VCT Active,Gasolina,Março,2019,36 302 km,1 196 cm3,85 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,36 Meses,Usados,13 990        EUR,8090633330,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-ka-1-19-ti-vct-active-ID8PxtjY.html,,Classe 1,,,Sim,Sim,,,,,Sim,,Nacional,1,,30/03/2025,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Clio,1.5 dCi GT Line,Diesel,Maio,2014,138 000 km,1 461 cm3,90 cv,,Sim,Sim,Citadino,Vermelho,Metalizado,Manual,5,,36 Meses,Usados,12 999        EUR,8087922727,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-gt-line-ID8Pm6az.html,,,,,,,"4,30 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Smart,ForTwo Coupé,Electric Drive Prime,Eléctrico,Junho,2017,20 000 km,,82 cv,,Sim,Sim,Pequeno citadino,Preto,,Automática,2,2,18 Meses,Usados,14 999        EUR,8088230975,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-electric-drive-prime-ID8Pnomj.html,,Classe 1,,,Sim,Sim,,,,,Sim,,,1,180 km,,,,180 kWh,,180 km,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Juke,1.2 DIG-T N-Connecta,Gasolina,Agosto,2016,108 000 km,1 197 cm3,115 cv,,Sim,Sim,SUV / TT,Azul,,Manual,5,,36 Meses,Usados,14 999        EUR,8089946965,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-2-dig-t-n-connecta-ID8PuALz.html,,,,,,,"7,10 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Audi,A1 Sportback,1.6 TDI Business Line,Diesel,Setembro,2013,175 000 km,1 598 cm3,105 cv,,,,Citadino,Prateado,,Manual,5,,,Usados,13 750        EUR,8090534708,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-1-6-tdi-business-line-ID8Px3Fi.html,5,,Tracção dianteira,99 g/km,,,"4,40 l/100km","3,40 l/100km",,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Dynamique,Diesel,Junho,2011,298 900 km,1 461 cm3,110 cv,,,,Carrinha,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,8 250        EUR,8090603051,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-dynamique-ID8PxlrB.html,6,Classe 1,Tracção dianteira,114 g/km,,Sim,"5,80 l/100km","4,20 l/100km",,,,,Importado,,,,,154 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Peugeot,2008,PureTech 110 Stop&Start Allure,Gasolina,Julho,2015,144 897 km,1 199 cm3,110 cv,,,,SUV / TT,Preto,Metalizado,Manual,5,5,,Usados,11 990        EUR,8090218526,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-puretech-110-stop-start-allure-ID8PwJpA.html,5,,Tracção dianteira,141 g/km,Sim,Sim,,,,07/08/2024,Sim,,Importado,2,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Twingo,1.0 SCe Dynamique,Gasolina,Agosto,2020,14 000 km,999 cm3,70 cv,,Sim,Sim,Pequeno citadino,Branco,,Manual,5,,36 Meses,Usados,12 999        EUR,8090155642,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-twingo-1-0-sce-dynamique-ID8Pwt3k.html,,,,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Micra,0.9 IG-T N-Connecta Lifestyle S/S,Gasolina,Setembro,2019,59 872 km,898 cm3,90 cv,Sim,,,Citadino,Cinzento,Metalizado,Manual,5,,18 Meses,Usados,14 999        EUR,8089812410,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-0-9-ig-t-n-connecta-lifestyle-s-s-ID8Pu1Lk.html,5,,Tracção dianteira,104 g/km,Sim,Sim,"5,80 l/100km","3,90 l/100km",,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,508 SW,1.6 BlueHDi Access P.Business J17,Diesel,Junho,2018,185 642 km,1 560 cm3,120 cv,Sim,,Sim,Carrinha,Cinzento,,Manual,5,5,18 Meses,Usados,14 990        EUR,8090112612,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-access-p-business-j17-ID8PwhRi.html,6,Classe 1,Tracção dianteira,100 g/km,Sim,,,,,,Sim,Sim,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,SEAT,Leon,1.6 TDI Style S/S,Diesel,Setembro,2019,206 727 km,1 598 cm3,115 cv,,,,Utilitário,Preto,Metalizado,Manual,5,5,18 Meses,Usados,14 490        EUR,8090510962,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-6-tdi-style-s-s-ID8PvXui.html,5,Classe 1,Tracção dianteira,125 g/km,Sim,,,,,,Sim,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Abril,2018,160 556 km,1 461 cm3,90 cv,Sim,,Sim,Utilitário,Preto,,Manual,5,5,18 Meses,Usados,11 490        EUR,8090112601,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-zen-ID8PwhR7.html,5,Classe 1,Tracção dianteira,128 g/km,Sim,,,,,,Sim,Sim,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Limited,Diesel,Julho,2018,254 000 km,1 461 cm3,110 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,12 990        EUR,8089819891,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ID8Pu3HZ.html,6,Classe 1,Tracção dianteira,95 g/km,Sim,Sim,"4,20 l/100km","3,40 l/100km",,,Sim,Sim,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Grand Scénic,1.5 dCi Luxe 7L EDC,Diesel,Agosto,2011,162 000 km,1 461 cm3,110 cv,Sim,Sim,Sim,Monovolume,Preto,Metalizado,Automática,5,7,18 Meses,Usados,11 890        EUR,8089199105,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-5-dci-luxe-7l-edc-ID8Prsdj.html,6,,Tracção dianteira,,Sim,Sim,,,,01/08/2023,Sim,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Dynamique S SS,Diesel,Março,2016,211 000 km,1 461 cm3,110 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Manual,5,5,18 Meses,Usados,12 490        EUR,8089507755,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-dynamique-s-ss-ID8PsKwx.html,6,Classe 1,Tracção dianteira,,Sim,Sim,"3,90 l/100km",,Sim,15/03/2024,,,,,,,,147 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Alfa Romeo,Giulietta,1.6 JTDm Distinctive,Diesel,Fevereiro,2012,218 000 km,1 598 cm3,105 cv,Sim,Sim,Sim,Utilitário,Vermelho,Metalizado,Manual,5,5,18 Meses,Usados,11 490        EUR,8089996718,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-distinctive-ID8PuNI2.html,6,Classe 1,Tracção dianteira,104 g/km,Sim,Sim,5 l/100km,"3,40 l/100km",,15/02/2024,,,Nacional,,,,,147 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,SEAT,Leon,1.6 TDI Copa,Diesel,Julho,2011,239 120 km,1 598 cm3,90 cv,,Sim,Sim,Utilitário,Branco,Metalizado,Manual,5,5,18 Meses,Usados,9 950        EUR,8090102629,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-6-tdi-copa-ID8Pwfgh.html,5,,Tracção dianteira,119 g/km,Sim,Sim,"5,60 l/100km","3,90 l/100km",,08/11/2024,Sim,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,3008,1.6 BlueHDi Style,Diesel,Julho,2015,236 000 km,1 560 cm3,120 cv,,,,SUV / TT,Azul,Metalizado,Manual,5,5,18 Meses,Usados,13 490        EUR,8089340820,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-style-ID8Ps352.html,6,Classe 1,Tracção dianteira,,Sim,Sim,"4,60 l/100km",,,15/07/2024,,,,,,,,147 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Mégane Sport Tourer,1.5 dCi GT Line SS,Diesel,Fevereiro,2012,246 000 km,1 461 cm3,110 cv,Sim,Sim,Sim,Carrinha,Branco,,Manual,5,5,18 Meses,Usados,9 990        EUR,8090086947,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-gt-line-ss-ID8Pwbbl.html,6,Classe 1,Tracção dianteira,93 g/km,Sim,Sim,"3,90 l/100km","3,40 l/100km",Sim,,,,,,,,,147 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,318,d Touring Advantage,Diesel,Maio,2019,57 699 km,1 995 cm3,150 cv,,,,Carrinha,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,28 990        EUR,8090589318,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-advantage-ID8PxhS6.html,6,Classe 1,Tracção traseira,150 g/km,Sim,Sim,"5,20 l/100km","3,80 l/100km",Sim,27/05/2025,Sim,,Nacional,1,,,Série 3,"235,26 €",,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Clio,1.5 Blue dCi RS Line,Diesel,Janeiro,2020,82 000 km,1 461 cm3,115 cv,,,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,18 750        EUR,8090607062,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-rs-line-ID8Pxmui.html,6,Classe 1,Tracção dianteira,111 g/km,,Sim,,,,,Sim,Sim,Nacional,,,,,154 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,MINI,Countryman,Cooper S Auto,Gasolina,Janeiro,2015,78 671 km,1 598 cm3,184 cv,,,,SUV / TT,Preto,Mate,Automática,5,5,18 Meses,Usados,17 500        EUR,8090610545,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-s-auto-ID8Pxnot.html,6,Classe 1,Tracção dianteira,166 g/km,Sim,Sim,"9,50 l/100km","5,70 l/100km",,,Sim,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,308,1.2 PureTech Allure Full LED,Gasolina,Novembro,2021,29 000 km,1 199 cm3,130 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,27 980        EUR,8089110284,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-2-puretech-allure-full-led-ID8Pr56I.html,,Classe 1,,,Sim,Sim,,,,,Sim,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,VW,T-Cross,1.0 TSI,Gasolina,Novembro,2022,7 028 km,999 cm3,95 cv,Sim,,,SUV / TT,Azul,,Manual,5,5,36 Meses,Usados,23 490        EUR,8089915662,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-t-cross-1-0-tsi-ID8PusCG.html,,,,,,,,,,,,,Nacional,,,19/09/2026,,,,,,"5,90 l/100km",,,,,StandVirtual,Yes,2023-09-19
Profissional,Opel,Corsa,1.2 T GS Line,Gasolina,Janeiro,2020,60 000 km,1 199 cm3,100 cv,Sim,Sim,Sim,Citadino,Vermelho,Metalizado,Manual,5,5,18 Meses,Usados,16 990        EUR,8090518675,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-t-gs-line-ID8PvZuH.html,6,,,,Sim,Sim,,,,,Sim,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Fiat,500C,1.0 Hybrid Dolcevita,Gasolina,Dezembro,2022,8 251 km,999 cm3,70 cv,Sim,Sim,Sim,Cabrio,Cinzento,Metalizado,Manual,2,4,36 Meses,Usados,18 450        EUR,8088717373,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-0-hybrid-dolcevita-ID8PpqTr.html,6,Classe 1,Tracção dianteira,,Sim,Sim,,,,,Sim,Sim,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Janeiro,2019,118 997 km,1 499 cm3,130 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,18 490        EUR,8089944336,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8PuA5a.html,6,Classe 1,,,Sim,Sim,,,Sim,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,308,1.5 BlueHDi Style,Diesel,Fevereiro,2019,116 328 km,1 499 cm3,102 cv,Sim,Sim,Sim,Utilitário,Cinzento,,Manual,5,5,18 Meses,Usados,16 750        EUR,8089944337,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8PuA5b.html,6,Classe 1,,,Sim,Sim,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Volvo,V40,2.0 D2 R-Design,Diesel,Agosto,2018,126 207 km,1 969 cm3,120 cv,Sim,Sim,Sim,Utilitário,Preto,,Manual,5,5,18 Meses,Usados,20 990        EUR,8089944338,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-r-design-ID8PuA5c.html,6,Classe 1,,,Sim,Sim,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Kadjar,1.5 dCi Intens EDC,Diesel,Maio,2019,88 409 km,1 461 cm3,115 cv,Sim,Sim,Sim,SUV / TT,Azul,,Automática,5,5,18 Meses,Usados,23 990        EUR,8089944333,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-intens-edc-ID8PuA57.html,,Classe 1,,,Sim,Sim,,,Sim,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,318,d Touring Auto,Diesel,Junho,2013,183 000 km,1 995 cm3,143 cv,Sim,Sim,,Carrinha,Cinzento,Metalizado,Automática,5,5,18 Meses,Usados,17 900        EUR,8089242765,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-auto-ID8PrDzw.html,8,Classe 1,,,Sim,Sim,,,Sim,,,,Importado,,,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Kadjar,1.5 dCi Exclusive,Diesel,Novembro,2017,149 000 km,1 461 cm3,110 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,5,5,18 Meses,Usados,17 900        EUR,8088954863,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-exclusive-ID8PqqFW.html,6,Classe 2,,,,Sim,,,,,,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,C 180,d Avantgarde,Diesel,Novembro,2017,78 000 km,1 598 cm3,116 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,24 900        EUR,8089282443,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-d-avantgarde-ID8PrNTt.html,6,Classe 1,,,Sim,Sim,,,Sim,,,,Importado,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,CLA 180,d AMG Line,Diesel,Janeiro,2017,144 000 km,1 461 cm3,109 cv,,Sim,Sim,Sedan,Cinzento,Metalizado,Manual,4,5,18 Meses,Usados,23 900        EUR,8089287860,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-amg-line-ID8PrPiQ.html,6,,Tracção dianteira,,,,"4,70 l/100km",,,,,,Importado,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-19
