Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Garantia de Stand (incl. no preço),Condição,Preco,ID Anuncio,Data Anuncio,Link,Número de Mudanças,Classe do veículo,Tracção,Emissões CO2,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Filtro de partículas,Inspecção válida até,Livro de Revisões completo,IVA Discriminado,Origem,Registo(s),Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,IUC,Capacidade da bateria,Bateria,Autonomia,Consumo Combinado,Consumo,Clássico,ou até,Valor sem ISV,Site,Portugal,Data
Profissional,Renault,Clio,1.5 Blue dCi Zen,Diesel,Novembro,2020,75 781 km,1 461 cm3,100 cv,,,Sim,Citadino,Laranja,Metalizado,Manual,5,5,18 Meses,Usados,18 400        EUR,8089346988,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-zen-ID8Ps4Gv.html,6,Classe 1,,,Sim,Sim,,,Sim,01/11/2024,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,216 Active Tourer,d Line Sport,Diesel,Março,2019,31 520 km,1 496 cm3,116 cv,,,Sim,Carrinha,Azul,Metalizado,Manual,5,5,18 Meses,Usados,25 900        EUR,8084632350,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-active-tourer-d-line-sport-ID8P8ibY.html,6,Classe 1,,,Sim,Sim,,,Sim,01/03/2023,,,,,,,Série 2,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,SEAT,Ibiza,SC 1.4 TDi FR,Diesel,Maio,2017,125 026 km,1 422 cm3,105 cv,,Sim,Sim,Citadino,Branco,Metalizado,Manual,3,5,18 Meses,Usados,16 750        EUR,8089702333,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-4-tdi-fr-ID8Ptz7T.html,5,Classe 1,Tracção dianteira,,,Sim,,,,02/05/2025,,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,418 Gran Coupé,d Pack M Auto,Diesel,Janeiro,2018,183 738 km,1 995 cm3,150 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,5,5,18 Meses,Usados,25 980        EUR,8090105873,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-pack-m-auto-ID8Pwg6B.html,8,Classe 1,Tracção traseira,,Sim,Sim,,,,,,,,,,,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Urban,Diesel,Maio,2017,99 000 km,1 461 cm3,109 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Manual,5,5,18 Meses,Usados,23 900        EUR,8090448611,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-urban-ID8PvHgD.html,6,Classe 1,,,,Sim,,,Sim,,Sim,,Nacional,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Citroën,C3,,Diesel,Maio,2019,123 486 km,1 500 cm3,102 cv,,Sim,Sim,SUV / TT,Cinzento,,Manual,5,5,36 Meses,Usados,15 900        EUR,8090182760,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-ID8PwA6I.html,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Citroën,C4 Grand Picasso,1.6 BlueHDi Intensive EAT6 J17,Diesel,Março,2016,146 081 km,1 560 cm3,120 cv,Sim,Sim,Sim,Monovolume,Azul,Metalizado,Automática,5,7,18 Meses,Usados,16 970        EUR,8090565761,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-bluehdi-intensive-eat6-j17-ID8PxbK9.html,6,Classe 1,,,,Sim,,,,,Sim,,Importado,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,308 SW,1.2 PureTech Allure Full LED,Gasolina,Junho,2019,128 300 km,1 199 cm3,130 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Manual,5,5,18 Meses,Usados,15 900        EUR,8090448559,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-2-puretech-allure-full-led-ID8PvHfN.html,6,Classe 1,,106 g/km,Sim,,,,,,,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Talisman,1.5 dCi Zen P.Business,Diesel,Dezembro,2017,90 540 km,1 461 cm3,110 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Manual,4,5,18 Meses,Usados,17 490        EUR,8089390646,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-talisman-1-5-dci-zen-p-business-ID8Psg2G.html,6,Classe 1,Tracção dianteira,,Sim,Sim,,,Sim,,Sim,,,1,,,,"154,12 €",,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,5008,BlueHDI 130 EAT8 Active,Diesel,Agosto,2020,121 821 km,1 499 cm3,130 cv,Sim,Sim,Sim,Monovolume,Preto,Metalizado,Automática,5,7,18 Meses,Usados,24 900        EUR,8090604324,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-bluehdi-130-eat8-active-ID8PxlM8.html,,,,107 g/km,Sim,,,,Sim,,,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Leaf,N-Connecta,Eléctrico,Outubro,2018,68 542 km,,150 cv,Sim,,Sim,Citadino,Branco,,Automática,5,,18 Meses,Usados,21 499        EUR,8089683862,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-n-connecta-ID8PtujY.html,,,,,,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Qashqai,1.3 DIG-T Tekna,Gasolina,Abril,2019,142 000 km,1 332 cm3,140 cv,,Sim,Sim,SUV / TT,Cinzento,,Manual,5,5,18 Meses,Usados,21 500        EUR,8090634222,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-tekna-ID8Pxtym.html,6,Classe 1,,,Sim,Sim,,,,,Sim,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,SEAT,Leon,SC 2.0 TSI S&S DSG Cupra 280,Gasolina,Maio,2016,120 000 km,1 984 cm3,280 cv,,,,Utilitário,Branco,Metalizado,Automática,3,,,Usados,25 890        EUR,8090468581,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-sc-2-0-tsi-s-s-dsg-cupra-280-ID8PvMsJ.html,,,,,,,"8,30 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Audi,A6 Avant,,Diesel,Novembro,2018,106 000 km,1 968 cm3,190 cv,,,,Carrinha,Cinzento,,Automática,5,5,,Usados,32 000        EUR,8090596875,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-ID8PxjPZ.html,6,,,,Sim,Sim,,,Sim,,Sim,,Importado,2,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,116,d Pack M Auto,Diesel,Maio,2021,71 000 km,1 496 cm3,116 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,5,18 Meses,Usados,31 950        EUR,8089851854,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8Puc1v.html,7,Classe 1,Tracção dianteira,124 g/km,Sim,Sim,,,,,Sim,,Nacional,1,,,Série 1,154 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Abril,2019,94 226 km,2 143 cm3,204 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,5,18 Meses,Usados,44 990        EUR,8088329582,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PnO0K.html,9,,Integral,,,Sim,7 l/100km,,Sim,,,,Nacional,,,,Classe GLC,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,C 250,d,Diesel,Dezembro,2016,98 000 km,2 143 cm3,204 cv,,Sim,Sim,Coupé,Preto,Metalizado,Automática,3,4,18 Meses,Usados,35 750        EUR,8090015056,18 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-ID8PuStO.html,9,Classe 1,Tracção traseira,115 g/km,Sim,Sim,"4,80 l/100km","3,80 l/100km",,,Sim,,,1,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Cupra,Formentor,1.5 TSI Sport DSG,Gasolina,Janeiro,2023,13 000 km,1 498 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,5,36 Meses,Usados,35 900        EUR,8090635151,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-sport-dsg-ID8PxtNl.html,,Classe 1,,,Sim,Sim,,,,,,Sim,Nacional,1,,01/01/0001,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,520,d Pack M Auto,Diesel,Agosto,2019,87 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Preto,,Automática,5,5,18 Meses,Usados,39 990        EUR,8090455314,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PvJ0K.html,,Classe 1,,,,Sim,,,,,Sim,,Nacional,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Audi,S3,2.0 TFSi quattro S tronic,Gasolina,Setembro,2015,182 000 km,1 984 cm3,300 cv,Sim,Sim,Sim,Utilitário,Branco,,Automática,3,5,18 Meses,Usados,30 990        EUR,8088286592,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-s3-2-0-tfsi-quattro-s-tronic-ID8PnCPm.html,6,Classe 1,Integral,,Sim,Sim,,,,,,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,X2,20 d xDrive Auto,Diesel,Março,2018,48 000 km,1 995 cm3,190 cv,Sim,,,SUV / TT,Branco,Pérola,Automática,5,5,18 Meses,Usados,37 999        EUR,8089625669,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-20-d-xdrive-auto-ID8Ptfbn.html,8,Classe 1,Integral,142 g/km,,Sim,,,,,Sim,Sim,Nacional,1,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Mercedes-Benz,C 200,AMG Line,Gasolina,Setembro,2019,31 000 km,1 497 cm3,184 cv,,,,Coupé,Preto,Metalizado,Automática,3,4,,Usados,39 990        EUR,8087893708,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-amg-line-ID8PlYCv.html,9,Classe 1,Tracção dianteira,135 g/km,Sim,Sim,"8,70 l/100km",,,,Sim,,Importado,2,800 km,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Jeep,Renegade,1.3 TG 4Xe Limited,Híbrido (Gasolina),Novembro,2022,90 km,1 332 cm3,190 cv,,Sim,Sim,SUV / TT,Cinzento,,Automática,5,5,36 Meses,Usados,37 950        EUR,8090411907,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-3-tg-4xe-limited-ID8PvxID.html,6,Classe 1,Integral,,Sim,Sim,,,,,Sim,Sim,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,225xe Active Tourer,Pack M,Híbrido (Gasolina),Dezembro,2021,22 980 km,1 499 cm3,224 cv,Sim,,,Monovolume,Prateado,,Automática,5,5,36 Meses,Usados,39 900        EUR,8089803616,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-pack-m-ID8PtZtu.html,,,,,,,,,,,,,Nacional,,,19/09/2026,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,420,d Pack M Auto,Diesel,Julho,2021,27 100 km,1 995 cm3,190 cv,Sim,,,Coupé,Cinzento,,Automática,2,4,36 Meses,Usados,42 500        EUR,8089915756,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-pack-m-auto-ID8PusEc.html,,,,,,,,,,,,,Nacional,,,19/09/2026,Série 4,,,,,"5,60 l/100km",,,,,StandVirtual,Yes,2023-09-19
Profissional,Volvo,XC 40,2.0 D3 Momentum Plus Geartronic,Diesel,Setembro,2018,100 000 km,1 969 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Vermelho,Metalizado,Automática,5,5,18 Meses,Usados,32 800        EUR,8090473087,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-plus-geartronic-ID8PvNDp.html,8,Classe 1,Tracção dianteira,,Sim,Sim,,,,,Sim,Sim,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2019,39 705 km,1 461 cm3,116 cv,Sim,Sim,,Utilitário,Branco,Metalizado,Automática,5,5,18 Meses,Usados,31 900        EUR,8090247447,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PwQV3.html,7,Classe 1,,,Sim,Sim,,,,,,,Nacional,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,A 250 Limousine,e Style Plus,Híbrido (Gasolina),Outubro,2020,17 424 km,1 332 cm3,218 cv,,Sim,,Sedan,Preto,Metalizado,Automática,4,5,18 Meses,Usados,37 980        EUR,8088694022,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-limousine-e-style-plus-ID8PpkOO.html,,Classe 1,Tracção dianteira,22 g/km,Sim,,,,,,Sim,Sim,,1,,,Classe A,"144,05 €",,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,508 SW,1.6 Hybrid GT e-EAT8,Híbrido (Gasolina),Maio,2021,39 587 km,1 598 cm3,225 cv,,Sim,,Carrinha,Preto,Metalizado,Automática,5,5,18 Meses,Usados,36 980        EUR,8090192464,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-hybrid-gt-e-eat8-ID8PwCDe.html,,Classe 1,Tracção dianteira,34 g/km,Sim,,,,,,Sim,Sim,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,E 220,D AMG,Diesel,Dezembro,2017,114 400 km,1 950 cm3,194 cv,,Sim,Sim,Carrinha,Preto,,Automática,5,7,18 Meses,Usados,38 900        EUR,8090033099,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8PuXaP.html,,Classe 1,,,,Sim,,,Sim,,Sim,,Nacional,1,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,418 Gran Coupé,d Pack M Auto,Diesel,Março,2019,67 700 km,1 995 cm3,150 cv,,Sim,Sim,Utilitário,Azul,,Automática,5,5,18 Meses,Usados,34 500        EUR,8090022911,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-pack-m-auto-ID8PuUvw.html,,,,157 g/km,,Sim,,,Sim,,,,Nacional,,,,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Chevrolet,Camaro,Coupe 2.0 Aut.,Gasolina,Julho,2017,65 000 km,1 998 cm3,275 cv,Sim,,Sim,Coupé,Branco,Pérola,Automática,2,4,18 Meses,Usados,43 500        EUR,8089237454,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/chevrolet-camaro-coupe-2-0-aut-ID8PrCbQ.html,,,,,Sim,Sim,"10,20 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Land Rover,Range Rover Evoque Cabrio,2.0 TD4 HSE Dynamic,Diesel,Maio,2017,105 000 km,1 999 cm3,150 cv,Sim,,Sim,SUV / TT,Preto,Pérola,Automática,2,4,18 Meses,Usados,45 000        EUR,8087074815,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-cabrio-2-0-td4-hse-dynamic-ID8PixAz.html,,,,,Sim,Sim,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,X2,25d xDrive Pack M Auto,Diesel,Abril,2018,135 000 km,1 995 cm3,231 cv,Sim,,Sim,SUV / TT,Preto,Metalizado,Automática,5,5,18 Meses,Usados,37 500        EUR,8088190894,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-25d-xdrive-pack-m-auto-ID8PndWQ.html,,,,,Sim,Sim,,,,,Sim,,,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Audi,A3 Sportback,40 TFSIe Advanced,Híbrido (Gasolina),Janeiro,2021,23 255 km,1 395 cm3,204 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,5,18 Meses,Usados,32 900        EUR,8089260029,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-40-tfsie-advanced-ID8PrI3X.html,,,,,Sim,Sim,,,,01/01/2025,Sim,Sim,,,75 km,,,,,,,"3,10 l/100km",,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,E 220,D AMG Line,Diesel,Julho,2018,109 000 km,1 950 cm3,194 cv,,,,Carrinha,Preto,Metalizado,Automática,5,5,18 Meses,Usados,37 990        EUR,8090293677,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8Pv2XH.html,9,Classe 1,Tracção traseira,147 g/km,Sim,Sim,"5,80 l/100km","4,30 l/100km",,,Sim,,,,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Tesla,Model S,75D AWD,Eléctrico,Julho,2018,92 900 km,,332 cv,Sim,,Sim,Sedan,Preto,Metalizado,Automática,5,5,18 Meses,Usados,37 990        EUR,8090500101,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-75d-awd-ID8PvUF7.html,1,Classe 1,Integral,,Sim,Sim,,,,31/07/2024,Sim,Sim,Importado,1,450 km,,,,75 kWh,Própria,350 km,,17 kWh/100km,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Outubro,2020,100 000 km,1 332 cm3,218 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,5,18 Meses,Usados,31 500        EUR,8090274415,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PwXX1.html,,,,,Sim,Sim,,,,01/10/2024,Sim,Sim,Nacional,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,X3,18 d sDrive Ed. L.Style Auto,Diesel,Agosto,2020,99 824 km,1 995 cm3,150 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,5,18 Meses,Usados,39 850        EUR,8089685825,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-ed-l-style-auto-ID8PtuPD.html,8,Classe 1,Tracção traseira,,,Sim,,,,,Sim,Sim,Nacional,1,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Setembro,2020,55 500 km,1 499 cm3,130 cv,,Sim,Sim,SUV / TT,Verde,,Automática,5,5,36 Meses,Usados,30 700        EUR,8090584539,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8PxgD1.html,8,,,,,Sim,,,Sim,,Sim,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Fevereiro,2023,7 400 km,1 332 cm3,163 cv,,Sim,Sim,Utilitário,Preto,,Automática,5,5,36 Meses,Usados,41 900        EUR,8090584538,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8PxgD0.html,,,,120 g/km,,Sim,,,,,Sim,,Nacional,,,01/01/0001,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Mégane,1.8 TCe R.S. Trophy EDC,Gasolina,Junho,2019,21 000 km,1 798 cm3,300 cv,,,Sim,Utilitário,Branco,Pérola,Automática,5,4,18 Meses,Usados,39 950        EUR,8090069462,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-8-tce-r-s-trophy-edc-ID8Pw6Dk.html,6,Classe 1,Tracção dianteira,,Sim,Sim,,,,,Sim,,Importado,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Fevereiro,2021,79 516 km,1 461 cm3,116 cv,Sim,Sim,,Utilitário,Branco,,Automática,5,5,18 Meses,Usados,33 990        EUR,8089556152,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PsX68.html,7,Classe 1,,,,Sim,,,,,,,Nacional,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,C 250,d Station 9G-TRONIC AMG Line,Diesel,Julho,2017,136 181 km,2 143 cm3,204 cv,Sim,Sim,Sim,Carrinha,Branco,,Automática,5,5,18 Meses,Usados,32 250        EUR,8090586750,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-station-9g-tronic-amg-line-ID8PxhcG.html,9,Classe 1,,,Sim,Sim,,,,,,,Importado,1,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,X5,25 d sDrive Comfort 7L,Diesel,Fevereiro,2017,178 000 km,1 995 cm3,231 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Automática,5,7,18 Meses,Usados,36 900        EUR,8089957971,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8PuDD5.html,,Classe 1,,,Sim,Sim,,,Sim,,Sim,,Nacional,,,,Série X,"271,56 €",,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Porsche,Panamera,Diesel,Diesel,Outubro,2012,170 000 km,2 967 cm3,250 cv,,Sim,Sim,Sedan,Azul,Metalizado,Automática,5,4,18 Meses,Usados,41 000        EUR,8089852054,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-diesel-ID8Puc4K.html,8,,Tracção traseira,166 g/km,,Sim,"7,80 l/100km","5,50 l/100km",Sim,,Sim,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Jeep,Wrangler Unlimited,2.8 CRD MTX Sahara Limited,Diesel,Junho,2011,146 000 km,2 777 cm3,177 cv,Sim,,,SUV / TT,Preto,,Manual,4,5,18 Meses,Usados,37 990        EUR,8086903830,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-wrangler-unlimited-2-8-crd-mtx-sahara-limited-ID8PhP6K.html,,,,,,,"10,50 l/100km",,,,,,Nacional,,,,,52 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,C 350,e,Híbrido (Gasolina),Setembro,2018,44 268 km,1 991 cm3,279 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,5,36 Meses,Usados,31 900        EUR,8090525028,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-350-e-ID8Px19a.html,7,Classe 1,,52 g/km,Sim,Sim,,,,,Sim,,,1,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Tesla,Model 3,Standard Range Plus RWD,Eléctrico,Novembro,2021,35 000 km,,325 cv,,,,Sedan,Branco,,Automática,4,,,Usados,34 800        EUR,8090188705,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-standard-range-plus-rwd-ID8PwBEB.html,,,,,Sim,Sim,,,,,Sim,,,,,01/08/2023,,,60 kWh,Própria,,,,,198 000 km,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,C 180,AMG Line,Gasolina,Abril,2018,38 000 km,1 595 cm3,156 cv,Sim,Sim,Sim,Cabrio,Branco,Metalizado,Manual,3,4,18 Meses,Usados,34 980        EUR,8089135552,18 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-amg-line-ID8PrbGg.html,6,Classe 1,Tracção traseira,138 g/km,Sim,Sim,"7,50 l/100km",,,,Sim,,,1,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Maio,2022,5 km,,136 cv,,Sim,Sim,SUV / TT,Cinzento,,Automática,5,,36 Meses,Usados,36 800        EUR,8088403782,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8Po7jv.html,,Classe 1,Tracção dianteira,,,,,,,,,Sim,Nacional,,,,,,,Própria,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack,Diesel,Maio,2021,28 314 km,1 499 cm3,130 cv,,,,SUV / TT,Cinzento,,Manual,5,7,36 Meses,Usados,36 490        EUR,8090595477,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-ID8Pxjtr.html,6,,Tracção dianteira,134 g/km,,,"4,60 l/100km","3,70 l/100km",,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Junho,2020,79 000 km,1 950 cm3,306 cv,,Sim,Sim,Carrinha,Preto,Metalizado,Automática,5,5,36 Meses,Usados,38 990        EUR,8090614698,18 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8Pxots.html,9,Classe 1,,,Sim,Sim,,,Sim,,Sim,,,1,,,Classe C,230 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Julho,2020,74 000 km,1 950 cm3,306 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,36 Meses,Usados,44 990        EUR,8090634450,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PxtC2.html,9,Classe 1,,48 g/km,,Sim,,,,,Sim,Sim,,1,,,Classe E,,,,49 km,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Janeiro,2023,7 044 km,1 332 cm3,109 cv,Sim,,,Utilitário,Azul,,Manual,5,5,24 Meses,Usados,32 500        EUR,8090586743,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8Pxhcz.html,,,,,,,,,,,,,Nacional,,,,Classe A,,,,,"5,90 l/100km",,,,,StandVirtual,Yes,2023-09-19
