Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,IUC,Filtro de partículas,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Valor Fixo,IVA Discriminado,Consumo Extra Urbano,Inspecção válida até,Consumo Combinado,IVA dedutível,Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,Valor sem ISV,Autonomia,Consumo,Capacidade da bateria,Bateria,ou até,Clássico,Site,Portugal
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Março,2019,98 623 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,9,5,5,Classe 1,,,,,18 Meses,,Nacional,,,Sim,,Usados,41 990        EUR,8089160410,5 Julho 2023,Sim,Sim,,,,Sim,,,Classe E,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi R.S. Line,Diesel,Maio,2022,17 km,1 461 cm3,115 cv,Sim,Sim,Carrinha,Branco,,Manual,6,5,5,Classe 1,,,,,18 Meses,,Nacional,,Sim,Sim,"4,60 l/100km",Novos,31 990        EUR,8086740222,5 Julho 2023,Sim,Sim,,,,,,27/04/2025,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Abril,2019,81 760 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,,,,,18 Meses,,Nacional,,,Sim,,Usados,44 990        EUR,8089851897,5 Julho 2023,Sim,Sim,,,,Sim,,,Classe E,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Outubro,2018,59 320 km,1 499 cm3,130 cv,Sim,Sim,Monovolume,Branco,,Automática,,5,7,,,,,,18 Meses,,Nacional,,,Sim,"4,50 l/100km",Usados,32 990        EUR,8088213945,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d Pack M,Diesel,Maio,2021,32 330 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,,5,5,Classe 1,,,,,18 Meses,,Nacional,Sim,,Sim,,Usados,30 800        EUR,8089018118,5 Julho 2023,Sim,,,,,,,,Série 1,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Janeiro,2022,15 860 km,1 496 cm3,116 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,,,,,,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,39 900        EUR,8087800161,5 Julho 2023,Sim,,,,,,,,Série 2,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,h AMG Line,Híbrido (Diesel),Março,2017,127 000 km,2 143 cm3,231 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,7,5,5,,,,,Sim,18 Meses,,,,Sim,Sim,4 l/100km,Usados,32 500        EUR,8087775754,5 Julho 2023,,,,,,,,,Classe C,,,,,,,,StandVirtual,Yes
Profissional,BMW,X1,25 e xDrive Line Sport,Híbrido (Gasolina),Setembro,2020,12 897 km,1 499 cm3,220 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,42 400        EUR,8088770041,5 Julho 2023,Sim,,,,,Sim,,,Série X,,,,,,,,StandVirtual,Yes
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Abril,2019,66 528 km,1 998 cm3,252 cv,Sim,Sim,Sedan,Azul,Metalizado,Automática,,4,,Classe 1,,,,,18 Meses,,Nacional,Sim,,Sim,,Usados,43 800        EUR,8088887673,5 Julho 2023,Sim,,,,,Sim,,,Série 5,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V60,,Diesel,Dezembro,2018,49 461 km,1 969 cm3,190 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,36 950        EUR,8089908207,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Corolla,1.8 Hybrid Exclusive,Híbrido (Gasolina),Junho,2021,58 362 km,1 798 cm3,122 cv,Sim,Sim,Utilitário,Castanho,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,111 g/km,,,36 Meses,,Nacional,Sim,Sim,Sim,,Usados,30 500        EUR,8089559275,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Corolla Touring Sports,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Junho,2021,53 062 km,1 798 cm3,122 cv,Sim,,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,112 g/km,,,36 Meses,,Nacional,Sim,Sim,Sim,,Usados,30 500        EUR,8089559283,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,e-Niro,EV 64kWh,Eléctrico,Janeiro,2021,22 000 km,,204 cv,,Sim,SUV / TT,Branco,,Automática,,5,5,Classe 1,Tracção dianteira,,,,18 Meses,,Importado,Sim,Sim,Sim,,Usados,32 980        EUR,8089812824,5 Julho 2023,Sim,,,,,Sim,550 km,,,,455 km,13 kWh/100km,64 kWh,Própria,,,StandVirtual,Yes
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard,Diesel,Abril,2022,46 000 km,1 598 cm3,116 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,,5,5,,,,,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,35 450        EUR,8089966973,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Tesla,Model 3,Long Range AWD Dual Motor Performance,Eléctrico,Setembro,2019,31 000 km,,482 cv,Sim,,Sedan,Preto,Metalizado,Automática,,4,,,,,,,,,,,,,,Usados,44 000        EUR,8089966838,5 Julho 2023,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model S,75,Eléctrico,Outubro,2017,120 000 km,,320 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção traseira,,,,18 Meses,,,Sim,Sim,Sim,,Usados,39 900        EUR,8088539098,5 Julho 2023,,Sim,,14/10/2023,,Sim,,,,,,,,Própria,,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,,Diesel,Março,2018,124 288 km,1 999 cm3,180 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,,,18 Meses,,,Sim,Sim,Sim,,Usados,36 950        EUR,8089918298,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Novembro,2019,73 000 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Cinzento,,Automática,9,4,5,Classe 1,Tracção traseira,,,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,40 990        EUR,8089812912,5 Julho 2023,Sim,,,,,,,,Classe C,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Auto,Diesel,Outubro,2018,47 000 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,114 g/km,224 €,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,35 480        EUR,8089640440,5 Julho 2023,Sim,Sim,,,,,1 100 km,,Série 5,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Agosto,2018,78 242 km,1 461 cm3,109 cv,Sim,Sim,Utilitário,Branco,,Automática,7,5,5,Classe 1,,,,Sim,24 Meses,,Nacional,,,Sim,"4,50 l/100km",Usados,32 990        EUR,8088708791,5 Julho 2023,Sim,Sim,,,,,,,Classe A,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 180,d AMG Line,Diesel,Janeiro,2018,56 260 km,1 461 cm3,109 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção traseira,113 g/km,,Sim,18 Meses,1,Nacional,,Sim,Sim,"4,80 l/100km",Usados,30 900        EUR,8089834967,5 Julho 2023,Sim,,4 l/100km,,,,,,Classe GLA,,,,,,,,StandVirtual,Yes
Profissional,VW,Tiguan,2.0 TDI Highline DSG,Diesel,Janeiro,2021,45 000 km,1 968 cm3,150 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,152 g/km,,,18 Meses,1,,Sim,Sim,Sim,"5,50 l/100km",Usados,41 900        EUR,8089806416,5 Julho 2023,Sim,,"4,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 D4 Momentum Geartronic,Diesel,Janeiro,2020,105 000 km,1 969 cm3,190 cv,,Sim,SUV / TT,Preto,Metalizado,Automática,,5,,,,,,,36 Meses,,,,,,"5,60 l/100km",Usados,42 950        EUR,8089809490,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X3,18 d sDrive Ed. L.Style Auto,Diesel,Fevereiro,2020,90 519 km,1 995 cm3,150 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,,Classe 1,Tracção traseira,,,Sim,24 Meses,1,Nacional,Sim,Sim,,,Usados,45 000        EUR,8089219897,5 Julho 2023,,,,,,,850 km,,Série X,,,,,,,,StandVirtual,Yes
Profissional,MINI,John Cooper Works,Cabrio Sport-Aut.,Gasolina,Abril,2017,68 000 km,1 998 cm3,231 cv,Sim,Sim,Cabrio,Vermelho,Metalizado,Automática,6,2,4,Classe 1,Tracção dianteira,138 g/km,,,18 Meses,,Importado,,Sim,Sim,"7,40 l/100km",Usados,33 950        EUR,8089856468,5 Julho 2023,Sim,,"5,10 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,2.0 TSI GTi TCR DSG,Gasolina,Julho,2019,51 000 km,1 984 cm3,290 cv,Sim,Sim,Utilitário,Preto,Metalizado,Automática,7,5,5,,Tracção dianteira,,,,18 Meses,,,Sim,Sim,Sim,"8,30 l/100km",Usados,39 950        EUR,8088773349,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Electric,Cooper SE Yours,Eléctrico,Junho,2021,5 000 km,,184 cv,,,Utilitário,Prateado,,Automática,,3,4,,,,,,36 Meses,,Nacional,,,,,Usados,32 900        EUR,8089966877,5 Julho 2023,Sim,,,,,,,05/07/2026,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Long Range Tração Traseira,Eléctrico,Fevereiro,2022,6 235 km,,325 cv,Sim,Sim,Sedan,Cinzento,,Automática,,4,5,,,,,,36 Meses,1,Importado,,,Sim,,Usados,41 500        EUR,8088000357,5 Julho 2023,,,,22/02/2026,,Sim,,,,,491 km,,60 kWh,Própria,,,StandVirtual,Yes
Profissional,Kia,e-Niro,EV 64kWh,Eléctrico,Dezembro,2021,103 066 km,,204 cv,,Sim,SUV / TT,Preto,,Automática,,5,5,,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,Sim,,,Usados,30 990        EUR,8088737640,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,d Touring Line Sport Auto,Diesel,Dezembro,2019,132 733 km,1 995 cm3,150 cv,,Sim,Carrinha,Cinzento,,Automática,,5,5,,Tracção traseira,140 g/km,,,18 Meses,1,Nacional,Sim,Sim,,,Usados,31 290        EUR,8087542969,5 Julho 2023,Sim,Sim,,,,Sim,,,Série 3,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Março,2021,17 360 km,1 332 cm3,218 cv,Sim,Sim,Utilitário,Preto,,Automática,,5,5,,,,,,18 Meses,,Importado,,,Sim,,Usados,37 500        EUR,8089945389,5 Julho 2023,,,,03/03/2025,,Sim,,,Classe A,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Dezembro,2015,175 765 km,2 143 cm3,204 cv,Sim,,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 2,Integral,143 g/km,,,18 Meses,1,,,Sim,,,Usados,33 980        EUR,8089966790,5 Julho 2023,,,,,,,,,Classe GLC,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,40 TFSIe Advanced,Híbrido (Gasolina),Dezembro,2022,5 847 km,1 395 cm3,204 cv,Sim,,Utilitário,Prateado,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,24 g/km,"144,05 €",,36 Meses,1,Nacional,Sim,Sim,,,Usados,36 980        EUR,8089966770,5 Julho 2023,,,,,,Sim,,01/01/0001,,,,,,,,,StandVirtual,Yes
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Julho,2019,47 538 km,1 968 cm3,150 cv,,,Sedan,Cinzento,,Automática,,4,5,,,,,,18 Meses,,Nacional,,,Sim,,Usados,36 500        EUR,8088184719,5 Julho 2023,,,,19/07/2023,,,,,,,,,,,,,StandVirtual,Yes
Particular,Audi,A4 Avant,35 TDI Fleet Edition S tronic,Diesel,Fevereiro,2020,59 000 km,1 968 cm3,163 cv,,,Carrinha,Branco,Metalizado,Automática,7,5,5,Classe 1,,,,,,,,,,,,Usados,37 000        EUR,8089818963,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,ES 300h,Executive+,Híbrido (Gasolina),Março,2019,86 824 km,2 487 cm3,218 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,4,5,,,,,,36 Meses,,Nacional,Sim,,Sim,5 l/100km,Usados,43 500        EUR,8089527912,5 Julho 2023,Sim,Sim,,,,,,,ES,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi GT Pack EAT8,Diesel,Julho,2022,7 000 km,1 499 cm3,130 cv,,,SUV / TT,Branco,Metalizado,Automática,8,5,5,Classe 1,,,,,36 Meses,1,Importado,,Sim,Sim,,Usados,38 950        EUR,8089289316,5 Julho 2023,Sim,,,,,,,01/01/0001,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cabrio,Cooper Premium Sidewalk Special Edition Auto,Gasolina,Março,2021,45 987 km,1 499 cm3,136 cv,Sim,Sim,Cabrio,Azul,Metalizado,Automática,,2,4,Classe 1,,,,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,35 800        EUR,8089446209,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V60,2.0 D4 Inscription Geartronic,Diesel,Fevereiro,2019,98 450 km,1 969 cm3,190 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,18 Meses,,Nacional,Sim,,Sim,"5,40 l/100km",Usados,37 500        EUR,8088935759,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 180,AMG Line Aut.,Gasolina,Abril,2018,85 000 km,1 595 cm3,156 cv,Sim,Sim,Cabrio,Preto,,Automática,,3,4,,,,,,18 Meses,,,,,,,Usados,38 750        EUR,8089252088,5 Julho 2023,,,,01/04/2024,,,,,Classe C,,,,,,,,StandVirtual,Yes
Profissional,BMW,730,d,Diesel,Março,2016,149 900 km,2 993 cm3,265 cv,Sim,Sim,Sedan,Castanho,Metalizado,Automática,8,4,5,Classe 1,,129 g/km,642 €,,18 Meses,2,Importado,Sim,,Sim,,Usados,39 950        EUR,8089349408,5 Julho 2023,Sim,,,,,,,,Série 7,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack EAT8,Diesel,Abril,2022,17 000 km,1 499 cm3,130 cv,Sim,Sim,Monovolume,Preto,,Automática,,5,7,,,,,,18 Meses,,Nacional,,,Sim,,Usados,40 900        EUR,8089861161,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack,Diesel,Maio,2021,52 000 km,1 499 cm3,130 cv,Sim,Sim,Monovolume,Branco,Pérola,Manual,6,5,7,Classe 1,Tracção dianteira,,,,36 Meses,,Nacional,Sim,Sim,Sim,"4,60 l/100km",Usados,35 900        EUR,8089160861,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 200,Shooting Brake AMG Line Aut.,Gasolina,Fevereiro,2022,18 000 km,1 332 cm3,163 cv,,,Carrinha,Preto,,Automática,7,5,5,Classe 1,,,,,36 Meses,1,Importado,,Sim,Sim,,Usados,39 950        EUR,8089346856,5 Julho 2023,Sim,,,,,,,01/01/0001,Classe CLA,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,Platinum Edition PDK,Gasolina,Setembro,2010,163 008 km,3 605 cm3,300 cv,,Sim,Utilitário,Preto,Metalizado,Automática,7,5,4,Classe 1,Tracção traseira,218 g/km,,,18 Meses,,,Sim,Sim,Sim,"13,10 l/100km",Usados,42 440        EUR,8089187365,5 Julho 2023,,,,28/05/2023,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,e-208,GT Pack,Eléctrico,Junho,2021,14 900 km,,136 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Automática,,5,5,,Tracção dianteira,,,,18 Meses,,Importado,,,,,Usados,34 950        EUR,8087408885,5 Julho 2023,,,,,,,,,,,,,,Própria,,,StandVirtual,Yes
Profissional,Lexus,IS 300H,Executive,Híbrido (Gasolina),Março,2019,65 413 km,2 494 cm3,223 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,4,5,Classe 1,,,,,36 Meses,,Nacional,Sim,,Sim,"4,50 l/100km",Usados,35 700        EUR,8089540855,5 Julho 2023,Sim,Sim,,,,,,,IS,,,,,,,,StandVirtual,Yes
Profissional,Toyota,C-HR,1.8 Hybrid Exclusive,Híbrido (Gasolina),Janeiro,2021,60 530 km,1 798 cm3,122 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,111 g/km,,,36 Meses,,Nacional,Sim,,Sim,"3,20 l/100km",Usados,33 500        EUR,8089556701,5 Julho 2023,Sim,Sim,"4,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Stelvio,2.0 T Super AT8 Q4,Gasolina,Agosto,2017,62 000 km,1 995 cm3,280 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Integral,161 g/km,,,18 Meses,1,Nacional,Sim,Sim,Sim,10 l/100km,Usados,39 750        EUR,8085654590,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Arkana,,Híbrido (Gasolina),Outubro,2021,3 200 km,1 332 cm3,140 cv,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,Classe 2,,,,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,31 900        EUR,8089635530,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Nissan,Navara,DC 4x4 Auto EU6 N-Connecta,Diesel,Outubro,2018,165 000 km,2 299 cm3,190 cv,,,SUV / TT,Branco,Metalizado,Automática,,4,3,,Integral,,,Sim,,1,Nacional,Sim,Sim,Sim,,Usados,32 900        EUR,8089734168,4 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 D4 Momentum,Diesel,Agosto,2019,105 000 km,1 969 cm3,190 cv,Sim,Sim,SUV / TT,Preto,,Manual,6,5,5,,,,,,18 Meses,1,,Sim,Sim,Sim,,Usados,42 500        EUR,8089662221,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Porsche,Panamera,Standard,Diesel,Janeiro,2012,242 000 km,2 967 cm3,250 cv,,,Utilitário,Castanho,Metalizado,Automática,8,5,4,Classe 1,Tracção traseira,166 g/km,,,,,Importado,Sim,Sim,Sim,"7,80 l/100km",Usados,39 900        EUR,8089966490,5 Julho 2023,,,"5,50 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A5,2.0 TDI Sport,Diesel,Janeiro,2018,101 000 km,1 968 cm3,190 cv,Sim,Sim,Coupé,Cinzento,,Manual,6,2,4,Classe 1,,,,,18 Meses,1,,Sim,Sim,Sim,,Usados,32 500        EUR,8088719469,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 250,BlueTEC Avantgarde Aut.,Diesel,Abril,2015,67 000 km,2 143 cm3,204 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,7,4,5,Classe 1,Tracção traseira,110 g/km,,Sim,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,31 800        EUR,8084753629,5 Julho 2023,,,,21/06/2023,,,,,Classe C,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde Aut.,Diesel,Maio,2017,69 000 km,2 143 cm3,170 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção traseira,114 g/km,,,18 Meses,1,Nacional,Sim,Sim,Sim,"5,30 l/100km",Usados,31 800        EUR,8088932905,5 Julho 2023,,Sim,,29/06/2023,,,,,Classe C,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,D AMG Line Aut.,Diesel,Dezembro,2017,185 000 km,2 143 cm3,170 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Automática,9,4,5,Classe 1,,117 g/km,,,18 Meses,1,Nacional,,Sim,Sim,,Usados,31 500        EUR,8088694231,5 Julho 2023,Sim,,,,,,,,Classe C,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 D4 R-Design Geartronic,Diesel,Abril,2019,108 952 km,1 969 cm3,190 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,8,5,5,Classe 1,,1 g/km,,,18 Meses,1,Nacional,,,Sim,,Usados,44 950        EUR,8089913477,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Abarth,695C,1.4 T-Jet Rivale MTA,Gasolina,Agosto,2018,53 308 km,1 368 cm3,180 cv,Sim,Sim,Cabrio,Cinzento,,Automática,,,,,,,,,18 Meses,,Nacional,,,,,Usados,31 900        EUR,8089966485,5 Julho 2023,,,,10/08/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa-e,Elegance,Eléctrico,Abril,2023,5 km,,136 cv,Sim,Sim,Citadino,Branco,,Automática,4,5,5,,Tracção dianteira,,,,36 Meses,,,,Sim,Sim,,Usados,33 950        EUR,8089855554,5 Julho 2023,,,,,,Sim,,,,,346 km,15 kWh/100km,,,,,StandVirtual,Yes
Profissional,Opel,Corsa-e,Edition,Eléctrico,Março,2023,5 km,,136 cv,Sim,Sim,Citadino,Vermelho,,Automática,,5,5,,Tracção dianteira,,,,36 Meses,,,,Sim,Sim,,Usados,33 500        EUR,8089855858,5 Julho 2023,,,,,,Sim,,,,,346 km,15 kWh/100km,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,2.0 D3 Momentum Plus,Diesel,Fevereiro,2019,143 000 km,1 969 cm3,150 cv,Sim,Sim,SUV / TT,Prateado,,Manual,6,5,5,,,,,,18 Meses,1,,Sim,Sim,Sim,,Usados,30 990        EUR,8089461788,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Navara,2.3 dCi CD 4WD N-Guard,Diesel,Agosto,2021,54 000 km,2 298 cm3,190 cv,,,SUV / TT,Cinzento,,Manual,6,4,3,Classe 2,Integral,,54 €,,36 Meses,1,Nacional,Sim,,Sim,"6,80 l/100km",Usados,42 499        EUR,8088256771,5 Julho 2023,Sim,Sim,,,,Sim,,01/08/2026,,,,,,,160 000 km,,StandVirtual,Yes
Profissional,Jeep,Wrangler,,Diesel,Março,2018,245 000 km,2 776 cm3,200 cv,,,SUV / TT,Cinzento,Metalizado,Automática,6,3,2,Classe 2,Integral,231 g/km,54 €,,18 Meses,1,Nacional,,,Sim,,Usados,32 499        EUR,8088068798,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Discovery,4 3.0 TD V6 S,Diesel,Outubro,2014,108 000 km,2 993 cm3,211 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,6,5,5,Classe 2,Integral,207 g/km,,,18 Meses,,Nacional,,,Sim,"8,60 l/100km",Usados,34 999        EUR,8088921119,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line,Diesel,Junho,2022,7 867 km,1 950 cm3,116 cv,Sim,Sim,Utilitário,Branco,,Manual,,5,5,,,,,,36 Meses,,Nacional,,,,,Usados,44 500        EUR,8088784225,5 Julho 2023,,,,,,,,,Classe A,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,1.6 Hybrid Allure Pack eEAT8,Híbrido (Gasolina),Março,2022,7 252 km,1 598 cm3,180 cv,,Sim,Utilitário,Preto,Metalizado,Automática,,5,5,Classe 1,,,,,18 Meses,,,,Sim,Sim,,Usados,39 990        EUR,8089155370,5 Julho 2023,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Pack M Auto,Diesel,Março,2020,26 950 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,,,,,18 Meses,,Importado,Sim,Sim,Sim,,Usados,43 950        EUR,8089158491,5 Julho 2023,Sim,,,01/05/2024,,,,,Série 5,,,,,,,,StandVirtual,Yes
Profissional,VW,Tiguan Allspace,2.0 TDI Highline,Diesel,Agosto,2018,115 000 km,1 968 cm3,150 cv,Sim,Sim,SUV / TT,Cinzento,,Manual,,5,7,Classe 1,,131 g/km,148 €,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,34 750        EUR,8088326158,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d Pack M Auto,Diesel,Janeiro,2021,9 639 km,1 496 cm3,116 cv,,,Utilitário,Preto,Metalizado,Automática,,5,5,,,,,,24 Meses,,,,,,,Usados,35 900        EUR,8089411506,5 Julho 2023,,,,,,,,,Série 1,,,,,,,,StandVirtual,Yes
Profissional,BMW,X2,16 d sDrive Advantage,Diesel,Setembro,2019,36 964 km,1 496 cm3,116 cv,,,SUV / TT,Cinzento,,Manual,,5,,,,,,,36 Meses,,,,,,,Usados,35 900        EUR,8089285118,5 Julho 2023,,,,,,,,,Série X,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,Boxer,2.0 BlueHDi 330 L1H1,Diesel,Julho,2017,10 000 km,1 997 cm3,110 cv,,,Monovolume,Branco,,Manual,6,5,9,Classe 2,Tracção dianteira,163 g/km,,,18 Meses,1,Nacional,Sim,,Sim,"6,20 l/100km",Usados,37 499        EUR,8088068885,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
