Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Bateria,Valor Fixo,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Emissões CO2,Garantia de Stand (incl. no preço),Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Número de Mudanças,Origem,Tipo de cor,Classe do veículo,Tracção,IUC,Não fumador,2º Chave,Livro de Revisões completo,IVA Discriminado,Registo(s),Consumo Urbano,Consumo Extra Urbano,VIN,Inspecção válida até,Garantia de Fábrica até,ou até,Capacidade da bateria,Autonomia Máxima,Sub-modelo,Autonomia,Consumo Combinado,Consumo,Site,Portugal,Data
Profissional,BMW,X4,Diesel,Janeiro,2017,160 000 km,1 995 cm3,190 cv,,Sim,Sim,SUV / TT,Branco,Manual,5,5,,18 Meses,Usados,31 900,8092065443,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x4-20-d-xdrive-xline-ID8PDtSz.html,20 d xDrive XLine,6,,Metalizado,Classe 2,,,,,,,1,,,,,,,,,Série X,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Passat Variant,Diesel,Agosto,2022,23 000 km,1 968 cm3,150 cv,,Sim,Sim,Carrinha,Cinzento,Automática,5,5,,18 Meses,Usados,32 990,8091505478,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-2-0-tdi-business-dsg-ID8PB8cS.html,2.0 TDi Business DSG,,Nacional,,Classe 1,,,,Sim,Sim,,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,C 220,Diesel,Setembro,2016,121 510 km,2 143 cm3,170 cv,,,Sim,Cabrio,Azul,Automática,3,4,,18 Meses,Usados,32 500,8091861457,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-ID8PCCOt.html,,,Nacional,,,,,,,,,,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,216 Gran Coupé,Diesel,Fevereiro,2023,25 100 km,1 496 cm3,116 cv,,,Sim,Sedan,Cinzento,Automática,4,5,,36 Meses,Usados,36 950,8092020643,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PDidZ.html,d Pack M,,,Metalizado,Classe 1,Tracção traseira,,Sim,Sim,Sim,,1,,,,,28 Fevereiro 2026,,,,Série 2,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,C 300,Híbrido (Diesel),Agosto,2020,82 498 km,1 950 cm3,306 cv,,,Sim,Carrinha,Preto,Automática,5,5,35 g/km,18 Meses,Usados,34 950,8092019770,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-ID8PDhZU.html,,9,,Metalizado,Classe 1,,,Sim,Sim,Sim,,,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,330,Híbrido Plug-In,Junho,2018,33 344 km,1 998 cm3,252 cv,,,Sim,Sedan,Cinzento,Automática,4,5,49 g/km,18 Meses,Usados,30 800,8092013429,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-330-e-iperformance-pack-m-ID8PDglD.html,e iPerformance Pack M,,Nacional,,Classe 1,Tracção traseira,,Sim,Sim,Sim,,2,,,,,,,,,Série 3,,,,StandVirtual,Yes,2024-04-03
Profissional,Polestar,2,Eléctrico,Setembro,2022,6 800 km,,231 cv,Própria,Sim,Sim,Sedan,Prateado,Automática,5,5,,24 Meses,Usados,43 900,8091414646,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/polestar-2-long-range-ID8PAKzQ.html,Long Range,1,Nacional,Metalizado,Classe 1,Tracção dianteira,,,Sim,,Sim,,,,Mostrar VIN,,28 Setembro 2025,,78 kWh,,,542 km,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,420 Gran Coupé,Diesel,Fevereiro,2019,100 000 km,1 995 cm3,190 cv,,,Sim,Sedan,Preto,Automática,5,5,,18 Meses,Usados,34 400,8092109752,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8PDFpe.html,d Pack M Auto,,Nacional,Metalizado,,,,,Sim,,,,,,,,,,,,Série 4,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,A 220,Diesel,Julho,2020,168 000 km,1 950 cm3,190 cv,,Sim,Sim,Sedan,Preto,Automática,4,5,,18 Meses,Usados,37 490,8091884843,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-220-d-amg-line-aut-ID8PCITF.html,d AMG Line Aut.,8,,Metalizado,Classe 1,Tracção dianteira,,Sim,Sim,Sim,,1,,,,,1 Janeiro 2031,,,900 km,Classe A,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,320,Diesel,Julho,2020,95 000 km,1 995 cm3,190 cv,,,Sim,Carrinha,Branco,Automática,5,5,,18 Meses,Usados,39 500,8091508593,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-pack-m-shadow-auto-ID8PB917.html,d Touring Pack M Shadow Auto,8,,Metalizado,Classe 1,Tracção traseira,,Sim,Sim,Sim,,,,,,,,,,,Série 3,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Tiguan,Diesel,Março,2023,24 236 km,1 968 cm3,150 cv,,Sim,Sim,SUV / TT,Azul,Manual,5,5,,36 Meses,Usados,36 990,8092097642,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-tiguan-2-0-tdi-life-ID8PDCfU.html,2.0 TDI Life,,Nacional,,,,,,,,,,,,Mostrar VIN,,3 Abril 2027,,,,,,5 l/100km,,StandVirtual,Yes,2024-04-03
Profissional,BMW,X3,Diesel,Junho,2018,69 862 km,1 995 cm3,190 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,138 g/km,18 Meses,Usados,43 950,8090791476,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-auto-ID8Py8sI.html,20 d xDrive Pack M Auto,8,,Metalizado,Classe 1,,,,Sim,,,1,,,,,,,,,Série X,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,GLC 350,Híbrido (Gasolina),Março,2017,99 870 km,2 000 cm3,320 cv,,,Sim,SUV / TT,Preto,Automática,5,5,,18 Meses,Usados,36 490,8089630942,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-ID8Ptgyq.html,,8,,,Classe 1,Tracção dianteira,,Sim,Sim,,,,,,,1 Março 2025,,,,,Classe GLC,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,Vito Tourer,Diesel,Março,2019,171 900 km,2 143 cm3,136 cv,,,Sim,Monovolume,Branco,Manual,4,9,187 g/km,18 Meses,Usados,35 850,8090770908,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-vito-tourer-114-cdi-34-ID8Py36Y.html,114 CDi/34,6,Nacional,,Classe 1,Tracção traseira,271 €,Sim,Sim,Sim,Sim,1,"8,50 l/100km","5,40 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Nissan,Qashqai,Gasolina,Agosto,2022,31 539 km,1 332 cm3,158 cv,,,Sim,SUV / TT,Cinzento,Automática,5,5,,18 Meses,Usados,30 450,8092071464,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-xtronic-ID8PDwrG.html,1.3 DIG-T Acenta Xtronic,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,X5,Diesel,Março,2016,155 600 km,1 995 cm3,231 cv,,Sim,Sim,SUV / TT,Preto,Automática,5,7,,18 Meses,Usados,32 990,8091924682,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8PCTge.html,25 d sDrive Comfort 7L,8,Nacional,Metalizado,Classe 1,,,Sim,Sim,Sim,,1,"5,90 l/100km","4,90 l/100km",,,,,,,Série X,,"5,30 l/100km",,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,GLB 180,Diesel,Setembro,2021,101 177 km,1 950 cm3,116 cv,,Sim,Sim,SUV / TT,Preto,Automática,5,7,146 g/km,18 Meses,Usados,39 980,8091146733,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glb-180-d-progressive-ID8PzCSF.html,d Progressive,8,Nacional,Metalizado,Classe 1,Tracção dianteira,"235,26 €",Sim,Sim,Sim,,,,,Mostrar VIN,,,,,,Classe GLB,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,520,Diesel,Fevereiro,2020,79 000 km,1 995 cm3,190 cv,,,Sim,Carrinha,Cinzento,Automática,5,5,,18 Meses,Usados,43 500,8086893869,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PhMv5.html,d Pack M Auto,8,Nacional,Metalizado,Classe 1,Tracção traseira,250 €,Sim,Sim,Sim,,1,"5,50 l/100km",,,,,,,950 km,Série 5,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,116,Diesel,Abril,2022,21 300 km,1 496 cm3,116 cv,,,Sim,Utilitário,Preto,Manual,5,5,122 g/km,18 Meses,Usados,30 490,8091563828,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-ID8PBno0.html,d Pack M,6,Nacional,,Classe 1,Tracção dianteira,,Sim,Sim,Sim,,,,,Mostrar VIN,,,,,,Série 1,,,,StandVirtual,Yes,2024-04-03
Profissional,Jaguar,F-Pace,Diesel,Janeiro,2017,129 000 km,1 999 cm3,180 cv,,,Sim,SUV / TT,Preto,Automática,5,5,,18 Meses,Usados,34 950,8091632473,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-prestige-awd-aut-ID8PBFfb.html,2.0 i4D Prestige AWD Aut.,,,,Classe 1,Integral,"241,49 €",Sim,Sim,Sim,,,,,,9 Janeiro 2025,,,,,,,,,StandVirtual,Yes,2024-04-03
Particular,DS,DS4,Híbrido (Gasolina),Março,2022,35 000 km,1 598 cm3,225 cv,,,,Utilitário,Cinzento,Automática,5,5,30 g/km,,Usados,34 000,8090911533,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds4-e-tense-performance-line-eat8-ID8PyDH7.html,E-Tense Performance Line EAT8,8,Nacional,Metalizado,Classe 1,Tracção dianteira,,Sim,Sim,Sim,,2,,,Mostrar VIN,,31 Março 2024,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,CLA 180,Diesel,Fevereiro,2020,38 000 km,1 461 cm3,116 cv,,Sim,Sim,Sedan,Preto,Automática,4,5,,18 Meses,Usados,33 999,8091956110,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-amg-line-aut-ID8PD1r8.html,d AMG Line Aut.,7,Nacional,Metalizado,Classe 1,,,Sim,Sim,Sim,Sim,,,,,,,,,,Classe CLA,,,,StandVirtual,Yes,2024-04-03
Profissional,Hyundai,Tucson,Diesel,Maio,2021,141 196 km,1 598 cm3,136 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,134 g/km,18 Meses,Usados,31 490,8091725506,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-vanguard-dct-ID8PC3rI.html,1.6 CRDi Vanguard DCT,7,Nacional,Metalizado,Classe 1,Tracção dianteira,,,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,E 220,Diesel,Setembro,2018,184 950 km,1 950 cm3,194 cv,,Sim,Sim,Coupé,Dourado,Automática,2,4,,18 Meses,Usados,34 900,8088889442,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-coupe-9g-tronic-amg-line-ID8Pq9EK.html,d Coupe 9G-TRONIC AMG Line,9,Nacional,Metalizado,Classe 1,,,Sim,Sim,Sim,Sim,1,,,,,,,,,Classe E,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,X2,Diesel,Fevereiro,2018,74 700 km,1 995 cm3,190 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,143 g/km,24 Meses,Usados,39 946,8091628690,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-20-d-xdrive-auto-x-pack-m-ID8PBEga.html,20 d xDrive Auto X Pack M,8,,Metalizado,,Integral,,Sim,Sim,,,,,,Mostrar VIN,,,,,,Série X,,,,StandVirtual,Yes,2024-04-03
Profissional,Citroën,Spacetourer,Diesel,Março,2021,89 131 km,1 499 cm3,120 cv,,Sim,Sim,Monovolume,Branco,Manual,4,9,168 g/km,18 Meses,Usados,34 990,8091924070,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-spacetourer-1-5-bluehdi-xl-business-j17-ID8PCT6m.html,1.5 BlueHDi XL Business J17,6,Nacional,Metalizado,Classe 2,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Cupra,Born,Eléctrico,Julho,2022,8 027 km,,204 cv,Própria,Sim,Sim,SUV / TT,Preto,Automática,5,5,,18 Meses,Usados,37 490,8091898761,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-born-58-kwh-ID8PCMv9.html,58 kWh,,Nacional,,Classe 1,Integral,,Sim,,Sim,Sim,1,,,,,,,58 kWh,,,400 km,,,StandVirtual,Yes,2024-04-03
Profissional,Jaguar,I-Pace,Eléctrico,Agosto,2019,183 338 km,,400 cv,Própria,Sim,Sim,SUV / TT,Preto,Automática,5,5,,18 Meses,Usados,33 790,8091876209,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-i-pace-s-awd-aut-ID8PCGEp.html,S AWD Aut.,,Nacional,,Classe 1,,,Sim,,Sim,Sim,1,,,,,,,90 kWh,,,480 km,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,CLA 180,Diesel,Junho,2019,42 670 km,1 461 cm3,116 cv,,Sim,,Sedan,Cinzento,Automática,4,,,18 Meses,Usados,33 900,8091619382,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-progressive-aut-ID8PBBQ2.html,d Progressive Aut.,,Nacional,,,,,,,,,,,,,,,,,,Classe CLA,,,,StandVirtual,Yes,2024-04-03
Profissional,Opel,Astra,Diesel,Janeiro,2023,6 099 km,1 499 cm3,130 cv,,Sim,Sim,Citadino,Branco,Automática,5,5,,24 Meses,Usados,32 950,8091483248,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-1-5-d-gs-line-aut-ID8PB2qk.html,1.5 D GS Line Aut.,,Nacional,,Classe 1,Tracção dianteira,,,Sim,Sim,Sim,1,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,E 220,Diesel,Janeiro,2017,134 000 km,1 950 cm3,194 cv,,Sim,Sim,Coupé,Cinzento,Automática,2,4,,18 Meses,Usados,38 750,8091884822,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-coupe-9g-tronic-amg-line-ID8PCITk.html,d Coupe 9G-TRONIC AMG Line,9,Importado,,Classe 1,,,,Sim,,,,,,,,,,,,Classe E,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,GLB 220,Diesel,Junho,2020,139 672 km,1 950 cm3,190 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,5,7,159 g/km,18 Meses,Usados,44 990,8091876289,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glb-220-d-4matic-progressive-ID8PCGFH.html,d 4Matic Progressive,8,Nacional,,,Integral,,Sim,,Sim,Sim,1,,,,,,,,,Classe GLB,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,520,Diesel,Abril,2019,75 970 km,1 995 cm3,190 cv,,Sim,Sim,Carrinha,Branco,Automática,5,5,134 g/km,18 Meses,Usados,34 490,8091898858,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8PCMxI.html,d Auto,8,Nacional,,Classe 1,Tracção traseira,,Sim,,Sim,Sim,1,,,,,,,,,Série 5,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,C 300,Diesel,Abril,2019,170 611 km,1 950 cm3,245 cv,,Sim,Sim,Carrinha,Branco,Automática,5,5,155 g/km,18 Meses,Usados,34 490,8091898864,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-d-amg-line-ID8PCMxO.html,d AMG Line,9,Nacional,,Classe 1,Tracção traseira,,Sim,,Sim,Sim,1,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-04-03
Profissional,Nissan,Qashqai,Híbrido (Gasolina),Abril,2023,8 371 km,1 497 cm3,190 cv,,Sim,Sim,SUV / TT,Branco,Automática,5,5,120 g/km,24 Meses,Usados,35 900,8092097419,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-e-power-n-connecta-ID8PDCcj.html,1.5 e-Power N-Connecta,,Nacional,,Classe 1,Tracção dianteira,148 €,,Sim,,Sim,1,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,C 220,Diesel,Agosto,2019,94 424 km,1 950 cm3,194 cv,,Sim,Sim,Coupé,Branco,Automática,2,4,141 g/km,18 Meses,Usados,35 990,8091898872,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-aut-ID8PCMxV.html,d AMG Line Aut.,9,Nacional,Metalizado,Classe 1,Tracção dianteira,,,,Sim,Sim,1,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,C 250,Diesel,Agosto,2017,168 211 km,2 143 cm3,204 cv,,Sim,Sim,Coupé,Preto,Automática,2,4,121 g/km,18 Meses,Usados,30 490,8091867239,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-aut-ID8PCEjJ.html,d Aut.,9,Nacional,Metalizado,Classe 1,Tracção traseira,,,,Sim,Sim,1,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-04-03
Profissional,Volvo,V60,Híbrido Plug-In,Julho,2020,172 869 km,1 969 cm3,392 cv,,Sim,Sim,Carrinha,Cinzento,Automática,5,5,45 g/km,18 Meses,Usados,30 490,8091782091,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t8-awd-te-momentum-ID8PCian.html,2.0 T8 AWD TE Momentum,8,Nacional,Metalizado,Classe 1,Integral,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,A 200 Limousine,Gasolina,Janeiro,2021,29 400 km,1 332 cm3,163 cv,,Sim,Sim,Sedan,Branco,Automática,4,5,136 g/km,18 Meses,Usados,37 800,8091953115,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-limousine-amg-line-aut-ID8PD0EP.html,AMG Line Aut.,7,Nacional,,Classe 1,,,,Sim,,,1,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,Traveller,Diesel,Setembro,2022,97 057 km,1 499 cm3,120 cv,,Sim,Sim,Monovolume,Branco,Manual,4,9,,18 Meses,Usados,37 500,8091736840,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-traveller-1-5-bluehdi-l3h1-business-long-ID8PC6ov.html,1.5 BlueHDi L3H1 Business Long,6,Nacional,,,,,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,3008,Híbrido Plug-In,Outubro,2022,34 381 km,1 598 cm3,225 cv,,,Sim,SUV / TT,Branco,Automática,5,5,,18 Meses,Usados,39 900,8091393948,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-hybrid-gt-e-eat8-ID8PAFc0.html,1.6 Hybrid GT e-EAT8,,Nacional,,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,B 180,Diesel,Julho,2022,29 822 km,1 950 cm3,116 cv,,Sim,,Carrinha,Preto,Automática,5,,,18 Meses,Usados,39 900,8091080379,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-progressive-aut-ID8PzlCr.html,d Progressive Aut.,,Nacional,,,,,,,,,,,,,,,,,,Classe B,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,GLA 220,Diesel,Junho,2017,86 500 km,2 143 cm3,177 cv,,Sim,Sim,SUV / TT,Azul,Automática,5,5,,18 Meses,Usados,31 950,8092105505,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-220-d-amg-line-4-matic-ID8PDEiJ.html,d AMG Line 4-Matic,,Importado,,,,,Sim,Sim,,,,,,,,,,,,Classe GLA,,,,StandVirtual,Yes,2024-04-03
Profissional,Hyundai,Ioniq 5,Eléctrico,Janeiro,2022,21 000 km,,218 cv,Própria,Sim,Sim,Citadino,Preto,Automática,5,5,,18 Meses,Usados,36 900,8092091277,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-ioniq-5-73kwh-vanguard-ID8PDABf.html,73kWh Vanguard,,Importado,,Classe 1,Tracção traseira,,,,,Sim,,,,,,,,73 kWh,,,481 km,,,StandVirtual,Yes,2024-04-03
Profissional,Audi,e-tron,Eléctrico,Março,2019,160 000 km,,408 cv,Própria,,,SUV / TT,Branco,Automática,5,5,,36 Meses,Usados,36 990,8092126331,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-e-tron-55-quattro-advanced-ID8PDJID.html,55 quattro Advanced,1,,Metalizado,,Integral,,,,,,,,,Mostrar VIN,,,,,,,365 km,,"22,40 kWh/100km",StandVirtual,Yes,2024-04-03
Profissional,Jeep,Avenger,Eléctrico,Junho,2023,17 694 km,,156 cv,,,Sim,SUV / TT,Cinzento,Automática,5,5,,36 Meses,Usados,41 500,8090757202,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-avenger-54-kwh-summit-ID8PxZxU.html,54 kWh Summit,1,Nacional,,,Tracção dianteira,,Sim,Sim,Sim,,,,,Mostrar VIN,,,,,,,400 km,,"15,10 kWh/100km",StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,A 250,Híbrido Plug-In,Março,2021,36 588 km,1 332 cm3,218 cv,,Sim,,Sedan,Branco,Automática,5,5,,36 Meses,Usados,33 900,8091653056,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PBKBa.html,e AMG Line,,Importado,,Classe 1,,,Sim,,Sim,,1,,,Mostrar VIN,,,,,,Classe A,,,,StandVirtual,Yes,2024-04-03
Profissional,Volvo,V60,Híbrido Plug-In,Janeiro,2021,56 000 km,1 969 cm3,392 cv,,,Sim,Carrinha,Preto,Automática,5,5,,24 Meses,Usados,42 300,8088959097,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t8-awd-te-momentum-plus-ID8PqrMd.html,2.0 T8 AWD TE Momentum Plus,8,Nacional,,Classe 1,Integral,,,,,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Volvo,V90,Diesel,Maio,2018,122 950 km,1 969 cm3,190 cv,,,Sim,Carrinha,Cinzento,Automática,5,5,152 g/km,24 Meses,Usados,34 900,8091557845,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-r-design-geartronic-ID8PBlPw.html,2.0 D4 R-Design Geartronic,8,Importado,,Classe 1,Tracção dianteira,,Sim,Sim,Sim,,1,"5,60 l/100km","4,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,DS,DS7 Crossback,Diesel,Junho,2022,38 574 km,1 499 cm3,130 cv,,,Sim,SUV / TT,Cinzento,Automática,5,5,,36 Meses,Usados,34 980,8091806249,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds7-crossback-1-5-bluehdi-rivoli-eat8-ID8PCos1.html,1.5 BlueHDi Rivoli EAT8,8,,Metalizado,Classe 1,Tracção dianteira,,Sim,,,,,,,,,1 Janeiro 0001,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,MINI,Countryman,Híbrido Plug-In,Março,2023,19 110 km,1 499 cm3,220 cv,,,Sim,SUV / TT,Cinzento,Automática,5,5,42 g/km,36 Meses,Usados,44 980,8091179076,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-se-all4-untamed-edition-auto-ID8PzLik.html,Cooper SE ALL4 Untamed Edition Auto,6,Importado,Metalizado,Classe 1,Integral,,Sim,Sim,Sim,Sim,,,,,,31 Março 2026,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,E 220,Diesel,Março,2018,139 000 km,1 950 cm3,194 cv,,Sim,Sim,Coupé,Branco,Automática,2,4,151 g/km,18 Meses,Usados,38 900,8091021674,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-aut-ID8Pz6lA.html,d AMG Line Aut.,9,,Pérola,Classe 1,Tracção traseira,,Sim,Sim,Sim,,1,"5,80 l/100km","4,40 l/100km",Mostrar VIN,20 Março 2026,,,,,Classe E,,,,StandVirtual,Yes,2024-04-03
Profissional,Honda,Civic,Gasolina,Julho,2016,21 000 km,1 996 cm3,310 cv,,,Sim,Utilitário,Branco,Manual,5,,,18 Meses,Usados,37 500,8092180314,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/honda-civic-2-0-i-vtec-type-r-ID8PDXLk.html,2.0 i-VTEC Type-R,,Importado,,,,,Sim,Sim,Sim,,1,"9,40 l/100km",,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Citroën,C5 Aircross,Diesel,Março,2023,26 236 km,1 499 cm3,130 cv,,,Sim,SUV / TT,Prateado,Automática,5,5,,36 Meses,Usados,33 980,8091612457,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-shine-pack-eat8-ID8PBA2l.html,1.5 BlueHDi Shine Pack EAT8,8,,Metalizado,Classe 1,Tracção dianteira,,Sim,Sim,Sim,Sim,,,,,,31 Dezembro 2026,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Jeep,Compass,Híbrido Plug-In,Agosto,2023,319 km,1 332 cm3,240 cv,,,Sim,SUV / TT,Branco,Automática,5,5,,36 Meses,Usados,39 980,8092084140,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-3-tg-4xe-s-ID8PDyK8.html,1.3 TG 4Xe S,,,Metalizado,Classe 1,Integral,,Sim,,Sim,,,,,,,1 Janeiro 0001,,,,,,,,StandVirtual,Yes,2024-04-03
