Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,Número de Mudanças,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,Garantia de Fábrica até,ou até,Origem,VIN,Valor Fixo,IVA Discriminado,Inspecção válida até,IUC,Bateria,Sub-modelo,Autonomia,Consumo,Capacidade da bateria,Site,Portugal,Data
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited EDition,Diesel,Agosto,2018,158 398 km,1 461 cm3,90 cv,Sim,Carrinha,Cinzento,Manual,5,18 Meses,,Sim,Sim,Sim,"3,30 l/100km","3,10 l/100km",,Usados,10 850,8091555251,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-limited-edition-ID8PBl9F.html,Metalizado,5,5,Classe 1,Tracção dianteira,,82 g/km,,,Nacional,Mostrar VIN,Sim,Sim,29 Agosto 2024,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,SEAT,Ibiza,SC 2.0 TDi FR 30 Anos,Diesel,Julho,2014,199 000 km,1 968 cm3,143 cv,Sim,Citadino,Preto,Manual,3,18 Meses,2,Sim,Sim,Sim,"5,90 l/100km","3,90 l/100km",,Usados,12 999,8091602678,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-2-0-tdi-fr-30-anos-ID8PBxuC.html,Mate,6,5,Classe 1,Tracção dianteira,,119 g/km,,,,,Sim,,,225 €,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Março,2018,135 000 km,1 560 cm3,100 cv,Sim,Citadino,Preto,Manual,5,18 Meses,1,Sim,Sim,Sim,"3,80 l/100km","3,20 l/100km",,Usados,10 000,8091871965,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-style-ID8PCFxX.html,Metalizado,5,5,Classe 1,Tracção dianteira,,90 g/km,,,Nacional,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,208,PureTech 68 Like,Gasolina,Março,2017,120 406 km,1 199 cm3,68 cv,Sim,Citadino,Branco,Manual,5,18 Meses,,,Sim,Sim,"6,10 l/100km",4 l/100km,,Usados,11 250,8090229335,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-puretech-68-like-ID8PwMdW.html,Metalizado,5,5,Classe 1,Tracção dianteira,,110 g/km,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,208,PureTech 82 Start & Stop Style,Gasolina,Agosto,2019,51 000 km,1 199 cm3,83 cv,Sim,Citadino,Azul,Manual,5,18 Meses,1,Sim,Sim,Sim,"5,80 l/100km","4,20 l/100km",,Usados,10 500,8090343610,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-puretech-82-start-stop-style-ID8PvfX4.html,Metalizado,5,5,Classe 1,Tracção dianteira,,109 g/km,,,Importado,,,,7 Agosto 2025,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Opel,Crossland X,1.2 Edition,Gasolina,Setembro,2018,68 620 km,1 199 cm3,83 cv,Sim,SUV / TT,Cinzento,Manual,5,18 Meses,1,Sim,Sim,Sim,"6,20 l/100km","4,40 l/100km",,Usados,13 850,8091859047,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-crossland-x-1-2-edition-ID8PCCbB.html,Metalizado,5,5,,Tracção dianteira,,117 g/km,,,Nacional,Mostrar VIN,Sim,Sim,28 Setembro 2024,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Golf,1.6 TDi BlueMotion Confortline,Diesel,Fevereiro,2015,140 721 km,1 598 cm3,110 cv,,Utilitário,Cinzento,Manual,5,18 Meses,,,Sim,Sim,"3,90 l/100km","3,20 l/100km",,Usados,14 950,8091737758,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-bluemotion-confortline-ID8PC6Dk.html,Metalizado,6,5,Classe 1,Tracção dianteira,,89 g/km,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Golf,1.6 TDi BlueMotion Trendline,Diesel,Dezembro,2015,168 998 km,1 598 cm3,110 cv,Sim,Utilitário,Branco,Manual,5,18 Meses,,,Sim,Sim,"3,90 l/100km","3,20 l/100km",,Usados,14 450,8091737280,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-bluemotion-trendline-ID8PC6wC.html,Metalizado,6,5,Classe 1,Tracção dianteira,,89 g/km,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Captur,ENERGY TCe 90 S&S Experience,Gasolina,Maio,2019,38 502 km,898 cm3,90 cv,Sim,SUV / TT,Cinzento,Manual,5,18 Meses,,,Sim,Sim,6 l/100km,"4,50 l/100km",,Usados,14 950,8091861426,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-energy-tce-90-s-s-experience-ID8PCCNY.html,,5,5,Classe 1,Tracção dianteira,,114 g/km,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Up!,1.0 BlueMotion Move,Gasolina,Julho,2014,96 860 km,999 cm3,60 cv,Sim,Citadino,Branco,Manual,3,18 Meses,1,Sim,Sim,Sim,5 l/100km,"3,60 l/100km",,Usados,7 250,8091587701,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-up-1-0-bluemotion-move-ID8PBtB3.html,,5,4,Classe 1,Tracção dianteira,,95 g/km,,,,,,,24 Julho 2024,,,,,,,StandVirtual,Yes,2024-03-12
Particular,Peugeot,5008,1.6 BlueHDi Style,Diesel,Novembro,2015,70 000 km,1 560 cm3,120 cv,,SUV / TT,Cinzento,Manual,5,,,,,,"4,80 l/100km","3,80 l/100km",,Usados,13 500,8092019909,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-style-ID8PDi29.html,Metalizado,6,7,,Tracção dianteira,,109 g/km,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Citroën,C3,1.5 BlueHDi Feel,Diesel,Maio,2019,76 667 km,1 499 cm3,102 cv,Sim,Utilitário,Azul,Manual,5,18 Meses,,,,Sim,,,,Usados,13 750,8089335025,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-5-bluehdi-feel-ID8Ps1zz.html,,5,5,Classe 1,,,,,,Importado,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Dacia,Sandero,1.5 dCi Stepway,Diesel,Setembro,2016,134 717 km,1 461 cm3,90 cv,Sim,Citadino,Cinzento,Manual,5,18 Meses,,,Sim,Sim,"3,80 l/100km","3,80 l/100km",,Usados,12 250,8091663860,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-5-dci-stepway-ID8PBNpq.html,Metalizado,5,5,Classe 1,Tracção dianteira,,98 g/km,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,V40,2.0 D2 Kinetic Eco,Diesel,Setembro,2015,164 290 km,1 969 cm3,120 cv,Sim,Utilitário,Preto,Manual,5,24 Meses,1,Sim,Sim,Sim,,,,Usados,14 990,8091236321,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-kinetic-eco-ID8PA0bD.html,,6,5,Classe 1,,,,,,Nacional,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Touran,1.6 TDI Blue.Confortline DSG 7L,Diesel,Abril,2014,218 000 km,1 598 cm3,105 cv,,Monovolume,Preto,Automática,5,100 Meses,,,,,"5,50 l/100km","4,10 l/100km",,Usados,11 990,8091183425,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-touran-1-6-tdi-blue-confortline-dsg-7l-ID8PzMqt.html,,6,,,Tracção dianteira,,121 g/km,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,116,d Aut. Sport Line,Diesel,Janeiro,2014,150 000 km,1 496 cm3,116 cv,Sim,Utilitário,Preto,Automática,5,36 Meses,,,Sim,,,,,Usados,14 999,8091756962,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-aut-sport-line-ID8PCbD4.html,Metalizado,,,Classe 1,,,,,,Importado,,Sim,,,,,Série 1,,,,StandVirtual,Yes,2024-03-12
Profissional,Fiat,Punto,1.2 Lounge S&S,Gasolina,Maio,2018,89 321 km,1 242 cm3,69 cv,Sim,Citadino,Cinzento,Manual,5,18 Meses,,,,,"6,60 l/100km",,,Usados,10 700,8087035748,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-punto-1-2-lounge-s-s-ID8Pinqs.html,Metalizado,5,5,Classe 1,Tracção dianteira,,,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Mégane Sport Tourer,1.5 dCi GT Line SS,Diesel,Março,2015,140 137 km,1 461 cm3,110 cv,Sim,Carrinha,Cinzento,Manual,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,13 990,8089839189,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-gt-line-ss-ID8Pu8Jf.html,,6,5,Classe 1,,,90 g/km,,,Nacional,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Março,2016,130 321 km,1 560 cm3,100 cv,,Citadino,Preto,Manual,5,18 Meses,,,,Sim,"3,80 l/100km",,,Usados,13 450,8089510611,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-style-ID8PsLfB.html,,,5,,,,,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Golf,1.6 TDI BlueMotion Comfortline,Diesel,Abril,2015,152 624 km,1 598 cm3,110 cv,Sim,Utilitário,Cinzento,Manual,5,18 Meses,,,Sim,Sim,"4,60 l/100km","3,60 l/100km",,Usados,14 450,8091813482,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-bluemotion-comfortline-ID8PCqkG.html,Metalizado,5,5,Classe 1,Tracção dianteira,,103 g/km,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge,Diesel,Maio,2020,100 693 km,1 248 cm3,95 cv,,Carrinha,Branco,Manual,5,36 Meses,,,,,"5,30 l/100km","3,50 l/100km",,Usados,15 000,8091505155,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-ID8PB87F.html,,5,5,,Tracção dianteira,,121 g/km,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Dacia,Sandero,0.9 TCe Comfort Bi-Fuel,GPL,Dezembro,2017,85 809 km,898 cm3,90 cv,Sim,Utilitário,Castanho,Manual,5,36 Meses,1,Sim,Sim,Sim,"5,80 l/100km",,,Usados,12 880,8087579565,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-sandero-0-9-tce-comfort-bi-fuel-ID8PkETH.html,Metalizado,,5,,,,,,,Nacional,,Sim,,30 Novembro 2025,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Fevereiro,2018,18 132 km,1 199 cm3,82 cv,Sim,Utilitário,Branco,Manual,5,18 Meses,,,,,,,,Usados,12 999,8091877155,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PCGTF.html,Metalizado,,5,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Opel,Astra Sports Tourer,1.0 120 Anos S/S,Gasolina,Março,2019,92 559 km,999 cm3,105 cv,Sim,Carrinha,Cinzento,Manual,5,18 Meses,1,,,Sim,,,,Usados,12 499,8090192225,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-0-120-anos-s-s-ID8PwCzn.html,,5,5,,,,,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Fiat,Tipo,1.3 M-Jet Street,Diesel,Julho,2020,84 282 km,1 248 cm3,95 cv,,Utilitário,Cinzento,Manual,5,36 Meses,,,,,"5,30 l/100km","3,60 l/100km",,Usados,14 500,8090860886,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-street-ID8Pyqve.html,,5,5,,Tracção dianteira,,121 g/km,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Citroën,C1,1.0 VTi Feel,Gasolina,Março,2021,76 574 km,998 cm3,68 cv,,Citadino,Cinzento,Manual,5,36 Meses,,,,,5 l/100km,"3,60 l/100km",,Usados,13 590,8090986234,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-vti-feel-ID8PyX7Y.html,,5,,,Tracção dianteira,,95 g/km,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Dacia,Sandero,0.9 TCe SL Stepway of Life,Gasolina,Julho,2018,76 512 km,898 cm3,90 cv,Sim,Citadino,Cinzento,Manual,5,36 Meses,1,Sim,Sim,Sim,"5,80 l/100km","4,70 l/100km",,Usados,13 480,8091839983,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-sandero-0-9-tce-sl-stepway-of-life-ID8PCxe7.html,Metalizado,5,5,Classe 1,Tracção dianteira,,115 g/km,,,Nacional,Mostrar VIN,Sim,,19 Julho 2024,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Clio,0.9 TCe Zen,Gasolina,Janeiro,2019,105 000 km,898 cm3,90 cv,Sim,Citadino,Preto,Manual,5,18 Meses,,Sim,Sim,Sim,"6,30 l/100km",,,Usados,11 500,8091820570,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-zen-ID8PCsb0.html,,5,5,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,Julho,2018,95 000 km,1 461 cm3,90 cv,Sim,Carrinha,Cinzento,Manual,5,18 Meses,,,Sim,Sim,,,,Usados,13 900,8091842646,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-limited-ID8PCxW4.html,,5,5,Classe 1,,,,,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Arteon,2.0 TDI R-Line DSG,Diesel,Dezembro,2018,72 000 km,1 968 cm3,150 cv,Sim,Coupé,Cinzento,Automática,4,18 Meses,1,Sim,Sim,Sim,"4,50 l/100km","3,50 l/100km",,Usados,29 950,8092006980,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-r-line-dsg-ID8PDeFC.html,,7,5,Classe 1,Tracção dianteira,,127 g/km,,,Nacional,,Sim,Sim,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,V40 Cross Country,1.6 D2 VOR,Diesel,Abril,2015,77 000 km,1 560 cm3,115 cv,Sim,Utilitário,Azul,Manual,5,18 Meses,1,,Sim,Sim,"4,20 l/100km","3,50 l/100km",,Usados,16 950,8092006108,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-cross-country-1-6-d2-vor-ID8PDery.html,,6,5,Classe 1,Tracção dianteira,,99 g/km,,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,B 180,d Progressive,Diesel,Setembro,2019,66 044 km,1 461 cm3,116 cv,Sim,Monovolume,Cinzento,Manual,5,18 Meses,,Sim,Sim,Sim,,,"4,10 l/100km",Usados,23 900,8090515067,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-progressive-ID8PvYyw.html,Metalizado,6,5,Classe 1,Tracção dianteira,,,,,,,Sim,,1 Setembro 2025,,,Classe B,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,208,,Gasolina,Março,2021,30 937 km,1 199 cm3,101 cv,Sim,Utilitário,Amarelo,Manual,5,36 Meses,,,,,,,,Usados,19 900,8090819640,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-ID8PyfMY.html,Metalizado,,5,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Particular,Tesla,Model 3,Long Range AWD Dual Motor,Eléctrico,Junho,2020,94 000 km,,491 cv,,Sedan,Branco,Automática,4,,,,,,,,,Usados,29 950,8091622579,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-awd-dual-motor-ID8PBCFB.html,Metalizado,,5,,,,,,,,,Sim,,,,,,450 km,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,i3,94Ah,Eléctrico,Dezembro,2016,67 800 km,,170 cv,Sim,Citadino,Cinzento,Automática,5,36 Meses,1,Sim,Sim,Sim,,,,Usados,20 900,8092018614,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-i3-94ah-ID8PDhHg.html,Metalizado,1,4,Classe 1,Tracção traseira,,,,,,,,Sim,,,Própria,Série i,235 km,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Outubro,2022,30 000 km,999 cm3,90 cv,Sim,SUV / TT,Preto,Manual,5,24 Meses,,,Sim,Sim,,,,Usados,19 990,8091843873,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-intens-ID8PCyeR.html,Metalizado,,5,Classe 1,,,,,,Nacional,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,218,d Pack M Auto,Diesel,Setembro,2015,97 000 km,1 995 cm3,143 cv,Sim,Coupé,Branco,Automática,2,18 Meses,2,Sim,Sim,Sim,"5,30 l/100km","3,90 l/100km",,Usados,23 999,8091939074,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-218-d-pack-m-auto-ID8PCX0m.html,Metalizado,8,5,Classe 1,Tracção traseira,1 000 km,110 g/km,,,Importado,,Sim,,,240 €,,Série 2,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,308,1.5 BlueHDi Style,Diesel,Novembro,2019,38 000 km,1 499 cm3,102 cv,Sim,Utilitário,Cinzento,Manual,5,18 Meses,,Sim,,Sim,,,,Usados,16 990,8091884854,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8PCITQ.html,,6,5,Classe 1,,,,,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,2008,1.5 BlueHDi Active Pack,Diesel,Dezembro,2021,51 000 km,1 499 cm3,110 cv,Sim,SUV / TT,Cinzento,Manual,5,18 Meses,,Sim,Sim,Sim,,,,Usados,21 990,8091884851,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-active-pack-ID8PCITN.html,,6,5,Classe 1,,,,,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Fevereiro,2020,47 000 km,1 199 cm3,75 cv,Sim,Utilitário,Preto,Manual,5,18 Meses,,Sim,,Sim,,,,Usados,15 990,8091884848,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PCITK.html,,,5,Classe 1,,,,,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Smart,Fortwo Cabrio,,Eléctrico,Janeiro,2019,50 738 km,,82 cv,,Cabrio,Vermelho,Automática,2,18 Meses,,,,Sim,,,,Usados,16 000,8092020674,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-cabrio-ID8PDieu.html,,,2,,,,,,,Nacional,Mostrar VIN,Sim,Sim,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Audi,Q2,30 TFSI,Gasolina,Abril,2020,166 900 km,999 cm3,116 cv,Sim,SUV / TT,Preto,Manual,5,18 Meses,1,,Sim,Sim,"6,10 l/100km","4,80 l/100km",,Usados,18 500,8092020671,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-q2-30-tfsi-ID8PDier.html,Metalizado,6,5,Classe 1,Tracção dianteira,,135 g/km,,,Importado,Mostrar VIN,Sim,,,109 €,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,318,d Touring Auto Line Sport,Diesel,Janeiro,2014,303 238 km,1 995 cm3,143 cv,Sim,Carrinha,Preto,Automática,5,18 Meses,1,,,Sim,,,,Usados,15 750,8091249704,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-auto-line-sport-ID8PA3Fu.html,Metalizado,8,5,Classe 1,Tracção traseira,,,,,Nacional,,,,3 Janeiro 2024,,,Série 3,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Zoe,Intens 50,Eléctrico,Dezembro,2020,25 765 km,,109 cv,Sim,Citadino,Preto,Automática,5,18 Meses,,Sim,Sim,Sim,,,,Usados,19 900,8091816735,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-ID8PCrb9.html,Metalizado,,5,Classe 1,Tracção dianteira,398 km,,,,,,Sim,Sim,12 Dezembro 2024,,Própria,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Twingo,E-Tech. 22 Urban Night,Eléctrico,Julho,2023,490 km,,82 cv,Sim,Citadino,Branco,Automática,5,36 Meses,1,,Sim,Sim,,,,Usados,21 000,8091843861,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-twingo-e-tech-22-urban-night-ID8PCyeF.html,Metalizado,,4,Classe 1,,,,1 Julho 2026,,Nacional,,,,,,,,190 km,"16,30 kWh/100km",,StandVirtual,Yes,2024-03-12
Profissional,Cupra,Formentor,1.4 e-Hybrid DSG,Híbrido Plug-In,Dezembro,2021,15 600 km,1 395 cm3,204 cv,Sim,SUV / TT,Cinzento,Automática,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,29 990,8091939024,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-4-e-hybrid-dsg-ID8PCVZy.html,Metalizado,6,5,Classe 1,Tracção dianteira,,,18 Dezembro 2029,160 000 km,Importado,,Sim,Sim,18 Dezembro 2025,,,,55 km,"14,70 kWh/100km",,StandVirtual,Yes,2024-03-12
Profissional,Citroën,C4 Cactus,BlueHDi 120 Stop&Start EAT6 Feel,Diesel,Janeiro,2020,118 300 km,1 499 cm3,120 cv,Sim,SUV / TT,Azul,Automática,5,18 Meses,1,Sim,Sim,Sim,"4,40 l/100km","3,60 l/100km",,Usados,18 900,8092020668,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-bluehdi-120-stop-start-eat6-feel-ID8PDieo.html,Metalizado,6,5,Classe 1,Tracção dianteira,,101 g/km,,,Importado,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Agosto,2022,26 821 km,1 199 cm3,75 cv,Sim,Utilitário,Cinzento,Manual,5,36 Meses,,,,,,,"5,20 l/100km",Usados,17 390,8091422833,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PAMHT.html,,,5,,,,,1 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Março,2023,23 542 km,1 199 cm3,102 cv,Sim,SUV / TT,Laranja,Manual,5,36 Meses,,,,,,,"5,40 l/100km",Usados,23 390,8091422841,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PAMI1.html,,,5,,,,,1 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Dezembro,2022,28 789 km,1 199 cm3,102 cv,Sim,SUV / TT,Preto,Manual,5,36 Meses,,,,,,,"5,50 l/100km",Usados,21 490,8091422829,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PAMHP.html,,,5,,,,,1 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Setembro,2023,1 450 km,1 332 cm3,140 cv,Sim,SUV / TT,Preto,Manual,5,36 Meses,,,,,,,"6,30 l/100km",Usados,29 990,8090918277,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8PyFrT.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,208,1.2 PureTech Allure,Gasolina,Fevereiro,2022,41 851 km,1 199 cm3,101 cv,Sim,Utilitário,Branco,Manual,5,36 Meses,,,,,,,"5,10 l/100km",Usados,19 490,8090700839,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-ID8PxKSP.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,116,d Line Sport Auto,Diesel,Junho,2022,61 000 km,1 496 cm3,116 cv,Sim,Utilitário,Preto,Automática,5,36 Meses,,,,,,,"4,60 l/100km",Usados,29 450,8091422808,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-auto-ID8PAMHu.html,,,5,,,,100 g/km,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,Série 1,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,One,D,Diesel,Junho,2018,44 950 km,1 496 cm3,95 cv,Sim,Utilitário,Azul,Manual,5,24 Meses,,,Sim,Sim,"4,20 l/100km",,,Usados,23 900,8088776653,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-one-d-ID8PpGjz.html,Metalizado,,5,Classe 1,Tracção dianteira,,,,,,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Particular,Jaguar,XE,2.0 D Prestige,Diesel,Abril,2016,63 600 km,1 999 cm3,180 cv,,Sedan,Verde,Manual,4,,1,,Sim,Sim,,,,Usados,21 850,8091649495,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-xe-2-0-d-prestige-ID8PBJFJ.html,Metalizado,6,5,,Tracção traseira,,160 g/km,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-12
