Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,Número de Mudanças,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,Garantia de Fábrica até,ou até,Origem,VIN,Valor Fixo,IVA Discriminado,Inspecção válida até,IUC,Bateria,Sub-modelo,Autonomia,Consumo,Capacidade da bateria,Site,Portugal,Data
Profissional,Audi,A6 Avant,3.0 TDi V6 S-line Multitronic,Diesel,Março,2014,246 238 km,2 967 cm3,204 cv,Sim,Carrinha,Cinzento,Automática,5,18 Meses,,Sim,,Sim,,,,Usados,24 900,8090049199,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-3-0-tdi-v6-s-line-multitronic-ID8Pw1mw.html,Metalizado,8,5,Classe 1,Tracção dianteira,,,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,E 200,CDI Avantgarde,Diesel,Maio,2015,107 191 km,2 143 cm3,136 cv,Sim,Sedan,Branco,Manual,4,18 Meses,,Sim,,Sim,,,,Usados,24 900,8090049202,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-200-cdi-avantgarde-ID8Pw1my.html,Metalizado,6,5,Classe 1,Tracção traseira,,,,,Importado,Mostrar VIN,,,,,,Classe E,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Novembro,2018,106 000 km,1 461 cm3,116 cv,Sim,Utilitário,Cinzento,Automática,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,24 500,8091957710,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PD1QV.html,Metalizado,7,5,Classe 1,Tracção dianteira,,,,,Nacional,,Sim,,,,,Classe A,,,,StandVirtual,Yes,2024-03-12
Particular,Peugeot,3008,BlueHDi 130 Stop & Start Allure,Diesel,Novembro,2020,76 000 km,1 499 cm3,131 cv,,SUV / TT,Preto,Manual,5,,1,,Sim,,,,,Usados,23 500,8091658827,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-bluehdi-130-stop-start-allure-ID8PBM6f.html,Metalizado,6,5,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Citroën,C3 Aircross,1.2 PureTech C-Series,Gasolina,Abril,2022,42 922 km,1 199 cm3,110 cv,Sim,Utilitário,Prateado,Manual,5,36 Meses,,,Sim,Sim,,,,Usados,16 480,8091770369,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-c-series-ID8PCf7j.html,Metalizado,6,5,Classe 1,Tracção dianteira,,,1 Abril 2025,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Countryman,Cooper D,Diesel,Janeiro,2016,95 290 km,1 598 cm3,112 cv,Sim,Carrinha,Branco,Manual,5,18 Meses,1,Sim,Sim,Sim,"4,70 l/100km","3,90 l/100km",,Usados,17 900,8091875166,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-d-ID8PCGnA.html,Metalizado,6,5,Classe 1,Tracção dianteira,,111 g/km,,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Mégane,1.5 Blue dCi Limited,Diesel,Outubro,2017,139 000 km,1 461 cm3,115 cv,Sim,Utilitário,Vermelho,Manual,5,18 Meses,1,Sim,Sim,Sim,"4,60 l/100km",,,Usados,16 999,8091250116,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-limited-ID8PA3M8.html,Metalizado,6,5,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Particular,Peugeot,3008,BlueHDi 130 Stop & Start EAT8 Allure,Diesel,Agosto,2019,111 000 km,1 499 cm3,130 cv,,SUV / TT,Branco,Automática,5,,1,,Sim,Sim,,,,Usados,24 900,8091456460,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-bluehdi-130-stop-start-eat8-allure-ID8PAWsg.html,Pérola,8,5,Classe 1,Tracção dianteira,,,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,3008,BlueHDi 130 Stop & Start EAT8 Allure,Diesel,Janeiro,2019,127 000 km,1 499 cm3,131 cv,Sim,SUV / TT,Cinzento,Automática,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,25 900,8091223690,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-bluehdi-130-stop-start-eat8-allure-ID8PzVTU.html,Metalizado,8,5,Classe 1,Tracção dianteira,,,,,,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Cabrio,Cooper D,Diesel,Setembro,2017,114 000 km,1 496 cm3,116 cv,Sim,Cabrio,Laranja,Manual,2,18 Meses,1,Sim,Sim,Sim,"4,80 l/100km",,,Usados,21 900,8090830565,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-d-ID8PyiDb.html,Metalizado,6,4,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Cooper,SD,Diesel,Junho,2015,112 000 km,1 995 cm3,170 cv,Sim,Citadino,Cinzento,Manual,3,18 Meses,1,Sim,Sim,Sim,"4,90 l/100km",,,Usados,21 500,8087395166,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-sd-ID8PjSWv.html,Metalizado,6,4,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,308,1.5 BlueHDi Business Line,Diesel,Julho,2019,82 000 km,1 499 cm3,130 cv,Sim,Utilitário,Branco,Manual,5,18 Meses,1,,Sim,Sim,"4,10 l/100km",,,Usados,16 300,8088968805,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-business-line-ID8PquiN.html,,6,5,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Setembro,2019,156 000 km,1 499 cm3,130 cv,Sim,SUV / TT,Preto,Automática,5,18 Meses,,Sim,,,,,,Usados,24 900,8091608604,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8PBz2c.html,,8,5,,,,,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Cabrio,Cooper D,Diesel,Setembro,2017,114 000 km,1 496 cm3,116 cv,Sim,Cabrio,Laranja,Manual,2,18 Meses,1,Sim,Sim,Sim,"4,80 l/100km",,,Usados,21 900,8090830565,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-d-ID8PyiDb.html,Metalizado,6,4,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Cooper,SD,Diesel,Junho,2015,112 000 km,1 995 cm3,170 cv,Sim,Citadino,Cinzento,Manual,3,18 Meses,1,Sim,Sim,Sim,"4,90 l/100km",,,Usados,21 500,8087395166,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-sd-ID8PjSWv.html,Metalizado,6,4,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,308,1.5 BlueHDi Business Line,Diesel,Julho,2019,82 000 km,1 499 cm3,130 cv,Sim,Utilitário,Branco,Manual,5,18 Meses,1,,Sim,Sim,"4,10 l/100km",,,Usados,16 300,8088968805,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-business-line-ID8PquiN.html,,6,5,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Setembro,2019,156 000 km,1 499 cm3,130 cv,Sim,SUV / TT,Preto,Automática,5,18 Meses,,Sim,,,,,,Usados,24 900,8091608604,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8PBz2c.html,,8,5,,,,,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,320,d Touring Pack M,Diesel,Junho,2018,129 000 km,1 995 cm3,190 cv,Sim,Carrinha,Preto,Manual,5,18 Meses,,,Sim,Sim,"5,90 l/100km","4,50 l/100km",,Usados,25 990,8090747058,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-pack-m-ID8PxVUi.html,Metalizado,6,5,Classe 1,Tracção traseira,,149 g/km,,,,Mostrar VIN,Sim,,,,,Série 3,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,A 180,d 7G-DCT AMG Line,Diesel,Setembro,2019,123 000 km,1 461 cm3,116 cv,Sim,Utilitário,Branco,Automática,5,18 Meses,1,Sim,Sim,Sim,"4,70 l/100km",,,Usados,29 750,8090827995,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-7g-dct-amg-line-ID8PyhXJ.html,Metalizado,7,5,Classe 1,Tracção dianteira,,,,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,X2,16 d sDrive Advantage,Diesel,Maio,2019,137 174 km,1 496 cm3,116 cv,,SUV / TT,Cinzento,Manual,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,22 999,8091820520,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-advantage-ID8PCsac.html,Metalizado,6,5,,Tracção traseira,,132 g/km,,,Importado,,,,,,,Série X,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,508 SW,1.5 BlueHDi Business Line EAT8,Diesel,Dezembro,2019,158 450 km,1 499 cm3,130 cv,Sim,Carrinha,Cinzento,Automática,5,18 Meses,,,Sim,Sim,"4,40 l/100km",,,Usados,21 750,8090923250,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-5-bluehdi-business-line-eat8-ID8PyGK6.html,,,5,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Leaf,Acenta,Eléctrico,Dezembro,2018,28 000 km,,150 cv,Sim,Utilitário,Cinzento,Automática,5,36 Meses,,Sim,Sim,Sim,,,,Usados,17 850,8091394201,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-acenta-ID8PAFg5.html,,,,,,,,,,Nacional,,,,,,Própria,,258 km,"20,60 kWh/100km",,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,CLA 180,,Diesel,Maio,2018,59 200 km,1 461 cm3,109 cv,Sim,Carrinha,Azul,Manual,5,18 Meses,1,Sim,Sim,Sim,"4,70 l/100km","3,80 l/100km","4,10 l/100km",Usados,22 990,8091877217,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PCGUF.html,Metalizado,6,5,Classe 1,,,,,,Nacional,,Sim,,,,,Classe CLA,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,i3,120Ah,Eléctrico,Setembro,2019,70 000 km,,170 cv,,Monovolume,Branco,Automática,5,18 Meses,2,Sim,Sim,Sim,,,,Usados,28 750,8091921395,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8PCSpd.html,,1,4,Classe 1,Tracção traseira,350 km,,,,,,,,4 Setembro 2025,,Própria,Série i,350 km,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,i3,94Ah +Comfort Package Advance,Eléctrico,Setembro,2018,85 306 km,,170 cv,Sim,Citadino,Azul,Automática,5,18 Meses,,Sim,Sim,Sim,,,,Usados,17 250,8090922992,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-i3-94ah-comfort-package-advance-ID8PyGFV.html,Metalizado,,4,Classe 1,Tracção dianteira,240 km,,,,,,Sim,Sim,1 Setembro 2024,,,Série i,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Cooper,Auto,Gasolina,Setembro,2020,62 049 km,1 499 cm3,136 cv,Sim,Citadino,Branco,Automática,3,18 Meses,,Sim,Sim,Sim,,,"5,10 l/100km",Usados,24 900,8090888085,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-auto-ID8PyxAW.html,,,3,Classe 1,Tracção dianteira,,,,,,,Sim,Sim,1 Setembro 2024,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2019,159 853 km,1 499 cm3,130 cv,,SUV / TT,Preto,Manual,5,18 Meses,1,Sim,Sim,Sim,"4,40 l/100km","3,60 l/100km",,Usados,18 999,8091820555,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8PCsaL.html,Metalizado,6,5,,Tracção dianteira,,130 g/km,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Feel J17,Diesel,Fevereiro,2019,98 000 km,1 560 cm3,100 cv,Sim,Utilitário,Azul,Manual,5,18 Meses,1,,Sim,Sim,,,,Usados,17 999,8091938247,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-feel-j17-ID8PCVN1.html,Metalizado,5,5,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,CLS 350,CDi BlueTEC,Diesel,Maio,2014,237 000 km,2 987 cm3,252 cv,Sim,Sedan,Preto,Automática,4,18 Meses,2,Sim,Sim,Sim,"6,80 l/100km",,,Usados,29 000,8087524405,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cls-350-cdi-bluetec-ID8Pkqy1.html,Metalizado,7,4,Classe 1,Tracção traseira,,,,,Nacional,,,,,,,Classe CLS,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,116,d EDynamics Advantage,Diesel,Fevereiro,2018,101 410 km,1 496 cm3,116 cv,Sim,Utilitário,Cinzento,Manual,5,18 Meses,,Sim,Sim,Sim,,,,Usados,16 700,8091932539,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-edynamics-advantage-ID8PCWiX.html,,,5,Classe 1,,,,,,Nacional,,,,,,,Série 1,,,,StandVirtual,Yes,2024-03-12
Profissional,Ford,Puma,1.0 EcoBoost MHEV Titanium,Gasolina,Agosto,2021,45 000 km,998 cm3,125 cv,Sim,SUV / TT,Branco,Manual,5,36 Meses,,Sim,Sim,Sim,,,,Usados,21 900,8091564024,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-titanium-ID8PBnra.html,,6,5,Classe 1,,,,1 Julho 2028,,Nacional,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Ford,Puma,1.0 EcoBoost MHEV Titanium,Gasolina,Agosto,2021,46 000 km,998 cm3,125 cv,Sim,SUV / TT,Cinzento,Manual,5,36 Meses,,Sim,Sim,Sim,,,,Usados,21 900,8091564023,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-titanium-ID8PBnr9.html,Metalizado,6,5,Classe 1,,,,1 Agosto 2028,,Nacional,,Sim,Sim,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,216 Gran Tourer,d Line Sport,Diesel,Julho,2017,45 982 km,1 496 cm3,116 cv,Sim,Monovolume,Cinzento,Manual,5,18 Meses,1,,,Sim,,,,Usados,19 490,8092020638,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-tourer-d-line-sport-ID8PDidU.html,Metalizado,6,5,Classe 1,,,,,,Nacional,,Sim,,,,,Série 2,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,216 Active Tourer,d Line Sport,Diesel,Julho,2017,119 269 km,1 496 cm3,116 cv,Sim,Monovolume,Cinzento,Manual,5,18 Meses,1,,,,,,,Usados,16 990,8092020639,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-active-tourer-d-line-sport-ID8PDidW.html,Metalizado,6,5,Classe 1,,,,,,Nacional,,Sim,,,,,Série 2,,,,StandVirtual,Yes,2024-03-12
Profissional,SEAT,Ateca,1.4 TSI FR,Gasolina,Julho,2018,44 000 km,1 395 cm3,150 cv,Sim,SUV / TT,Branco,Manual,5,18 Meses,,,,,"6,30 l/100km","4,90 l/100km",,Usados,23 950,8091622546,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-4-tsi-fr-ID8PBCF4.html,,6,5,,Tracção dianteira,,123 g/km,,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta,Diesel,Março,2017,127 140 km,1 461 cm3,110 cv,Sim,SUV / TT,Preto,Manual,5,18 Meses,,Sim,Sim,Sim,,,,Usados,17 200,8091927492,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-ID8PCTZy.html,,,5,Classe 1,,,,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Mégane,1.5 Blue dCi Limited,Diesel,Março,2019,111 304 km,1 461 cm3,115 cv,Sim,Utilitário,Prateado,Manual,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,16 490,8091259931,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-limited-ID8PA6kr.html,Metalizado,6,5,Classe 1,Tracção dianteira,,,,,,Mostrar VIN,Sim,,,"158,29 €",,,,,,StandVirtual,Yes,2024-03-12
Profissional,SEAT,Arona,1.0 TSI FR,Gasolina,Outubro,2021,30 000 km,999 cm3,110 cv,Sim,SUV / TT,Vermelho,Manual,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,19 990,8091842618,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8PCxUC.html,Metalizado,6,5,Classe 1,Tracção dianteira,,,,,Nacional,,Sim,,,110 €,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Citroën,C4 Cactus,1.6 e-HDi Shine ETG6 92g,Diesel,Novembro,2014,67 000 km,1 560 cm3,92 cv,Sim,SUV / TT,Branco,Automática,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,15 990,8090335810,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-e-hdi-shine-etg6-92g-ID8PvdWg.html,Pérola,6,5,Classe 1,Tracção dianteira,,,,,Nacional,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack EAT8,Diesel,Fevereiro,2019,128 000 km,1 499 cm3,130 cv,,SUV / TT,Branco,Automática,5,36 Meses,,,,,"4,10 l/100km","3,60 l/100km",,Usados,22 500,8091386096,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-eat8-ID8PAD9m.html,Metalizado,8,5,,Tracção dianteira,,142 g/km,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Cupra,Formentor,,Híbrido Plug-In,Agosto,2021,29 743 km,1 395 cm3,204 cv,,Citadino,Branco,Automática,5,18 Meses,,,,Sim,,,,Usados,29 990,8091597858,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-ID8PBveS.html,Metalizado,,5,,,,,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,X4,20 d xDrive Auto,Diesel,Outubro,2014,167 000 km,1 995 cm3,190 cv,Sim,SUV / TT,Preto,Automática,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,29 990,8090799480,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x4-20-d-xdrive-auto-ID8PyaxO.html,Metalizado,8,5,Classe 1,Integral,,,,,Nacional,,Sim,,,270 €,,Série X,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,308,1.2 PureTech Active Pack,Gasolina,Setembro,2022,34 161 km,1 199 cm3,130 cv,Sim,Utilitário,Cinzento,Manual,5,36 Meses,,,,,,,"5,50 l/100km",Usados,23 990,8091560859,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-2-puretech-active-pack-ID8PBmC7.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,C 180,d Fleet Pack,Diesel,Agosto,2017,158 608 km,1 598 cm3,116 cv,Sim,Carrinha,Cinzento,Manual,5,18 Meses,,,,Sim,,,,Usados,18 990,8089425087,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-d-fleet-pack-ID8Psp0b.html,,6,5,Classe 1,Tracção dianteira,,,,,Nacional,Mostrar VIN,Sim,Sim,21 Agosto 2023,,,Classe C,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,V60,2.4 D6 Momentum AWD Phev,Híbrido Plug-In,Fevereiro,2016,190 000 km,2 400 cm3,286 cv,Sim,Carrinha,Branco,Automática,5,18 Meses,2,,Sim,Sim,,,,Usados,19 990,8091246624,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-4-d6-momentum-awd-phev-ID8PA2RO.html,,6,5,Classe 1,Integral,,,,,Nacional,,Sim,,,220 €,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Opel,Vivaro,1.5 CDTi L2H1 Essentia,Diesel,Junho,2020,132 000 km,1 499 cm3,120 cv,Sim,Carrinha,Branco,Manual,5,18 Meses,1,Sim,Sim,Sim,5 l/100km,,,Usados,31 500,8091877232,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-vivaro-1-5-cdti-l2h1-essentia-ID8PCGUU.html,,6,9,Classe 1,Tracção dianteira,,,,,Nacional,,Sim,Sim,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Caravelle,2.0 TDi BM Comfortline,Diesel,Setembro,2018,152 000 km,1 968 cm3,102 cv,Sim,Carrinha,Branco,Manual,4,36 Meses,1,Sim,Sim,Sim,"6,90 l/100km",,,Usados,34 900,8090850882,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-caravelle-2-0-tdi-bm-comfortline-ID8PynUS.html,,5,9,,Tracção dianteira,,,,,Nacional,,Sim,Sim,1 Agosto 2024,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,XC 90,2.0 D4 Kinetic,Diesel,Novembro,2017,129 000 km,1 969 cm3,190 cv,Sim,SUV / TT,Branco,Automática,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,37 000,8088154739,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-2-0-d4-kinetic-ID8Pn4vH.html,,9,7,Classe 1,Tracção dianteira,,,,,,,Sim,,20 Março 2025,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Maio,2023,5 537 km,1 332 cm3,140 cv,,SUV / TT,Branco,Manual,5,36 Meses,,,,Sim,,,,Usados,30 500,8090788623,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8Py7IH.html,,,5,,,,,1 Janeiro 0001,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Cupra,Formentor,2.0 TDI Plus,Diesel,Abril,2022,52 200 km,1 968 cm3,150 cv,Sim,SUV / TT,Branco,Manual,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,30 450,8092006202,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-2-0-tdi-plus-ID8PDet4.html,,6,5,Classe 1,Tracção dianteira,,125 g/km,22 Abril 2025,,Nacional,,Sim,Sim,22 Abril 2026,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Janeiro,2023,42 912 km,1 950 cm3,116 cv,Sim,Citadino,Cinzento,Automática,5,18 Meses,,,Sim,,,,,Usados,35 900,8091939086,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PCX0y.html,,,5,,,,,,,Nacional,,,,,,,Classe A,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,A 250,e Style Plus,Híbrido Plug-In,Dezembro,2022,12 200 km,1 332 cm3,218 cv,Sim,Citadino,Preto,Automática,5,36 Meses,1,Sim,Sim,Sim,,,,Usados,31 900,8092018710,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-style-plus-ID8PDhIO.html,,8,5,Classe 1,Tracção dianteira,,22 g/km,,,,,,Sim,,,,Classe A,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,E 220,d 4Matic 9G-TRONIC Avantgarde,Diesel,Junho,2016,70 000 km,1 950 cm3,194 cv,Sim,Sedan,Prateado,Automática,4,18 Meses,1,Sim,Sim,Sim,"6,10 l/100km",,,Usados,33 900,8092020669,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-4matic-9g-tronic-avantgarde-ID8PDiep.html,Metalizado,9,5,Classe 1,Tracção traseira,,,,,Nacional,,,,,,,Classe E,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,XC 40,2.0 D4 Momentum Plus AWD,Diesel,Junho,2018,133 850 km,1 969 cm3,190 cv,Sim,SUV / TT,Preto,Automática,5,18 Meses,,Sim,Sim,Sim,,,,Usados,31 990,8091939025,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d4-momentum-plus-awd-ID8PCVZz.html,Metalizado,,5,Classe 1,,,,,,Nacional,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,318,d Pack M Auto,Diesel,Junho,2021,54 000 km,1 995 cm3,150 cv,Sim,Sedan,Branco,Automática,4,36 Meses,,,,,,,"5,10 l/100km",Usados,41 800,8091560973,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-pack-m-auto-ID8PBmDX.html,,,5,,Tracção traseira,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,Série 3,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,320,d Touring Pack M Auto,Diesel,Junho,2021,58 400 km,1 995 cm3,190 cv,Sim,Carrinha,Cinzento,Automática,5,36 Meses,,,,,,,"4,90 l/100km",Usados,44 800,8091560972,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-pack-m-auto-ID8PBmDV.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,Série 3,,,,StandVirtual,Yes,2024-03-12
