Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Inspecção válida até,Origem,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Garantia de Stand (incl. no preço),Livro de Revisões completo,Registo(s),Consumo Combinado,Autonomia Máxima,IUC,Sub-modelo,Garantia de Fábrica até,Autonomia,Bateria,Capacidade da bateria,ou até,Consumo,Site,Portugal,Data
Profissional,BMW,X1,25 e xDrive Line Sport,Híbrido Plug-In,Dezembro,2021,30 916 km,1 499 cm3,220 cv,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,Integral,,12 Dezembro 2025,,Sim,Sim,,,Usados,,33 900,8091875370,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-25-e-xdrive-line-sport-ID8PCGqS.html,Sim,Sim,Sim,18 Meses,Sim,1,3 l/100km,52 km,,Série X,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,i3,s 120Ah,Eléctrico,Agosto,2021,32 129 km,,184 cv,Citadino,Branco,,Automática,6,5,4,Classe 1,Tracção traseira,,31 Agosto 2025,,Sim,Sim,,,Usados,Mostrar VIN,30 700,8091876190,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-i3-s-120ah-ID8PCGE6.html,Sim,,Sim,36 Meses,Sim,1,14 l/100km,,,Série i,7 Agosto 2027,275 km,Própria,40 kWh,,15 kWh/100km,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 250,e Progressive,Híbrido Plug-In,Setembro,2022,13 829 km,1 332 cm3,218 cv,Utilitário,Branco,Metalizado,Automática,8,5,5,,Tracção dianteira,,,Nacional,Sim,Sim,,,Usados,,36 800,8091250794,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-progressive-ID8PA3X4.html,Sim,,Sim,24 Meses,,,,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 200 Limousine,AMG Line Aut.,Gasolina,Maio,2023,2 200 km,1 332 cm3,163 cv,Sedan,Preto,,Automática,,4,5,,,,,Nacional,,,,,Usados,Mostrar VIN,40 000,8091130323,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-limousine-amg-line-aut-ID8PzyBZ.html,Sim,,,24 Meses,,,"5,70 l/100km",,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,EQA,250 Progressive,Eléctrico,Março,2022,36 500 km,,190 cv,SUV / TT,Preto,,Automática,1,5,,,Tracção dianteira,,4 Março 2026,Importado,Sim,Sim,,,Usados,Mostrar VIN,41 900,8091672943,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-eqa-250-progressive-ID8PBPLW.html,Sim,Sim,Sim,18 Meses,Sim,1,,,,,4 Março 2030,426 km,Própria,66 kWh,160 000 km,16 kWh/100km,StandVirtual,Yes,2024-03-10
Profissional,MINI,John Cooper Works,Auto,Gasolina,Novembro,2019,29 800 km,1 998 cm3,231 cv,Pequeno citadino,Preto,Metalizado,Automática,,3,,,,,,,Sim,Sim,,,Usados,,31 950,8091920622,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-auto-ID8PCScK.html,,,Sim,18 Meses,Sim,1,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Particular,VW,Caravelle,2.0 TDi BM Longa Comfortline,Diesel,Dezembro,2017,99 500 km,1 968 cm3,102 cv,Carrinha,Preto,Metalizado,Manual,5,4,9,Classe 2,Tracção dianteira,185 g/km,,Nacional,Sim,Sim,"7,30 l/100km","5,40 l/100km",Usados,Mostrar VIN,38 000,8091843856,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-caravelle-2-0-tdi-bm-longa-comfortline-ID8PCyeA.html,,,,,Sim,1,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Particular,Hyundai,Tucson,1.6 T-GDI PHEV Vanguard+TA,Híbrido Plug-In,Agosto,2022,22 100 km,1 598 cm3,266 cv,SUV / TT,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Integral,31 g/km,,Nacional,,Sim,,,Usados,Mostrar VIN,38 990,8091587556,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-t-gdi-phev-vanguard-ta-ID8PBtyI.html,Sim,,,,Sim,1,,,,,18 Agosto 2029,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,216 Gran Coupé,,Diesel,Junho,2021,71 278 km,1 496 cm3,116 cv,Coupé,Cinzento,,Automática,7,5,5,,,,,Nacional,,Sim,,,Usados,Mostrar VIN,32 950,8090023304,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-ID8PuUCQ.html,,,Sim,18 Meses,,1,,,,Série 2,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,VW,Passat Variant,1.4 TSI GTE Plug-in,Híbrido Plug-In,Janeiro,2020,58 292 km,1 395 cm3,218 cv,Carrinha,Cinzento,Metalizado,Automática,,5,5,,Integral,,15 Janeiro 2026,Nacional,Sim,Sim,,,Usados,,32 900,8091875338,9 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8PCGqm.html,Sim,Sim,Sim,18 Meses,Sim,1,3 l/100km,55 km,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Março,2023,29 802 km,1 950 cm3,116 cv,Sedan,Branco,,Automática,,4,,,Tracção dianteira,,,Nacional,,Sim,"5,30 l/100km","3,60 l/100km",Usados,Mostrar VIN,38 000,8091472035,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-style-plus-aut-ID8PAZwt.html,Sim,Sim,Sim,24 Meses,,,"4,20 l/100km",,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-10
Particular,Mercedes-Benz,A 45 AMG,4Matic Speedshift 7G-DCT,Gasolina,Outubro,2015,85 200 km,1 991 cm3,381 cv,Utilitário,Preto,Metalizado,Automática,7,5,5,Classe 1,Integral,,,Importado,Sim,Sim,"9,20 l/100km",,Usados,,39 200,8091872609,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-45-amg-4matic-speedshift-7g-dct-ID8PCFIl.html,,,,,Sim,,,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Ford,Ranger,2.0 TDCi CD Wildtrak Aut.4WD,Diesel,Maio,2019,104 000 km,1 995 cm3,213 cv,SUV / TT,Preto,,Automática,,4,5,,,,,Importado,,,,,Usados,,37 850,8091629054,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-ranger-2-0-tdci-cd-wildtrak-aut-4wd-ID8PBEm2.html,Sim,,,18 Meses,,,,,53 €,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,X 250,d Progressive 4-Matic,Diesel,Abril,2019,98 592 km,2 298 cm3,190 cv,SUV / TT,Cinzento,,Manual,,4,,,,,,Nacional,,,,,Usados,Mostrar VIN,37 000,8091523475,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-x-250-d-progressive-4-matic-ID8PBcT9.html,Sim,,,24 Meses,,,,,,Classe X,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,i3,s 120Ah,Eléctrico,Maio,2022,15 000 km,,184 cv,Utilitário,Prateado,,Automática,,5,4,,,,,Nacional,,,,,Usados,Mostrar VIN,34 900,8091374282,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-i3-s-120ah-ID8PAA4O.html,Sim,,Sim,36 Meses,,,,,,Série i,10 Março 2027,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido Plug-In,Novembro,2019,145 151 km,1 950 cm3,306 cv,Carrinha,Cinzento,Mate,Automática,9,5,5,Classe 1,Tracção traseira,36 g/km,,Nacional,,,,,Usados,,36 990,8091884833,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PCITw.html,Sim,Sim,Sim,18 Meses,Sim,1,,,,Classe E,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 250,e Progressive,Híbrido Plug-In,Julho,2023,12 981 km,1 332 cm3,218 cv,Utilitário,Branco,,Automática,,5,5,,Tracção dianteira,,,Nacional,,Sim,,,Usados,Mostrar VIN,37 000,8091861979,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-progressive-ID8PCCVT.html,Sim,Sim,Sim,24 Meses,,,"0,80 l/100km",,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 250,e Progressive,Híbrido Plug-In,Julho,2023,10 575 km,1 332 cm3,218 cv,Utilitário,Prateado,,Automática,,5,5,,Tracção dianteira,,,Nacional,,Sim,,,Usados,Mostrar VIN,37 700,8091861982,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-progressive-ID8PCCVV.html,Sim,Sim,,24 Meses,,,"0,80 l/100km",,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Fevereiro,2020,58 200 km,1 461 cm3,116 cv,Carrinha,Preto,,Automática,,5,5,,Tracção traseira,,2 Fevereiro 2024,Nacional,,,,,Usados,,33 750,8091543975,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PBidN.html,Sim,,Sim,18 Meses,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Volvo,V90,2.0 D4 Inscription Geartronic,Diesel,Março,2018,85 250 km,1 969 cm3,190 cv,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,Tracção dianteira,,8 Março 2024,Nacional,Sim,Sim,,,Usados,,31 750,8091767486,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-inscription-geartronic-ID8PCemO.html,Sim,,Sim,18 Meses,Sim,1,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,520,d Line Luxury Auto,Diesel,Agosto,2019,63 500 km,1 995 cm3,190 cv,Carrinha,Azul,,Automática,,5,5,,Tracção traseira,,8 Agosto 2025,Nacional,,,,,Usados,,35 500,8090888220,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PyxD6.html,Sim,,Sim,18 Meses,,1,,,,Série 5,,,,,,,StandVirtual,Yes,2024-03-10
Particular,Mercedes-Benz,C 300,e,Híbrido Plug-In,Março,2020,30 000 km,1 999 cm3,313 cv,Sedan,Preto,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,13 g/km,,,,,,,Usados,,37 000,8091998560,9 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-e-ID8PDctO.html,,,,,,,,52 km,,Classe C,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack EAT8,Diesel,Janeiro,2023,13 000 km,1 499 cm3,130 cv,Monovolume,Prateado,Metalizado,Automática,8,5,7,Classe 1,,,,Nacional,Sim,Sim,,,Usados,,38 990,8091022154,8 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-eat8-ID8Pz6tk.html,Sim,,Sim,36 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Março,2023,24 148 km,1 499 cm3,130 cv,SUV / TT,Preto,Metalizado,Automática,8,5,7,,Tracção dianteira,,,Nacional,,Sim,,,Usados,,38 950,8091838599,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-eat8-ID8PCvRN.html,,,Sim,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Alfa Romeo,Giulia,2.2 D Veloce Ti Q4 AT8,Diesel,Julho,2017,47 000 km,2 143 cm3,210 cv,Sedan,Cinzento,,Automática,8,4,5,Classe 1,Integral,148 g/km,1 Julho 2025,Nacional,Sim,Sim,,,Usados,,31 990,8090757275,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-veloce-ti-q4-at8-ID8PxZz5.html,Sim,,Sim,18 Meses,Sim,1,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Volvo,V60,2.0 T8 AWD TE Momentum Plus,Híbrido Plug-In,Setembro,2019,63 000 km,1 969 cm3,392 cv,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,Integral,,23 Setembro 2025,Nacional,Sim,Sim,,,Usados,,33 750,8091790481,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t8-awd-te-momentum-plus-ID8PCklH.html,Sim,Sim,Sim,18 Meses,Sim,1,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mitsubishi,Eclipse Cross,2.4 PHEV Black Edition,Híbrido Plug-In,Agosto,2023,7 037 km,2 360 cm3,188 cv,SUV / TT,Cinzento,,Automática,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,43 000,8091793191,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-2-4-phev-black-edition-ID8PCl3p.html,Sim,,,53 Meses,,,2 l/100km,,,,28 Agosto 2028,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Tesla,Model S,100D,Eléctrico,Junho,2017,41 000 km,,525 cv,Sedan,Cinzento,Metalizado,Automática,,5,5,Classe 1,Integral,,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,45 000,8091618792,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-s-100d-ID8PBBGv.html,,,Sim,18 Meses,,,,539 km,,,,539 km,,,,,StandVirtual,Yes,2024-03-10
Profissional,Hyundai,Santa Fe,2.2 CRDi 4WD Auto Premium,Diesel,Março,2019,78 000 km,2 199 cm3,200 cv,SUV / TT,Branco,Pérola,Automática,,5,5,,Integral,,,Importado,Sim,Sim,"7,10 l/100km",,Usados,,35 000,8091396763,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-santa-fe-2-2-crdi-4wd-auto-premium-ID8PAFWp.html,,,Sim,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,C 220,D Avantgarde,Diesel,Janeiro,2022,28 200 km,1 993 cm3,200 cv,Sedan,Cinzento,,Automática,,4,5,,Tracção traseira,,,Nacional,,Sim,,,Usados,Mostrar VIN,42 000,8091893361,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PCL73.html,Sim,Sim,,24 Meses,,,"4,50 l/100km",,,Classe C,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 180 Limousine,d Progressive Aut.,Diesel,Junho,2022,25 600 km,1 950 cm3,116 cv,Utilitário,Cinzento,,Automática,,4,5,,Tracção dianteira,,,Nacional,,Sim,,,Usados,Mostrar VIN,36 000,8091885513,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8PCJ4t.html,Sim,Sim,Sim,24 Meses,Sim,,5 l/100km,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,X3,20 d xDrive Pack M Auto,Diesel,Outubro,2018,91 346 km,1 995 cm3,190 cv,SUV / TT,Preto,,Automática,,5,5,,,,,Nacional,,Sim,,,Usados,,42 850,8090906077,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-auto-ID8PyCh7.html,,,Sim,18 Meses,Sim,,,,,Série X,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Land Rover,Range Rover Evoque,2.0 TD4 HSE Dynamic Auto,Diesel,Agosto,2018,72 768 km,1 999 cm3,180 cv,SUV / TT,Azul,,Automática,,5,5,,,,,Nacional,,Sim,,,Usados,,41 850,8090765641,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-dynamic-auto-ID8Py1K1.html,,,Sim,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Particular,Audi,Q3,45 TFSIe S tronic,Híbrido Plug-In,Fevereiro,2021,13 600 km,1 395 cm3,245 cv,SUV / TT,Branco,Metalizado,Automática,,5,,,,,,Importado,Sim,Sim,,,Usados,Mostrar VIN,33 900,8091672951,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-q3-45-tfsie-s-tronic-ID8PBPM3.html,Sim,,,,Sim,,,,,,,45 km,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,C 300,de Avantgarde,Híbrido (Diesel),Dezembro,2020,68 966 km,1 993 cm3,313 cv,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,1 Dezembro 2024,Importado,Sim,Sim,,,Usados,,34 900,8091752363,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-avantgarde-ID8PCaqT.html,Sim,Sim,Sim,18 Meses,Sim,1,3 l/100km,,,Classe C,,,,,,,StandVirtual,Yes,2024-03-10
Particular,Mercedes-Benz,E 220,d AMG,Diesel,Novembro,2018,70 500 km,1 950 cm3,194 cv,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,1 Novembro 2025,Nacional,Sim,Sim,"6,10 l/100km",,Usados,,41 900,8091957075,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8PD1GH.html,,,,,Sim,1,,,,Classe E,,,,,,,StandVirtual,Yes,2024-03-10
Particular,Mercedes-Benz,C 200,d Station 9G-TRONIC AMG Line,Diesel,Outubro,2018,84 000 km,1 950 cm3,150 cv,Carrinha,Preto,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,123 g/km,19 Setembro 2024,Importado,Sim,Sim,"5,50 l/100km","4,20 l/100km",Usados,Mostrar VIN,35 900,8090688769,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-station-9g-tronic-amg-line-ID8PxHK9.html,,,,,Sim,1,,900 km,,Classe C,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Kia,Niro,1.6 GDI PHEV Tech,Híbrido Plug-In,Agosto,2022,14 000 km,1 580 cm3,141 cv,SUV / TT,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,31 g/km,,,Sim,Sim,,,Usados,,33 490,8091850481,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-niro-1-6-gdi-phev-tech-ID8PCzXr.html,,,Sim,36 Meses,Sim,1,,,,,19 Agosto 2029,,,,160 000 km,,StandVirtual,Yes,2024-03-10
Profissional,Fiat,500e,La Prima,Eléctrico,Abril,2023,8 km,,118 cv,Citadino,Branco,,Automática,1,3,4,,Tracção dianteira,,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,31 750,8091579855,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500e-la-prima-ID8PBryw.html,,Sim,Sim,36 Meses,Sim,,,,,,,312 km,Própria,,,"14,40 kWh/100km",StandVirtual,Yes,2024-03-10
Profissional,BMW,X3,20 d xDrive Pack M Auto,Diesel,Julho,2018,67 000 km,1 995 cm3,190 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Integral,132 g/km,24 Julho 2024,Nacional,Sim,Sim,"4,90 l/100km","3,70 l/100km",Usados,,42 950,8090703866,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-auto-ID8PxLFE.html,Sim,,Sim,18 Meses,Sim,1,5 l/100km,,"239,39 €",Série X,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 250,e Style Plus,Híbrido Plug-In,Janeiro,2022,21 000 km,1 332 cm3,218 cv,Utilitário,Preto,,Automática,8,5,5,Classe 1,Tracção dianteira,32 g/km,,Nacional,Sim,Sim,,,Usados,,35 950,8090293715,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-style-plus-ID8Pv2Yj.html,Sim,,Sim,18 Meses,Sim,,14 l/100km,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Audi,A6 Avant,2.0 TDi Sport S tronic,Diesel,Junho,2018,110 000 km,1 968 cm3,190 cv,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,,,,Nacional,Sim,Sim,"4,90 l/100km",,Usados,,30 900,8091892846,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-sport-s-tronic-ID8PCKYK.html,,Sim,Sim,36 Meses,Sim,1,,,240 €,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,MINI,Cabrio,John Cooper Works Auto Desportiva,Gasolina,Novembro,2022,4 000 km,1 998 cm3,231 cv,Cabrio,Cinzento,,Automática,,2,,,,,,Nacional,,,,,Usados,Mostrar VIN,43 500,8091762387,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cabrio-john-cooper-works-auto-desportiva-ID8PCd2z.html,Sim,,Sim,36 Meses,,,"7,10 l/100km",,,,10 Março 2027,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,GLC 250,d Off-Road 4-Matic,Diesel,Junho,2017,39 930 km,2 143 cm3,204 cv,SUV / TT,Cinzento,,Automática,,5,,,,,,Nacional,,,,,Usados,,43 990,8091762429,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-off-road-4-matic-ID8PCd3f.html,Sim,,,18 Meses,,,,,,Classe GLC,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Volvo,V60,2.0 D4 Inscription Geartronic,Diesel,Fevereiro,2020,86 500 km,1 969 cm3,190 cv,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,27 Fevereiro 2026,Nacional,Sim,Sim,,,Usados,,34 500,8091876994,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-inscription-geartronic-ID8PCGR4.html,Sim,,Sim,18 Meses,Sim,1,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,320,e Touring Corporate Edition Auto,Híbrido Plug-In,Janeiro,2022,32 000 km,1 998 cm3,204 cv,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,,Nacional,,Sim,,,Usados,,39 950,8091578246,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-e-touring-corporate-edition-auto-ID8PBr8y.html,Sim,,Sim,18 Meses,,,,,,Série 3,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Peugeot,3008,,Híbrido (Gasolina),Abril,2021,66 000 km,1 598 cm3,225 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,Tracção dianteira,,22 Abril 2025,Importado,Sim,Sim,,,Usados,,32 990,8090988660,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-ID8PyXL6.html,,,Sim,36 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,CLA 180,d Style Aut.,Diesel,Outubro,2019,80 000 km,1 461 cm3,116 cv,Coupé,Dourado,,Automática,,4,,,,,,Importado,,,,,Usados,,31 990,8091876019,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-style-aut-ID8PCGBl.html,,,,18 Meses,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Progressive Aut.,Diesel,Janeiro,2020,130 000 km,1 461 cm3,116 cv,Carrinha,Preto,,Automática,,5,5,,,,,Importado,Sim,Sim,,,Usados,,31 990,8091957955,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-progressive-aut-ID8PD1UT.html,,,Sim,18 Meses,Sim,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,320,d Touring xDrive Pack M Auto,Diesel,Outubro,2019,120 114 km,1 995 cm3,190 cv,Carrinha,Preto,,Automática,8,5,5,Classe 1,,,,Importado,,Sim,,,Usados,Mostrar VIN,36 900,8091867537,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-xdrive-pack-m-auto-ID8PCEox.html,,,Sim,18 Meses,Sim,,,,,Série 3,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Volvo,XC 60,2.0 D4 Inscription Geartronic,Diesel,Outubro,2019,64 000 km,1 969 cm3,190 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,133 g/km,18 Outubro 2025,Nacional,Sim,Sim,5 l/100km,4 l/100km,Usados,,37 950,8091833920,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-inscription-geartronic-ID8PCwEk.html,Sim,,Sim,18 Meses,Sim,,5 l/100km,,241 €,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,CLA 180,d 8G-DCT AMG Line,Diesel,Abril,2021,66 000 km,1 950 cm3,116 cv,Coupé,Cinzento,Metalizado,Automática,8,4,5,Classe 1,Tracção dianteira,,,Nacional,,Sim,,,Usados,,37 950,8091851705,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-8g-dct-amg-line-ID8PCAhb.html,Sim,,Sim,18 Meses,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,C 220,d Coupe AMG Line,Diesel,Junho,2017,63 590 km,2 143 cm3,170 cv,Coupé,Preto,,Manual,6,2,4,Classe 1,,,,Importado,,Sim,,,Usados,Mostrar VIN,34 500,8090700798,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-coupe-amg-line-ID8PxKSa.html,,,Sim,18 Meses,Sim,,,,,Classe C,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,X5,40 d xDrive,Diesel,Agosto,2015,189 123 km,2 993 cm3,313 cv,SUV / TT,Cinzento,,Automática,,5,5,Classe 2,,,,Nacional,Sim,Sim,,,Usados,,31 950,8091918957,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-40-d-xdrive-ID8PCRLT.html,Sim,,,18 Meses,,,,,,Série X,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Renault,Austral,,Gasolina,Janeiro,2023,18 367 km,1 199 cm3,200 cv,Sedan,Cinzento,,,,5,,,,,,Nacional,,,,,Usados,Mostrar VIN,42 600,8091423439,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-austral-ID8PAMRF.html,Sim,,,36 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
