Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Autonomia,Capacidade da bateria,Bateria,Lotação,Origem,IVA Discriminado,IVA dedutível,Número de Mudanças,Emissões CO2,IUC,Inspecção válida até,Registo(s),Consumo Extra Urbano,Consumo Combinado,Autonomia Máxima,Filtro de partículas,Clássico,Sub-modelo,ou até,Garantia de Fábrica até,Consumo,Site,Portugal
Profissional,Peugeot,2008,1.2 PureTech Style,Gasolina,Dezembro,2018,109 432 km,1 199 cm3,82 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,Classe 1,,18 Meses,,Sim,Sim,,Usados,13 880        EUR,8090220891,3 Agosto 2023,,,,5,Nacional,,,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,1.2 T GS Line S/S,Gasolina,Novembro,2019,67 823 km,1 199 cm3,130 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,Classe 1,,18 Meses,,Sim,Sim,,Usados,14 950        EUR,8090220887,3 Agosto 2023,,,,5,Nacional,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40 Cross Country,,Diesel,Março,2015,176 000 km,1 560 cm3,114 cv,Sim,Sim,Sim,Utilitário,Branco,,Manual,5,Classe 1,,18 Meses,,Sim,Sim,,Usados,15 900        EUR,8090153655,3 Agosto 2023,,,,5,,,,6,99 g/km,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q2,30 TFSI,Gasolina,Outubro,2019,64 456 km,999 cm3,116 cv,Sim,Sim,,SUV / TT,Branco,,Manual,5,,,18 Meses,,,Sim,,Usados,21 500        EUR,8090074340,3 Agosto 2023,,,,5,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Juke,1.5 dCi Tekna S P.Ext.1 White L.,Diesel,Dezembro,2016,77 401 km,1 461 cm3,110 cv,,Sim,Sim,SUV / TT,Branco,,Manual,5,Classe 1,,18 Meses,,Sim,Sim,,Usados,15 450        EUR,8090140231,3 Agosto 2023,,,,5,Nacional,,,6,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Arona,1.0 TSI Xcellence,Gasolina,Maio,2018,62 102 km,999 cm3,95 cv,Sim,Sim,Sim,SUV / TT,Branco,,Manual,5,,,18 Meses,,,Sim,,Usados,18 500        EUR,8090153670,3 Agosto 2023,,,,5,Importado,,,5,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,1.0 T-GDi Premium TT,Gasolina,Maio,2021,22 750 km,998 cm3,120 cv,Sim,,,SUV / TT,Vermelho,,Manual,5,,,36 Meses,,,,,Usados,21 450        EUR,8089774020,3 Agosto 2023,,,,5,Nacional,,,,,,,,,6 l/100km,,,,,,,,StandVirtual,Yes
Profissional,Audi,A1 Sportback,25 TFSI Advanced,Gasolina,Junho,2021,42 500 km,999 cm3,95 cv,Sim,,,Citadino,Branco,,Manual,5,,,36 Meses,,,,,Usados,21 490        EUR,8089878632,3 Agosto 2023,,,,5,Nacional,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i30 SW,1.6 CRDi N-Line,Diesel,Setembro,2021,34 054 km,1 598 cm3,136 cv,Sim,,,Carrinha,Preto,,Manual,5,,,36 Meses,,,,,Usados,28 750        EUR,8089609720,3 Agosto 2023,,,,5,Nacional,,,,,,,,,"4,70 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Opel,Mokka,1.5 D GS Line,Diesel,Setembro,2022,16 962 km,1 499 cm3,110 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Manual,5,,,18 Meses,,,,,Usados,24 900        EUR,8089403337,3 Agosto 2023,,,,5,Importado,,,6,,,,,,"4,50 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,,Diesel,Agosto,2017,147 500 km,1 560 cm3,100 cv,,,,SUV / TT,Cinzento,Metalizado,Automática,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,,Usados,15 400        EUR,8090221576,3 Agosto 2023,,,,5,Importado,,,6,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Stonic,1.0 T-GDI TX,Gasolina,Julho,2019,49 000 km,998 cm3,120 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,"6,50 l/100km",Usados,16 990        EUR,8089027579,3 Agosto 2023,,,,5,,,,5,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,E-HDi FAP 115 STOP & START Allure,Diesel,Setembro,2014,102 831 km,1 560 cm3,115 cv,,Sim,Sim,SUV / TT,Branco,Pérola,Manual,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,"4,70 l/100km",Usados,15 800        EUR,8089256263,3 Agosto 2023,,,,5,Importado,,,6,105 g/km,"154,12 €",30/09/2023,2,,,,Sim,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 200,(CDI) d Style,Diesel,Setembro,2014,199 520 km,2 143 cm3,136 cv,,Sim,Sim,SUV / TT,Branco,,Manual,5,Classe 1,Tracção dianteira,36 Meses,,Sim,Sim,,Usados,19 990        EUR,8089920639,3 Agosto 2023,,,,5,Importado,,,6,,,,,,,,Sim,,Classe GLA,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 180,7G-DCT UrbanStyle Edition,Gasolina,Dezembro,2018,36 434 km,1 595 cm3,122 cv,,Sim,Sim,SUV / TT,Preto,,Automática,5,Classe 1,Tracção dianteira,36 Meses,,Sim,Sim,,Usados,27 990        EUR,8089936516,3 Agosto 2023,,,,5,Importado,,,7,,,,,,,,,,Classe GLA,,,,StandVirtual,Yes
Profissional,MINI,Cooper,D,Diesel,Outubro,2018,55 872 km,1 496 cm3,116 cv,Sim,Sim,Sim,Utilitário,Cinzento,,Manual,5,,,18 Meses,,,,"4,40 l/100km",Usados,21 990        EUR,8090087622,3 Agosto 2023,,,,5,Nacional,,,,103 g/km,,,,"3,60 l/100km","3,90 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 180,CDi Style,Diesel,Outubro,2017,91 564 km,1 461 cm3,109 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,,Usados,23 750        EUR,8088719549,3 Agosto 2023,,,,5,Importado,,,6,,,,1,,,,,,Classe GLA,,,,StandVirtual,Yes
Profissional,Audi,Q2,1.0 TFSI Sport,Gasolina,Agosto,2019,94 000 km,999 cm3,116 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,5,,Tracção dianteira,18 Meses,Sim,Sim,Sim,"6,20 l/100km",Usados,21 900        EUR,8089936691,3 Agosto 2023,,,,5,Nacional,,,6,117 g/km,,,1,"4,50 l/100km",,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,d Touring Auto,Diesel,Maio,2016,87 990 km,1 995 cm3,150 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Automática,5,,,18 Meses,,,,"4,90 l/100km",Usados,24 990        EUR,8090087623,3 Agosto 2023,,,,5,Nacional,,,,109 g/km,,,,"3,70 l/100km","4,10 l/100km",,,,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,,Diesel,Janeiro,2017,52 337 km,1 995 cm3,170 cv,Sim,Sim,Sim,Utilitário,Laranja,,Automática,3,,,36 Meses,,,,"4,60 l/100km",Usados,24 990        EUR,8090087619,3 Agosto 2023,,,,4,,,,,104 g/km,,,,"3,60 l/100km",4 l/100km,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i20,1.2 Comfort,Gasolina,Janeiro,2023,4 500 km,1 197 cm3,84 cv,Sim,,,Utilitário,Cinzento,,Manual,5,,,36 Meses,,,,,Usados,20 800        EUR,8089774019,3 Agosto 2023,,,,5,Nacional,,,,,,,,,"5,60 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Coupe,TCe 275 R.S. Trophy,Gasolina,Dezembro,2016,114 000 km,1 998 cm3,273 cv,,Sim,Sim,Coupé,Outra,Metalizado,Manual,2,Classe 1,Tracção dianteira,36 Meses,Sim,,Sim,,Usados,29 500        EUR,8089989239,3 Agosto 2023,,,,5,,,,6,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Dacia,Duster,1.5 Blue dCi Prestige,Diesel,Agosto,2022,5 km,1 461 cm3,115 cv,,Sim,Sim,SUV / TT,Azul,,Manual,5,,,36 Meses,,,,,Usados,26 800        EUR,8087403886,3 Agosto 2023,,,,5,Importado,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,124 Spider,1.4 MultiAir Turbo,Gasolina,Abril,2017,122 000 km,1 368 cm3,140 cv,Sim,Sim,Sim,Cabrio,Branco,Metalizado,Manual,2,Classe 1,Tracção traseira,18 Meses,Sim,,Sim,"8,50 l/100km",Usados,22 750        EUR,8089686365,3 Agosto 2023,,,,2,,,,6,148 g/km,,,,"5,10 l/100km",,,,,,,,,StandVirtual,Yes
Particular,Renault,Grand Scénic,1.5 dCi Intens Hybrid Assist SS,Diesel,Abril,2018,138 591 km,1 461 cm3,110 cv,,,,Monovolume,Branco,Mate,Manual,5,Classe 1,,,,,Sim,4 l/100km,Usados,17 950        EUR,8088417209,3 Agosto 2023,,,,7,Importado,,,6,94 g/km,147 €,18/06/2024,2,,,1 200 km,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Evoque,2.0 TD4 SE Dynamic,Diesel,Outubro,2016,101 000 km,1 999 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Verde,Metalizado,Manual,5,,,18 Meses,,,Sim,,Usados,26 900        EUR,8090031821,3 Agosto 2023,,,,5,Nacional,,,6,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon ST,1.0 TSI Style,Gasolina,Agosto,2022,41 000 km,999 cm3,110 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,,Tracção dianteira,36 Meses,Sim,,Sim,,Usados,24 890        EUR,8090053361,3 Agosto 2023,,,,5,Nacional,Sim,Sim,6,125 g/km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Active Tourer,d Line Sport Auto,Diesel,Março,2019,139 000 km,1 496 cm3,116 cv,Sim,Sim,Sim,Monovolume,Azul,Metalizado,Automática,5,,Tracção dianteira,36 Meses,Sim,,Sim,,Usados,20 690        EUR,8090053392,3 Agosto 2023,,,,5,Nacional,Sim,Sim,7,127 g/km,,,,,,,,,Série 2,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi GT Line,Diesel,Dezembro,2016,70 000 km,1 461 cm3,110 cv,,Sim,Sim,Carrinha,Preto,,Manual,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,18 350        EUR,8088036203,3 Agosto 2023,,,,5,Nacional,,,6,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Março,2017,103 000 km,2 143 cm3,170 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,29 499        EUR,8087612919,3 Agosto 2023,,,,5,,,,6,,,,1,,,,,,Classe C,,,,StandVirtual,Yes
Profissional,Hyundai,i20,1.0 T-GDI Blue Comfort,Gasolina,Junho,2019,52 000 km,998 cm3,100 cv,Sim,Sim,Sim,Citadino,Branco,Metalizado,Manual,5,,,18 Meses,Sim,Sim,Sim,,Usados,15 950        EUR,8090150915,3 Agosto 2023,,,,,Nacional,,,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Aut.,Diesel,Maio,2018,161 000 km,1 461 cm3,109 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,5,Classe 1,Tracção traseira,18 Meses,Sim,,Sim,"4,70 l/100km",Usados,23 990        EUR,8088174863,3 Agosto 2023,,,,5,,Sim,,7,,,,1,,,,Sim,,Classe CLA,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Intens,Diesel,Janeiro,2018,146 000 km,1 461 cm3,110 cv,Sim,Sim,Sim,Carrinha,Branco,,Manual,5,Classe 1,Tracção dianteira,18 Meses,Sim,,Sim,"4,20 l/100km",Usados,16 990        EUR,8088459384,3 Agosto 2023,,,,5,Nacional,Sim,,6,,,,1,,,,Sim,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta 18,Diesel,Fevereiro,2018,183 000 km,1 461 cm3,110 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,5,Classe 1,Tracção dianteira,18 Meses,Sim,,Sim,"4,20 l/100km",Usados,19 750        EUR,8089759361,3 Agosto 2023,,,,5,Nacional,Sim,,6,99 g/km,,,1,"3,60 l/100km",,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,1.5 dCi Zen,Diesel,Setembro,2020,26 293 km,1 461 cm3,95 cv,Sim,Sim,,SUV / TT,Cinzento,,Manual,5,Classe 1,,18 Meses,,Sim,Sim,,Usados,23 500        EUR,8088184389,3 Agosto 2023,,,,5,Importado,,,6,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Grand Coupe,1.5 Blue dCi Limited,Diesel,Julho,2018,76 626 km,1 461 cm3,115 cv,Sim,Sim,Sim,Sedan,Azul,,Manual,4,,,18 Meses,,,,"4,40 l/100km",Usados,18 490        EUR,8090221564,3 Agosto 2023,,,,5,Nacional,,,,95 g/km,,,,"3,60 l/100km",,,,,,,,,StandVirtual,Yes
Profissional,Kia,Sportage,1.7 CRDi ISG TX Navi,Diesel,Março,2014,94 394 km,1 685 cm3,115 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Manual,5,,,18 Meses,,,,6 l/100km,Usados,16 690        EUR,8090221566,3 Agosto 2023,,,,,Nacional,,,,135 g/km,,,,"4,80 l/100km","5,20 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech Allure,Gasolina,Maio,2019,31 108 km,1 199 cm3,130 cv,Sim,Sim,Sim,SUV / TT,Branco,,Manual,5,,,18 Meses,,,,,Usados,17 690        EUR,8090221565,3 Agosto 2023,,,,,Nacional,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,Berlingo,1.6 BlueHDi Feel,Diesel,Abril,2018,100 500 km,1 560 cm3,100 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Manual,5,Classe 1,,18 Meses,,Sim,Sim,,Usados,20 900        EUR,8090154916,3 Agosto 2023,,,,5,Nacional,,Sim,5,109 g/km,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Limousine,1.6 TDI Sport,Diesel,Maio,2014,78 500 km,1 598 cm3,105 cv,Sim,Sim,Sim,Sedan,Cinzento,,Manual,4,,,18 Meses,Sim,,Sim,,Usados,19 300        EUR,8090140258,3 Agosto 2023,,,,5,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,2.0 TDI S tronic,Diesel,Maio,2018,202 000 km,1 968 cm3,150 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,,Usados,21 900        EUR,8090078981,2 Agosto 2023,,,,5,,,,7,109 g/km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A6,2.0 TDi S-line S tronic,Diesel,Fevereiro,2016,117 848 km,1 968 cm3,190 cv,,Sim,Sim,Sedan,Cinzento,,Automática,4,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,28 750        EUR,8090140317,3 Agosto 2023,,,,5,Nacional,,,7,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta,Diesel,Março,2018,82 544 km,1 461 cm3,115 cv,Sim,Sim,Sim,Utilitário,Branco,,Manual,5,,,18 Meses,,,,"4,30 l/100km",Usados,21 490        EUR,8090221562,3 Agosto 2023,,,,5,Nacional,,,,99 g/km,,,,"3,50 l/100km","3,80 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i30,1.0 T-GDI Style,Gasolina,Abril,2021,40 161 km,998 cm3,120 cv,Sim,Sim,Sim,Citadino,Preto,,Manual,5,,,18 Meses,,,,,Usados,20 490        EUR,8090221561,3 Agosto 2023,,,,,Nacional,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.3 DIG-T N-Connecta Xtronic,Gasolina,Julho,2021,20 125 km,1 332 cm3,158 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Automática,5,,,18 Meses,,,,,Usados,29 990        EUR,8090221560,3 Agosto 2023,,,,5,,,,,,,,,,"6,30 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Fevereiro,2019,94 334 km,1 499 cm3,130 cv,Sim,Sim,Sim,SUV / TT,Castanho,Metalizado,Automática,5,,,18 Meses,,Sim,Sim,,Usados,29 900        EUR,8088903668,3 Agosto 2023,,,,5,Nacional,,,8,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.5 BlueHDi Allure Pack,Diesel,Fevereiro,2021,96 789 km,1 499 cm3,102 cv,Sim,Sim,Sim,Utilitário,Amarelo,,Manual,5,Classe 1,,18 Meses,,,Sim,,Usados,21 750        EUR,8089510255,3 Agosto 2023,,,,5,Importado,,,6,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,1.6 CRDi Premium,Diesel,Agosto,2019,68 177 km,1 598 cm3,116 cv,Sim,Sim,Sim,SUV / TT,Branco,,Manual,5,,,18 Meses,,,,"4,90 l/100km",Usados,23 490        EUR,8090221559,3 Agosto 2023,,,,,Nacional,,,,,,,,"3,90 l/100km","4,20 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Tucson,1.7 CRDi Premium,Diesel,Junho,2019,51 605 km,1 685 cm3,115 cv,Sim,Sim,Sim,SUV / TT,Preto,,Manual,5,,,18 Meses,,,,,Usados,24 990        EUR,8090221558,3 Agosto 2023,,,,5,Nacional,,,,,,,,,"5,50 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Opel,Grandland X,1.5 CDTI Ultimate,Diesel,Julho,2019,53 918 km,1 499 cm3,130 cv,Sim,Sim,Sim,SUV / TT,Azul,,Manual,5,,,18 Meses,,,,,Usados,23 990        EUR,8090221556,3 Agosto 2023,,,,5,Nacional,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d EDynamics Line Sport,Diesel,Setembro,2015,109 449 km,1 496 cm3,116 cv,Sim,Sim,Sim,Utilitário,Cinzento,,Manual,5,,,18 Meses,,,,"3,90 l/100km",Usados,16 990        EUR,8090221554,3 Agosto 2023,,,,5,Nacional,,,,89 g/km,,,,"3,10 l/100km","3,40 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,1.6 BlueHDi Style,Diesel,Janeiro,2020,86 325 km,1 560 cm3,100 cv,Sim,Sim,Sim,Utilitário,Branco,,Manual,5,,,18 Meses,,,,"4,30 l/100km",Usados,17 690        EUR,8090221551,3 Agosto 2023,,,,,Nacional,,,,98 g/km,,,,"3,40 l/100km","3,70 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,30 TFSI S tronic,Gasolina,Junho,2019,70 000 km,999 cm3,116 cv,Sim,Sim,Sim,Utilitário,Preto,,Automática,5,,,18 Meses,,,,"5,80 l/100km",Usados,22 990        EUR,8090221550,3 Agosto 2023,,,,5,Nacional,,,,,,,,"4,60 l/100km","5,10 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Isuzu,D-Max,1.9 Ddi CD 4WD L CH,Diesel,Abril,2019,96 175 km,1 898 cm3,164 cv,Sim,Sim,,SUV / TT,Branco,,Manual,4,,,18 Meses,,,Sim,,Usados,29 990        EUR,8088827656,3 Agosto 2023,,,,5,Nacional,Sim,,6,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,Junho,2018,107 071 km,1 598 cm3,115 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Manual,5,Classe 1,,18 Meses,,Sim,Sim,,Usados,19 990        EUR,8088835031,3 Agosto 2023,,,,5,Nacional,,,,,,,2,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,XF Sportbrake,2.2 D R-Sport,Diesel,Novembro,2014,132 000 km,2 179 cm3,200 cv,,Sim,Sim,Carrinha,Branco,,Automática,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,"6,10 l/100km",Usados,21 500        EUR,8089936442,3 Agosto 2023,,,,5,,,,8,139 g/km,,,,"4,30 l/100km",,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,1.5 Blue dCi GT Line J18,Diesel,Maio,2019,59 995 km,1 461 cm3,115 cv,Sim,Sim,,Utilitário,Cinzento,,Manual,5,,,18 Meses,,Sim,Sim,,Usados,21 350        EUR,8089161454,3 Agosto 2023,,,,5,Importado,,,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Fevereiro,2019,166 200 km,1 499 cm3,130 cv,,,Sim,SUV / TT,Preto,Metalizado,Manual,5,,Tracção dianteira,18 Meses,,,,"4,40 l/100km",Usados,20 950        EUR,8089374901,3 Agosto 2023,,,,5,Importado,,,6,,,01/02/2024,1,,,,,,,,,,StandVirtual,Yes
Particular,Audi,A3 Sportback,1.6 TDI Advance Ultra,Diesel,Setembro,2016,83 500 km,1 598 cm3,110 cv,,,,Citadino,Cinzento,Metalizado,Manual,5,Classe 1,Tracção dianteira,,Sim,Sim,Sim,"3,90 l/100km",Usados,17 950        EUR,8090076198,3 Agosto 2023,,,,5,Nacional,,,6,89 g/km,,,1,"3,20 l/100km",,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.2 DIG-T N-Connecta 18,Gasolina,Junho,2018,38 132 km,1 197 cm3,115 cv,Sim,Sim,Sim,SUV / TT,Preto,,Manual,5,Classe 1,,18 Meses,,Sim,Sim,,Usados,23 750        EUR,8088592589,3 Agosto 2023,,,,5,Importado,,,6,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,1.0 T-GDi Premium TT,Gasolina,Dezembro,2021,36 226 km,998 cm3,120 cv,Sim,,,SUV / TT,Preto,,Manual,5,,,64 Meses,,,,,Usados,21 450        EUR,8089989325,3 Agosto 2023,,,,5,Nacional,,,,,,,,,6 l/100km,,,,,,28/12/2028,,StandVirtual,Yes
Profissional,Hyundai,Bayon,1.0 T-GDi Premium,Gasolina,Junho,2022,18 229 km,998 cm3,102 cv,Sim,,,SUV / TT,Cinzento,,Manual,5,,,36 Meses,,,,,Usados,20 980        EUR,8089989329,3 Agosto 2023,,,,5,Nacional,,,,,,,,,"5,50 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Mazda,CX-3,1.5 Sky.Excellence Navi,Diesel,Abril,2017,147 209 km,1 499 cm3,105 cv,,,,SUV / TT,Cinzento,Metalizado,Manual,5,Classe 1,Tracção dianteira,36 Meses,,,,"4,40 l/100km",Usados,15 750        EUR,8090221547,3 Agosto 2023,,,,5,,,,6,105 g/km,,,,"3,80 l/100km",,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Pack M,Diesel,Junho,2012,180 000 km,1 995 cm3,184 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Manual,5,Classe 1,Tracção traseira,18 Meses,,,Sim,,Usados,18 900        EUR,8087860274,3 Agosto 2023,,,,5,,,,6,,,,1,,,,Sim,,Série 5,,,,StandVirtual,Yes
Particular,Nissan,X-Trail,1.6 dCi Tekna Pele Camel Xtronic,Diesel,Maio,2017,125 000 km,1 598 cm3,130 cv,,,,SUV / TT,Azul,,Automática,5,,,,,,Sim,6 l/100km,Usados,20 750        EUR,8090097319,3 Agosto 2023,,,,,Nacional,,,,,,25/05/2025,,,,,,Sim,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo,cabrio prime,Gasolina,Janeiro,2018,60 000 km,898 cm3,90 cv,Sim,Sim,Sim,Cabrio,Branco,Mate,Automática,2,,,18 Meses,Sim,Sim,Sim,,Usados,18 500        EUR,8090188199,3 Agosto 2023,,,,2,Nacional,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V60,2.0 D2 VOR,Diesel,Setembro,2016,102 784 km,1 969 cm3,120 cv,Sim,Sim,Sim,Carrinha,Prateado,Metalizado,Manual,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,19 990        EUR,8089946187,3 Agosto 2023,,,,5,,,,6,101 g/km,,,1,,,,Sim,,,,,,StandVirtual,Yes
Particular,VW,Golf Variant,1.6 TDi Confortline,Diesel,Agosto,2017,105 000 km,1 598 cm3,115 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,,,,Sim,Sim,Sim,"4,70 l/100km",Usados,16 600        EUR,8089635730,3 Agosto 2023,,,,,Nacional,,,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Abarth,595,1.4 T-Jet Competizione,Gasolina,Outubro,2015,88 300 km,1 368 cm3,180 cv,Sim,Sim,Sim,Citadino,Cinzento,,Manual,3,Classe 1,,18 Meses,,Sim,Sim,,Usados,19 980        EUR,8090154992,3 Agosto 2023,,,,4,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Honda,Civic,1.0 i-VTEC Elegance,Gasolina,Fevereiro,2018,115 000 km,988 cm3,129 cv,,,,Utilitário,Preto,,Manual,5,,,,Sim,,Sim,,Usados,18 490        EUR,8089748355,2 Agosto 2023,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,MX-5,MZR 1.5 Sky.Evolve HS+HT Navi,Gasolina,Março,2018,54 000 km,1 496 cm3,131 cv,,Sim,Sim,Cabrio,Vermelho,,Manual,2,Classe 1,,18 Meses,,,Sim,,Usados,26 750        EUR,8090154085,3 Agosto 2023,,,,2,Nacional,,,6,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.0 TCe RS Line,Gasolina,Março,2021,21 800 km,999 cm3,100 cv,,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,,Usados,19 850        EUR,8088910355,2 Agosto 2023,,,,5,Nacional,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Honda,Civic,,Gasolina,Maio,2018,57 900 km,988 cm3,130 cv,Sim,Sim,Sim,Sedan,Preto,,Automática,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,,Usados,24 800        EUR,8088084191,2 Agosto 2023,,,,5,,Sim,,7,,,29/05/2024,1,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,1.6 BlueHDi Allure J17,Diesel,Janeiro,2018,95 040 km,1 560 cm3,120 cv,Sim,Sim,Sim,Utilitário,Cinzento,,Manual,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,19 990        EUR,8089624972,3 Agosto 2023,,,,5,,,,,85 g/km,,,1,,,,Sim,,,,,,StandVirtual,Yes
