Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Autonomia,Capacidade da bateria,Bateria,Lotação,Origem,IVA Discriminado,IVA dedutível,Número de Mudanças,Emissões CO2,IUC,Inspecção válida até,Registo(s),Consumo Extra Urbano,Consumo Combinado,Autonomia Máxima,Filtro de partículas,Clássico,Sub-modelo,ou até,Garantia de Fábrica até,Consumo,Site,Portugal
Particular,BMW,330,e Pack M Auto,Híbrido (Gasolina),Outubro,2020,49 980 km,1 998 cm3,293 cv,,,,Sedan,Branco,Metalizado,Automática,4,,Tracção traseira,,Sim,,Sim,,Usados,41 490        EUR,8089781197,3 Agosto 2023,,,,5,Nacional,,,8,31 g/km,,,,,,,,,Série 3,,,,StandVirtual,Yes
Profissional,MINI,Electric,Cooper SE,Eléctrico,Outubro,2021,19 630 km,,184 cv,Sim,Sim,Sim,Utilitário,Vermelho,Metalizado,Automática,3,Classe 1,,18 Meses,,,Sim,,Usados,32 900        EUR,8088193501,3 Agosto 2023,230 km,,,4,Nacional,Sim,Sim,,,,,1,,,,,,,,,"15,50 kWh/100km",StandVirtual,Yes
Profissional,VW,T-Roc,2.0 TDI Style,Diesel,Julho,2023,1 500 km,1 968 cm3,116 cv,Sim,,,SUV / TT,Prateado,,Manual,5,,,36 Meses,,,,,Usados,36 490        EUR,8090220080,3 Agosto 2023,,,,5,Nacional,,,,,,,,,"4,60 l/100km",,,,,,03/08/2026,,StandVirtual,Yes
Profissional,VW,ID.3,Pro S,Eléctrico,Setembro,2021,35 470 km,,204 cv,Sim,,,SUV / TT,Azul,,Automática,5,,,36 Meses,,,,,Usados,36 200        EUR,8090220074,3 Agosto 2023,,,,5,Nacional,,,,,,,,,,,,,,,03/08/2026,,StandVirtual,Yes
Profissional,VW,ID.3,Pro,Eléctrico,Março,2023,286 km,,145 cv,Sim,,,SUV / TT,Outra,,Automática,5,,,36 Meses,,,,,Usados,38 990        EUR,8090220069,3 Agosto 2023,,,,,Nacional,,,,,,,,,,,,,,,03/08/2026,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Fevereiro,2022,39 000 km,1 950 cm3,116 cv,Sim,Sim,Sim,Citadino,Preto,,Automática,5,,,36 Meses,,,Sim,,Usados,37 400        EUR,8089821733,3 Agosto 2023,,,,5,Nacional,Sim,,,133 g/km,,,,,,,,,Classe A,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2021,67 600 km,1 950 cm3,116 cv,Sim,Sim,Sim,Utilitário,Preto,,Automática,5,Classe 1,,24 Meses,Sim,Sim,Sim,"5,30 l/100km",Usados,37 400        EUR,8088327423,3 Agosto 2023,,,,5,Nacional,Sim,,,,,,,,,,,,Classe A,,,,StandVirtual,Yes
Profissional,SEAT,Ateca,2.0 TDI Style,Diesel,Setembro,2022,10 344 km,1 968 cm3,115 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,5,,Tracção dianteira,48 Meses,Sim,Sim,Sim,,Usados,33 750        EUR,8088991941,3 Agosto 2023,,,,5,Nacional,Sim,,6,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,,Eléctrico,Maio,2020,28 408 km,,325 cv,Sim,,Sim,Sedan,Azul,,Automática,4,Classe 1,,18 Meses,,Sim,Sim,,Usados,37 300        EUR,8090058042,3 Agosto 2023,,,,5,,,Sim,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.2 PureTech Allure Pack EAT8,Gasolina,Outubro,2022,5 144 km,1 199 cm3,130 cv,,Sim,Sim,SUV / TT,Cinzento,,Automática,5,Classe 1,,36 Meses,Sim,Sim,Sim,,Usados,37 500        EUR,8090154683,3 Agosto 2023,,,,5,Nacional,,,,,,,,,,,,,,,01/01/0001,,StandVirtual,Yes
Particular,Mercedes-Benz,CLA 45 AMG,4-Matic,Gasolina,Maio,2019,74 500 km,1 991 cm3,381 cv,Sim,,,Sedan,Cinzento,Mate,Automática,4,Classe 1,Integral,,Sim,Sim,Sim,"9,20 l/100km",Usados,44 500        EUR,8086990035,31 Julho 2023,,,,5,,,,9,,,,1,,,,,,Classe CLA,,20/05/2025,,StandVirtual,Yes
Profissional,Renault,Mégane,1.5 Blue dCi Techno,Diesel,Fevereiro,2023,9 277 km,1 461 cm3,115 cv,Sim,,,Carrinha,Preto,,Manual,5,,,30 Meses,,,,,Usados,30 490        EUR,8089989091,3 Agosto 2023,,,,5,Nacional,,,,,,,,,"4,70 l/100km",,,,,,14/02/2026,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 160,d Progressive,Diesel,Agosto,2020,57 806 km,1 461 cm3,95 cv,,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,,Usados,30 850        EUR,8089606311,3 Agosto 2023,,,,5,Nacional,,,6,,,,,,,,,,Classe A,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Coupé,,Diesel,Setembro,2022,19 000 km,1 496 cm3,116 cv,Sim,Sim,Sim,Coupé,Cinzento,,Automática,5,,,18 Meses,,,Sim,,Usados,38 750        EUR,8089552362,3 Agosto 2023,,,,4,Nacional,Sim,,,110 g/km,,,,,,,,,Série 2,,,,StandVirtual,Yes
Profissional,BMW,520,d Auto,Diesel,Novembro,2017,64 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Automática,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,,Usados,33 480        EUR,8089911711,3 Agosto 2023,,,,5,Nacional,Sim,Sim,8,134 g/km,224 €,,1,,,950 km,,,Série 5,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,2.0 D3 Momentum Geartronic,Diesel,Outubro,2018,38 000 km,1 969 cm3,150 cv,Sim,,Sim,SUV / TT,Branco,,Automática,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,"5,90 l/100km",Usados,35 980        EUR,8089378028,3 Agosto 2023,,,,5,Nacional,Sim,,8,132 g/km,,,1,,,900 km,Sim,,,,,,StandVirtual,Yes
Particular,BMW,428,i Coupe Aut. M Sport,Gasolina,Maio,2015,163 000 km,1 997 cm3,245 cv,,,,Coupé,Branco,,Automática,2,,,,,,,"8,30 l/100km",Usados,33 000        EUR,8090109500,3 Agosto 2023,,,,,,,,,,,,,,,,,,Série 4,,,,StandVirtual,Yes
Profissional,Audi,A5 Cabrio,2.0 TDi S-line,Diesel,Março,2015,55 000 km,1 968 cm3,177 cv,Sim,Sim,Sim,Cabrio,Cinzento,,Manual,2,Classe 1,Tracção dianteira,18 Meses,,Sim,Sim,"5,70 l/100km",Usados,31 500        EUR,8090146837,3 Agosto 2023,,,,4,Nacional,,,6,127 g/km,,24/03/2024,,"4,40 l/100km",,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,,Gasolina,Maio,2021,46 000 km,1 499 cm3,109 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,,Tracção dianteira,36 Meses,Sim,,Sim,,Usados,31 990        EUR,8090057918,3 Agosto 2023,,,,5,Nacional,Sim,Sim,6,132 g/km,,,,,,,,,Série 1,,,,StandVirtual,Yes
Profissional,BMW,116,d Corporate Edition M,Diesel,Agosto,2022,150 km,1 496 cm3,116 cv,,Sim,Sim,Utilitário,Branco,,Manual,5,Classe 1,Tracção dianteira,36 Meses,,Sim,Sim,,Usados,34 990        EUR,8088171393,3 Agosto 2023,,,,5,Nacional,,,6,,,,,,,,Sim,,Série 1,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Evoque,2.0 TD4 HSE Dynamic Auto,Diesel,Julho,2016,133 682 km,1 999 cm3,150 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,,,18 Meses,Sim,Sim,Sim,,Usados,33 900        EUR,8089095738,3 Agosto 2023,,,,5,,,,,134 g/km,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,,Diesel,Janeiro,2023,20 000 km,1 496 cm3,116 cv,Sim,Sim,Sim,Utilitário,Preto,,Automática,5,Classe 1,,36 Meses,,Sim,Sim,,Usados,39 990        EUR,8088834967,3 Agosto 2023,,,,5,Nacional,,,,,,,1,,,,Sim,,Série 1,,01/01/0001,,StandVirtual,Yes
Profissional,Cupra,Formentor,2.0 TDI Sport,Diesel,Setembro,2022,25 000 km,1 968 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,5,Classe 1,Tracção dianteira,24 Meses,Sim,Sim,Sim,,Usados,38 990        EUR,8089410058,3 Agosto 2023,,,,5,Nacional,,,6,,,01/09/2026,1,,,,,,,,01/09/2025,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,2.0 i4D Prestige AWD,Diesel,Agosto,2016,132 000 km,1 999 cm3,180 cv,,Sim,Sim,SUV / TT,Branco,Metalizado,Manual,5,,,18 Meses,,Sim,,,Usados,33 790        EUR,8089604713,3 Agosto 2023,,,,5,Importado,,,6,,,01/08/2024,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250 Limousine,e AMG Line,Híbrido (Gasolina),Agosto,2020,67 500 km,1 332 cm3,218 cv,Sim,,,Sedan,Branco,,Automática,4,Classe 1,,36 Meses,Sim,Sim,Sim,,Usados,35 670        EUR,8090111583,3 Agosto 2023,,,,5,Importado,Sim,Sim,8,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q3,2.0 TDI S-line S tronic,Diesel,Novembro,2019,50 080 km,1 968 cm3,150 cv,Sim,,,SUV / TT,Preto,,Automática,5,,,18 Meses,,,,"5,40 l/100km",Usados,38 400        EUR,8090219706,3 Agosto 2023,,,,5,Nacional,,,,,,,,"4,30 l/100km","4,70 l/100km",,,,,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,d Sport-Aut. M Sport,Diesel,Outubro,2016,47 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,Sedan,Branco,Metalizado,Automática,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,"5,10 l/100km",Usados,37 000        EUR,8090103828,3 Agosto 2023,,,,5,Nacional,,,8,,275 €,01/10/2025,1,,,,Sim,,Série 4,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 200,,Diesel,Maio,2017,139 000 km,1 950 cm3,150 cv,Sim,Sim,,Carrinha,Prateado,,Automática,5,,Tracção traseira,18 Meses,,Sim,Sim,,Usados,33 900        EUR,8090010124,3 Agosto 2023,,,,5,,,,,,,,,,"4,20 l/100km",,,,Classe E,,,,StandVirtual,Yes
Profissional,Kia,XCeed,1.6 GDi PHEV First Edition,Híbrido (Gasolina),Outubro,2020,12 333 km,1 580 cm3,141 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,,Usados,34 450        EUR,8087701069,3 Agosto 2023,,,,5,Importado,,,6,32 g/km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,ProCeed,1.0 T-GDi GT Line,Gasolina,Maio,2021,35 815 km,998 cm3,120 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,,Usados,30 450        EUR,8088903496,3 Agosto 2023,,,,5,Nacional,,,6,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,XE,2.0 D R-Sport Aut.,Diesel,Abril,2017,59 500 km,1 999 cm3,180 cv,,Sim,,Sedan,Cinzento,,Automática,4,Classe 1,,18 Meses,,,,,Usados,32 050        EUR,8086199786,3 Agosto 2023,,,,5,Nacional,,,,111 g/km,,,,,"4,70 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Evoque,2.0 D150 R-Dynamic S,Diesel,Junho,2017,89 000 km,1 999 cm3,150 cv,,,,SUV / TT,Cinzento,Metalizado,Manual,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,"6,30 l/100km",Usados,31 990        EUR,8090100089,3 Agosto 2023,,,,5,,,,6,169 g/km,,,,"4,90 l/100km",,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,,Diesel,Julho,2018,115 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Preto,,Automática,5,,,18 Meses,Sim,Sim,Sim,,Usados,30 900        EUR,8088174684,3 Agosto 2023,,,,5,,,,,,,,,,,,,,Série 5,,,,StandVirtual,Yes
Profissional,VW,Tiguan,2.0 TDI Highline DSG,Diesel,Janeiro,2021,45 000 km,1 968 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,"5,50 l/100km",Usados,41 900        EUR,8089806416,3 Agosto 2023,,,,5,,,,7,152 g/km,,,1,"4,70 l/100km",,,,,,,,,StandVirtual,Yes
Profissional,BMW,530,e iPerformance,Híbrido (Gasolina),Setembro,2019,73 201 km,1 998 cm3,252 cv,,Sim,Sim,Sedan,Azul,Metalizado,Automática,4,Classe 1,Tracção traseira,18 Meses,,,Sim,,Usados,40 950        EUR,8090048402,3 Agosto 2023,,,,5,Nacional,,,8,,,,,,,,,,Série 5,,,,StandVirtual,Yes
Profissional,BMW,530,e iPerformance,Híbrido (Gasolina),Julho,2017,91 225 km,1 998 cm3,252 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Automática,4,Classe 1,Tracção traseira,24 Meses,,Sim,Sim,,Usados,32 900        EUR,8090212274,3 Agosto 2023,,,,5,,Sim,Sim,8,32 g/km,,,,,,,,,Série 5,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,,Híbrido (Diesel),Setembro,2019,130 000 km,1 950 cm3,306 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Automática,5,,,18 Meses,,Sim,,,Usados,38 900        EUR,8090155227,3 Agosto 2023,,,,5,,,,,,,,,,,,,,Classe E,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d 8G-DCT Advanced Progressive,Diesel,Maio,2021,3 994 km,1 950 cm3,116 cv,,Sim,Sim,Citadino,Preto,Metalizado,Automática,5,Classe 1,Tracção dianteira,36 Meses,Sim,Sim,Sim,,Usados,35 980        EUR,8088473055,3 Agosto 2023,,,,5,,Sim,Sim,,126 g/km,,,,,"4,80 l/100km",,Sim,,Classe A,,01/12/2025,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Station 9G-TRONIC Avantgarde,Diesel,Abril,2019,81 041 km,1 950 cm3,194 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,Classe 1,Tracção traseira,18 Meses,,Sim,Sim,"5,20 l/100km",Usados,32 990        EUR,8089987959,3 Agosto 2023,,,,5,,,,9,118 g/km,"235,26 €",29/04/2025,1,4 l/100km,,,Sim,,Classe C,,,,StandVirtual,Yes
Profissional,Jeep,Compass,1.3 TG 4Xe Trailhawk,Híbrido (Gasolina),Junho,2021,22 893 km,1 332 cm3,240 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,39 980        EUR,8089137495,3 Agosto 2023,,,,5,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,PureTech 180 Stop & Start GPF EAT8 Allure,Gasolina,Janeiro,2021,31 500 km,1 598 cm3,181 cv,Sim,Sim,Sim,SUV / TT,Branco,,Automática,5,Classe 1,Tracção dianteira,36 Meses,,,,"7,10 l/100km",Usados,35 900        EUR,8090185713,3 Agosto 2023,,,,5,,,,8,128 g/km,,,,"4,80 l/100km",,,Sim,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,1.5 BlueHDi GT EAT8,Diesel,Fevereiro,2022,4 147 km,1 499 cm3,130 cv,Sim,Sim,Sim,Utilitário,Azul,Metalizado,Automática,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,36 000        EUR,8090145522,3 Agosto 2023,,,,5,Nacional,,,8,,,,,,,,,,,,18/02/2025,,StandVirtual,Yes
