Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Garantia de Stand (incl. no preço),Condição,Preco,ID Anuncio,Data Anuncio,Versão,Possibilidade de financiamento,Tipo de cor,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Origem,Não fumador,2º Chave,Consumo Urbano,Registo(s),Consumo Extra Urbano,Valor Fixo,Aceita retoma,IUC,Livro de Revisões completo,Sub-modelo,IVA Discriminado,Autonomia Máxima,Garantia de Fábrica até,ou até,Autonomia,Consumo,Bateria,Consumo Combinado,Capacidade da bateria,Site,Portugal
Profissional,Mercedes-Benz,A 200,Gasolina,Fevereiro,2023,8 493 km,1 332 cm3,163 cv,Utilitário,Preto,Automática,24 Meses,Usados,42 490        EUR,8090521713,11 Setembro 2023,AMG Line Aut.,Sim,,7,5,5,Classe 1,Tracção dianteira,143 g/km,,,Nacional,Sim,Sim,,,,Sim,Sim,,Sim,Classe A,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,Diesel,Dezembro,2017,114 400 km,1 950 cm3,194 cv,Carrinha,Preto,Automática,18 Meses,Usados,38 900        EUR,8090033099,11 Setembro 2023,D AMG,Sim,,,5,7,Classe 1,,,Sim,,Nacional,,Sim,,1,,,Sim,,Sim,Classe E,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,418 Gran Coupé,Diesel,Março,2019,67 700 km,1 995 cm3,150 cv,Utilitário,Azul,Automática,18 Meses,Usados,34 500        EUR,8090022911,11 Setembro 2023,d Pack M Auto,Sim,,,5,5,,,157 g/km,Sim,,Nacional,,Sim,,,,,Sim,,,Série 4,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X2,Híbrido (Gasolina),Março,2021,48 000 km,1 499 cm3,220 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,41 900        EUR,8089965496,11 Setembro 2023,25 e xDrive X Pack M,Sim,,,5,5,,,,,,Nacional,,Sim,,,,Sim,,,,Série X,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,118,Gasolina,Fevereiro,2021,28 000 km,1 499 cm3,140 cv,Citadino,Branco,Automática,18 Meses,Usados,31 900        EUR,8090229173,11 Setembro 2023,i Pack M Auto,Sim,,,5,5,,,,,,,,Sim,,,,Sim,Sim,,Sim,Série 1,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i30 N,Gasolina,Fevereiro,2019,63 600 km,1 998 cm3,275 cv,Utilitário,Branco,Manual,18 Meses,Usados,32 950        EUR,8090058204,11 Setembro 2023,2.0 T-GDi Pack Performance,,Metalizado,6,5,5,,Tracção dianteira,188 g/km,,,,Sim,Sim,"10,60 l/100km",,"6,10 l/100km",,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X1,Diesel,Dezembro,2018,51 550 km,1 496 cm3,116 cv,SUV / TT,Preto,Automática,36 Meses,Usados,30 900        EUR,8090058140,11 Setembro 2023,16 d sDrive Auto Advantage,,,,5,5,,,114 g/km,,,Nacional,,,"4,60 l/100km",,"3,60 l/100km",Sim,,,,Série X,,,11/09/2026,,,,,"3,90 l/100km",,StandVirtual,Yes
Profissional,Renault,Trafic,Diesel,Outubro,2020,10 246 km,1 997 cm3,120 cv,Monovolume,Branco,Manual,18 Meses,Usados,42 990        EUR,8089716863,11 Setembro 2023,2.0 dCi L1H1 1.0T Zen,Sim,,,5,9,,Tracção dianteira,188 g/km,,,Nacional,Sim,,,1,,Sim,,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,VW,Tiguan,Gasolina,Junho,2023,10 km,1 498 cm3,150 cv,SUV / TT,Branco,Automática,36 Meses,Usados,41 990        EUR,8090058201,11 Setembro 2023,1.5 TSI Life DSG,,,,5,5,,,,,,Nacional,,,,,,Sim,,,,,,,11/09/2026,,,,,"6,80 l/100km",,StandVirtual,Yes
Profissional,Lexus,IS 300H,Gasolina,Junho,2018,70 000 km,2 494 cm3,223 cv,Sedan,Preto,Automática,18 Meses,Usados,32 990        EUR,8089151614,11 Setembro 2023,,,,,4,5,Classe 1,,,,,Nacional,,Sim,,,,Sim,Sim,,,IS,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Arteon,Diesel,Janeiro,2019,68 630 km,1 968 cm3,150 cv,Sedan,Prateado,Automática,18 Meses,Usados,32 490        EUR,8088769864,11 Setembro 2023,2.0 TDI Elegance DSG,,,7,4,4,Classe 1,,,Sim,,Nacional,,Sim,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,Diesel,Julho,2018,109 000 km,1 950 cm3,194 cv,Carrinha,Preto,Automática,18 Meses,Usados,37 990        EUR,8090293677,11 Setembro 2023,D AMG Line,,Metalizado,9,5,5,Classe 1,Tracção traseira,147 g/km,,,,Sim,Sim,"5,80 l/100km",,"4,30 l/100km",,,,Sim,Classe E,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 250,Híbrido (Gasolina),Março,2021,54 000 km,1 332 cm3,218 cv,Carrinha,Branco,Automática,18 Meses,Usados,40 900        EUR,8090240639,11 Setembro 2023,e Shooting Brake AMG Line,Sim,,,5,5,,,,,,,,Sim,,,,Sim,Sim,,,Classe CLA,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,Diesel,Setembro,2020,55 500 km,1 499 cm3,130 cv,SUV / TT,Verde,Automática,36 Meses,Usados,30 700        EUR,8090584539,11 Setembro 2023,1.5 BlueHDi GT Line EAT8,Sim,,8,5,5,,,,Sim,,Nacional,,Sim,,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200,Gasolina,Fevereiro,2023,7 400 km,1 332 cm3,163 cv,Utilitário,Preto,Automática,36 Meses,Usados,41 900        EUR,8090584538,11 Setembro 2023,AMG Line Aut.,Sim,,,5,5,,,120 g/km,,,Nacional,,Sim,,,,,Sim,,Sim,Classe A,,,01/01/0001,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,Diesel,Janeiro,2019,69 800 km,1 950 cm3,194 cv,Carrinha,Preto,Automática,24 Meses,Usados,40 000        EUR,8090337165,11 Setembro 2023,D Avantgarde,,,,5,5,,,,,,Nacional,,,"5,70 l/100km",,"4,40 l/100km",Sim,,,,Classe E,,,,,,,,"4,90 l/100km",,StandVirtual,Yes
Profissional,Ford,Kuga,Híbrido (Gasolina),Março,2023,11 000 km,2 488 cm3,225 cv,SUV / TT,Vermelho,Automática,36 Meses,Usados,42 490        EUR,8090297998,11 Setembro 2023,2.5 PHEV ST-Line X,Sim,Metalizado,,5,5,Classe 1,,,,,Nacional,Sim,Sim,,1,,Sim,Sim,,Sim,,Sim,57 km,01/03/2030,,56 km,,,,,StandVirtual,Yes
Profissional,BMW,418 Gran Coupé,Diesel,Novembro,2019,40 000 km,1 995 cm3,150 cv,Sedan,Preto,Automática,36 Meses,Usados,32 990        EUR,8089894613,11 Setembro 2023,d Advantage Auto,Sim,,8,5,5,,Tracção traseira,,Sim,,Nacional,Sim,Sim,,1,,Sim,Sim,240 €,Sim,Série 4,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,Híbrido (Gasolina),Dezembro,2020,40 000 km,1 395 cm3,204 cv,Utilitário,Cinzento,Automática,18 Meses,Usados,32 480        EUR,8089208076,11 Setembro 2023,40 TFSIe Advanced,Sim,Metalizado,7,5,5,Classe 1,Tracção dianteira,,,,Nacional,Sim,Sim,,1,,Sim,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,Diesel,Novembro,2019,100 000 km,1 597 cm3,160 cv,Carrinha,Branco,Automática,18 Meses,Usados,33 998        EUR,8090584522,11 Setembro 2023,d Station 9G-TRONIC AMG Line,Sim,,9,5,5,Classe 1,Tracção traseira,111 g/km,Sim,16/11/2025,,Sim,Sim,5 l/100km,1,"3,70 l/100km",,Sim,157 €,Sim,Classe C,,,,,,,,,,StandVirtual,Yes
Particular,Volvo,XC 40,Híbrido (Gasolina),Abril,2020,39 500 km,1 477 cm3,262 cv,SUV / TT,Dourado,Automática,,Usados,40 000        EUR,8090438484,11 Setembro 2023,1.5 T5 PHEV Inscription,,Metalizado,7,5,5,Classe 1,Tracção dianteira,48 g/km,,,Nacional,Sim,Sim,,,,Sim,,,Sim,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,M550d,Diesel,Abril,2016,139 000 km,2 993 cm3,400 cv,Sedan,Preto,Automática,,Usados,44 900        EUR,8089936719,11 Setembro 2023,xDrive Auto,,Metalizado,8,4,5,Classe 1,Integral,,,25/04/2024,Importado,Sim,Sim,,1,,,,,Sim,Série 5,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,Híbrido (Gasolina),Novembro,2020,33 000 km,1 332 cm3,218 cv,Utilitário,Preto,Automática,18 Meses,Usados,34 500        EUR,8090521617,11 Setembro 2023,e AMG Line,,,,5,5,,,23 g/km,,,Importado,Sim,Sim,,,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 220,Diesel,Janeiro,2019,84 000 km,2 143 cm3,170 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,38 900        EUR,8089635992,11 Setembro 2023,d AMG Line 4-Matic,,,7,5,5,Classe 1,Integral,175 g/km,Sim,,Nacional,,Sim,"6,80 l/100km",1,"5,50 l/100km",Sim,Sim,,,Classe GLA,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Coupé,Diesel,Agosto,2022,9 907 km,1 496 cm3,116 cv,Sedan,Branco,Automática,36 Meses,Usados,39 900        EUR,8090438126,11 Setembro 2023,d Pack M,,,,4,5,,,,,,Nacional,,,,,,Sim,,,,Série 2,,,11/09/2026,,,,,"4,60 l/100km",,StandVirtual,Yes
Profissional,BMW,520,Diesel,Janeiro,2021,98 000 km,1 995 cm3,190 cv,Carrinha,Azul,Automática,36 Meses,Usados,41 900        EUR,8090186122,11 Setembro 2023,d Auto,,,,5,5,,,115 g/km,,,Nacional,,,,,,Sim,,,,Série 5,,,11/09/2026,,,,,"5,10 l/100km",,StandVirtual,Yes
Profissional,Tesla,Model 3,Eléctrico,Maio,2020,28 408 km,,238 cv,Sedan,Azul,Automática,18 Meses,Usados,37 300        EUR,8090058042,11 Setembro 2023,Standard Range Plus RWD,Sim,,,4,5,Classe 1,,,,,,Sim,Sim,,1,,Sim,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A7 Sportback,Gasolina,Novembro,2016,130 000 km,1 798 cm3,190 cv,Sedan,Preto,Automática,18 Meses,Usados,32 900        EUR,8087830586,11 Setembro 2023,1.8 TFSI Ultra,Sim,Metalizado,,5,5,Classe 1,Tracção dianteira,,,,,,Sim,"7,40 l/100km",,,Sim,Sim,240 €,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,Diesel,Fevereiro,2020,72 500 km,1 995 cm3,190 cv,Carrinha,Azul,Automática,36 Meses,Usados,40 900        EUR,8090438084,11 Setembro 2023,d Auto,,,,5,5,,,,,,Nacional,,,,,,Sim,,,,Série 5,,,11/09/2026,,,,,"5,30 l/100km",,StandVirtual,Yes
Profissional,BMW,116,Diesel,Abril,2022,12 957 km,1 496 cm3,116 cv,Utilitário,Branco,Automática,36 Meses,Usados,36 900        EUR,8090438121,11 Setembro 2023,d Pack M Auto,,,,5,5,,,,,,Nacional,,,,,,Sim,,,,Série 1,,,11/09/2026,,,,,"4,60 l/100km",,StandVirtual,Yes
Profissional,BMW,330,Híbrido (Gasolina),Fevereiro,2020,51 718 km,1 998 cm3,292 cv,Sedan,Preto,Automática,36 Meses,Usados,38 900        EUR,8090438109,11 Setembro 2023,e Corporate Edition Auto,,,,4,5,,,,,,Nacional,,,,,,Sim,,,,Série 3,,,11/09/2026,,,,,"1,40 l/100km",,StandVirtual,Yes
Profissional,BMW,X3,Diesel,Setembro,2018,82 837 km,1 995 cm3,190 cv,SUV / TT,Azul,Automática,18 Meses,Usados,44 490        EUR,8090185577,11 Setembro 2023,20 d xDrive Pack M Auto,Sim,,8,5,5,Classe 1,Integral,136 g/km,,,Nacional,Sim,,,1,,Sim,,,Sim,Série X,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,Híbrido (Gasolina),Junho,2023,4 500 km,1 332 cm3,218 cv,Utilitário,Cinzento,Automática,24 Meses,Usados,41 000        EUR,8090058053,11 Setembro 2023,e Style Plus,,,,5,5,,,,,,Nacional,,,,,,Sim,,,,,,,,,,,,"0,80 l/100km",,StandVirtual,Yes
Particular,Hyundai,i30 N,Gasolina,Junho,2021,48 000 km,1 998 cm3,280 cv,Utilitário,Cinzento,Automática,,Usados,43 950        EUR,8090000079,10 Setembro 2023,2.0 T-GDi Pack Performance 8DCT,,Metalizado,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,Diesel,Julho,2018,140 000 km,1 950 cm3,194 cv,Coupé,Cinzento,Automática,18 Meses,Usados,38 500        EUR,8089835030,11 Setembro 2023,,,Metalizado,9,2,4,Classe 1,Tracção traseira,,,,Nacional,Sim,Sim,,1,,Sim,Sim,,Sim,Classe E,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Clubman,Diesel,Março,2021,17 122 km,1 995 cm3,190 cv,Carrinha,Azul,Automática,18 Meses,Usados,37 990        EUR,8088073015,11 Setembro 2023,Cooper SD Auto,Sim,Metalizado,8,6,5,Classe 1,,,Sim,,Nacional,,Sim,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,Diesel,Novembro,2018,98 500 km,1 969 cm3,150 cv,SUV / TT,Branco,Automática,18 Meses,Usados,34 750        EUR,8087069637,11 Setembro 2023,2.0 D3 R-Design Geartronic,Sim,Metalizado,8,5,5,Classe 1,Tracção dianteira,,,,,Sim,Sim,"5,90 l/100km",1,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,Diesel,Janeiro,2018,168 000 km,1 950 cm3,194 cv,Carrinha,Preto,Automática,36 Meses,Usados,32 900        EUR,8090426546,11 Setembro 2023,d 4Matic T 9G-TRONIC,,Metalizado,9,5,5,Classe 1,Integral,140 g/km,Sim,,Importado,,,"6,40 l/100km",,"4,70 l/100km",,,,Sim,Classe E,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,Gasolina,Agosto,2022,15 745 km,1 332 cm3,158 cv,SUV / TT,Azul,Manual,36 Meses,Usados,33 999        EUR,8089925375,11 Setembro 2023,1.3 DIG-T Tekna+,Sim,,,5,,,,,,,Nacional,,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Countryman,Híbrido (Gasolina),Julho,2021,37 300 km,1 499 cm3,224 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,39 490        EUR,8090493668,11 Setembro 2023,Cooper SE ALL4 Auto,,Metalizado,6,5,5,Classe 1,Integral,40 g/km,,,,Sim,Sim,,1,,,,,Sim,,Sim,,05/07/2025,100 000 km,,,,,,StandVirtual,Yes
Particular,BMW,640 Gran Coupé,Diesel,Abril,2014,309 000 km,2 993 cm3,313 cv,Sedan,Preto,Automática,,Usados,35 000        EUR,8090584367,11 Setembro 2023,d Pack M,,Metalizado,,4,,,,,Sim,,,,,"6,60 l/100km",,,,,,,Série 6,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A5 Sportback,Diesel,Abril,2018,150 807 km,1 968 cm3,150 cv,Coupé,Preto,Automática,18 Meses,Usados,34 900        EUR,8088714191,11 Setembro 2023,2.0 TDi Multitronic Business Line Sport,Sim,,,5,5,Classe 1,Tracção dianteira,,,,,Sim,Sim,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,Diesel,Março,2020,155 318 km,1 499 cm3,130 cv,SUV / TT,Verde,Automática,18 Meses,Usados,30 900        EUR,8089903180,11 Setembro 2023,1.5 BlueHDi Allure EAT8,,Metalizado,,5,7,,,,,,Importado,,,,,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 200,Diesel,Janeiro,2018,128 581 km,2 143 cm3,136 cv,Carrinha,Cinzento,Automática,18 Meses,Usados,30 500        EUR,8089390776,11 Setembro 2023,,Sim,Metalizado,7,5,5,Classe 1,Tracção traseira,,Sim,,,Sim,Sim,,,,Sim,Sim,,Sim,Classe CLA,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,740,Diesel,Janeiro,2017,240 000 km,2 993 cm3,320 cv,Sedan,Azul,Automática,18 Meses,Usados,37 500        EUR,8085888611,11 Setembro 2023,d xDrive,Sim,Metalizado,8,4,5,Classe 1,Integral,139 g/km,Sim,,,Sim,Sim,,1,,Sim,Sim,,Sim,Série 7,,1 471 km,,,,,,,,StandVirtual,Yes
Profissional,BMW,640 Gran Coupé,Diesel,Janeiro,2013,169 076 km,2 993 cm3,313 cv,Sedan,Azul,Automática,18 Meses,Usados,30 499        EUR,8089946411,11 Setembro 2023,d Pack M,Sim,Metalizado,8,4,5,Classe 1,Tracção traseira,152 g/km,Sim,,,Sim,Sim,"6,60 l/100km",2,"5,20 l/100km",,Sim,,Sim,Série 6,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X4,Diesel,Agosto,2015,190 309 km,1 995 cm3,190 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,30 400        EUR,8088982115,11 Setembro 2023,20 d xDrive Pack M Auto,Sim,Metalizado,8,5,5,Classe 1,Integral,136 g/km,,,,Sim,Sim,,,,,Sim,,Sim,Série X,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Março,2018,81 750 km,2 143 cm3,170 cv,Coupé,Cinzento,Automática,18 Meses,Usados,39 500        EUR,8089441070,11 Setembro 2023,d Aut.,Sim,Metalizado,9,3,4,,,,,,Importado,,Sim,,,,Sim,Sim,,,Classe C,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X1,Diesel,Fevereiro,2018,167 101 km,1 995 cm3,150 cv,SUV / TT,Branco,Automática,18 Meses,Usados,31 000        EUR,8088773217,11 Setembro 2023,18 d sDrive Auto Line Sport,Sim,,,5,5,,,,Sim,,,Sim,Sim,,,,Sim,Sim,,,Série X,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,Diesel,Janeiro,2018,102 000 km,1 995 cm3,231 cv,SUV / TT,Preto,Automática,18 Meses,Usados,39 250        EUR,8090306724,11 Setembro 2023,25 d sDrive,,,,5,5,Classe 1,Tracção traseira,139 g/km,,,Nacional,Sim,Sim,,,,,Sim,,,Série X,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,Diesel,Outubro,2020,43 335 km,1 995 cm3,150 cv,Carrinha,Preto,Automática,18 Meses,Usados,34 250        EUR,8090306713,11 Setembro 2023,,Sim,,8,5,5,Classe 1,Tracção traseira,105 g/km,,,Nacional,Sim,Sim,,,,,Sim,,,Série 3,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,Diesel,Maio,2019,145 000 km,1 968 cm3,190 cv,Carrinha,Preto,Automática,18 Meses,Usados,34 000        EUR,8090306722,11 Setembro 2023,,Sim,,7,5,5,,Tracção dianteira,120 g/km,,,Nacional,Sim,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 200,Gasolina,Dezembro,2017,103 634 km,1 595 cm3,156 cv,Utilitário,Preto,Automática,18 Meses,Usados,34 950        EUR,8090306706,11 Setembro 2023,,Sim,,7,5,5,Classe 1,Tracção dianteira,135 g/km,,18/12/2023,Nacional,Sim,Sim,,2,,,Sim,,,Classe GLA,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,Diesel,Julho,2018,102 000 km,1 950 cm3,194 cv,Sedan,Preto,Automática,18 Meses,Usados,43 500        EUR,8090306708,11 Setembro 2023,D AMG,Sim,,,4,5,Classe 1,Tracção traseira,166 g/km,,,Nacional,Sim,Sim,,,,,Sim,,,Classe E,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,Diesel,Abril,2019,44 883 km,1 499 cm3,130 cv,SUV / TT,Preto,Manual,18 Meses,Usados,31 500        EUR,8088128231,11 Setembro 2023,,Sim,Metalizado,6,5,5,,Tracção dianteira,,Sim,,,Sim,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,Diesel,Janeiro,2020,151 045 km,1 499 cm3,130 cv,SUV / TT,Branco,Manual,18 Meses,Usados,31 450        EUR,8089345626,11 Setembro 2023,,Sim,,6,5,7,,Tracção dianteira,,Sim,,,Sim,Sim,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,Diesel,Junho,2020,107 701 km,1 995 cm3,150 cv,Carrinha,Preto,Manual,36 Meses,Usados,30 900        EUR,8090584269,11 Setembro 2023,d Touring Corporate Edition,,,,5,5,,,,,,Nacional,,,,,,Sim,,,,Série 3,,,11/09/2026,,,,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,Diesel,Março,2019,43 000 km,1 995 cm3,190 cv,Utilitário,Prateado,Automática,36 Meses,Usados,35 900        EUR,8090584265,11 Setembro 2023,d Line Luxury Auto,,,,5,5,,,,,,Nacional,,,"5,30 l/100km",,"4,30 l/100km",Sim,,,,Série 4,,,11/09/2026,,,,,"4,70 l/100km",,StandVirtual,Yes
Profissional,VW,Arteon,Diesel,Dezembro,2019,79 211 km,1 968 cm3,190 cv,Utilitário,Cinzento,Automática,18 Meses,Usados,30 990        EUR,8089107282,11 Setembro 2023,2.0 TDI Elegance DSG,,,,4,5,,,,,,Nacional,,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i3,Eléctrico,Julho,2020,31 000 km,,170 cv,Citadino,Preto,Automática,18 Meses,Usados,32 800        EUR,8090109357,11 Setembro 2023,120Ah,Sim,,,5,4,,,,,,Nacional,,,,,,,Sim,,,Série i,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 90,Diesel,Abril,2016,123 000 km,1 969 cm3,190 cv,SUV / TT,Preto,Automática,18 Meses,Usados,44 900        EUR,8088643449,11 Setembro 2023,2.0 D4 Momentum,Sim,,8,5,7,Classe 1,Tracção dianteira,,,,Nacional,,,"5,80 l/100km",,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,e-208,Eléctrico,Junho,2021,14 900 km,,136 cv,Citadino,Cinzento,Automática,18 Meses,Usados,34 950        EUR,8087408885,11 Setembro 2023,GT Pack,Sim,Metalizado,,5,5,,Tracção dianteira,,,,Importado,,,,,,,Sim,,,,,,,,,,Própria,,,StandVirtual,Yes
Profissional,Peugeot,5008,Diesel,Maio,2022,34 400 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Manual,36 Meses,Usados,34 980        EUR,8089946526,11 Setembro 2023,1.5 BlueHDi Active Pack,Sim,Metalizado,,5,5,Classe 1,,,Sim,,,Sim,Sim,,,,,Sim,,Sim,,Sim,,31/12/2028,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Evoque,Diesel,Julho,2016,133 682 km,1 999 cm3,150 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,32 900        EUR,8089095738,11 Setembro 2023,2.0 TD4 HSE Dynamic Auto,Sim,Metalizado,,5,5,,,134 g/km,,,,Sim,Sim,,1,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Alhambra,Diesel,Março,2018,148 785 km,1 968 cm3,184 cv,Monovolume,Cinzento,Automática,18 Meses,Usados,30 900        EUR,8089747394,11 Setembro 2023,2.0 TDi Style Advanced DSG,Sim,Metalizado,6,5,7,,Tracção dianteira,141 g/km,Sim,,,Sim,Sim,,,,Sim,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C5 Aircross,Híbrido (Gasolina),Junho,2022,14 990 km,1 598 cm3,225 cv,SUV / TT,Branco,Automática,36 Meses,Usados,37 490        EUR,8090584182,11 Setembro 2023,1.6 Hybrid Shine Pack e-EAT8,,,,5,5,,,,,,Nacional,,,,,,Sim,,,,,,,11/09/2026,,,,,"1,40 l/100km",,StandVirtual,Yes
Particular,Mercedes-Benz,C 300,Híbrido (Gasolina),Setembro,2020,104 000 km,1 991 cm3,320 cv,Sedan,Cinzento,Automática,,Usados,42 900        EUR,8090582107,11 Setembro 2023,e AMG Line,,Metalizado,9,4,5,Classe 1,Tracção traseira,34 g/km,,,,Sim,Sim,,,,,,,Sim,Classe C,,50 km,01/09/2025,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Novembro,2019,129 986 km,1 461 cm3,116 cv,Utilitário,Cinzento,Automática,18 Meses,Usados,32 900        EUR,8089189491,11 Setembro 2023,d Shooting Brake Style Aut.,Sim,Metalizado,,5,5,Classe 1,,99 g/km,,,,Sim,Sim,,1,,Sim,Sim,,Sim,Classe CLA,,,,,,,,,,StandVirtual,Yes
Particular,Porsche,Panamera,Híbrido (Gasolina),Julho,2013,180 000 km,2 995 cm3,416 cv,Sedan,Preto,Automática,,Usados,45 000        EUR,8089238081,9 Setembro 2023,S E-Hybrid,,Metalizado,,5,,Classe 1,,,Sim,,,Sim,Sim,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,Híbrido (Gasolina),Dezembro,2022,10 900 km,1 332 cm3,218 cv,Utilitário,Preto,Automática,24 Meses,Usados,41 740        EUR,8090473140,10 Setembro 2023,e AMG Line,Sim,Metalizado,8,5,5,Classe 1,Tracção dianteira,23 g/km,,,Nacional,,Sim,,,,Sim,Sim,,Sim,Classe A,,70 km,,,,,,,,StandVirtual,Yes
Particular,Volvo,V60,Híbrido (Gasolina),Novembro,2020,81 000 km,1 969 cm3,340 cv,Carrinha,Branco,Automática,,Usados,37 290        EUR,8089507754,11 Setembro 2023,2.0 T6 AWD TE R-Design,,Metalizado,7,5,5,Classe 1,Tracção traseira,36 g/km,,02/11/2024,,Sim,Sim,,1,,,,,Sim,,,57 km,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180 Limousine,Diesel,Julho,2019,85 000 km,1 461 cm3,116 cv,Utilitário,Preto,Automática,18 Meses,Usados,31 999        EUR,8088685022,11 Setembro 2023,d Progressive Aut.,Sim,,7,4,5,Classe 1,Tracção dianteira,,,,Nacional,Sim,Sim,"4,40 l/100km",,,Sim,Sim,,Sim,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X2,Diesel,Agosto,2019,70 000 km,1 496 cm3,116 cv,SUV / TT,Preto,Automática,18 Meses,Usados,36 999        EUR,8090310504,11 Setembro 2023,16 d sDrive Auto Pack M,Sim,Metalizado,7,5,5,Classe 1,Tracção traseira,13 g/km,,,Nacional,Sim,Sim,,,,Sim,Sim,,Sim,Série X,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,Diesel,Outubro,2018,142 261 km,2 143 cm3,136 cv,Carrinha,Azul,Automática,18 Meses,Usados,32 750        EUR,8089208458,11 Setembro 2023,,Sim,Metalizado,,5,5,Classe 1,,119 g/km,,,,Sim,Sim,,,,Sim,Sim,,Sim,Classe C,,,,,,,,,,StandVirtual,Yes
