Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Registo(s),Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Aceita retoma,Tipo de cor,Inspecção válida até,Filtro de partículas,IUC,Sub-modelo,Autonomia Máxima,Clássico,Capacidade da bateria,Bateria,Autonomia,Consumo,Consumo Combinado,Garantia de Fábrica até,Gancho de Reboque,ou até,Site,Portugal,Data
Profissional,Volvo,V40,2.0 D2 R-Design,Diesel,Agosto,2018,126 207 km,1 969 cm3,120 cv,Utilitário,Preto,Manual,6,5,5,,,1,Sim,Sim,,,Usados,20 990        EUR,8089944338,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-r-design-ID8PuA5c.html,Sim,,Sim,Classe 1,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Kadjar,1.5 dCi Intens EDC,Diesel,Maio,2019,88 409 km,1 461 cm3,115 cv,SUV / TT,Azul,Automática,,5,5,,,1,Sim,Sim,,,Usados,23 990        EUR,8089944333,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-intens-edc-ID8PuA57.html,Sim,,Sim,Classe 1,18 Meses,,,Sim,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,2008,1.2 PureTech Allure,Gasolina,Março,2021,18 229 km,1 199 cm3,102 cv,SUV / TT,Vermelho,Manual,6,5,5,,,1,,Sim,,,Usados,23 950        EUR,8088903650,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-ID8PqdlU.html,Sim,,Sim,Classe 1,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Particular,Nissan,Juke,1.0 DIG-T DCT Kiiro,Gasolina,Abril,2022,12 500 km,999 cm3,114 cv,SUV / TT,Cinzento,Automática,,5,5,,,,,,"5,70 l/100km",,Usados,24 990        EUR,8090480586,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-dct-kiiro-ID8PvPAm.html,,,,,,,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Clio,1.0 TCe RS Line,Gasolina,Abril,2020,25 418 km,999 cm3,100 cv,Citadino,Prateado,Manual,5,5,5,,,1,,Sim,,,Usados,17 950        EUR,8089298253,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-rs-line-ID8PrS0t.html,Sim,,Sim,Classe 1,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,2008,1.2 PureTech Allure,Gasolina,Janeiro,2021,20 992 km,1 199 cm3,102 cv,SUV / TT,Branco,Manual,6,5,5,,,5,Sim,Sim,,,Usados,23 950        EUR,8088783920,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-ID8PpIcM.html,Sim,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,,,,130 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,C 200,(BlueTEC) d Station 7G-TRONIC AMG Line,Diesel,Agosto,2015,151 833 km,1 598 cm3,136 cv,Carrinha,Preto,Automática,7,5,5,Tracção traseira,109 g/km,1,Sim,Sim,"5,10 l/100km","3,80 l/100km",Usados,18 500        EUR,8089594057,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-bluetec-d-station-7g-tronic-amg-line-ID8Pt6Xw.html,Sim,,Sim,Classe 1,18 Meses,Importado,,,Metalizado,06/08/2024,Sim,184 €,Classe C,1 000 km,,,,,,,,,,StandVirtual,Yes,2023-09-20
Particular,BMW,420 Gran Coupé,d Aut. M Sport,Diesel,Julho,2017,153 000 km,1 995 cm3,190 cv,Coupé,Castanho,Automática,,5,,,,,,,"5,20 l/100km",,Usados,26 000        EUR,8090646546,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-aut-m-sport-ID8PxvL8.html,Sim,,,,,,,,Metalizado,,Sim,,Série 4,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Mégane,1.5 Blue dCi R.S. Line EDC,Diesel,Junho,2018,80 000 km,1 461 cm3,115 cv,Utilitário,Branco,Automática,7,5,5,Tracção dianteira,121 g/km,1,Sim,Sim,"3,90 l/100km",3 l/100km,Usados,19 990        EUR,8090517343,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-r-s-line-edc-ID8PvZ9d.html,,Sim,Sim,Classe 1,36 Meses,Nacional,Sim,Sim,Pérola,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Audi,A3 Sportback,e-tron 1.4 TFSI Design S tronic,Híbrido (Gasolina),Abril,2020,75 528 km,1 395 cm3,204 cv,Carrinha,Preto,Automática,,5,5,,,,Sim,Sim,,,Usados,28 400        EUR,8090619653,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-e-tron-1-4-tfsi-design-s-tronic-ID8PxpLn.html,Sim,Sim,Sim,Classe 1,18 Meses,,Sim,Sim,,01/04/2024,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Nissan,Micra,1.0 DIG-T N-Connecta,Gasolina,Julho,2020,84 661 km,999 cm3,117 cv,Citadino,Preto,Manual,6,5,5,Tracção dianteira,,1,Sim,Sim,,,Usados,16 500        EUR,8089919362,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-dig-t-n-connecta-ID8PutAm.html,Sim,,Sim,Classe 1,24 Meses,Nacional,,Sim,Metalizado,,,108 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,A 180,d Urban,Diesel,Maio,2018,80 728 km,1 461 cm3,109 cv,Utilitário,Azul,Manual,6,5,5,,,,,Sim,,,Usados,21 690        EUR,8090618946,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-urban-ID8PxpzY.html,Sim,,,Classe 1,18 Meses,Nacional,,Sim,,,,,Classe A,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Particular,BMW,118,d Pack M,Diesel,Fevereiro,2013,205 000 km,1 995 cm3,143 cv,Utilitário,Branco,Manual,6,5,,Tracção traseira,115 g/km,,,,"5,30 l/100km","3,90 l/100km",Usados,15 600        EUR,8090646462,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-118-d-pack-m-ID8PxvJM.html,,,,,,,,,,,Sim,,Série 1,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Opel,Zafira,1.6 CDTi Dynamic S/S,Diesel,Fevereiro,2018,115 533 km,1 598 cm3,134 cv,Monovolume,Cinzento,Manual,6,5,7,Tracção dianteira,119 g/km,1,Sim,,,,Usados,17 490        EUR,8090256121,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-zafira-1-6-cdti-dynamic-s-s-ID8PwTbX.html,Sim,Sim,Sim,Classe 1,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,SEAT,Ibiza,1.0 TSI FR,Gasolina,Março,2022,25 100 km,999 cm3,95 cv,Utilitário,Branco,Manual,,5,5,,,,,,,,Usados,18 840        EUR,8089813423,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8Pu21F.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,"5,40 l/100km",20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,Land Rover,Range Rover Evoque,2.0 D150 R-Dynamic,Diesel,Março,2018,119 000 km,1 999 cm3,150 cv,SUV / TT,Branco,Manual,6,5,5,Tracção dianteira,167 g/km,,Sim,Sim,"6,30 l/100km","4,90 l/100km",Usados,28 990        EUR,8089992153,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-r-dynamic-ID8PuMvp.html,,,,Classe 1,18 Meses,,Sim,,Pérola,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Hyundai,Bayon,1.0 T-GDi Premium TT,Gasolina,Junho,2022,21 720 km,998 cm3,102 cv,SUV / TT,Prateado,Manual,,5,5,,,,,,,,Usados,20 250        EUR,8089923410,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-1-0-t-gdi-premium-tt-ID8PuuDE.html,Sim,,,,68 Meses,Nacional,,,,,,,,,,,,,,"5,50 l/100km",12/06/2029,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Limited,Diesel,Julho,2019,164 737 km,1 461 cm3,115 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,123 g/km,1,Sim,,,,Usados,15 990        EUR,8089791564,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-limited-ID8PtVl6.html,Sim,Sim,Sim,Classe 1,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,VW,Passat Variant,1.6 TDI Highline DSG,Diesel,Março,2019,71 000 km,1 598 cm3,120 cv,Carrinha,Preto,Automática,,5,5,,118 g/km,,Sim,Sim,,,Usados,27 990        EUR,8090031886,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-6-tdi-highline-dsg-ID8PuVRg.html,Sim,Sim,Sim,Classe 1,18 Meses,,,Sim,Metalizado,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Hyundai,Bayon,1.0 T-GDi Premium TT,Gasolina,Junho,2022,14 630 km,998 cm3,102 cv,SUV / TT,Vermelho,Manual,,5,5,,,,,,,,Usados,20 250        EUR,8089923394,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-1-0-t-gdi-premium-tt-ID8PuuDo.html,Sim,,,,68 Meses,Nacional,,,,,,,,,,,,,,"5,50 l/100km",12/06/2029,,,StandVirtual,Yes,2023-09-20
Profissional,Hyundai,Kauai,1.0 T-GDi Premium TT,Gasolina,Janeiro,2022,34 363 km,998 cm3,120 cv,SUV / TT,Branco,Manual,,5,5,,,,,,,,Usados,21 750        EUR,8089813246,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-tt-ID8Pu1YO.html,Sim,,,,63 Meses,Nacional,,,,,,,,,,,,,,6 l/100km,02/01/2029,,,StandVirtual,Yes,2023-09-20
Profissional,SEAT,Arona,1.0 TSI FR,Gasolina,Julho,2021,33 278 km,999 cm3,110 cv,SUV / TT,Preto,Manual,,5,5,,,,,,,,Usados,20 190        EUR,8089813440,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8Pu21V.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,,20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,Hyundai,i30,1.0 T-GDI Style,Gasolina,Maio,2022,22 655 km,998 cm3,120 cv,Utilitário,Branco,Manual,,5,5,,,,,,,,Usados,21 450        EUR,8089923382,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-0-t-gdi-style-ID8PuuDc.html,Sim,,,,67 Meses,Nacional,,,,,,,,,,,,,,"5,60 l/100km",05/05/2029,,,StandVirtual,Yes,2023-09-20
Profissional,Hyundai,Kauai,1.0 T-GDi Premium TT,Gasolina,Janeiro,2022,31 919 km,998 cm3,120 cv,SUV / TT,Branco,Manual,,5,5,,,,,,,,Usados,21 750        EUR,8089923406,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-tt-ID8PuuDA.html,Sim,,,,63 Meses,Nacional,,,,,,,,,,,,,,6 l/100km,02/01/2029,,,StandVirtual,Yes,2023-09-20
Profissional,Hyundai,Bayon,1.0 T-GDi Premium TT,Gasolina,Maio,2022,22 935 km,998 cm3,102 cv,SUV / TT,Prateado,Manual,,5,5,,,,,,,,Usados,20 250        EUR,8089923386,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-1-0-t-gdi-premium-tt-ID8PuuDg.html,Sim,,,,68 Meses,Nacional,,,,,,,,,,,,,,"5,50 l/100km",22/05/2029,,,StandVirtual,Yes,2023-09-20
Profissional,VW,Passat Variant,1.6 TDI Confortline,Diesel,Setembro,2018,165 136 km,1 598 cm3,120 cv,Carrinha,Preto,Manual,,5,5,Tracção dianteira,107 g/km,1,Sim,,,,Usados,16 990        EUR,8089747226,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-6-tdi-confortline-ID8PtKNY.html,Sim,,Sim,,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Hyundai,Kauai,1.0 T-GDi Premium TT,Gasolina,Janeiro,2022,24 257 km,998 cm3,120 cv,SUV / TT,Branco,Manual,,5,5,,,,,,,,Usados,21 950        EUR,8089923378,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-tt-ID8PuuD8.html,Sim,,,,63 Meses,Nacional,,,,,,,,,,,,,,6 l/100km,02/01/2029,,,StandVirtual,Yes,2023-09-20
Profissional,SEAT,Ibiza,1.0 TSI FR,Gasolina,Julho,2021,45 793 km,999 cm3,110 cv,Utilitário,Azul,Manual,,5,5,,,,,,,,Usados,17 990        EUR,8089813443,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8Pu21Z.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,,20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,SEAT,Leon,2.0 TDI Style,Diesel,Fevereiro,2022,22 390 km,1 968 cm3,115 cv,Carrinha,Branco,Manual,,5,5,,,,,,,,Usados,27 890        EUR,8089813433,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-2-0-tdi-style-ID8Pu21P.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,"4,30 l/100km",20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,420 Gran Coupé,d Line Sport Auto,Diesel,Novembro,2015,160 000 km,1 995 cm3,190 cv,Sedan,Preto,Automática,,5,5,Tracção traseira,,1,Sim,Sim,"5,20 l/100km",,Usados,24 990        EUR,8089333582,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-line-sport-auto-ID8Ps1ci.html,Sim,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,,,,,Série 4,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Dacia,Spring,Electric 45 Comfort Plus,Eléctrico,Julho,2021,8 787 km,,45 cv,Pequeno citadino,Prateado,Automática,,5,4,,,1,,Sim,,,Usados,17 250        EUR,8090086770,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-spring-electric-45-comfort-plus-ID8Pwb8u.html,Sim,Sim,Sim,Classe 1,36 Meses,Nacional,Sim,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Dacia,Spring,Electric 45 Comfort Plus,Eléctrico,Julho,2021,7 144 km,,45 cv,Pequeno citadino,Branco,Automática,,5,4,,,1,,,,,Usados,17 250        EUR,8090086769,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-spring-electric-45-comfort-plus-ID8Pwb8t.html,Sim,Sim,Sim,Classe 1,36 Meses,Nacional,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Audi,A3 Sportback,1.6 TDI B.Line Attraction Ultra,Diesel,Junho,2014,127 173 km,1 598 cm3,110 cv,Citadino,Cinzento,Manual,,5,5,,,,,Sim,,,Usados,16 500        EUR,8090596730,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-b-line-attraction-ultra-ID8PxjNE.html,Sim,,,,36 Meses,Nacional,,,Metalizado,,,,,,,,,,,,01/01/0001,,,StandVirtual,Yes,2023-09-20
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Feel Business,Diesel,Novembro,2019,122 881 km,1 499 cm3,102 cv,Utilitário,Branco,Manual,,5,5,Tracção dianteira,,1,Sim,Sim,,,Usados,16 450        EUR,8087790580,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-feel-business-ID8PlxNa.html,Sim,,Sim,Classe 1,18 Meses,,Sim,Sim,,,Sim,"154,12 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Março,2022,16 400 km,1 332 cm3,109 cv,Utilitário,Branco,Manual,,5,5,,,,,,,,Usados,28 000        EUR,8089897818,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8PunYS.html,Sim,,,,24 Meses,Nacional,,,,,,,Classe A,,,,,,,"5,90 l/100km",,,,StandVirtual,Yes,2023-09-20
Profissional,Fiat,Tipo Station Wagon,1.6 M-Jet Lounge Tech J17,Diesel,Junho,2019,50 000 km,1 598 cm3,120 cv,Carrinha,Prateado,Manual,,5,5,,,1,,Sim,"5,60 l/100km",,Usados,17 900        EUR,8089258943,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-6-m-jet-lounge-tech-j17-ID8PrHMr.html,Sim,,Sim,Classe 1,18 Meses,Nacional,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Kia,Carens,1.7 CRDi ISG TX,Diesel,Abril,2018,37 000 km,1 685 cm3,136 cv,Monovolume,Branco,Manual,6,5,5,,,,Sim,Sim,,,Usados,19 900        EUR,8089258911,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-carens-1-7-crdi-isg-tx-ID8PrHLW.html,Sim,,Sim,Classe 1,18 Meses,,Sim,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Dacia,Jogger,1.0 ECO-G SL Extreme 7L Bi-Fuel,GPL,Abril,2023,5 km,999 cm3,101 cv,Monovolume,Preto,Manual,6,5,7,Tracção dianteira,,,,,,,Usados,26 400        EUR,8089370866,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-jogger-1-0-eco-g-sl-extreme-7l-bi-fuel-ID8PsaTE.html,,,Sim,Classe 1,18 Meses,Importado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Dacia,Jogger,1.0 ECO-G SL Extreme 7L Bi-Fuel,GPL,Abril,2023,2 km,999 cm3,101 cv,Monovolume,Cinzento,Manual,6,5,7,Tracção dianteira,,,,,,,Usados,26 400        EUR,8089370858,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-jogger-1-0-eco-g-sl-extreme-7l-bi-fuel-ID8PsaTv.html,,,Sim,Classe 1,18 Meses,Importado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Volvo,V40,2.0 D2 Kinetic,Diesel,Dezembro,2017,81 000 km,1 969 cm3,120 cv,Utilitário,Preto,Manual,6,5,5,Tracção dianteira,,,,,"4,10 l/100km",,Usados,20 700        EUR,8087849746,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-kinetic-ID8PlNbs.html,,,Sim,Classe 1,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,116,d Line Sport,Diesel,Março,2018,67 357 km,1 496 cm3,116 cv,Utilitário,Azul,Manual,6,5,5,,,,,Sim,,,Usados,21 490        EUR,8090596729,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-ID8PxjND.html,Sim,,Sim,Classe 1,18 Meses,Nacional,,Sim,,,,,Série 1,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,MINI,Clubman,One Sport Edition,Gasolina,Outubro,2019,56 275 km,1 499 cm3,102 cv,Carrinha,Preto,Manual,6,6,5,,,,Sim,Sim,,,Usados,21 900        EUR,8088887733,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-one-sport-edition-ID8Pq9db.html,Sim,Sim,Sim,Classe 1,18 Meses,,Sim,Sim,Metalizado,01/10/2023,,,,,,,,,,"5,10 l/100km",,,,StandVirtual,Yes,2023-09-20
Profissional,Hyundai,i30,1.0 T-GDI Style,Gasolina,Outubro,2020,19 500 km,998 cm3,120 cv,Sedan,Branco,Manual,,5,,,,,,,,,Usados,20 490        EUR,8090618949,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-0-t-gdi-style-ID8PxpA1.html,,,,,36 Meses,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Dacia,Sandero,1.0 TCe Comfort,Gasolina,Agosto,2022,15 000 km,999 cm3,91 cv,Citadino,Branco,Manual,5,5,5,Tracção dianteira,,,,,,,Usados,16 500        EUR,8087429517,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-0-tce-comfort-ID8Pk1Rz.html,,,Sim,Classe 1,36 Meses,Importado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Kia,Rio,1.2 CVVT Dynamic,Gasolina,Abril,2023,1 168 km,1 197 cm3,84 cv,Utilitário,Azul,Manual,5,5,5,,,,,Sim,,,Usados,17 690        EUR,8090619104,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-rio-1-2-cvvt-dynamic-ID8PxpCv.html,Sim,,Sim,Classe 1,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,X2,16 d sDrive Auto,Diesel,Maio,2019,135 000 km,1 496 cm3,116 cv,SUV / TT,Cinzento,Automática,7,5,5,Tracção traseira,133 g/km,,Sim,Sim,,,Usados,26 990        EUR,8090145383,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-ID8PwqnR.html,,,,Classe 1,18 Meses,,Sim,,Metalizado,,,,Série X,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Particular,Porsche,Cayenne,S Hybrid,Híbrido (Gasolina),Janeiro,2013,215 000 km,2 995 cm3,333 cv,SUV / TT,Preto,Automática,8,5,5,Integral,193 g/km,2,,Sim,"8,70 l/100km","7,90 l/100km",Usados,28 880        EUR,8090523644,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-s-hybrid-ID8Px0MQ.html,Sim,,,Classe 2,,Nacional,Sim,,Metalizado,03/01/2024,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Jaguar,XF,2.0 D Prestige Aut.,Diesel,Fevereiro,2015,159 000 km,1 999 cm3,180 cv,Sedan,Azul,Automática,8,4,5,,,,Sim,Sim,"5,20 l/100km",,Usados,23 990        EUR,8086673894,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xf-2-0-d-prestige-aut-ID8PgRi6.html,,,Sim,,18 Meses,,,Sim,Pérola,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Kangoo,1.5 dCi Confort S/S,Diesel,Agosto,2019,96 000 km,1 461 cm3,90 cv,Monovolume,Azul,Manual,5,5,5,Tracção dianteira,112 g/km,,Sim,Sim,"4,70 l/100km","4,10 l/100km",Usados,18 450        EUR,8090646270,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kangoo-1-5-dci-confort-s-s-ID8PxvGG.html,,Sim,Sim,Classe 1,18 Meses,Nacional,,Sim,Mate,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Particular,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Dezembro,2016,125 000 km,1 461 cm3,109 cv,Carrinha,Azul,Automática,7,5,5,Tracção dianteira,,,Sim,,"4,80 l/100km",,Usados,25 490        EUR,8090417614,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PvzcG.html,,,,Classe 1,,Nacional,Sim,,Metalizado,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Kia,Ceed SW,1.6 CRDi GT Line,Diesel,Maio,2016,98 000 km,1 582 cm3,136 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,102 g/km,1,Sim,Sim,"4,40 l/100km","3,60 l/100km",Usados,16 900        EUR,8090521537,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-ceed-sw-1-6-crdi-gt-line-ID8Px0eR.html,,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Alfa Romeo,Giulietta,1.6 JTDm TCT,Diesel,Janeiro,2017,160 000 km,1 598 cm3,120 cv,Utilitário,Vermelho,Automática,6,5,5,,,,,,,,Usados,16 990        EUR,8090596721,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-tct-ID8PxjNw.html,,,,Classe 1,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mitsubishi,Eclipse Cross,,Gasolina,Agosto,2018,124 000 km,1 500 cm3,163 cv,SUV / TT,Preto,Manual,,5,5,,,1,,Sim,,,Usados,22 950        EUR,8089794029,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-ID8PtVYR.html,Sim,,Sim,Classe 1,18 Meses,Nacional,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake AMG Line Aut.,Diesel,Fevereiro,2018,129 000 km,2 143 cm3,136 cv,Carrinha,Branco,Automática,7,5,5,Tracção traseira,,1,Sim,Sim,,,Usados,27 950        EUR,8089237891,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-amg-line-aut-ID8PrCiT.html,,,,Classe 1,18 Meses,Importado,Sim,Sim,,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,116,d Aut. Sport Line,Diesel,Junho,2021,98 200 km,1 496 cm3,116 cv,Utilitário,Preto,Automática,7,5,5,Tracção dianteira,99 g/km,1,Sim,Sim,"4,20 l/100km","3,60 l/100km",Usados,26 900        EUR,8090646126,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-aut-sport-line-ID8PxvEm.html,Sim,,Sim,Classe 1,18 Meses,,Sim,Sim,Metalizado,,Sim,155 €,Série 1,,,,,,,,,,,StandVirtual,Yes,2023-09-20
