Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Registo(s),Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Origem,Consumo Urbano,Tracção,Inspecção válida até,Número de Mudanças,Emissões CO2,Consumo Extra Urbano,VIN,Valor Fixo,IVA Discriminado,Livro de Revisões completo,Consumo Combinado,Garantia de Fábrica até,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,ou até,IUC,Sub-modelo,Consumo,Site,Portugal,Data
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Janeiro,2020,100 551 km,1 993 cm3,313 cv,,Carrinha,Preto,Metalizado,Automática,5,5,,18 Meses,1,Sim,Sim,Usados,30 950,8092184062,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PDYJM.html,Importado,,Tracção traseira,,9,12 g/km,,Mostrar VIN,,,Sim,,,,,,,,,Classe C,,StandVirtual,Yes,2024-04-07
Profissional,Citroën,C5 Aircross,1.5 BlueHDi Shine,Diesel,Setembro,2022,21 043 km,1 499 cm3,130 cv,,SUV / TT,Preto,,Manual,5,5,Classe 1,36 Meses,1,Sim,Sim,Usados,31 950,8091556607,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-shine-ID8PBlwx.html,Nacional,,Tracção dianteira,,6,130 g/km,,Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,3008,1.6 Hybrid Active Pack e-EAT8,Híbrido Plug-In,Agosto,2023,100 km,1 598 cm3,225 cv,Sim,SUV / TT,Preto,,Automática,5,5,,36 Meses,,,Sim,Usados,37 000,8092196945,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-hybrid-active-pack-e-eat8-ID8PE25z.html,Nacional,,Tracção dianteira,,8,28 g/km,,Mostrar VIN,Sim,Sim,Sim,7 l/100km,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Março,2023,15 000 km,1 332 cm3,163 cv,,Utilitário,Branco,,Automática,5,5,,24 Meses,,,,Usados,39 000,8091288060,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8PAdE8.html,Nacional,,,,,,,Mostrar VIN,Sim,,,"5,90 l/100km",,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,BMW,X5,25 d sDrive Comfort 7L,Diesel,Novembro,2015,198 000 km,1 995 cm3,231 cv,Sim,SUV / TT,Azul,Metalizado,Automática,5,5,Classe 1,18 Meses,1,,Sim,Usados,30 900,8091820658,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8PCscq.html,Nacional,"5,90 l/100km",Tracção traseira,5 Novembro 2024,8,139 g/km,"4,90 l/100km",Mostrar VIN,,,Sim,,,,,,,,,Série X,,StandVirtual,Yes,2024-04-07
Profissional,Audi,A5 Sportback,2.0 TDI S-line S tronic,Diesel,Agosto,2019,120 000 km,1 968 cm3,190 cv,Sim,Sedan,Preto,Metalizado,Automática,5,5,,36 Meses,,,Sim,Usados,42 990,8092100453,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-s-line-s-tronic-ID8PDCZf.html,,,,,,,,,,,,,1 Janeiro 0001,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 200,d 4Matic Shooting Brake 8G-DCT AMG Line,Diesel,Janeiro,2020,104 570 km,1 950 cm3,150 cv,Sim,Carrinha,Preto,,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,34 990,8092156809,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-4matic-shooting-brake-8g-dct-amg-line-ID8PDREd.html,Importado,,,,,,,,Sim,,,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 250,,Híbrido (Gasolina),Setembro,2022,13 829 km,1 332 cm3,218 cv,Sim,Utilitário,Branco,Metalizado,Automática,5,5,,24 Meses,,Sim,Sim,Usados,36 800,8091250794,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-ID8PA3X4.html,Nacional,,Tracção dianteira,,8,,,,Sim,,,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake 8G-DCT Progressive,Diesel,Setembro,2021,44 652 km,1 950 cm3,116 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,Classe 1,24 Meses,,Sim,Sim,Usados,34 300,8090192417,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-8g-dct-progressive-ID8PwCCt.html,,,Tracção dianteira,,8,,,,,,Sim,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,408,,Híbrido (Gasolina),Junho,2023,7 500 km,1 598 cm3,180 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,5,,18 Meses,,Sim,Sim,Usados,42 900,8091623107,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-408-ID8PBCO7.html,Importado,,Tracção dianteira,1 Junho 2027,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Volvo,XC 90,2.0 D4 Inscription,Diesel,Maio,2018,110 000 km,1 969 cm3,190 cv,,SUV / TT,Cinzento,Metalizado,Automática,5,7,Classe 1,,,Sim,Sim,Usados,42 900,8091587559,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-2-0-d4-inscription-ID8PBtyL.html,Nacional,"5,80 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 250 Limousine,e AMG Line,Híbrido Plug-In,Abril,2020,103 654 km,1 332 cm3,218 cv,Sim,Sedan,Cinzento,,Automática,4,,,18 Meses,,Sim,Sim,Usados,30 900,8090727607,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-limousine-e-amg-line-ID8PxRQz.html,,,Tracção dianteira,,8,22 g/km,,Mostrar VIN,,,Sim,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,GLA 200,d Urban Aut.,Diesel,Janeiro,2019,49 000 km,2 143 cm3,136 cv,,SUV / TT,Cinzento,,Automática,5,5,,,,Sim,Sim,Usados,38 900,8092033928,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-200-d-urban-aut-ID8PDlGg.html,Nacional,"6,70 l/100km",Tracção traseira,30 Janeiro 2025,7,165 g/km,"5,10 l/100km",Mostrar VIN,,,Sim,,,,,,,,,Classe GLA,,StandVirtual,Yes,2024-04-07
Profissional,Tesla,Model Y,Long Range Dual Motor AWD,Eléctrico,Novembro,2022,31 626 km,,514 cv,Sim,SUV / TT,Branco,,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,42 899,8092100528,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-y-long-range-dual-motor-awd-ID8PDD0s.html,Importado,,,,,,,,Sim,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Tesla,Model Y,Long Range Dual Motor AWD,Eléctrico,Novembro,2022,28 249 km,,514 cv,Sim,SUV / TT,Branco,,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,42 999,8092100526,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-y-long-range-dual-motor-awd-ID8PDD0q.html,Importado,,,,,,,,Sim,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,BMW,530,d Pack M Auto,Diesel,Maio,2017,89 900 km,2 993 cm3,265 cv,Sim,Sedan,Azul,Metalizado,Automática,5,,,18 Meses,1,,Sim,Usados,42 500,8091443064,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-d-pack-m-auto-ID8PARYc.html,Nacional,,,20 Maio 2024,,,,,,,Sim,,,,,,,,,Série 5,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,A 250 Limousine,e AMG Line,Híbrido Plug-In,Outubro,2020,39 500 km,1 332 cm3,218 cv,,Sedan,Preto,,Automática,4,5,Classe 1,,1,Sim,Sim,Usados,31 998,8089286147,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-limousine-e-amg-line-ID8PrORd.html,,,Tracção dianteira,1 Abril 2025,8,23 g/km,,,,,Sim,,1 Abril 2025,,,,60 km,100 000 km,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,BMW,X1,25 e xDrive Line Sport,Híbrido Plug-In,Dezembro,2021,30 916 km,1 499 cm3,220 cv,Sim,SUV / TT,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,31 900,8091875370,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-25-e-xdrive-line-sport-ID8PCGqS.html,,,Integral,12 Dezembro 2025,,,,,Sim,Sim,Sim,3 l/100km,,,,,52 km,,,Série X,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 200,d 8G-DCT Advanced AMG Line,Diesel,Março,2020,145 600 km,1 950 cm3,150 cv,Sim,Utilitário,Preto,Metalizado,Automática,5,,,18 Meses,,,Sim,Usados,33 900,8092099854,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-d-8g-dct-advanced-amg-line-ID8PDCPA.html,,,,,,,,,Sim,,Sim,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,Renault,Mégane E-Tech,EV60 Techno Optimum Charge,Eléctrico,Agosto,2023,14 800 km,,218 cv,,Utilitário,Cinzento,Metalizado,Automática,5,5,Classe 1,36 Meses,,Sim,Sim,Usados,37 990,8092185858,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-e-tech-ev60-techno-optimum-charge-ID8PDZcK.html,Nacional,,Tracção dianteira,,1,,,Mostrar VIN,,,Sim,,,450 km,60 kWh,Própria,,,,,"16,10 kWh/100km",StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Março,2023,21 500 km,1 950 cm3,116 cv,Sim,Coupé,Prateado,,Automática,4,5,,24 Meses,,,Sim,Usados,38 500,8092098051,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-style-plus-aut-ID8PDCmw.html,Nacional,,Tracção dianteira,,,,,Mostrar VIN,Sim,Sim,,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Março,2023,13 800 km,1 950 cm3,116 cv,Sim,Coupé,Branco,,Automática,4,5,,24 Meses,,,,Usados,38 500,8092098048,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-style-plus-aut-ID8PDCms.html,Nacional,,Tracção dianteira,,,,,Mostrar VIN,Sim,Sim,Sim,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Março,2023,29 802 km,1 950 cm3,116 cv,Sim,Sedan,Branco,,Automática,4,,,24 Meses,,,Sim,Usados,38 500,8092082274,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-style-plus-aut-ID8PDyg2.html,Nacional,"5,30 l/100km",Tracção dianteira,,,,"3,60 l/100km",Mostrar VIN,Sim,Sim,,"4,20 l/100km",,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,GLB 180,d Progressive,Diesel,Junho,2022,32 000 km,1 950 cm3,116 cv,,SUV / TT,Cinzento,,Automática,5,5,,24 Meses,,,Sim,Usados,44 500,8092037323,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glb-180-d-progressive-ID8PDmz1.html,Nacional,,Tracção dianteira,,,,,Mostrar VIN,Sim,,,"5,50 l/100km",,,,,,,,Classe GLB,,StandVirtual,Yes,2024-04-07
Profissional,VW,Arteon Shooting Brake,2.0 TDI Elegance DSG,Diesel,Setembro,2022,32 000 km,1 968 cm3,150 cv,Sim,Carrinha,Preto,,Automática,5,5,,18 Meses,,Sim,Sim,Usados,37 990,8092104659,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-arteon-shooting-brake-2-0-tdi-elegance-dsg-ID8PDE55.html,Nacional,,,,,,,Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,T 180,,Diesel,Maio,2023,49 000 km,1 461 cm3,116 cv,Sim,Monovolume,Preto,,Manual,5,5,,24 Meses,,,Sim,Usados,38 000,8092105101,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-t-180-ID8PDEcd.html,Nacional,,,,,,,Mostrar VIN,Sim,Sim,,"5,70 l/100km",,,,,,,,Classe T,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Março,2023,26 681 km,1 950 cm3,116 cv,,Coupé,Prateado,,Automática,4,5,,24 Meses,,,Sim,Usados,38 500,8092105102,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-style-plus-aut-ID8PDEce.html,Nacional,,,,,,,Mostrar VIN,Sim,Sim,,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,BMW,X1,,Híbrido Plug-In,Junho,2021,77 100 km,1 499 cm3,220 cv,Sim,SUV / TT,Branco,Metalizado,Automática,5,5,Classe 1,36 Meses,,,Sim,Usados,33 690,8088007350,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-ID8Pmsbs.html,Nacional,,,,7,,,,Sim,Sim,Sim,,,,,,,,,Série X,,StandVirtual,Yes,2024-04-07
Profissional,BMW,X6,xDrive30d BluePerformance Edition Exclusive,Diesel,Dezembro,2014,128 000 km,2 993 cm3,245 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,5,,18 Meses,,Sim,Sim,Usados,43 900,8092044855,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x6-xdrive30d-blueperformance-edition-exclusive-ID8PDovw.html,Nacional,,,,,,,,,,Sim,,,,,,,,,Série X,,StandVirtual,Yes,2024-04-07
Profissional,Toyota,Proace Verso,1.5 D-4D L2 1.2T Comfort 9L TC+TAC,Diesel,Outubro,2022,29 000 km,1 499 cm3,120 cv,Sim,Monovolume,Preto,,Manual,4,9,,36 Meses,1,Sim,Sim,Usados,38 900,8092064605,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-proace-verso-1-5-d-4d-l2-1-2t-comfort-9l-tc-tac-ID8PDtF3.html,Nacional,,,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Kia,Sorento,1.6 T-GDI HEV Concept,Híbrido (Gasolina),Outubro,2022,33 000 km,1 598 cm3,230 cv,,SUV / TT,Preto,,Automática,5,7,Classe 1,,1,Sim,Sim,Usados,42 500,8090846991,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-sorento-1-6-t-gdi-hev-concept-ID8PymU7.html,Nacional,,Tracção dianteira,,7,,,,,,Sim,,30 Setembro 2028,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,Shooting Brake 7G-DCT Progressive,Gasolina,Setembro,2020,62 942 km,1 332 cm3,136 cv,Sim,Carrinha,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,34 900,8088936037,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-shooting-brake-7g-dct-progressive-ID8PqlMh.html,Importado,,,,7,,,,Sim,,Sim,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,GLC 350,d 4Matic 9G-TRONIC AMG Line,Diesel,Junho,2017,116 834 km,2 987 cm3,258 cv,,SUV / TT,Cinzento,Metalizado,Automática,5,,,,1,Sim,Sim,Usados,39 995,8092182140,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-d-4matic-9g-tronic-amg-line-ID8PDYeM.html,Importado,"8,50 l/100km",Integral,,,,,,,,Sim,,,,,,,,,Classe GLC,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,B 180,d AMG Line Aut.,Diesel,Fevereiro,2023,19 000 km,1 950 cm3,116 cv,Sim,Monovolume,Cinzento,Metalizado,Automática,5,5,Classe 1,36 Meses,1,,,Usados,38 500,8091958138,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-amg-line-aut-ID8PD1XQ.html,Nacional,"5,40 l/100km",Tracção dianteira,,8,135 g/km,4 l/100km,Mostrar VIN,Sim,,,,1 Fevereiro 2027,,,,,,,Classe B,,StandVirtual,Yes,2024-04-07
Profissional,BMW,i3,s 120Ah,Eléctrico,Maio,2022,16 000 km,,184 cv,Sim,Utilitário,Prateado,,Automática,5,4,,36 Meses,,,,Usados,33 900,8091374282,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-i3-s-120ah-ID8PAA4O.html,Nacional,,,,,,,Mostrar VIN,Sim,,,,7 Abril 2027,,,,,,,Série i,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,X 250,d Progressive 4-Matic,Diesel,Abril,2019,98 592 km,2 298 cm3,190 cv,,SUV / TT,Cinzento,,Manual,4,,,24 Meses,,,,Usados,37 000,8091523475,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-x-250-d-progressive-4-matic-ID8PBcT9.html,Nacional,,,,,,,Mostrar VIN,Sim,,,,,,,,,,,Classe X,,StandVirtual,Yes,2024-04-07
Particular,BMW,X4,25 d xDrive Pack M Auto,Diesel,Fevereiro,2019,240 000 km,1 995 cm3,231 cv,,SUV / TT,Preto,,Automática,5,,,,,,,Usados,39 000,8091143579,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x4-25-d-xdrive-pack-m-auto-ID8PzC3N.html,,,Integral,,8,186 g/km,,,,,,,,,,,,,,Série X,,StandVirtual,Yes,2024-04-07
Profissional,Jaguar,F-Pace,2.0 i4D Portfolio,Diesel,Setembro,2017,102 119 km,1 999 cm3,163 cv,Sim,SUV / TT,Preto,Metalizado,Manual,5,5,Classe 1,18 Meses,1,,Sim,Usados,32 899,8091559258,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-portfolio-ID8PBmci.html,,"5,80 l/100km",,6 Setembro 2025,6,,,Mostrar VIN,,,Sim,,,,,,,,271 €,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,C 300,d AMG Line Aut.,Diesel,Dezembro,2018,85 200 km,1 950 cm3,245 cv,Sim,Coupé,Cinzento,Metalizado,Automática,2,4,Classe 1,24 Meses,,,Sim,Usados,39 990,8091958608,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-d-amg-line-aut-ID8PD25q.html,Nacional,"6,10 l/100km",Tracção traseira,,9,153 g/km,"4,70 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,Classe C,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus,Diesel,Maio,2020,49 694 km,1 461 cm3,116 cv,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,Classe 1,24 Meses,,,Sim,Usados,33 990,8092087597,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-ID8PDzDT.html,Nacional,,Tracção dianteira,,6,125 g/km,,Mostrar VIN,Sim,,Sim,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,Citroën,C5 Aircross,1.6 Hybrid Feel Business (TA) e-EAT8,Híbrido Plug-In,Março,2021,31 703 km,1 598 cm3,225 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,5,Classe 1,36 Meses,1,Sim,Sim,Usados,32 800,8091215013,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-6-hybrid-feel-business-ta-e-eat8-ID8PzUDX.html,Nacional,,Tracção dianteira,30 Março 2025,8,28 g/km,,Mostrar VIN,,Sim,Sim,,,,,,55 km,,,,,StandVirtual,Yes,2024-04-07
Particular,BMW,218 Active Tourer,d Pack M Auto,Diesel,Abril,2022,37 500 km,1 995 cm3,150 cv,,Monovolume,Cinzento,Metalizado,Automática,5,5,Classe 1,,1,Sim,Sim,Usados,41 900,8091920119,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-218-active-tourer-d-pack-m-auto-ID8PCS4D.html,,,Tracção dianteira,,7,126 g/km,,Mostrar VIN,,,Sim,,,,,,,,,Série 2,,StandVirtual,Yes,2024-04-07
Profissional,VW,Passat Variant,1.4 TSI GTE Plug-in,Híbrido Plug-In,Janeiro,2020,58 292 km,1 395 cm3,218 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,,18 Meses,1,Sim,Sim,Usados,31 900,8091875338,5 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8PCGqm.html,Nacional,,Integral,15 Janeiro 2026,,,,,Sim,Sim,Sim,3 l/100km,,,,,55 km,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,E 220,d AMG,Diesel,Outubro,2017,170 833 km,1 950 cm3,194 cv,Sim,Sedan,Cinzento,,Automática,5,5,Classe 1,18 Meses,,,Sim,Usados,33 490,8092127965,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8PDK8Z.html,Nacional,"6,10 l/100km",Tracção traseira,,9,135 g/km,"4,50 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,Classe E,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,EQA,250 AMG Line,Eléctrico,Dezembro,2021,34 973 km,,190 cv,Sim,SUV / TT,Preto,Metalizado,Automática,5,5,Classe 1,24 Meses,,,Sim,Usados,44 990,8091389441,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-eqa-250-amg-line-ID8PAE1j.html,Nacional,,Tracção dianteira,,1,,,Mostrar VIN,Sim,Sim,Sim,,,426 km,,Própria,,,,,"17,70 kWh/100km",StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Fevereiro,2020,58 200 km,1 461 cm3,116 cv,Sim,Carrinha,Preto,,Automática,5,5,,18 Meses,,,,Usados,33 500,8091543975,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PBidN.html,Nacional,,Tracção traseira,2 Fevereiro 2026,,,,,Sim,,,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,Volvo,V60,2.0 D4 Inscription Geartronic,Diesel,Fevereiro,2020,86 500 km,1 969 cm3,190 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,34 500,8091876994,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-inscription-geartronic-ID8PCGR4.html,Nacional,,Tracção dianteira,27 Fevereiro 2026,8,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mazda,MX-5,1.5 RF Sky-G Kazari,Gasolina,Outubro,2023,94 km,1 496 cm3,132 cv,Sim,Cabrio,Branco,Mate,Manual,2,2,Classe 1,82 Meses,,Sim,Sim,Usados,36 990,8091342796,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mazda-mx-5-1-5-rf-sky-g-kazari-ID8PArSY.html,Nacional,,Tracção traseira,,6,142 g/km,,,,,Sim,,30 Outubro 2029,,,,,150 000 km,,,,StandVirtual,Yes,2024-04-07
Profissional,Volvo,V60,2.0 T6 AWD TE Inscription Expression,Híbrido Plug-In,Novembro,2021,24 907 km,1 969 cm3,340 cv,Sim,Carrinha,Azul,Metalizado,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,37 200,8092049490,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t6-awd-te-inscription-expression-ID8PDpJg.html,Nacional,,Integral,,8,41 g/km,,,Sim,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Jaguar,E-Pace,2.0 i4D R-Dynamic,Diesel,Agosto,2019,59 000 km,1 999 cm3,150 cv,Sim,SUV / TT,Branco,,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,35 900,8091236286,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-e-pace-2-0-i4d-r-dynamic-ID8PA0b4.html,Nacional,,,,6,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Volvo,XC 90,2.0 D4 Momentum,Diesel,Outubro,2016,188 711 km,1 969 cm3,190 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,7,Classe 1,18 Meses,1,Sim,Sim,Usados,34 750,8090855525,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-2-0-d4-momentum-ID8Pyp7L.html,Nacional,,,,7,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mazda,CX-5,2.0 G Newground,Gasolina,Junho,2023,4 550 km,1 998 cm3,165 cv,Sim,SUV / TT,Outra,Metalizado,Manual,5,5,Classe 1,66 Meses,,Sim,Sim,Usados,36 990,8090153554,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mazda-cx-5-2-0-g-newground-ID8PwswE.html,Nacional,,Tracção dianteira,,6,146 g/km,,,,,Sim,,28 Junho 2029,,,,,150 000 km,,,,StandVirtual,Yes,2024-04-07
Profissional,Mitsubishi,L200,2.3 DI-D Strakar Space Cab Intense AT 4WD,Diesel,Setembro,2021,46 000 km,2 268 cm3,150 cv,,SUV / TT,Castanho,,Automática,4,3,,18 Meses,,,,Usados,35 000,8091997150,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-l200-2-3-di-d-strakar-space-cab-intense-at-4wd-ID8PDc74.html,Nacional,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Agosto,2019,81 000 km,2 143 cm3,190 cv,Sim,SUV / TT,Cinzento,,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,32 450,8089849254,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-ID8PublA.html,Nacional,"6,10 l/100km",Tracção traseira,,8,146 g/km,"4,80 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
