Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Registo(s),Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Origem,Consumo Urbano,Tracção,Inspecção válida até,Número de Mudanças,Emissões CO2,Consumo Extra Urbano,VIN,Valor Fixo,IVA Discriminado,Livro de Revisões completo,Consumo Combinado,Garantia de Fábrica até,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,ou até,IUC,Sub-modelo,Consumo,Site,Portugal,Data
Particular,Nissan,Qashqai,1.6 dCi Tekna Premium 18 360,Diesel,Maio,2015,170 000 km,1 598 cm3,130 cv,,SUV / TT,Preto,Metalizado,Manual,5,5,Classe 1,,2,Sim,Sim,Usados,14 000,8092149713,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-6-dci-tekna-premium-18-360-ID8PDPNL.html,Nacional,"6,30 l/100km",Tracção dianteira,31 Julho 2024,6,129 g/km,"4,10 l/100km",Mostrar VIN,,,Sim,,,,,,900 km,,60 €,,,StandVirtual,Yes,2024-04-07
Profissional,DS,DS3,1.6 THP Sport Chic,Gasolina,Junho,2016,59 492 km,1 598 cm3,165 cv,Sim,Citadino,Branco,Metalizado,Manual,3,5,,18 Meses,1,Sim,,Usados,13 990,8090948309,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds3-1-6-thp-sport-chic-ID8PyNgh.html,,,Tracção dianteira,22 Junho 2024,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Citroën,C3 Picasso,,Gasolina,Janeiro,2014,144 300 km,1 397 cm3,95 cv,,Monovolume,Cinzento,,Manual,5,5,,18 Meses,,,,Usados,7 990,8090702508,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-picasso-ID8PxLjK.html,,,Tracção dianteira,16 Janeiro 2025,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,MINI,Cooper,,Gasolina,Outubro,2014,120 042 km,1 499 cm3,136 cv,,Utilitário,Vermelho,Metalizado,Manual,3,4,Classe 1,,,Sim,Sim,Usados,13 600,8092200269,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-ID8PE2Xb.html,Importado,"6,80 l/100km",Tracção dianteira,23 Outubro 2024,6,105 g/km,"4,50 l/100km",Mostrar VIN,,,Sim,,,,,,,,"148,22 €",,,StandVirtual,Yes,2024-04-07
Profissional,Citroën,C3,1.6 BlueHDi Feel,Diesel,Junho,2017,127 000 km,1 560 cm3,75 cv,Sim,Citadino,Branco,,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,12 980,8087630546,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-6-bluehdi-feel-ID8PkS9Y.html,Nacional,"4,30 l/100km",,,,,,Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,108,1.0 VTi Style,Gasolina,Março,2018,46 000 km,998 cm3,69 cv,Sim,Pequeno citadino,Vermelho,,Manual,5,4,Classe 1,18 Meses,,Sim,,Usados,11 450,8090076445,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-108-1-0-vti-style-ID8Pw8rX.html,Nacional,5 l/100km,Tracção dianteira,,5,95 g/km,"3,60 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,VW,Cross Up!,1.0 BMT,Gasolina,Abril,2018,87 000 km,999 cm3,75 cv,Sim,Citadino,Branco,,Manual,5,4,Classe 1,36 Meses,,Sim,Sim,Usados,13 750,8090303532,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-cross-up-1-0-bmt-ID8Pv5vE.html,Nacional,5 l/100km,Tracção dianteira,,5,103 g/km,"3,90 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Citroën,C3,1.0 PureTech Confort,Gasolina,Junho,2016,125 000 km,999 cm3,68 cv,Sim,Citadino,Branco,,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,9 900,8090702609,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-0-puretech-confort-ID8PxLln.html,Nacional,"5,50 l/100km",Tracção dianteira,,5,104 g/km,"3,90 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Fiat,500C,1.3 MJ Lounge S&S,Diesel,Dezembro,2014,140 000 km,1 248 cm3,95 cv,Sim,Cabrio,Preto,,Manual,2,4,Classe 1,18 Meses,,Sim,Sim,Usados,10 900,8090723130,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-3-mj-lounge-s-s-ID8PxQGm.html,Nacional,"4,10 l/100km",Tracção dianteira,,5,89 g/km,3 l/100km,Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,VW,Up!,1.0 BlueMotion Move,Gasolina,Maio,2016,85 000 km,999 cm3,60 cv,,Citadino,Prateado,,Manual,3,4,Classe 1,18 Meses,,Sim,Sim,Usados,9 900,8090601192,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-up-1-0-bluemotion-move-ID8PxkXC.html,Nacional,5 l/100km,Tracção dianteira,,5,95 g/km,"3,60 l/100km",Mostrar VIN,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Dacia,Sandero,0.9 TCe Confort,Gasolina,Agosto,2015,82 670 km,898 cm3,90 cv,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,8 490,8092096108,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-sandero-0-9-tce-confort-ID8PDBRa.html,Nacional,"5,80 l/100km",Tracção dianteira,26 Agosto 2024,5,109 g/km,"4,30 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,208,1.0 VTi Active,Gasolina,Novembro,2016,89 526 km,999 cm3,68 cv,,Citadino,Cinzento,,Manual,5,5,,18 Meses,,Sim,Sim,Usados,11 999,8090822258,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-0-vti-active-ID8Pygtc.html,,"5,20 l/100km",Tracção dianteira,,5,99 g/km,"3,70 l/100km",,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Smart,ForTwo Coupé,0.9 Prime 90 Aut.,Gasolina,Maio,2016,50 000 km,898 cm3,90 cv,Sim,Pequeno citadino,Azul,Metalizado,Automática,3,2,,18 Meses,1,Sim,,Usados,13 900,8091223352,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-0-9-prime-90-aut-ID8PzVOs.html,Nacional,,,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Dacia,Duster,1.5 dCi Tour,Diesel,Novembro,2016,139 872 km,1 461 cm3,90 cv,,SUV / TT,Branco,Metalizado,Manual,5,5,,18 Meses,,Sim,Sim,Usados,14 899,8089914786,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-dci-tour-ID8Pusoy.html,,"5,20 l/100km",Tracção dianteira,,6,123 g/km,"4,50 l/100km",,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Ford,Fiesta,1.0 EcoBoost Connected,Gasolina,Abril,2021,51 000 km,998 cm3,95 cv,Sim,Citadino,Cinzento,,Manual,5,5,,36 Meses,1,Sim,Sim,Usados,14 480,8092100386,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8PDCYa.html,Nacional,5 l/100km,Tracção dianteira,,6,115 g/km,"3,60 l/100km",Mostrar VIN,Sim,,Sim,,20 Abril 2027,,,,,150 000 km,,,,StandVirtual,Yes,2024-04-07
Profissional,Nissan,Micra,0.9 IG-T N-Connecta S/S,Gasolina,Maio,2018,100 330 km,898 cm3,90 cv,Sim,Citadino,Preto,Metalizado,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,12 250,8091884085,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-0-9-ig-t-n-connecta-s-s-ID8PCIHr.html,Nacional,"6,30 l/100km",Tracção dianteira,,5,118 g/km,"4,50 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Kia,Ceed,1.6 CRDi LX,Diesel,Março,2017,119 848 km,1 582 cm3,136 cv,Sim,Utilitário,Branco,Metalizado,Manual,5,,,18 Meses,,Sim,Sim,Usados,14 950,8087697267,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-ceed-1-6-crdi-lx-ID8Pl9v7.html,,"4,40 l/100km",Tracção dianteira,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Toyota,Yaris,1.0 VVT-i Comfort,Gasolina,Janeiro,2016,80 041 km,998 cm3,69 cv,Sim,Citadino,Branco,Metalizado,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,12 450,8091385865,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-ID8PAD5D.html,Nacional,"5,20 l/100km",Tracção dianteira,,5,99 g/km,"3,80 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Fiat,500,1.2 Lounge,Gasolina,Março,2014,94 000 km,1 242 cm3,69 cv,Sim,Utilitário,Branco,Metalizado,Manual,3,4,Classe 1,18 Meses,,Sim,Sim,Usados,9 200,8092081465,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PDy2Z.html,Nacional,,,,5,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,208,PureTech 82 Stop & Start Signature,Gasolina,Fevereiro,2019,78 505 km,1 199 cm3,83 cv,Sim,Citadino,Azul,Metalizado,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,11 750,8092096154,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-puretech-82-stop-start-signature-ID8PDBRU.html,,"5,80 l/100km",Tracção dianteira,,5,109 g/km,"4,20 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,"111,46 €",,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,208,PureTech 82 Stop & Start Signature,Gasolina,Fevereiro,2019,79 768 km,1 199 cm3,83 cv,Sim,Citadino,Azul,Metalizado,Manual,5,5,Classe 1,18 Meses,,Sim,,Usados,11 750,8092096306,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-puretech-82-stop-start-signature-ID8PDBUm.html,Importado,"5,80 l/100km",Tracção dianteira,,5,109 g/km,"4,20 l/100km",Mostrar VIN,Sim,,,,,,,,,,"111,46 €",,,StandVirtual,Yes,2024-04-07
Profissional,Renault,Zoe,Life 40,Eléctrico,Novembro,2018,70 100 km,,92 cv,Sim,Pequeno citadino,Branco,,Automática,5,5,Classe 1,18 Meses,,,Sim,Usados,13 500,8089119996,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-life-40-ID8Pr7Dm.html,,,,,,,,Mostrar VIN,Sim,Sim,,,,,41 kWh,Aluguer,305 km,,,,,StandVirtual,Yes,2024-04-07
Profissional,Ford,Fiesta,1.0 EcoBoost Connected,Gasolina,Abril,2021,69 794 km,998 cm3,95 cv,Sim,Citadino,Branco,Metalizado,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,14 980,8090787442,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8Py7pE.html,Nacional,5 l/100km,Tracção dianteira,,6,115 g/km,"3,60 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,"108,32 €",,,StandVirtual,Yes,2024-04-07
Profissional,VW,Golf,1.2 TSi Trendline,Gasolina,Novembro,2014,90 000 km,1 197 cm3,85 cv,,Utilitário,Branco,Metalizado,Manual,5,5,,18 Meses,1,Sim,Sim,Usados,14 999,8087927795,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-2-tsi-trendline-ID8Pm7uj.html,,"5,90 l/100km",,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Nissan,Micra,0.9 IG-T N-Connecta Skyline S/S,Gasolina,Outubro,2019,59 873 km,898 cm3,90 cv,,Citadino,Cinzento,,Manual,5,,,18 Meses,,Sim,Sim,Usados,14 749,8091137827,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-0-9-ig-t-n-connecta-skyline-s-s-ID8PzAz1.html,,"5,80 l/100km",Tracção dianteira,,5,104 g/km,"3,90 l/100km",,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,BMW,116,d EDynamics Advantage,Diesel,Abril,2015,198 999 km,1 496 cm3,116 cv,Sim,Utilitário,Azul,Metalizado,Manual,5,5,Classe 1,24 Meses,1,Sim,,Usados,14 250,8092156772,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-edynamics-advantage-ID8PDRDC.html,Importado,,,,6,,,,,,,,,,,,,,,Série 1,,StandVirtual,Yes,2024-04-07
Profissional,SEAT,Ibiza,SC 1.4 TDi FR,Diesel,Abril,2017,135 000 km,1 422 cm3,105 cv,Sim,Citadino,Branco,,Manual,3,5,,18 Meses,,Sim,Sim,Usados,14 990,8091587191,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-4-tdi-fr-ID8PBtsP.html,Nacional,"4,40 l/100km",Tracção dianteira,5 Abril 2025,5,100 g/km,"3,90 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Março,2019,141 000 km,1 499 cm3,102 cv,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,,,Sim,Usados,14 900,8092035663,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8PDm8f.html,Nacional,,,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Alfa Romeo,MiTo,1.3 JTDM Super,Diesel,Maio,2017,123 000 km,1 248 cm3,95 cv,Sim,Utilitário,Preto,,Manual,3,5,Classe 1,18 Meses,2,Sim,Sim,Usados,11 900,8092011305,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-mito-1-3-jtdm-super-ID8PDfNn.html,,,Tracção dianteira,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mitsubishi,Space Star,,Gasolina,Março,2019,47 700 km,999 cm3,71 cv,Sim,Utilitário,Cinzento,,Manual,5,5,Classe 1,18 Meses,2,Sim,Sim,Usados,11 450,8091988609,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-ID8PD9Tj.html,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,C 220,(BlueTEC) d Station 7G-TRONIC Avantgarde,Diesel,Fevereiro,2015,166 000 km,2 143 cm3,170 cv,Sim,Carrinha,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,2,Sim,Sim,Usados,22 490,8090714727,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-bluetec-d-station-7g-tronic-avantgarde-ID8PxOuP.html,,"5,20 l/100km",Tracção traseira,1 Novembro 2024,7,108 g/km,"3,70 l/100km",Mostrar VIN,,,Sim,,,,,,,,"235,26 €",Classe C,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,Setembro,2019,125 000 km,1 461 cm3,116 cv,Sim,Sedan,Preto,,Automática,4,5,Classe 1,18 Meses,1,Sim,Sim,Usados,27 990,8091820750,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8PCsdU.html,Importado,,Tracção dianteira,1 Fevereiro 2025,7,124 g/km,,Mostrar VIN,,,Sim,5 l/100km,,,,,,,158 €,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Urban Aut.,Diesel,Junho,2019,148 000 km,1 461 cm3,109 cv,Sim,Carrinha,Branco,Metalizado,Automática,5,5,,18 Meses,1,Sim,Sim,Usados,24 950,8088401765,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-urban-aut-ID8Po6MZ.html,,,,,8,,,,Sim,,Sim,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2021,142 000 km,1 461 cm3,116 cv,Sim,Utilitário,Branco,,Automática,5,5,Classe 1,18 Meses,,Sim,,Usados,29 900,8091861200,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PCCKk.html,Nacional,,,,,,,,Sim,,,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,Nissan,Qashqai,1.5 dCi Acenta,Diesel,Julho,2018,123 000 km,1 461 cm3,110 cv,,SUV / TT,Cinzento,,Manual,5,5,Classe 1,18 Meses,,,,Usados,19 900,8091503474,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-acenta-ID8PB7Gy.html,Nacional,,,,6,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,BMW,X2,16 d sDrive Auto Pack M,Diesel,Maio,2019,195 000 km,1 496 cm3,116 cv,Sim,SUV / TT,Preto,,Automática,5,5,Classe 1,18 Meses,,Sim,,Usados,24 900,8091507094,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-pack-m-ID8PB8CV.html,Nacional,,,,,,,,Sim,,,,,,,,,,,Série X,,StandVirtual,Yes,2024-04-07
Profissional,DS,DS3 Crossback,1.2 PureTech Performance Line,Gasolina,Julho,2022,44 159 km,1 199 cm3,102 cv,,SUV / TT,Preto,,Manual,5,5,Classe 1,36 Meses,,,Sim,Usados,25 950,8091556614,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds3-crossback-1-2-puretech-performance-line-ID8PBlwE.html,Nacional,,,,6,113 g/km,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Citroën,C4,1.2 PureTech Feel Pack,Gasolina,Outubro,2022,42 147 km,1 199 cm3,131 cv,,Coupé,Branco,,Manual,5,5,,36 Meses,,,Sim,Usados,22 450,8091875324,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-1-2-puretech-feel-pack-ID8PCGq8.html,Nacional,5 l/100km,Tracção dianteira,,,121 g/km,6 l/100km,,Sim,,,5 l/100km,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Citroën,C3 Aircross,1.2 PureTech C-Series,Gasolina,Setembro,2022,34 521 km,1 199 cm3,110 cv,,SUV / TT,Preto,,Manual,5,5,Classe 1,36 Meses,1,,Sim,Usados,17 450,8091875325,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-c-series-ID8PCGq9.html,Nacional,,,,6,126 g/km,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,SEAT,Ibiza,1.6 TDI Style,Diesel,Agosto,2019,79 950 km,1 598 cm3,95 cv,,Citadino,Branco,,Manual,5,5,,18 Meses,,,,Usados,16 950,8092104785,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-6-tdi-style-ID8PDE77.html,Nacional,,,,,99 g/km,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,BMW,520,d Touring Aut.,Diesel,Dezembro,2017,157 000 km,1 995 cm3,190 cv,,Carrinha,Preto,,Automática,5,5,Classe 1,,,Sim,Sim,Usados,24 500,8091843287,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-touring-aut-ID8PCy5p.html,Importado,,Tracção traseira,6 Dezembro 2025,,,,Mostrar VIN,,,Sim,,,,,,,,,Série 5,,StandVirtual,Yes,2024-04-07
Particular,MINI,Cooper,S Auto Desportiva,Gasolina,Junho,2018,70 000 km,1 998 cm3,192 cv,,Citadino,Preto,,Automática,3,4,Classe 1,,,,,Usados,26 500,8089347066,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-s-auto-desportiva-ID8Ps4HM.html,,,Tracção dianteira,,7,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,BMW,116,d Pack M,Diesel,Março,2021,35 000 km,1 496 cm3,116 cv,Sim,Citadino,Preto,,Manual,5,5,,18 Meses,,,Sim,Usados,26 980,8091622245,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-ID8PBCAd.html,,,,,,122 g/km,,,,Sim,,"4,60 l/100km",,,,,,,,Série 1,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,308 SW,1.5 BlueHDi GT Line,Diesel,Outubro,2018,139 000 km,1 499 cm3,130 cv,Sim,Carrinha,Prateado,Metalizado,Manual,5,5,,18 Meses,,Sim,Sim,Usados,18 500,8090768985,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-gt-line-ID8Py2BX.html,Importado,,,,6,,,Mostrar VIN,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Honda,Civic,1.6 i-DTEC Executive,Diesel,Abril,2019,100 000 km,1 597 cm3,120 cv,Sim,Sedan,Preto,Metalizado,Manual,5,5,,18 Meses,,Sim,Sim,Usados,24 500,8090282099,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/honda-civic-1-6-i-dtec-executive-ID8PwZVX.html,Importado,,,,6,,,Mostrar VIN,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,A 180 Limousine,d Style Aut.,Diesel,Janeiro,2019,168 000 km,1 461 cm3,116 cv,,Sedan,Cinzento,Metalizado,Automática,4,,,,,,,Usados,24 999,8091819565,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-style-aut-ID8PCrUN.html,,"4,20 l/100km",,,,,,,,,,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,C 180,(BlueTEC) d 7G-TRONIC AMG Line,Diesel,Março,2019,41 350 km,1 598 cm3,116 cv,,Sedan,Cinzento,Metalizado,Automática,4,,,,,,,Usados,27 500,8091763271,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-bluetec-d-7g-tronic-amg-line-ID8PCdgP.html,,"4,70 l/100km",,,,,,,,,,,,,,,,,,Classe C,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Março,2016,176 000 km,2 143 cm3,170 cv,Sim,Carrinha,Preto,Metalizado,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,21 500,8091999607,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PDcKH.html,,"5,20 l/100km",Tracção traseira,,6,,,,,,Sim,,,,,,,,,Classe C,,StandVirtual,Yes,2024-04-07
Particular,Renault,Captur,,Gasolina,Abril,2022,23 600 km,999 cm3,90 cv,,SUV / TT,Cinzento,,Manual,5,5,,,,,,Usados,20 350,8092086928,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-ID8PDzt6.html,,,,,,133 g/km,,Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 180,d Progressive Aut.,Diesel,Junho,2020,68 125 km,1 461 cm3,116 cv,,Utilitário,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,24 790,8092164853,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-progressive-aut-ID8PDTJX.html,Nacional,,Tracção dianteira,26 Junho 2026,7,126 g/km,,Mostrar VIN,,,Sim,,,,,,,,"156,21 €",Classe A,,StandVirtual,Yes,2024-04-07
Particular,BMW,i3,94Ah +EXA +Comfort Package Advance,Eléctrico,Abril,2018,54 500 km,,170 cv,,Citadino,Preto,Metalizado,Automática,5,4,,,1,Sim,,Usados,20 500,8092087312,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-i3-94ah-exa-comfort-package-advance-ID8PDzzi.html,,,Tracção traseira,1 Outubro 2025,1,,,,,,Sim,,,215 km,,Própria,,,,Série i,"0,60 kWh/100km",StandVirtual,Yes,2024-04-07
Profissional,VW,Passat Variant,1.4 TSI GTE Plug-in,Híbrido Plug-In,Julho,2016,175 000 km,1 395 cm3,218 cv,,Carrinha,Branco,,Automática,5,5,,36 Meses,,Sim,Sim,Usados,20 990,8089803787,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8PtZvf.html,,,,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Volvo,V40,2.0 D2 R-Design,Diesel,Maio,2015,140 000 km,1 969 cm3,120 cv,Sim,Utilitário,Cinzento,,Manual,5,5,,18 Meses,,Sim,Sim,Usados,17 990,8091078822,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-r-design-ID8Pzldk.html,,,,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Nissan,Leaf,Acenta,Eléctrico,Abril,2019,37 200 km,,150 cv,Sim,Utilitário,Branco,,Automática,5,5,,18 Meses,,,,Usados,18 950,8091529771,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-acenta-ID8PBevH.html,,,Tracção dianteira,1 Abril 2025,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Ford,Kuga,1.5 TDCi Titanium,Diesel,Outubro,2018,113 000 km,1 499 cm3,120 cv,Sim,SUV / TT,Branco,Metalizado,Manual,5,5,,36 Meses,,Sim,Sim,Usados,16 990,8091871510,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-kuga-1-5-tdci-titanium-ID8PCFqC.html,Nacional,"5,60 l/100km",,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Opel,Mokka-e,GS Line,Eléctrico,Março,2022,16 800 km,,136 cv,Sim,SUV / TT,Branco,Metalizado,Automática,5,5,,18 Meses,,Sim,Sim,Usados,28 990,8091995283,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-gs-line-ID8PDbCX.html,Importado,,Tracção dianteira,1 Março 2026,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
