Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Inspecção válida até,Registo(s),Origem,Não fumador,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Aceita retoma,Possibilidade de financiamento,Garantia de Stand (incl. no preço),Classe do veículo,Livro de Revisões completo,2º Chave,IVA Discriminado,IVA dedutível,Autonomia Máxima,Consumo Combinado,Autonomia,Capacidade da bateria,Bateria,IUC,Filtro de partículas,Clássico,Sub-modelo,Garantia de Fábrica até,ou até,Consumo,Valor sem ISV,Site,Portugal
Profissional,BMW,520,d Line Sport Auto,Diesel,Junho,2017,129 355 km,1 995 cm3,190 cv,Sim,Carrinha,Branco,,Automática,8,5,5,,114 g/km,,1,Importado,,,,Usados,36 250        EUR,8087576235,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,,Sim,,,,,,,,,,,Série 5,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d Progressive Aut.,Diesel,Novembro,2021,29 803 km,1 950 cm3,116 cv,,Utilitário,Cinzento,,Automática,8,5,5,,,01/11/2025,,,Sim,,,Usados,32 600        EUR,8087998899,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,Sim,,,,,,,,,Classe A,,,,,StandVirtual,Yes
Profissional,Jeep,Compass,1.3 TG 4Xe Trailhawk,Híbrido (Gasolina),Junho,2021,22 893 km,1 332 cm3,240 cv,,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,,,,Sim,,,Usados,39 980        EUR,8089137495,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,IS 300H,Executive,Híbrido (Gasolina),Março,2019,65 413 km,2 494 cm3,223 cv,Sim,Sedan,Cinzento,Metalizado,Automática,,4,5,,,,,Nacional,,"4,50 l/100km",,Usados,35 700        EUR,8089540855,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,Sim,Sim,Sim,,,,,,,,,,IS,,,,,StandVirtual,Yes
Particular,BMW,330,e iPerformance Pack M Shadow,Híbrido (Gasolina),Maio,2018,53 000 km,1 998 cm3,252 cv,,Sedan,Cinzento,Metalizado,Automática,8,4,5,Tracção traseira,45 g/km,30/05/2024,1,Nacional,,,,Usados,33 000        EUR,8089993829,11 Julho 2023,,,,Classe 1,Sim,Sim,,,30 km,,,,,,Sim,,Série 3,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200,d AMG Line Aut.,Diesel,Junho,2022,12 998 km,1 950 cm3,150 cv,,Utilitário,Preto,,Automática,8,5,5,Tracção dianteira,131 g/km,,,,Sim,5 l/100km,"3,70 l/100km",Usados,44 490        EUR,8089944933,13 Julho 2023,Sim,Sim,24 Meses,,Sim,Sim,,,,,,,,,,,Classe A,,,,,StandVirtual,Yes
Profissional,Toyota,C-HR,1.8 Hybrid Exclusive,Híbrido (Gasolina),Janeiro,2021,60 530 km,1 798 cm3,122 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Tracção dianteira,111 g/km,,,Nacional,,"3,20 l/100km","4,20 l/100km",Usados,33 500        EUR,8089556701,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack,Diesel,Maio,2022,34 400 km,1 499 cm3,130 cv,,SUV / TT,Cinzento,Metalizado,Manual,,5,5,,,,,,Sim,,,Usados,34 980        EUR,8089946526,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,,,Sim,,,31/12/2028,,,,StandVirtual,Yes
Profissional,Kia,e-Niro,EV 64kWh,Eléctrico,Dezembro,2021,103 066 km,,204 cv,Sim,SUV / TT,Preto,,Automática,,5,5,Tracção dianteira,,,1,Nacional,Sim,,,Usados,30 990        EUR,8088737640,13 Julho 2023,,Sim,18 Meses,,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,d Touring Line Sport Auto,Diesel,Dezembro,2019,132 733 km,1 995 cm3,150 cv,Sim,Carrinha,Cinzento,,Automática,,5,5,Tracção traseira,140 g/km,,1,Nacional,Sim,,,Usados,31 290        EUR,8087542969,13 Julho 2023,,Sim,18 Meses,,Sim,,Sim,Sim,,,,,,,,,Série 3,,,,,StandVirtual,Yes
Profissional,Opel,Astra,,Híbrido (Gasolina),Janeiro,2023,10 000 km,1 598 cm3,180 cv,Sim,Utilitário,Vermelho,Metalizado,Automática,,5,5,Tracção dianteira,24 g/km,,1,Nacional,,,,Usados,39 900        EUR,8089114931,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,,,,,,23/01/2026,,,,StandVirtual,Yes
Profissional,BMW,320,d Touring Line Sport Shadow Auto,Diesel,Junho,2019,93 132 km,1 995 cm3,190 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,,145 g/km,14/06/2025,1,Nacional,Sim,"5,40 l/100km",,Usados,31 990        EUR,8089426419,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,,"271,56 €",Sim,,Série 3,,,,,StandVirtual,Yes
Particular,Audi,Q3 Sportback,45 TFSIe S line S tronic,Híbrido (Gasolina),Julho,2021,15 000 km,1 395 cm3,245 cv,,SUV / TT,Preto,Metalizado,Automática,6,5,5,Tracção dianteira,33 g/km,,,Importado,Sim,,,Usados,43 500        EUR,8087830943,13 Julho 2023,,,,Classe 1,Sim,Sim,,,,,,,,,Sim,Sim,,,100 000 km,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,d AMG Line,Diesel,Maio,2017,119 000 km,1 950 cm3,194 cv,,Coupé,Cinzento,Metalizado,Automática,9,3,4,Tracção traseira,143 g/km,,,,Sim,"5,50 l/100km","4,10 l/100km",Usados,42 990        EUR,8090035753,13 Julho 2023,,,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,Classe E,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2021,47 450 km,1 499 cm3,130 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,,,,,Nacional,,"4,40 l/100km",,Usados,33 990        EUR,8088742557,13 Julho 2023,,Sim,36 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,2.0 i4D Prestige AWD,Diesel,Agosto,2016,132 000 km,1 999 cm3,180 cv,,SUV / TT,Branco,Metalizado,Manual,6,5,5,,,01/08/2024,,Importado,Sim,,,Usados,34 490        EUR,8089604713,13 Julho 2023,Sim,Sim,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Maio,2019,40 150 km,2 143 cm3,180 cv,Sim,SUV / TT,Vermelho,,Automática,,5,5,,,,,Nacional,,,,Usados,37 990        EUR,8087596013,13 Julho 2023,,Sim,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi GT Pack EAT8,Diesel,Julho,2022,7 000 km,1 499 cm3,130 cv,Sim,SUV / TT,Branco,Metalizado,Automática,8,5,5,,,,1,Importado,Sim,,,Usados,38 950        EUR,8089289316,13 Julho 2023,,,36 Meses,Classe 1,,Sim,,,,,,,,,,,,01/01/0001,,,,StandVirtual,Yes
Particular,Mercedes-Benz,E 200,,Gasolina,Fevereiro,2020,135 000 km,1 991 cm3,197 cv,Sim,Cabrio,Preto,Metalizado,Automática,9,3,4,,,,1,Nacional,Sim,8 l/100km,,Usados,43 000        EUR,8089286311,13 Julho 2023,,,,Classe 1,Sim,Sim,,,,,,,,,,,Classe E,,,,,StandVirtual,Yes
Profissional,BMW,X2,20 d sDrive Auto,Diesel,Agosto,2019,49 000 km,1 995 cm3,190 cv,Sim,SUV / TT,Amarelo,Metalizado,Automática,8,5,5,Tracção traseira,137 g/km,,1,Importado,Sim,,,Usados,37 950        EUR,8089189188,13 Julho 2023,Sim,,18 Meses,Classe 1,,Sim,,,,,,,,,,,Série X,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D AMG Line,Diesel,Dezembro,2018,78 555 km,1 950 cm3,194 cv,,Sedan,Preto,Metalizado,Automática,,5,5,,,,,,Sim,,,Usados,39 980        EUR,8089827329,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,,,Sim,,Classe E,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,h AMG Line,Híbrido (Diesel),Maio,2017,115 787 km,2 143 cm3,231 cv,Sim,Carrinha,Preto,,Automática,,5,,,,,,Nacional,,,,Usados,33 990        EUR,8089773712,13 Julho 2023,,,18 Meses,,,,,,,,,,,,,,Classe C,,,,,StandVirtual,Yes
Profissional,MG,MG5,61 kWh Comfort,Eléctrico,Janeiro,2023,3 580 km,,156 cv,Sim,Carrinha,Branco,Pérola,Automática,7,5,5,Tracção dianteira,,,,Nacional,Sim,,,Usados,39 500        EUR,8089555637,13 Julho 2023,Sim,Sim,84 Meses,Classe 1,Sim,Sim,,Sim,,,400 km,,Própria,,,,,11/01/2030,150 000 km,"17,50 kWh/100km",,StandVirtual,Yes
Profissional,Volvo,XC 40,2.0 D3 Momentum,Diesel,Novembro,2018,61 800 km,1 969 cm3,150 cv,,SUV / TT,Azul,,Manual,6,5,5,Tracção dianteira,127 g/km,,,Nacional,,"5,70 l/100km",,Usados,36 200        EUR,8088990234,13 Julho 2023,Sim,Sim,24 Meses,Classe 1,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Pack M Auto,Diesel,Junho,2018,83 000 km,1 995 cm3,190 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Tracção dianteira,,,1,Nacional,Sim,,,Usados,38 500        EUR,8088434396,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,Sim,,,,,,,Sim,,Série 5,,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Maio,2020,77 000 km,1 496 cm3,116 cv,,Sedan,Cinzento,,Automática,6,4,,Tracção dianteira,,,,Nacional,Sim,,,Usados,36 900        EUR,8088854074,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,Sim,,,,,,,,,,Série 2,,,,,StandVirtual,Yes
Profissional,VW,Tiguan Allspace,2.0 TDI Highline,Diesel,Agosto,2018,115 000 km,1 968 cm3,150 cv,Sim,SUV / TT,Cinzento,,Manual,,5,7,,131 g/km,,1,Nacional,Sim,,,Usados,34 750        EUR,8088326158,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,148 €,,,,,,,,StandVirtual,Yes
Profissional,Audi,A6 Avant,2.0 TDi Advance S tronic,Diesel,Setembro,2018,39 206 km,1 968 cm3,190 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,7,5,5,Tracção dianteira,115 g/km,,,,,,,Usados,42 900        EUR,8085397299,13 Julho 2023,Sim,Sim,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2021,90 578 km,1 950 cm3,116 cv,Sim,Utilitário,Cinzento,,Automática,,5,5,Tracção dianteira,132 g/km,,1,Nacional,Sim,,,Usados,33 490        EUR,8089694596,13 Julho 2023,,Sim,18 Meses,,Sim,,Sim,Sim,,,,,,,,,Classe A,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 200,Shooting Brake AMG Line Aut.,Gasolina,Fevereiro,2022,18 000 km,1 332 cm3,163 cv,Sim,Carrinha,Preto,,Automática,7,5,5,,,,1,Importado,Sim,,,Usados,39 950        EUR,8089346856,13 Julho 2023,,,36 Meses,Classe 1,,Sim,,,,,,,,,,,Classe CLA,01/01/0001,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 D4 Momentum,Diesel,Março,2016,69 266 km,1 969 cm3,190 cv,Sim,SUV / TT,Azul,,Manual,,5,,,,,,Nacional,,,,Usados,33 990        EUR,8089773707,13 Julho 2023,,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,2.0 TSI GTI DSG,Gasolina,Novembro,2020,32 050 km,1 984 cm3,245 cv,Sim,Sedan,Vermelho,Metalizado,Automática,7,5,5,Tracção dianteira,,,1,Importado,Sim,,,Usados,41 500        EUR,8089161453,13 Julho 2023,Sim,,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,2.0 TSI GTI,Gasolina,Dezembro,2018,142 913 km,1 984 cm3,245 cv,Sim,Utilitário,Azul,Metalizado,Manual,6,5,5,,,,,Importado,Sim,,,Usados,32 990        EUR,8089870106,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,,Sim,,,,,,,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Outubro,2018,113 000 km,2 143 cm3,204 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,9,5,5,Integral,186 g/km,,,Nacional,,7 l/100km,"5,60 l/100km",Usados,41 999        EUR,8089931418,13 Julho 2023,,,18 Meses,Classe 1,,Sim,,,,,,,,,Sim,,Classe GLC,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake 8G-DCT,Diesel,Janeiro,2020,159 000 km,1 950 cm3,150 cv,Sim,Carrinha,Preto,,Automática,8,5,5,Tracção dianteira,130 g/km,,1,,,,,Usados,30 999        EUR,8089931426,13 Julho 2023,,,18 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,,,Sim,,Classe CLA,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,1.4 e-Hybrid Xcellence DSG,Híbrido (Gasolina),Março,2021,47 669 km,1 395 cm3,204 cv,,Utilitário,Cinzento,Metalizado,Automática,6,5,5,Tracção dianteira,25 g/km,,,,,,,Usados,31 990        EUR,8089869773,13 Julho 2023,,Sim,24 Meses,,,Sim,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A5,2.0 TDI Sport,Diesel,Janeiro,2018,101 000 km,1 968 cm3,190 cv,,Coupé,Cinzento,,Manual,6,2,4,,,,1,,Sim,,,Usados,32 500        EUR,8088719469,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 220,d Shooting Brake AMG Line Aut.,Diesel,Março,2017,90 890 km,2 143 cm3,177 cv,,Carrinha,Branco,,Automática,7,5,5,,,01/03/2025,,,,,,Usados,33 990        EUR,8088499320,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,Classe CLA,,,,,StandVirtual,Yes
Particular,Volvo,XC 90,2.0 T8 PHEV Momentum AWD,Híbrido (Gasolina),Dezembro,2015,150 000 km,1 969 cm3,407 cv,,SUV / TT,Azul,Metalizado,Automática,,5,7,,,,,,,,,Usados,42 800        EUR,8089944660,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,E-Pace,2.0 i4 R-Dynamic S AWD Aut.,Gasolina,Maio,2018,79 000 km,1 997 cm3,249 cv,,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,1,Nacional,Sim,,,Usados,41 500        EUR,8088685483,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cabrio,Cooper Premium Sidewalk Special Edition Auto,Gasolina,Março,2021,45 987 km,1 499 cm3,136 cv,Sim,Cabrio,Azul,Metalizado,Automática,,2,4,,,,,Nacional,Sim,,,Usados,35 800        EUR,8089446209,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,435,d xDrive Pack M Auto,Diesel,Agosto,2014,144 500 km,2 993 cm3,313 cv,Sim,Cabrio,Preto,Metalizado,Automática,8,2,4,Integral,,,,,,,,Usados,39 800        EUR,8088709687,10 Julho 2023,,,,Classe 1,,,,,,,,,,,Sim,,Série 4,,,,,StandVirtual,Yes
Particular,BMW,X1,16 d sDrive Line Sport Auto,Diesel,Junho,2021,32 734 km,1 496 cm3,116 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,7,5,5,Tracção dianteira,140 g/km,,,Nacional,,,,Usados,37 500        EUR,8090035721,13 Julho 2023,,,,Classe 1,,,,,,,,,,,,,Série X,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,EV 64kWh Premium,Eléctrico,Setembro,2019,31 000 km,,204 cv,Sim,SUV / TT,Vermelho,Metalizado,Automática,,5,5,,,,1,,Sim,,,Usados,30 490        EUR,8087965809,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,Sim,Sim,482 km,,484 km,64 kWh,Própria,,,,,,,"14,70 kWh/100km",,StandVirtual,Yes
Profissional,BMW,320 Gran Turismo,,Diesel,Abril,2019,90 500 km,1 995 cm3,190 cv,Sim,Carrinha,Prateado,,Automática,,5,5,,,,,Importado,,,,Usados,33 850        EUR,8088210172,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,Série 3,,,,,StandVirtual,Yes
Profissional,Nissan,Navara,2.3 dCi CD 4WD Tekna,Diesel,Julho,2017,97 000 km,2 298 cm3,190 cv,,SUV / TT,Cinzento,,Manual,,4,5,,,01/07/2023,,Importado,Sim,,,Usados,33 990        EUR,8089695647,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,640,d Pack M,Diesel,Setembro,2011,193 524 km,2 993 cm3,313 cv,,Coupé,Preto,,Automática,,2,4,,,,,Nacional,,,,Usados,38 000        EUR,8089909373,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,Série 6,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech Allure Pack EAT8,Gasolina,Fevereiro,2023,6 km,1 199 cm3,130 cv,,SUV / TT,Branco,,Automática,,5,5,,,,1,Importado,,,,Usados,33 500        EUR,8089820950,13 Julho 2023,Sim,Sim,36 Meses,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Pack M Auto,Diesel,Fevereiro,2017,135 499 km,1 995 cm3,190 cv,Sim,Sedan,Cinzento,Metalizado,Automática,7,4,5,Tracção traseira,,,1,Nacional,Sim,,,Usados,34 490        EUR,8088537799,13 Julho 2023,,Sim,18 Meses,Classe 1,Sim,,,,,,,,,,,,Série 5,,,,,StandVirtual,Yes
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Agosto,2019,81 000 km,1 968 cm3,150 cv,Sim,Sedan,Cinzento,Metalizado,Automática,7,4,5,Tracção dianteira,146 g/km,,,Nacional,,,,Usados,32 900        EUR,8085399090,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,,Diesel,Julho,2021,37 334 km,1 950 cm3,116 cv,,Utilitário,Branco,Metalizado,Automática,8,5,5,Tracção dianteira,,,,Nacional,Sim,,,Usados,34 500        EUR,8089275233,13 Julho 2023,Sim,Sim,24 Meses,,Sim,Sim,Sim,,,,,,,,Sim,,Classe A,,,,,StandVirtual,Yes
Profissional,Toyota,Corolla Touring Sports,1.2T Comfort+P.Sport,Gasolina,Setembro,2021,28 450 km,1 197 cm3,116 cv,Sim,Carrinha,Vermelho,Pérola,Manual,6,5,5,Tracção dianteira,128 g/km,,1,Nacional,,"7,10 l/100km","4,70 l/100km",Usados,30 950        EUR,8087622084,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,,,,,,"5,60 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Agosto,2020,54 000 km,,351 cv,Sim,Sedan,Branco,Metalizado,Automática,,4,5,,,,1,,Sim,,,Usados,41 900        EUR,8086610808,13 Julho 2023,Sim,Sim,36 Meses,,Sim,Sim,,,,,,,Própria,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Janeiro,2020,117 000 km,1 461 cm3,116 cv,,Utilitário,Cinzento,Metalizado,Automática,7,5,,Tracção dianteira,123 g/km,,,Nacional,,,,Usados,31 990        EUR,8089599943,13 Julho 2023,,Sim,24 Meses,,Sim,Sim,,,,,,,,,,,Classe A,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,40 TFSIe Advanced,Híbrido (Gasolina),Dezembro,2020,40 000 km,1 395 cm3,204 cv,Sim,Utilitário,Cinzento,Metalizado,Automática,7,5,5,Tracção dianteira,,,1,Nacional,Sim,,,Usados,34 980        EUR,8089208076,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Abril,2020,126 300 km,1 950 cm3,194 cv,,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Tracção traseira,,,,,Sim,,,Usados,30 480        EUR,8087609115,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,Classe C,,,,,StandVirtual,Yes
Profissional,Hyundai,Tucson,1.6 CRDi Premium +P.Pe.+P.Style Plus,Diesel,Novembro,2021,65 867 km,1 598 cm3,116 cv,,SUV / TT,Cinzento,,Manual,6,5,5,,,,,Nacional,Sim,,,Usados,33 900        EUR,8090035657,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,530,,Híbrido (Gasolina),Janeiro,2018,134 000 km,1 998 cm3,252 cv,,Sedan,Cinzento,,Automática,7,4,5,,,01/01/2024,,,Sim,,,Usados,33 990        EUR,8088655193,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,Série 5,,,,,StandVirtual,Yes
Profissional,BMW,X5,,Diesel,Outubro,2017,96 000 km,1 955 cm3,210 cv,,SUV / TT,Cinzento,,Automática,8,5,5,,,01/10/2023,,,Sim,,,Usados,42 990        EUR,8088498411,13 Julho 2023,Sim,Sim,18 Meses,Classe 2,,Sim,,,,,,,,,,,Série X,,,,,StandVirtual,Yes
Profissional,Audi,A6 Avant,3.0 BiTDi V6 quattro S-line Tiptronic,Diesel,Janeiro,2014,234 199 km,2 967 cm3,320 cv,Sim,Carrinha,Preto,,Automática,8,5,5,,,,,,Sim,,,Usados,42 900        EUR,8089845990,13 Julho 2023,,Sim,36 Meses,,,Sim,,,,,,,,,Sim,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Novembro,2018,120 000 km,1 950 cm3,194 cv,,Sedan,Cinzento,Metalizado,Automática,9,4,5,Tracção traseira,138 g/km,,1,Nacional,Sim,"5,70 l/100km","4,10 l/100km",Usados,33 800        EUR,8089812238,13 Julho 2023,,,36 Meses,Classe 1,,Sim,,,,,,,,,,,Classe E,,,,,StandVirtual,Yes
Profissional,Audi,e-tron,55 quattro Advanced,Eléctrico,Julho,2019,160 000 km,,408 cv,,SUV / TT,Preto,,Automática,,5,,,,,1,,,,,Usados,43 500        EUR,8090003658,13 Julho 2023,,,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d AMG Line Aut.,Diesel,Outubro,2017,129 000 km,2 143 cm3,170 cv,,Carrinha,Preto,,Automática,,5,5,,,,1,,Sim,,,Usados,31 500        EUR,8088835199,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,Classe C,,,,,StandVirtual,Yes
Profissional,BMW,X6,40 d xDrive,Diesel,Maio,2012,47 697 km,2 993 cm3,306 cv,Sim,SUV / TT,Branco,,Automática,,5,5,,,,1,Importado,Sim,,,Usados,44 900        EUR,8088736215,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,Série X,,,,,StandVirtual,Yes
Profissional,BMW,520,d Line Luxury Auto,Diesel,Junho,2017,114 000 km,1 995 cm3,190 cv,,Carrinha,Cinzento,,Automática,8,5,5,,,,1,,Sim,,,Usados,31 990        EUR,8088310433,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,Série 5,,,,,StandVirtual,Yes
Profissional,BMW,420,i Pack M Auto,Gasolina,Janeiro,2020,44 848 km,1 998 cm3,184 cv,,Coupé,Branco,,Automática,,2,4,,,,,,Sim,,,Usados,42 899        EUR,8089765062,13 Julho 2023,,,18 Meses,,,,,,,,,,,,,,Série 4,,,,,StandVirtual,Yes
Profissional,Jaguar,E-Pace,2.0 i4D R-Dynamic S AWD Aut.,Diesel,Dezembro,2019,20 500 km,1 999 cm3,240 cv,,SUV / TT,Branco,,Automática,,5,5,,,,1,,Sim,,,Usados,44 400        EUR,8087663520,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X1,16 d sDrive Advantage,Diesel,Setembro,2018,66 712 km,1 496 cm3,116 cv,,SUV / TT,Cinzento,Metalizado,Manual,,5,5,,,,,Nacional,Sim,,,Usados,30 900        EUR,8086015415,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,,,,,,,,,,,Série X,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,e-tron 1.4 TFSI S-line S tronic,Híbrido (Gasolina),Janeiro,2020,60 200 km,1 395 cm3,204 cv,,Utilitário,Branco,,Automática,,5,5,,,,1,Nacional,Sim,,,Usados,31 950        EUR,8088770806,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,Sim,70 km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 220,CDi AMG Line 4-Matic,Diesel,Março,2015,93 792 km,2 143 cm3,170 cv,,SUV / TT,Branco,,Automática,,5,5,,,,,Nacional,Sim,,,Usados,31 900        EUR,8089310352,13 Julho 2023,,Sim,18 Meses,,,Sim,,,,,,,,,,,Classe GLA,,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,d Line Sport Auto,Diesel,Junho,2018,65 200 km,1 995 cm3,190 cv,,Coupé,Cinzento,,Automática,,5,5,,,,,Nacional,Sim,,,Usados,35 880        EUR,8088415558,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,Série 4,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 200,d AMG Line Aut.,Diesel,Outubro,2018,49 259 km,2 143 cm3,136 cv,,Sedan,Preto,,Automática,,4,5,,,,,Nacional,,,,Usados,36 900        EUR,8089913794,13 Julho 2023,Sim,Sim,18 Meses,,,,,,,,,,,,,,Classe CLA,,,,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,2.0 i4D Prestige Aut.,Diesel,Junho,2018,84 000 km,1 999 cm3,180 cv,,SUV / TT,Preto,,Automática,,5,5,,,,,Nacional,,,,Usados,42 399        EUR,8089913557,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
