Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Filtro de partículas,Garantia de Fábrica até,ou até,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Aceita retoma,Não fumador,Emissões CO2,Consumo Extra Urbano,Autonomia,Valor Fixo,IUC,Consumo Combinado,Sub-modelo,Autonomia Máxima,Bateria,Consumo,Capacidade da bateria,Gancho de Reboque,Clássico,Site,Portugal,Data
Profissional,Opel,Mokka-e,Ultimate,Eléctrico,Outubro,2021,19 196 km,,136 cv,,SUV / TT,Verde,,Automática,1,5,,,Tracção dianteira,,,,,36 Meses,,,,,,Usados,34 980        EUR,8090546082,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-ultimate-ID8Px6CK.html,,,,,,318 km,,,,,,,"17,40 kWh/100km",,,,StandVirtual,Yes,2023-09-16
Profissional,DS,DS4,1.2 PureTech Performance Line EAT8,Gasolina,Abril,2023,2 900 km,1 199 cm3,130 cv,Sim,Utilitário,Bege,,Automática,7,5,5,Classe 1,,,01/01/0001,,,36 Meses,1,Nacional,,Sim,,Usados,41 450        EUR,8090610720,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds4-1-2-puretech-performance-line-eat8-ID8Pxnri.html,,Sim,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Fiat,500e C,Icon,Eléctrico,Abril,2021,11 045 km,,118 cv,Sim,Cabrio,Branco,,Automática,,2,4,,,,01/01/0001,,,36 Meses,,Importado,Sim,,,Usados,30 490        EUR,8088275144,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500e-c-icon-ID8PnzQI.html,Sim,Sim,Sim,,,,,,,,,Própria,,,,,StandVirtual,Yes,2023-09-16
Particular,BMW,730,Ld xDrive Pack M,Diesel,Janeiro,2016,168 700 km,2 993 cm3,265 cv,,Sedan,Cinzento,Metalizado,Automática,8,4,4,Classe 1,Integral,,,,,,1,Nacional,Sim,Sim,"6,90 l/100km",Usados,40 500        EUR,8090436037,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-730-ld-xdrive-pack-m-ID8PvDZP.html,,,Sim,153 g/km,"5,20 l/100km",,,,,Série 7,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,X5 M,M50 d,Diesel,Janeiro,2014,175 000 km,2 993 cm3,381 cv,Sim,SUV / TT,Azul,Metalizado,Automática,,5,7,,,,,,,18 Meses,,,,Sim,"8,70 l/100km",Usados,42 000        EUR,8088911205,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-m-m50-d-ID8PqfjL.html,,,Sim,,,,Sim,,,Série X,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,X5 M,M50 d,Diesel,Setembro,2014,160 000 km,2 993 cm3,381 cv,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,,,,18 Meses,,,Sim,Sim,"8,70 l/100km",Usados,42 500        EUR,8088193096,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-m-m50-d-ID8Pnewm.html,,,Sim,,,,Sim,,,Série X,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Setembro,2022,20 500 km,1 950 cm3,116 cv,Sim,Carrinha,Cinzento,,Automática,,5,5,,,,,,,36 Meses,,Nacional,Sim,,,Usados,41 590        EUR,8090494349,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PvTal.html,,Sim,Sim,,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 220,D AMG Line,Diesel,Fevereiro,2018,79 000 km,2 143 cm3,170 cv,Sim,Coupé,Branco,,Manual,,4,4,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,37 900        EUR,8089778216,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8PtSRO.html,Sim,Sim,Sim,116 g/km,,,Sim,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,GLA 220,d Style,Diesel,Junho,2017,139 000 km,2 143 cm3,170 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,,,,,18 Meses,1,,Sim,,,Usados,30 900        EUR,8089793753,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-220-d-style-ID8PtVUp.html,,Sim,,115 g/km,,,,,,Classe GLA,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Outubro,2017,139 000 km,2 143 cm3,204 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,42 900        EUR,8089710904,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PtBm8.html,,Sim,Sim,129 g/km,,,,,,Classe GLC,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,Q3,2.0 TDI quattro S-line S tronic,Diesel,Abril,2018,139 000 km,1 968 cm3,150 cv,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,31 900        EUR,8089793754,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-2-0-tdi-quattro-s-line-s-tronic-ID8PtVUq.html,,Sim,Sim,133 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,520,d Line Luxury Auto,Diesel,Setembro,2017,99 000 km,1 995 cm3,190 cv,Sim,Carrinha,Azul,Metalizado,Automática,,5,5,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,32 900        EUR,8089710908,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PtBmc.html,,Sim,Sim,119 g/km,,,Sim,,,Série 5,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180 Limousine,d AMG Line,Diesel,Junho,2022,15 870 km,1 950 cm3,116 cv,Sim,Sedan,Preto,,Manual,,4,,,,,,,,24 Meses,,Nacional,,,,Usados,39 750        EUR,8090308617,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-ID8Pv6QF.html,,Sim,,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d Style Plus Aut.,Diesel,Novembro,2021,12 795 km,1 950 cm3,116 cv,Sim,Sedan,Preto,,Automática,,5,,,,,,,,24 Meses,,Nacional,,,,Usados,36 490        EUR,8090308596,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-plus-aut-ID8Pv6Qk.html,,Sim,,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2019,88 938 km,1 461 cm3,116 cv,Sim,Utilitário,Preto,,Automática,,5,,,,,,,,24 Meses,,Nacional,,,,Usados,32 990        EUR,8090308622,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pv6QK.html,,Sim,,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Zoe,Intens 50,Eléctrico,Dezembro,2021,6 500 km,,109 cv,Sim,Citadino,Branco,Pérola,Automática,,5,5,,Tracção dianteira,,,,,18 Meses,,Importado,,,,Usados,31 950        EUR,8087527439,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-ID8PkrkX.html,,Sim,,,,395 km,,,,,,Própria,"17,30 kWh/100km",,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2019,48 655 km,1 461 cm3,116 cv,Sim,Utilitário,Vermelho,,Automática,7,5,5,,Tracção dianteira,,,,,36 Meses,,Nacional,,,,Usados,32 480        EUR,8090545853,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Px6z3.html,,Sim,,123 g/km,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Outubro,2020,92 200 km,1 461 cm3,116 cv,Sim,Utilitário,Prateado,,Automática,,5,,,,,,,,24 Meses,,Nacional,,,,Usados,33 990        EUR,8090308575,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pv6PZ.html,,Sim,,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d Style Plus Aut.,Diesel,Novembro,2021,36 835 km,1 950 cm3,116 cv,Sim,Sedan,Prateado,,Automática,,5,,,,,,,,24 Meses,,Nacional,,,,Usados,35 990        EUR,8090308541,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-plus-aut-ID8Pv6Pr.html,,Sim,,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 220,d Progressive Aut.,Diesel,Fevereiro,2019,108 025 km,1 950 cm3,190 cv,Sim,Utilitário,Cinzento,,Automática,,5,,,,,,,,24 Meses,,Nacional,,,,Usados,34 990        EUR,8090308537,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-220-d-progressive-aut-ID8Pv6Pn.html,,Sim,,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Agosto,2022,25 000 km,1 499 cm3,130 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,,5,5,,,,,,,18 Meses,,Nacional,Sim,Sim,,Usados,31 900        EUR,8090102373,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pwfc9.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,Golf,2.0 TSI GTI DSG,Gasolina,Janeiro,2021,33 000 km,1 984 cm3,245 cv,Sim,Utilitário,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,,,,18 Meses,,Importado,,Sim,"8,60 l/100km",Usados,44 999        EUR,8090293614,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-ID8Pv2VG.html,,Sim,Sim,167 g/km,"5,30 l/100km",,Sim,220 €,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,GLA 200,d Style Aut.,Diesel,Setembro,2018,125 399 km,2 143 cm3,136 cv,Sim,SUV / TT,Branco,,Automática,7,5,,,Tracção traseira,Sim,,,,24 Meses,,Nacional,,,"6,50 l/100km",Usados,37 990        EUR,8090308516,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-200-d-style-aut-ID8Pv6P2.html,,Sim,,162 g/km,5 l/100km,,Sim,,,Classe GLA,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 220,d AMG Line,Diesel,Outubro,2018,120 400 km,1 950 cm3,194 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,Sim,,,,18 Meses,1,Importado,Sim,Sim,,Usados,42 999        EUR,8086973535,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8Pi7f1.html,,Sim,Sim,159 g/km,,,Sim,225 €,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Março,2020,91 977 km,1 332 cm3,218 cv,Sim,Utilitário,Branco,,Automática,,5,,,,,,,,24 Meses,,Nacional,,,,Usados,39 990        EUR,8090308506,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8Pv6OS.html,,Sim,,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Alfa Romeo,Stelvio,2.0 T Super AT8 Q4,Gasolina,Agosto,2017,62 000 km,1 995 cm3,280 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Integral,,,,,18 Meses,1,Nacional,Sim,Sim,10 l/100km,Usados,39 500        EUR,8085654590,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-0-t-super-at8-q4-ID8PcA7I.html,,Sim,Sim,161 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mazda,CX-5,2.0 G Homura,Gasolina,Setembro,2022,15 180 km,1 998 cm3,165 cv,,SUV / TT,Branco,,Manual,6,5,5,,Tracção dianteira,,,,,36 Meses,,Nacional,,,,Usados,36 480        EUR,8090545705,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-5-2-0-g-homura-ID8Px6vF.html,,,,146 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2021,42 000 km,1 950 cm3,116 cv,Sim,Utilitário,Preto,,Automática,9,5,5,Classe 1,,,,,,24 Meses,,Nacional,Sim,Sim,"5,30 l/100km",Usados,37 900        EUR,8087425732,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pk0Sv.html,,,,,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2022,13 000 km,1 950 cm3,116 cv,Sim,Utilitário,Cinzento,,Automática,8,5,5,Classe 1,,,,,,24 Meses,,Nacional,Sim,Sim,"5,30 l/100km",Usados,39 900        EUR,8088793430,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PpKGa.html,,Sim,Sim,,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Março,2019,79 000 km,1 461 cm3,116 cv,,Utilitário,Branco,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,30 950        EUR,8090545993,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Px6Bj.html,,,Sim,123 g/km,,,,147 €,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,Golf,1.4 TSI GTE DSG,Híbrido (Gasolina),Março,2021,29 178 km,1 395 cm3,245 cv,,Citadino,Azul,,Automática,,5,5,,,,,,,36 Meses,,Importado,,,,Usados,31 990        EUR,8089917534,6 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-gte-dsg-ID8Put6S.html,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,BMW,420,d Cabrio Sport-Aut. M Sport,Diesel,Novembro,2017,65 000 km,1 995 cm3,190 cv,,Cabrio,Cinzento,,Automática,8,2,4,Classe 1,Tracção traseira,Sim,11/07/2024,,,,,Importado,,Sim,"5,60 l/100km",Usados,43 250        EUR,8090012411,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-cabrio-sport-aut-m-sport-ID8PuRN9.html,,,Sim,,,,,,,Série 4,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,A3 Sportback,30 TDI S line S tronic,Diesel,Março,2023,16 000 km,1 968 cm3,116 cv,,Sedan,Cinzento,,Automática,,5,5,,,,,,,36 Meses,,Nacional,,,,Usados,32 990        EUR,8090581324,11 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tdi-s-line-s-tronic-ID8PxfNa.html,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Nissan,Qashqai,1.3 DIG-T N-Connecta,Gasolina,Novembro,2022,5 km,1 332 cm3,140 cv,Sim,SUV / TT,Azul,,Manual,6,5,,Classe 1,Tracção dianteira,,,,,36 Meses,,Nacional,,,,Usados,31 800        EUR,8090488052,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-connecta-ID8PvRvM.html,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,2008,1.2 PureTech GT Pack EAT8,Gasolina,Janeiro,2023,6 km,1 199 cm3,130 cv,Sim,SUV / TT,Azul,,Automática,8,5,5,Classe 1,Tracção dianteira,,,,,36 Meses,1,Importado,,,,Usados,32 800        EUR,8089821003,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-gt-pack-eat8-ID8Pu3ZW.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,Tiguan,2.0 TDI Conceptline,Diesel,Janeiro,2023,2 800 km,1 968 cm3,122 cv,Sim,SUV / TT,Preto,,Manual,6,5,5,,,,,,,18 Meses,,Nacional,,,,Usados,38 500        EUR,8089391085,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-2-0-tdi-conceptline-ID8Psg9L.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,ID.3,Pro Performance,Eléctrico,Maio,2022,5 km,,204 cv,Sim,Utilitário,Branco,,Automática,,5,,,,,,,,36 Meses,,Importado,,,,Usados,37 800        EUR,8088417492,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-id-3-pro-performance-ID8PoaSE.html,Sim,Sim,,,,,,,,,,Própria,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,A4 Avant,30 TDI S tronic,Diesel,Março,2022,46 218 km,1 968 cm3,136 cv,Sim,Carrinha,Cinzento,,Automática,7,5,5,,Tracção dianteira,,,,,36 Meses,,,,,5 l/100km,Usados,42 480        EUR,8090545601,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-30-tdi-s-tronic-ID8Px6uZ.html,,Sim,,126 g/km,"3,60 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Mercedes-Benz,E 220,CDi Avantgarde BE Auto.,Diesel,Fevereiro,2014,94 850 km,2 143 cm3,170 cv,,Cabrio,Vermelho,,Automática,,3,4,Classe 1,Tracção traseira,Sim,,,,,1,Importado,Sim,Sim,"8,10 l/100km",Usados,30 500        EUR,8087618871,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-cdi-avantgarde-be-auto-ID8PkP7F.html,,,Sim,,,,,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 200,,Diesel,Abril,2019,151 158 km,1 597 cm3,160 cv,Sim,Carrinha,Cinzento,,Automática,8,5,5,Classe 1,Tracção dianteira,,,,30/04/2025,18 Meses,1,Importado,Sim,Sim,,Usados,32 500        EUR,8089075250,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-ID8PqWZE.html,,Sim,Sim,,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Porsche,Panamera,Diesel,Diesel,Agosto,2012,235 000 km,2 967 cm3,250 cv,Sim,Sedan,Cinzento,Metalizado,Automática,,5,4,Classe 1,Integral,Sim,,,,18 Meses,,,,Sim,"7,80 l/100km",Usados,41 490        EUR,8090582673,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-diesel-ID8Pxg8W.html,,Sim,,172 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack EAT8,Diesel,Abril,2022,11 750 km,1 499 cm3,130 cv,Sim,Monovolume,Cinzento,Metalizado,Automática,8,5,7,,Tracção dianteira,,,,,18 Meses,,Importado,,,"4,50 l/100km",Usados,44 950        EUR,8087981448,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-eat8-ID8PmlrG.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Agosto,2021,24 572 km,1 950 cm3,116 cv,Sim,Utilitário,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,,"5,30 l/100km",Usados,38 450        EUR,8090412312,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PvxPa.html,,Sim,Sim,132 g/km,"3,80 l/100km",,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Particular,BMW,530,,Diesel,Maio,2017,125 000 km,2 993 cm3,265 cv,,Citadino,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,,,18/05/2025,,1,Nacional,Sim,Sim,,Usados,42 900        EUR,8090340893,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-ID8Pvfff.html,,,Sim,,,,,630 €,,Série 5,1 150 km,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Lexus,NX 300h,Executive+,Híbrido (Gasolina),Março,2018,61 000 km,2 494 cm3,197 cv,Sim,SUV / TT,Branco,Pérola,Automática,5,5,5,Classe 1,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,,"5,10 l/100km",Usados,37 490        EUR,8089817245,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/lexus-nx-300h-executive-ID8Pu31j.html,,Sim,Sim,169 g/km,5 l/100km,,Sim,,,NX,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,Q3 Sportback,35 TFSI S tronic,Gasolina,Maio,2021,9 200 km,1 498 cm3,150 cv,Sim,SUV / TT,Preto,,Automática,,5,5,Classe 1,,,,,,18 Meses,1,,Sim,,,Usados,44 900        EUR,8086803804,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-sportback-35-tfsi-s-tronic-ID8Php5q.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mazda,3,2.0 Sky-X Excellence +TAE AWD AT S/Bose,Gasolina,Abril,2022,7 894 km,1 998 cm3,186 cv,Sim,Utilitário,Azul,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,01/04/2025,,,18 Meses,1,Nacional,Sim,,,Usados,31 990        EUR,8089101915,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-3-2-0-sky-x-excellence-tae-awd-at-s-bose-ID8Pr2WJ.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,318,d Line Sport,Diesel,Agosto,2019,119 930 km,1 995 cm3,150 cv,Sim,Sedan,Azul,,Manual,6,4,5,Classe 1,,Sim,,,,18 Meses,,Nacional,Sim,Sim,,Usados,31 500        EUR,8087779649,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-line-sport-ID8PluVR.html,,Sim,,,,,Sim,,,Série 3,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Janeiro,2021,35 668 km,1 461 cm3,116 cv,Sim,Utilitário,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,01/01/0001,,,36 Meses,1,Nacional,Sim,Sim,,Usados,34 990        EUR,8090339012,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PveKU.html,,Sim,Sim,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,GLC 250,d Exclusive 4-Matic,Diesel,Agosto,2018,75 110 km,2 143 cm3,204 cv,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,Integral,,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,40 990        EUR,8090318418,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-exclusive-4-matic-ID8Pv9oK.html,,Sim,Sim,,,,Sim,,,Classe GLC,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,ID.3,Pure Performance City,Eléctrico,Maio,2021,22 000 km,,150 cv,Sim,Utilitário,Branco,,Automática,,5,5,Classe 1,,,,,,24 Meses,1,,,Sim,,Usados,36 990        EUR,8087061235,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-id-3-pure-performance-city-ID8Piu3x.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Janeiro,2020,52 457 km,1 950 cm3,306 cv,Sim,Sedan,Azul,Metalizado,Automática,9,4,5,Classe 1,Tracção traseira,,,,,18 Meses,1,Nacional,Sim,,,Usados,41 990        EUR,8089101640,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8Pr2Ri.html,Sim,Sim,Sim,,,,Sim,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,318,d Pack M Auto,Diesel,Fevereiro,2020,40 504 km,1 995 cm3,150 cv,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,Tracção traseira,,,,,18 Meses,1,Nacional,Sim,,,Usados,34 450        EUR,8089027682,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-pack-m-auto-ID8PqJCq.html,,Sim,Sim,,,,Sim,,,Série 3,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,520,d Line Luxury Auto,Diesel,Outubro,2017,89 623 km,1 995 cm3,190 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,,,,18 Meses,1,Nacional,Sim,,,Usados,30 990        EUR,8088826723,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PpTl9.html,,Sim,Sim,,,,Sim,,,Série 5,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Toyota,Camry,2.5 Hybrid Luxury,Híbrido (Gasolina),Outubro,2020,13 885 km,2 487 cm3,218 cv,Sim,Sedan,Branco,Metalizado,Automática,,4,5,Classe 1,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,,,Usados,39 490        EUR,8089278692,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-camry-2-5-hybrid-luxury-ID8PrMUY.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Porsche,Panamera,,Diesel,Janeiro,2012,274 450 km,2 967 cm3,250 cv,Sim,Sedan,Branco,,Automática,7,5,4,Classe 1,,,,,,18 Meses,2,Importado,Sim,,,Usados,40 250        EUR,8089908558,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-ID8PuqM6.html,,Sim,Sim,172 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
