Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,IUC,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Sub-modelo,Possibilidade de financiamento,IVA Discriminado,IVA dedutível,Consumo Urbano,Autonomia,Consumo,Bateria,Autonomia Máxima,Filtro de partículas,Emissões CO2,Consumo Extra Urbano,Consumo Combinado,Garantia de Fábrica até,Inspecção válida até,ou até,Capacidade da bateria,Clássico,Site,Portugal
Profissional,Toyota,Proace Verso,1.6 D-4D L2 1.2T Exclusive 9L,Diesel,Maio,2018,98 000 km,1 560 cm3,115 cv,,Sim,Monovolume,Preto,Metalizado,Manual,6,4,9,Classe 1,Tracção traseira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,37 950        EUR,8089628102,3 Julho 2023,,Sim,Sim,Sim,"5,60 l/100km",,,,,,137 g/km,5 l/100km,,,08/05/2024,,,,StandVirtual,Yes
Profissional,Volvo,V40,2.0 D2 Kinetic Eco,Diesel,Julho,2018,148 000 km,1 969 cm3,120 cv,,Sim,Utilitário,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,15 980        EUR,8089916080,3 Julho 2023,,Sim,,,"3,70 l/100km",,,,,,89 g/km,"3,20 l/100km",,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Pajero,3.2 DI-D GLS,Diesel,Março,2004,150 000 km,3 200 cm3,165 cv,Sim,,SUV / TT,Branco,,Manual,,3,2,,Integral,,18 Meses,,Importado,,,,Usados,25 000        EUR,8085284568,3 Julho 2023,,,,,12 l/100km,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,1.6 TDCi Trend,Diesel,Junho,2008,200 000 km,1 560 cm3,90 cv,Sim,Sim,Carrinha,Azul,Metalizado,Manual,,5,5,Classe 1,,,18 Meses,1,Nacional,,Sim,Sim,Usados,4 490        EUR,8089665240,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,(BlueTEC) d Station AMG Line,Diesel,Janeiro,2015,189 000 km,1 598 cm3,136 cv,Sim,Sim,Carrinha,Branco,,Manual,6,5,5,Classe 1,,153 €,100 Meses,1,,,Sim,Sim,Usados,18 999        EUR,8089912596,3 Julho 2023,Classe C,,,,"5,10 l/100km",,,,,Sim,,,,,31/01/2024,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.6 BlueHDi Allure,Diesel,Abril,2018,116 000 km,1 560 cm3,100 cv,Sim,Sim,Citadino,Branco,Pérola,Manual,5,5,1,Classe 1,Tracção dianteira,140 €,18 Meses,1,,Sim,Sim,Sim,Usados,13 800        EUR,8089849916,3 Julho 2023,,Sim,,,"3,80 l/100km",,,,,,90 g/km,"3,20 l/100km",,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi Allure,Diesel,Abril,2019,61 573 km,1 499 cm3,130 cv,,Sim,SUV / TT,Branco,,Manual,,5,5,,,,18 Meses,,Nacional,,Sim,Sim,Usados,28 750        EUR,8089489846,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,1.2 12V i-Tech,Gasolina,Março,2008,118 400 km,1 198 cm3,70 cv,,Sim,Citadino,Preto,Metalizado,Manual,,5,,,,,18 Meses,2,Nacional,,Sim,Sim,Usados,6 450        EUR,8089557724,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech Allure Pack,Gasolina,Março,2022,29 000 km,1 199 cm3,102 cv,,Sim,SUV / TT,Azul,Metalizado,Manual,6,5,5,Classe 1,,130 €,36 Meses,1,Nacional,Sim,Sim,Sim,Usados,23 990        EUR,8089944893,1 Julho 2023,,Sim,,,"5,50 l/100km",,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d AMG Line,Diesel,Outubro,2020,44 000 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,18 Meses,1,,Sim,Sim,Sim,Usados,46 500        EUR,8087623630,3 Julho 2023,Classe C,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.6 BlueHDi Allure EAT6,Diesel,Fevereiro,2018,68 000 km,1 560 cm3,120 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,6,5,,Classe 1,Tracção dianteira,140 €,18 Meses,1,,Sim,Sim,Sim,Usados,25 900        EUR,8088119872,3 Julho 2023,,Sim,,,"4,70 l/100km",,,,1 200 km,,108 g/km,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Land Cruiser,3.0 D-4D Pack,Diesel,Outubro,2004,271 300 km,2 982 cm3,163 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,,Tracção traseira,,36 Meses,,,,,Sim,Usados,28 900        EUR,8086776292,3 Julho 2023,,Sim,,,"11,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,,Gasolina,Outubro,2018,67 000 km,999 cm3,115 cv,Sim,Sim,Citadino,Branco,Metalizado,Manual,6,5,5,Classe 1,,100 €,18 Meses,1,,Sim,Sim,Sim,Usados,19 900        EUR,8089507987,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi Allure,Diesel,Março,2019,115 000 km,1 499 cm3,130 cv,Sim,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,7,,,,18 Meses,,,Sim,Sim,Sim,Usados,23 990        EUR,8089944350,3 Julho 2023,,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Particular,Alfa Romeo,MiTo,1.3 JTDM Urban,Diesel,Agosto,2018,22 478 km,1 248 cm3,95 cv,,,Utilitário,Vermelho,Metalizado,Manual,5,3,5,,Tracção dianteira,"108,14 €",,1,Nacional,Sim,Sim,Sim,Usados,15 999        EUR,8089584814,3 Julho 2023,,,,,"4,30 l/100km",,,,,,89 g/km,"2,90 l/100km",,,30/08/2024,,,,StandVirtual,Yes
Profissional,BMW,320,d Touring ED Line Luxury,Diesel,Fevereiro,2017,108 000 km,1 995 cm3,163 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,,,Sim,Sim,Sim,Usados,20 900        EUR,8089944351,3 Julho 2023,Série 3,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,2.0 TDI S-line,Diesel,Abril,2015,177 000 km,1 968 cm3,150 cv,,,Carrinha,Cinzento,,Manual,6,5,5,Classe 1,,250 €,100 Meses,1,Nacional,Sim,Sim,Sim,Usados,19 500        EUR,8089948937,3 Julho 2023,,,,,"5,40 l/100km",,,,,,,,,,24/04/2024,,,,StandVirtual,Yes
Profissional,Audi,A4 Allroad,2.0 TDI quattro Exclusive,Diesel,Dezembro,2010,275 000 km,1 968 cm3,170 cv,Sim,Sim,Carrinha,Verde,Metalizado,Manual,6,5,5,Classe 1,Integral,,18 Meses,2,Nacional,Sim,,Sim,Usados,13 990        EUR,8089948932,3 Julho 2023,,Sim,,,"7,70 l/100km",,,,,,164 g/km,"5,70 l/100km",,,20/12/2023,,,,StandVirtual,Yes
Particular,Renault,Mégane Sport Tourer,1.5 dCi GT Line EDC,Diesel,Março,2014,144 000 km,1 461 cm3,110 cv,Sim,,Carrinha,Cinzento,,Automática,6,5,5,,Tracção dianteira,,,,Nacional,,Sim,Sim,Usados,12 000        EUR,8089948929,3 Julho 2023,,,,,4 l/100km,,,,,,95 g/km,"3,50 l/100km",,,19/03/2024,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,1.5 dCi Bose Edition EDC SS,Diesel,Junho,2017,142 000 km,1 461 cm3,110 cv,Sim,Sim,Monovolume,Azul,Metalizado,Automática,6,5,5,,Tracção dianteira,155 €,18 Meses,1,,Sim,Sim,Sim,Usados,18 990        EUR,8089289653,3 Julho 2023,,Sim,,,"5,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Navara,2.3 dCi CD 4WD N-Connecta,Diesel,Agosto,2018,164 600 km,2 298 cm3,163 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,4,4,Classe 2,Integral,,18 Meses,1,,Sim,Sim,Sim,Usados,28 900        EUR,8089516760,3 Julho 2023,,Sim,,,"6,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 180,(BlueTEC) d Station 7G-TRONIC Exclusive,Diesel,Março,2017,106 000 km,1 598 cm3,116 cv,,,Carrinha,Cinzento,Metalizado,Automática,,5,,,,,,,,,,,Usados,20 900        EUR,8089814545,3 Julho 2023,Classe C,,,,"5,10 l/100km",,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForFour,0.9 Perfect 90 Aut.,Gasolina,Outubro,2018,58 052 km,898 cm3,90 cv,Sim,Sim,Utilitário,Preto,,Automática,,5,4,,,,18 Meses,1,Nacional,,,,Usados,14 450        EUR,8089584796,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 T8 PHEV Momentum AWD,Híbrido (Gasolina),Dezembro,2018,95 000 km,1 969 cm3,408 cv,,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,Integral,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,45 900        EUR,8088887720,3 Julho 2023,,Sim,Sim,Sim,,,,,45 km,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,2.0 TSI GTI DSG,Gasolina,Abril,2021,2 615 km,1 984 cm3,245 cv,,Sim,Coupé,Cinzento,,Automática,8,5,5,Classe 1,,,18 Meses,,,,Sim,Sim,Usados,42 500        EUR,8087356608,3 Julho 2023,,Sim,,Sim,,,,,,,,,,,01/04/2025,,,,StandVirtual,Yes
Profissional,Audi,A5 Sportback,40 TDI quattro Sport S tronic,Diesel,Setembro,2019,108 000 km,1 968 cm3,190 cv,Sim,Sim,Sedan,Cinzento,,Automática,,5,5,Classe 1,,"235,26 €",18 Meses,,Nacional,Sim,Sim,Sim,Usados,36 500        EUR,8089839537,3 Julho 2023,,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A5 Sportback,2.0 TDI Multitronic S-line,Diesel,Outubro,2014,146 000 km,1 968 cm3,190 cv,Sim,Sim,Sedan,Cinzento,,Automática,,5,5,Classe 1,,"235,26 €",18 Meses,,Nacional,Sim,Sim,Sim,Usados,23 750        EUR,8089804545,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,1.5 Blue dCi Limited,Diesel,Junho,2019,109 000 km,1 461 cm3,115 cv,,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,18 950        EUR,8089016871,3 Julho 2023,,Sim,Sim,,"4,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Countryman,One Auto,Gasolina,Abril,2018,60 000 km,1 499 cm3,102 cv,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,5,Classe 1,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,24 990        EUR,8088152291,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi GT Line,Diesel,Dezembro,2018,83 000 km,1 499 cm3,130 cv,,Sim,SUV / TT,Cinzento,Metalizado,Manual,8,5,5,Classe 1,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,29 950        EUR,8088537812,3 Julho 2023,,Sim,Sim,,"4,70 l/100km",,,,,,,,,,16/12/2024,,,,StandVirtual,Yes
Profissional,Honda,Civic,2.0 i-VTEC Type-R,Gasolina,Dezembro,2016,80 000 km,1 996 cm3,310 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,4,Classe 1,Tracção dianteira,,18 Meses,,Importado,Sim,Sim,Sim,Usados,36 990        EUR,8089411561,3 Julho 2023,,Sim,,,"9,40 l/100km",,,,,,170 g/km,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500X,1.3 MJ City Cross,Diesel,Maio,2021,35 000 km,1 248 cm3,95 cv,Sim,Sim,SUV / TT,Preto,,Manual,5,5,5,,Tracção dianteira,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,21 990        EUR,8086893670,3 Julho 2023,,,,Sim,,,,,,,126 g/km,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat,1.4 TSI GTE Plug-in,Híbrido (Gasolina),Julho,2020,93 000 km,1 395 cm3,218 cv,Sim,Sim,Sedan,Cinzento,,Automática,,4,5,Classe 1,,144 €,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,31 750        EUR,8089077636,3 Julho 2023,,Sim,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i3,s 120Ah,Eléctrico,Outubro,2021,12 000 km,,184 cv,Sim,,SUV / TT,Cinzento,Metalizado,Automática,,5,4,Classe 1,Tracção traseira,,18 Meses,,,Sim,,Sim,Usados,31 890        EUR,8088783798,3 Julho 2023,Série i,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne Coupé,E-Hybrid,Híbrido (Gasolina),Junho,2020,60 200 km,2 995 cm3,462 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 2,Integral,,24 Meses,1,Nacional,Sim,Sim,Sim,Usados,109 900        EUR,8089235412,3 Julho 2023,,Sim,,,,,,,,Sim,,,,15/04/2025,15/06/2024,200 000 km,,,StandVirtual,Yes
Profissional,Fiat,500,1.2 Lounge S&S,Gasolina,Junho,2019,60 000 km,1 242 cm3,69 cv,,Sim,Utilitário,Preto,Metalizado,Manual,5,3,4,,,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,12 900        EUR,8088336917,3 Julho 2023,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,ID.4,Pro Performance,Eléctrico,Setembro,2022,5 km,,204 cv,,Sim,Cabrio,Branco,,Automática,,,,,,,18 Meses,,Importado,,,,Usados,54 800        EUR,8089245999,3 Julho 2023,,Sim,,Sim,,,,Aluguer,,,,,,,,,,,StandVirtual,Yes
Particular,Smart,ForTwo,1.0 T Brabus,Gasolina,Junho,2007,125 700 km,999 cm3,98 cv,,Sim,Cabrio,Cinzento,,Automática,,2,,,,,,,,Sim,,,Usados,5 790        EUR,8089948928,3 Julho 2023,,,,,"6,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Particular,Alfa Romeo,Giulietta,1.6 JTDm,Diesel,Maio,2017,28 267 km,1 598 cm3,120 cv,,,Utilitário,Vermelho,Metalizado,Manual,6,5,5,,Tracção dianteira,,,1,Nacional,Sim,Sim,Sim,Usados,18 200        EUR,8089948332,3 Julho 2023,,,,,"5,80 l/100km",,,,,,147 g/km,4 l/100km,,,19/05/2026,,,,StandVirtual,Yes
Profissional,Skoda,Fabia Break,1.0 Active,Gasolina,Junho,2017,68 433 km,999 cm3,75 cv,Sim,Sim,Carrinha,Branco,,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,,,Sim,,Sim,Usados,10 990        EUR,8089060910,3 Julho 2023,,Sim,,,6 l/100km,,,,,,109 g/km,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 220,d 8G-DCT AMG Line,Diesel,Abril,2020,91 000 km,1 950 cm3,191 cv,Sim,Sim,Sedan,Branco,Metalizado,Automática,8,4,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,Sim,Sim,Sim,Usados,43 990        EUR,8089592178,3 Julho 2023,Classe CLA,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C1,,Gasolina,Junho,2006,201 000 km,998 cm3,68 cv,Sim,Sim,Citadino,Vermelho,Metalizado,Manual,,4,,,,,36 Meses,,,,,,Usados,3 750        EUR,8089582858,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,d AMG Line Aut.,Diesel,Junho,2017,263 000 km,1 950 cm3,194 cv,,Sim,Coupé,Branco,Metalizado,Automática,,2,4,Classe 1,Tracção traseira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,37 500        EUR,8089580118,3 Julho 2023,Classe E,Sim,,,"5,80 l/100km",,,,,,151 g/km,"4,40 l/100km",,,,,,,StandVirtual,Yes
Profissional,BMW,X2,18 d xDrive Auto Pack M,Diesel,Julho,2019,42 000 km,1 995 cm3,150 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,8,5,5,Classe 1,Integral,,18 Meses,,,Sim,,Sim,Usados,34 900        EUR,8084873887,3 Julho 2023,Série X,Sim,,,,,,,,,147 g/km,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,CDi Avantgarde BlueEfficiency Aut.,Diesel,Setembro,2011,254 053 km,2 143 cm3,136 cv,,Sim,Carrinha,Preto,Metalizado,Automática,6,5,5,Classe 1,Tracção traseira,,18 Meses,,Nacional,,Sim,Sim,Usados,13 750        EUR,8089611669,3 Julho 2023,Classe C,Sim,,,,,,,,,140 g/km,,,,30/09/2023,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Agosto,2020,55 000 km,1 461 cm3,116 cv,,Sim,Citadino,Prateado,Metalizado,Automática,7,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,30 900        EUR,8089611622,3 Julho 2023,Classe A,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,218,i Line Sport,Gasolina,Setembro,2018,120 000 km,1 499 cm3,136 cv,,Sim,Coupé,Branco,Metalizado,Manual,6,2,5,Classe 1,Tracção traseira,,18 Meses,,Nacional,,Sim,Sim,Usados,24 990        EUR,8089491863,3 Julho 2023,Série 2,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Opel,Corsa,1.3 CDTI Active,Diesel,Julho,2015,155 492 km,1 248 cm3,75 cv,,,Utilitário,Branco,Metalizado,Manual,5,3,2,Classe 1,Tracção dianteira,,,1,Nacional,Sim,,Sim,Usados,8 500        EUR,8089947910,3 Julho 2023,,,,,"4,40 l/100km",,,,,,100 g/km,"3,40 l/100km",,,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,,Gasolina,Novembro,2014,105 000 km,1 499 cm3,136 cv,,Sim,Citadino,Castanho,Pérola,Manual,6,5,5,Classe 1,Tracção dianteira,144 €,18 Meses,,,Sim,Sim,Sim,Usados,15 990        EUR,8089053763,3 Julho 2023,,Sim,,,,,,,1 000 km,,,,,,11/11/2023,,,,StandVirtual,Yes
Profissional,BMW,635,d,Diesel,Julho,2008,218 000 km,2 993 cm3,286 cv,,Sim,Coupé,Preto,,Automática,,2,4,,,,18 Meses,,Nacional,,,Sim,Usados,19 990        EUR,8089911246,3 Julho 2023,Série 6,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Abril,2017,166 300 km,2 143 cm3,204 cv,,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,18 Meses,,Nacional,,,Sim,Usados,45 750        EUR,8089911234,3 Julho 2023,Classe GLC,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.2 16V Dynamique,Gasolina,Março,2010,134 000 km,1 149 cm3,75 cv,,,Citadino,Prateado,Metalizado,Manual,,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,,Sim,Sim,Usados,6 950        EUR,8089611662,3 Julho 2023,,Sim,,,,,,,,,139 g/km,,,,23/03/2024,,,,StandVirtual,Yes
Particular,Porsche,Panamera,4 S,Diesel,Março,2017,104 000 km,3 956 cm3,422 cv,,Sim,Sedan,Preto,Metalizado,Automática,8,5,4,Classe 1,Integral,,,,,Sim,Sim,Sim,Usados,99 750        EUR,8088781156,3 Julho 2023,,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,2.0 D2 R-Design,Diesel,Abril,2014,139 000 km,1 969 cm3,120 cv,,Sim,Utilitário,Branco,Metalizado,Manual,,5,,,,,36 Meses,,,,,,Usados,18 499        EUR,8089912880,3 Julho 2023,,Sim,,,4 l/100km,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,CLA 250,e Shooting Brake AMG Line,Híbrido (Gasolina),Novembro,2020,37 000 km,1 332 cm3,218 cv,,,Carrinha,Branco,Metalizado,Automática,8,5,5,Classe 1,,,,,,Sim,Sim,Sim,Usados,37 000        EUR,8089289600,3 Julho 2023,Classe CLA,,,,,,,,,,,,,,30/11/2024,,,,StandVirtual,Yes
Profissional,Audi,TT Coupé,2.0 TDI,Diesel,Setembro,2015,127 182 km,1 968 cm3,184 cv,Sim,Sim,Coupé,Cinzento,Metalizado,Manual,6,3,4,Classe 1,Tracção dianteira,,18 Meses,,,Sim,,Sim,Usados,28 990        EUR,8089639799,3 Julho 2023,,Sim,,,"4,90 l/100km",,,,,,122 g/km,"3,70 l/100km",,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Novembro,2019,112 090 km,1 461 cm3,116 cv,Sim,Sim,Utilitário,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,24 Meses,,Nacional,Sim,,Sim,Usados,28 990        EUR,8089565728,3 Julho 2023,Classe A,Sim,Sim,,,,,,,,123 g/km,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C1,1.0 SX,Gasolina,Setembro,2008,113 000 km,998 cm3,68 cv,,,Pequeno citadino,Vermelho,Metalizado,Manual,5,5,4,Classe 1,Tracção dianteira,,18 Meses,,Importado,,Sim,,Usados,5 250        EUR,8088886575,3 Julho 2023,,Sim,,,"5,50 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Mégane,1.5 Blue dCi Intens,Diesel,Fevereiro,2022,28 500 km,1 461 cm3,115 cv,,,Utilitário,Cinzento,Metalizado,Manual,,5,,,,,,,,,,,Usados,21 200        EUR,8089628397,3 Julho 2023,,,,,"4,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hummer,H2,SUT 6.0 6L,Gasolina,Julho,2005,67 850 km,5 967 cm3,325 cv,,Sim,SUV / TT,Cinzento,Mate,Automática,,5,5,,Integral,,18 Meses,,,,,,Usados,62 500        EUR,8041693271,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hummer,H2,RESTYLE 6.2L V8 Luxury,Gasolina,Janeiro,2008,72 200 km,6 200 cm3,393 cv,,Sim,SUV / TT,Preto,,Automática,,5,5,,,,18 Meses,,,,,,Usados,89 900        EUR,8080598412,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hummer,H1,2 Door 6.5 V8 Custom,Diesel,Fevereiro,1995,34 100 km,6 500 cm3,170 cv,,Sim,SUV / TT,Cinzento,Mate,Automática,,2,2,,,,18 Meses,,,,,,Usados,134 900        EUR,8084896936,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hummer,H1,Station Wagon 6.5 V8 Turbodiesel Custom,Diesel,Julho,1999,35 700 km,6 500 cm3,195 cv,,Sim,SUV / TT,Cinzento,Mate,Automática,,5,4,,,,18 Meses,,,,,,Usados,159 900        EUR,8083996320,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,SL 65 AMG,,Gasolina,Setembro,2008,60 815 km,5 980 cm3,612 cv,,Sim,Cabrio,Azul,Metalizado,Automática,,2,2,,Tracção traseira,,18 Meses,,,,,,Usados,134 900        EUR,8086487162,3 Julho 2023,Classe SL,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 250,e AMG Line,Híbrido (Gasolina),Dezembro,2022,5 074 km,1 332 cm3,218 cv,,Sim,SUV / TT,Preto,,Automática,,,,,,,18 Meses,,Nacional,,,,Usados,61 400        EUR,8089445387,3 Julho 2023,Classe GLA,Sim,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 400,d,Diesel,Outubro,2017,71 340 km,2 925 cm3,340 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,,,18 Meses,,Nacional,,,Sim,Usados,67 990        EUR,8088433204,3 Julho 2023,Classe S,Sim,,,"7,50 l/100km",,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500L,1.3 MJ City Cross,Diesel,Dezembro,2019,69 000 km,1 248 cm3,95 cv,,Sim,Utilitário,Branco,,Manual,5,5,5,,,,18 Meses,,Nacional,,,Sim,Usados,16 450        EUR,8087216315,3 Julho 2023,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hummer,H2,6.2L V8 Supercharged Luxury,Gasolina,Março,2010,52 950 km,6 200 cm3,610 cv,,Sim,SUV / TT,Branco,,Automática,,5,,,,,18 Meses,,,,,,Usados,119 900        EUR,8085322847,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,F-100,F1 V8 350cui 5.7L,Gasolina,Janeiro,1952,30 000 km,5 700 cm3,280 cv,,,SUV / TT,Preto,,Automática,,2,3,,Tracção traseira,,18 Meses,,,,,,Usados,79 900        EUR,8087702742,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Dodge,RAM,1500 5.7 V8 Hemi Bighorn Crewcab,Gasolina,Julho,2019,56 500 km,5 700 cm3,395 cv,,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,4,6,,,,18 Meses,,,,,,Usados,99 900        EUR,8087255415,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Dodge,RAM,SRT-10 Viper 8.3L V10 Yellow Fever Quadcab,Gasolina,Janeiro,2005,56 300 km,8 300 cm3,505 cv,,Sim,SUV / TT,Amarelo,,Automática,,5,6,,,,18 Meses,,,,,,Usados,59 900        EUR,8085681874,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Mustang,Shelby GT350 Hertz,Gasolina,Janeiro,1965,55 000 km,5 700 cm3,415 cv,,Sim,Coupé,Preto,,Automática,,2,4,,Tracção traseira,,18 Meses,,,,,,Usados,109 900        EUR,8087702589,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hummer,H1,Slantback Open Top Cabrio Turbodiesel 6.5 V8 Custom,Diesel,Julho,1998,84 600 km,6 500 cm3,190 cv,,Sim,SUV / TT,Cinzento,Mate,Automática,,4,4,,Integral,,18 Meses,,,,,,Usados,179 900        EUR,8089126942,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
