Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Valor Fixo,Classe do veículo,Autonomia Máxima,Emissões CO2,Inspecção válida até,Filtro de partículas,IVA Discriminado,Consumo Extra Urbano,Sub-modelo,IUC,ou até,Autonomia,Capacidade da bateria,Bateria,Consumo Combinado,Garantia de Fábrica até,Consumo,Clássico,Gancho de Reboque,Site,Portugal
Profissional,Renault,Mégane,1.5 dCi Dynamique S,Diesel,Junho,2010,124 700 km,1 461 cm3,110 cv,Sim,Sim,Utilitário,Prateado,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,"5,60 l/100km",Usados,9 450        EUR,8090255611,30 Agosto 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge J17,Diesel,Agosto,2017,61 927 km,1 248 cm3,95 cv,Sim,Sim,Carrinha,Azul,Metalizado,Manual,,5,5,,18 Meses,,,,,,,Usados,12 899        EUR,8090191095,6 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra,1.6 CDTI DPF ecoFLEX S&S Style,Diesel,Abril,2014,151 707 km,1 598 cm3,136 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Tracção dianteira,36 Meses,1,Importado,,Sim,,,Usados,13 900        EUR,8090438672,5 Setembro 2023,Sim,Classe 1,900 km,104 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,108,1.0 VTi Allure,Gasolina,Fevereiro,2015,110 000 km,998 cm3,69 cv,Sim,Sim,Citadino,Branco,,Manual,,5,4,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,9 950        EUR,8090093407,5 Setembro 2023,,,,,20/02/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3 Picasso,1.6 HDi Airdream,Diesel,Maio,2014,207 000 km,1 560 cm3,90 cv,Sim,Sim,Utilitário,Branco,Metalizado,Manual,,5,5,Tracção dianteira,18 Meses,,,Sim,Sim,Sim,,Usados,12 990        EUR,8089811449,6 Setembro 2023,,Classe 1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Outubro,2019,30 400 km,1 199 cm3,82 cv,Sim,,Citadino,Cinzento,,Manual,,5,5,,18 Meses,,Importado,,,,,Usados,14 900        EUR,8090450624,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,1.2 TSI FR,Gasolina,Janeiro,2015,100 431 km,1 197 cm3,105 cv,Sim,Sim,Citadino,Branco,,Manual,,5,5,,18 Meses,1,Nacional,Sim,Sim,Sim,"6,50 l/100km",Usados,11 950        EUR,8088909776,6 Setembro 2023,Sim,Classe 1,,119 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Picanto,1.0 CVVT Urban,Gasolina,Maio,2022,15 000 km,998 cm3,67 cv,,,Citadino,Preto,,Manual,,5,,,36 Meses,,,,,,,Usados,14 750        EUR,8089980671,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C1,VTi Live,Gasolina,Março,2015,83 000 km,998 cm3,69 cv,,Sim,Citadino,Vermelho,Metalizado,Manual,5,5,4,Tracção dianteira,18 Meses,1,Nacional,,,Sim,5 l/100km,Usados,8 250        EUR,8090253100,6 Setembro 2023,,Classe 1,,,30/04/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited Edition,Gasolina,Novembro,2019,92 000 km,898 cm3,90 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,,,,Sim,Sim,"5,10 l/100km",Usados,12 950        EUR,8089195057,6 Setembro 2023,Sim,Classe 1,,135 g/km,11/11/2023,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,MiTo,1.3 JTDM Urban,Diesel,Agosto,2018,35 000 km,1 248 cm3,95 cv,,Sim,Utilitário,Vermelho,,Manual,5,3,5,Tracção dianteira,18 Meses,1,Nacional,,,Sim,"4,30 l/100km",Usados,14 999        EUR,8088308687,6 Setembro 2023,Sim,Classe 1,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,Fiat,500,1.0 Hybrid Lounge,Gasolina,Dezembro,2020,69 748 km,999 cm3,70 cv,,,Citadino,Cinzento,,Manual,6,3,4,Tracção dianteira,,,,,,,"6,80 l/100km",Usados,13 350        EUR,8090424884,6 Setembro 2023,,,,145 g/km,,,,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,CDi Avantgarde BlueEfficiency,Diesel,Julho,2012,391 320 km,2 143 cm3,170 cv,,Sim,Carrinha,Preto,,Manual,6,5,5,,18 Meses,2,,,Sim,,,Usados,11 900        EUR,8088788259,6 Setembro 2023,Sim,Classe 1,,,,,,,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Leaf,Tekna,Eléctrico,Abril,2016,134 754 km,,109 cv,,Sim,Citadino,Branco,Metalizado,Automática,6,5,5,,18 Meses,,,,Sim,Sim,,Usados,14 900        EUR,8088087871,6 Setembro 2023,,Classe 1,,,01/04/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,1.5 dCi Expression SS,Diesel,Dezembro,2012,212 429 km,1 461 cm3,110 cv,,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,7,,18 Meses,,,,Sim,Sim,,Usados,11 900        EUR,8088419399,6 Setembro 2023,,Classe 1,,,01/12/2023,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Setembro,2017,69 215 km,1 461 cm3,75 cv,,Sim,Citadino,Branco,Metalizado,Manual,5,5,5,,18 Meses,,,,Sim,Sim,,Usados,14 700        EUR,8087852549,6 Setembro 2023,,Classe 1,,,01/09/2023,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Jetta,1.6 TDi Confortline,Diesel,Junho,2011,256 500 km,1 598 cm3,105 cv,,,Sedan,Preto,Metalizado,Manual,5,4,5,Tracção dianteira,18 Meses,,Nacional,,Sim,Sim,"5,80 l/100km",Usados,9 300        EUR,8089787410,6 Setembro 2023,,Classe 1,,122 g/km,,,,"4,10 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.3 D (CDTi) (ecoFLEX) S&S Selection,Diesel,Março,2018,107 000 km,1 248 cm3,75 cv,Sim,Sim,Citadino,Preto,Metalizado,Manual,5,3,5,Tracção dianteira,18 Meses,1,Importado,Sim,Sim,Sim,"4,70 l/100km",Usados,11 500        EUR,8089931267,6 Setembro 2023,Sim,,,102 g/km,,Sim,,"3,40 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,108,Top! 1.0 VTi Allure,Gasolina,Janeiro,2017,72 000 km,998 cm3,69 cv,Sim,Sim,Pequeno citadino,Branco,Metalizado,Manual,5,5,4,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,5 l/100km,Usados,11 650        EUR,8086896197,6 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,2.0 TDi Attraction S tronic,Diesel,Setembro,2013,288 200 km,1 968 cm3,150 cv,,Sim,Utilitário,Cinzento,Metalizado,Automática,6,5,5,Tracção dianteira,18 Meses,2,,Sim,Sim,Sim,"5,20 l/100km",Usados,14 900        EUR,8088708395,6 Setembro 2023,Sim,Classe 1,,119 g/km,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.5 BlueHDi GT Line,Diesel,Dezembro,2017,147 000 km,1 499 cm3,102 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,1,Importado,Sim,Sim,Sim,"4,30 l/100km",Usados,14 500        EUR,8088857774,6 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500X,1.6 MJ Lounge S&S,Diesel,Março,2016,119 000 km,1 598 cm3,120 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,"4,70 l/100km",Usados,14 990        EUR,8087917342,6 Setembro 2023,Sim,,,,,,,,,148 €,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Up!,1.0 BMT Move,Gasolina,Agosto,2018,17 900 km,999 cm3,60 cv,Sim,Sim,Citadino,Cinzento,,Manual,,5,4,,18 Meses,,Nacional,,,Sim,,Usados,13 900        EUR,8090450360,6 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,MINI,One,Standard,Gasolina,Junho,2016,77 000 km,1 198 cm3,102 cv,,,Citadino,Branco,,Manual,6,3,4,Tracção dianteira,,2,Importado,Sim,,Sim,"5,80 l/100km",Usados,14 000        EUR,8090269658,6 Setembro 2023,Sim,,,109 g/km,01/10/2023,,,4 l/100km,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,Dezembro,2018,196 593 km,1 461 cm3,90 cv,Sim,Sim,Carrinha,Cinzento,,Manual,,5,5,,18 Meses,,Nacional,Sim,,Sim,,Usados,12 490        EUR,8089580030,6 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Space Star,1.2 Intense,Gasolina,Maio,2022,25 979 km,1 193 cm3,71 cv,,,Monovolume,Branco,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,"5,30 l/100km",Usados,13 990        EUR,8090517467,6 Setembro 2023,,Classe 1,,116 g/km,,,,"4,40 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,Fevereiro,2019,119 302 km,1 461 cm3,90 cv,Sim,Sim,Carrinha,Branco,,Manual,,5,5,,18 Meses,,Nacional,Sim,,Sim,,Usados,14 990        EUR,8089835283,6 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,(Energy) TCe 90 Bose Edition,Gasolina,Dezembro,2017,99 000 km,898 cm3,90 cv,Sim,Sim,Utilitário,Preto,,Manual,5,5,5,,18 Meses,1,,,Sim,,,Usados,13 990        EUR,8090229143,6 Setembro 2023,,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.6 e-HDi Allure J17,Diesel,Junho,2015,124 000 km,1 560 cm3,115 cv,Sim,Sim,Carrinha,Azul,Metalizado,Manual,6,5,5,,18 Meses,,Importado,,Sim,Sim,,Usados,14 990        EUR,8090326039,6 Setembro 2023,,Classe 1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508 SW,1.6 e-HDi Allure 2-Tronic,Diesel,Março,2013,122 900 km,1 560 cm3,115 cv,,,Carrinha,Cinzento,Metalizado,Automática,6,5,5,Tracção dianteira,18 Meses,2,Importado,,Sim,Sim,"4,60 l/100km",Usados,10 750        EUR,8090450506,6 Setembro 2023,,Classe 1,,105 g/km,,,,"3,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Particular,SEAT,Ibiza,1.0 Reference,Gasolina,Abril,2016,86 000 km,999 cm3,75 cv,,,Citadino,Branco,,Manual,5,5,5,Tracção dianteira,,,Importado,,Sim,Sim,6 l/100km,Usados,10 490        EUR,8088522837,6 Setembro 2023,,Classe 1,,,26/04/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Audi,A3 Cabrio,2.0 TDi Sport,Diesel,Dezembro,2012,188 000 km,1 968 cm3,140 cv,,,Cabrio,Branco,Metalizado,Manual,6,2,5,,,,Importado,Sim,Sim,Sim,"5,70 l/100km",Usados,14 490        EUR,8089553549,6 Setembro 2023,,Classe 1,,119 g/km,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.6 e-HDi Allure,Diesel,Dezembro,2014,152 000 km,1 560 cm3,92 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,,18 Meses,,Importado,Sim,Sim,Sim,,Usados,12 790        EUR,8089095032,6 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.2 Cosmo,Gasolina,Abril,2011,155 939 km,1 229 cm3,85 cv,Sim,Sim,Utilitário,Cinzento,,Manual,5,5,5,,18 Meses,,,,,,,Usados,6 950        EUR,8090195134,6 Setembro 2023,,Classe 1,,,21/04/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318 Gran Turismo,,Diesel,Maio,2010,219 560 km,1 995 cm3,143 cv,,Sim,Carrinha,Preto,Metalizado,Manual,,5,,,36 Meses,,,,,,,Usados,12 480        EUR,8090154013,6 Setembro 2023,,,,,,,,,Série 3,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.3 CDTi Enjoy EcoFLEX,Diesel,Maio,2010,192 460 km,1 248 cm3,95 cv,,Sim,Citadino,Cinzento,Metalizado,Manual,,5,5,,18 Meses,,,,,,,Usados,5 980        EUR,8089315787,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Fevereiro,2019,62 000 km,898 cm3,90 cv,,Sim,Utilitário,Vermelho,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,,Nacional,Sim,Sim,Sim,"6,30 l/100km",Usados,13 950        EUR,8090264490,1 Setembro 2023,,Classe 1,,132 g/km,,,Sim,"4,20 l/100km",,108 €,,,,,,,,,,StandVirtual,Yes
Particular,Audi,Q3,2.0 TDi S-line,Diesel,Agosto,2014,320 000 km,1 968 cm3,140 cv,,,SUV / TT,Preto,Metalizado,Manual,6,5,5,Tracção dianteira,,1,Nacional,Sim,Sim,Sim,"6,20 l/100km",Usados,14 000        EUR,8089914157,4 Setembro 2023,,Classe 1,,135 g/km,,,,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.5 BlueHDi Active,Diesel,Novembro,2018,125 180 km,1 499 cm3,102 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,18 Meses,1,Nacional,Sim,Sim,Sim,"4,30 l/100km",Usados,13 990        EUR,8089342045,5 Setembro 2023,Sim,Classe 1,,97 g/km,21/11/2024,,Sim,,,"154,12 €",,,,,,,,,,StandVirtual,Yes
Particular,MINI,Cooper,Seven Chili,Gasolina,Junho,2015,156 500 km,1 499 cm3,136 cv,,,Citadino,Azul,Metalizado,Manual,,3,,,,,,,,,"5,70 l/100km",Usados,12 950        EUR,8090411864,5 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Novembro,2020,77 479 km,999 cm3,90 cv,,Sim,Utilitário,Cinzento,,Manual,6,5,5,Tracção dianteira,36 Meses,,,Sim,,Sim,"6,20 l/100km",Usados,14 900        EUR,8089695202,6 Setembro 2023,,,,118 g/km,,,,"4,20 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,1.5 dCi Dynamique S SS,Diesel,Janeiro,2012,278 000 km,1 461 cm3,110 cv,Sim,Sim,Monovolume,Preto,Metalizado,Manual,,5,5,,18 Meses,,,Sim,,Sim,"4,50 l/100km",Usados,8 500        EUR,8088667710,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Toyota,Aygo,1.0 X-Play,Gasolina,Fevereiro,2018,39 520 km,998 cm3,69 cv,,,Citadino,Branco,Pérola,Manual,5,5,4,Tracção dianteira,,1,Nacional,Sim,Sim,Sim,5 l/100km,Usados,11 950        EUR,8090009446,6 Setembro 2023,Sim,Classe 1,390 km,95 g/km,05/06/2024,,,"3,60 l/100km",,108 €,45 000 km,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,108,1.0 e-VTi Active,Gasolina,Fevereiro,2016,72 693 km,998 cm3,69 cv,,Sim,Citadino,Cinzento,,Manual,,5,,,18 Meses,,Nacional,,,,,Usados,10 790        EUR,8089399280,6 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,,Gasolina,Janeiro,2014,159 639 km,1 198 cm3,60 cv,Sim,Sim,Citadino,Prateado,,Manual,5,5,5,,18 Meses,,Importado,,Sim,Sim,,Usados,10 250        EUR,8089507691,6 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Picasso,1.6 e-HDi Exclusive,Diesel,Março,2014,299 000 km,1 560 cm3,115 cv,,,Monovolume,Vermelho,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,Importado,,,,"4,50 l/100km",Usados,9 900        EUR,8089898213,6 Setembro 2023,,Classe 1,,105 g/km,,,,"3,80 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.2 PureTech Active,Gasolina,Maio,2018,73 113 km,1 199 cm3,75 cv,,,Citadino,Azul,,Manual,5,5,,Tracção dianteira,36 Meses,,,,,,"4,80 l/100km",Usados,12 850        EUR,8090237037,6 Setembro 2023,,,,118 g/km,,,,"3,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra,1.6 CDTI Dynamic S/S,Diesel,Junho,2016,134 000 km,1 598 cm3,110 cv,Sim,Sim,Utilitário,Branco,,Manual,,5,5,,18 Meses,,Nacional,,,,,Usados,14 500        EUR,8090106581,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,UMM,Alter II,,Diesel,Maio,2015,100 000 km,2 500 cm3,150 cv,,,SUV / TT,Bege,,Manual,,2,,,36 Meses,,,,,,,Usados,15 000        EUR,8089441359,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Up!,1.0 Move Auto,Gasolina,Janeiro,2014,124 000 km,999 cm3,75 cv,Sim,Sim,Citadino,Branco,,Automática,,5,4,,18 Meses,,Nacional,,,,,Usados,11 900        EUR,8089520767,6 Setembro 2023,,,,,01/01/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Skoda,Octavia,1.6 TDI Greenline,Diesel,Setembro,2010,234 000 km,1 598 cm3,105 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,5,5,5,,18 Meses,,Nacional,,Sim,Sim,,Usados,7 999        EUR,8089794081,6 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Zoe,Life,Eléctrico,Dezembro,2015,91 080 km,,88 cv,Sim,Sim,Citadino,Cinzento,,Automática,,5,5,Tracção dianteira,18 Meses,,Importado,,,Sim,,Usados,11 990        EUR,8090424368,6 Setembro 2023,,Classe 1,,,,,,,,,,170 km,22 kWh,Própria,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,1.5 dCi GT Line,Diesel,Junho,2017,116 000 km,1 461 cm3,90 cv,Sim,Sim,Carrinha,Prateado,Metalizado,Manual,5,5,5,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,13 750        EUR,8090138955,6 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,316,d Touring,Diesel,Junho,2010,197 000 km,1 995 cm3,115 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,,18 Meses,2,Nacional,,Sim,Sim,"5,40 l/100km",Usados,11 550        EUR,8088904680,6 Setembro 2023,Sim,,,119 g/km,,,,,Série 3,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,,Gasolina,Julho,2018,39 492 km,1 242 cm3,69 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,,3,4,,18 Meses,,Nacional,,Sim,Sim,,Usados,12 500        EUR,8089954249,6 Setembro 2023,,Classe 1,,99 g/km,30/07/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,1.6 TDI ultra Attraction,Diesel,Maio,2014,288 000 km,1 598 cm3,110 cv,Sim,Sim,Citadino,Cinzento,,Manual,,5,5,,36 Meses,,,,,,"3,90 l/100km",Usados,12 500        EUR,8090450357,6 Setembro 2023,,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Particular,MINI,Cabrio,,Gasolina,Dezembro,2011,135 000 km,1 598 cm3,98 cv,,,Cabrio,Bege,Metalizado,Manual,6,3,4,Tracção dianteira,,1,Importado,Sim,Sim,Sim,"7,20 l/100km",Usados,11 990        EUR,8089645212,6 Setembro 2023,Sim,Classe 1,,129 g/km,30/12/2023,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Giulietta,1.6 JTDm Progression,Diesel,Novembro,2011,160 000 km,1 598 cm3,105 cv,Sim,Sim,Utilitário,Preto,,Manual,6,5,5,,18 Meses,,Nacional,,Sim,Sim,,Usados,9 950        EUR,8090468475,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Punto,1.2 Young II S&S,Gasolina,Junho,2016,58 000 km,1 242 cm3,69 cv,Sim,Sim,Citadino,Preto,,Manual,5,5,5,Tracção dianteira,18 Meses,,Nacional,Sim,Sim,Sim,"6,50 l/100km",Usados,8 980        EUR,8090450349,6 Setembro 2023,Sim,Classe 1,,117 g/km,,,,"4,20 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Cactus,1.2 PureTech Feel Business,Gasolina,Setembro,2019,131 119 km,1 199 cm3,110 cv,Sim,Sim,SUV / TT,Cinzento,,Manual,,5,5,,18 Meses,1,,,Sim,Sim,,Usados,13 990        EUR,8089687862,6 Setembro 2023,,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,DS5,1.6 BlueHDi So Chic,Diesel,Abril,2014,190 000 km,1 560 cm3,120 cv,,Sim,Citadino,Branco,Pérola,Manual,6,5,5,Tracção dianteira,18 Meses,,,,Sim,Sim,"4,60 l/100km",Usados,14 000        EUR,8089999688,6 Setembro 2023,Sim,,,104 g/km,,,,"3,60 l/100km",,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Zoe,Intens 40,Eléctrico,Novembro,2017,90 000 km,,92 cv,,,Citadino,Cinzento,Metalizado,Automática,,5,5,Tracção dianteira,,2,Importado,,Sim,Sim,,Usados,11 500        EUR,8089584872,6 Setembro 2023,Sim,Classe 1,300 km,,14/06/2024,,,,,,,300 km,300 kWh,Aluguer,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Fevereiro,2019,68 212 km,1 199 cm3,82 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,,5,5,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,14 500        EUR,8089895199,6 Setembro 2023,Sim,,,,01/02/2025,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,1.5 dCi Dynamique S 90g,Diesel,Agosto,2015,103 000 km,1 461 cm3,90 cv,Sim,Sim,Carrinha,Branco,,Manual,5,5,5,,18 Meses,,,,Sim,Sim,,Usados,11 990        EUR,8088913719,5 Setembro 2023,,Classe 1,,,01/08/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,DS,DS3,,Diesel,Dezembro,2015,146 000 km,1 560 cm3,100 cv,Sim,Sim,Citadino,Preto,,Manual,5,3,5,,18 Meses,,,,Sim,Sim,,Usados,13 749        EUR,8090411709,5 Setembro 2023,,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited EDition,Diesel,Abril,2017,73 135 km,1 461 cm3,90 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,"3,30 l/100km",Usados,14 990        EUR,8089989474,5 Setembro 2023,Sim,Classe 1,,82 g/km,24/04/2025,,Sim,"3,10 l/100km",,"156,21 €",,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 200,CDi Avantgarde BlueEfficiency,Diesel,Julho,2012,295 000 km,2 143 cm3,136 cv,,,Carrinha,Cinzento,,Manual,6,5,5,Tracção traseira,,,,,,,"6,70 l/100km",Usados,13 500        EUR,8090481255,2 Setembro 2023,,,,137 g/km,,,,"4,40 l/100km",Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Zen,Diesel,Janeiro,2017,170 000 km,1 461 cm3,90 cv,,Sim,Sedan,Azul,Metalizado,Manual,,5,5,,36 Meses,,,,,,,Usados,14 500        EUR,8090185988,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C1,1.0 VTi Feel,Gasolina,Abril,2019,81 526 km,998 cm3,68 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,4,,18 Meses,,Nacional,,Sim,Sim,,Usados,11 500        EUR,8089248730,6 Setembro 2023,Sim,,,,01/04/2025,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Juke,1.5 dCi Acenta S/S 104g,Diesel,Novembro,2013,203 000 km,1 461 cm3,110 cv,,,SUV / TT,Branco,Pérola,Manual,6,5,5,Tracção dianteira,18 Meses,1,Importado,,Sim,,"4,60 l/100km",Usados,11 500        EUR,8089999631,6 Setembro 2023,Sim,,,104 g/km,,,,"3,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d EDynamics Line Urban,Diesel,Maio,2012,230 155 km,1 598 cm3,116 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,Tracção traseira,18 Meses,,Nacional,,Sim,,,Usados,12 950        EUR,8085454069,6 Setembro 2023,,Classe 1,,99 g/km,,,,,Série 1,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Twingo,1.0 SCe Limited,Gasolina,Outubro,2016,69 000 km,999 cm3,70 cv,Sim,Sim,Citadino,Preto,,Manual,,5,4,Tracção dianteira,18 Meses,,Importado,,,,,Usados,8 999        EUR,8088848743,6 Setembro 2023,Sim,,,,01/10/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,0.9 TCE,Gasolina,Fevereiro,2015,110 916 km,898 cm3,90 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,,5,5,,18 Meses,,,,,,,Usados,12 399        EUR,8090019159,6 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech GT Line EAT8,Gasolina,Julho,2017,90 000 km,1 199 cm3,130 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,6,5,5,Tracção dianteira,36 Meses,1,Nacional,Sim,Sim,Sim,"5,80 l/100km",Usados,14 990        EUR,8090517442,6 Setembro 2023,,Classe 1,,139 g/km,,,,"4,20 l/100km",,,,,,,,,,,,StandVirtual,Yes
