Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Valor Fixo,Classe do veículo,Autonomia Máxima,Emissões CO2,Inspecção válida até,Filtro de partículas,IVA Discriminado,Consumo Extra Urbano,Sub-modelo,IUC,ou até,Autonomia,Capacidade da bateria,Bateria,Consumo Combinado,Garantia de Fábrica até,Consumo,Clássico,Gancho de Reboque,Site,Portugal
Profissional,SEAT,Exeo,ST 2.0 TDi Sport Multitronic,Diesel,Julho,2011,217 000 km,1 968 cm3,143 cv,,,Citadino,Preto,,Automática,,5,5,Integral,18 Meses,,Nacional,,,,,Usados,8 900        EUR,8090078958,6 Setembro 2023,Sim,Classe 1,,153 g/km,27/07/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Coupe,1.2 TCE Dynamique S SS,Gasolina,Outubro,2014,110 000 km,1 197 cm3,115 cv,Sim,Sim,Coupé,Branco,Pérola,Manual,6,2,5,Tracção dianteira,18 Meses,,,,,,"6,40 l/100km",Usados,12 750        EUR,8090153559,6 Setembro 2023,Sim,,,119 g/km,,Sim,,"4,60 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,C-Max,1.6 TDCi Trend S/S 112g,Diesel,Abril,2013,195 611 km,1 560 cm3,95 cv,Sim,,Monovolume,Cinzento,,Manual,6,5,5,,18 Meses,,,,Sim,Sim,,Usados,11 400        EUR,8089963228,6 Setembro 2023,Sim,Classe 2,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Rio,1.2 CVVT Easy,Gasolina,Fevereiro,2014,146 000 km,1 248 cm3,84 cv,Sim,Sim,Citadino,Castanho,Pérola,Manual,5,5,5,Tracção dianteira,18 Meses,,,,,,,Usados,9 990        EUR,8089074811,6 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Maio,2018,123 800 km,1 499 cm3,130 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,Importado,Sim,Sim,,"4,40 l/100km",Usados,13 750        EUR,8089808915,6 Setembro 2023,Sim,Classe 1,,,,,,"3,30 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat Variant,1.6 TDI Confortline BlueMotion,Diesel,Junho,2012,200 000 km,1 598 cm3,105 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,,Nacional,Sim,,Sim,"5,50 l/100km",Usados,12 500        EUR,8089898235,6 Setembro 2023,Sim,,,119 g/km,,,,"3,90 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Novembro,2020,80 998 km,999 cm3,90 cv,,Sim,Utilitário,Vermelho,,Manual,6,5,5,Tracção dianteira,36 Meses,,,,,Sim,"6,20 l/100km",Usados,14 900        EUR,8089694980,6 Setembro 2023,,,,118 g/km,,,,"4,20 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.0 Ti-VCT Trend,Gasolina,Março,2016,99 000 km,998 cm3,80 cv,Sim,Sim,Utilitário,Preto,,Manual,5,5,5,,18 Meses,,,,Sim,Sim,,Usados,10 900        EUR,8090020979,6 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,1.5 TDCi EcoBlue Business,Diesel,Fevereiro,2019,147 252 km,1 499 cm3,120 cv,Sim,Sim,Carrinha,Vermelho,,Manual,6,5,5,,18 Meses,,Nacional,,,Sim,,Usados,14 490        EUR,8090325535,6 Setembro 2023,Sim,,,,18/02/2025,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,PureTech 110 Stop & Start Tech Edition,Gasolina,Fevereiro,2019,139 100 km,1 199 cm3,110 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,,Importado,,,,"5,80 l/100km",Usados,14 500        EUR,8090023296,6 Setembro 2023,,,,106 g/km,,Sim,,"3,90 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,1.2 TDi Highline,Diesel,Outubro,2013,155 000 km,1 199 cm3,75 cv,,,Citadino,Preto,,Manual,5,5,5,Integral,18 Meses,,Importado,,,,,Usados,8 900        EUR,8090325584,6 Setembro 2023,Sim,,,99 g/km,01/10/2023,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Yaris,1.0 VVT-i ACtive+AC,Gasolina,Março,2016,102 000 km,998 cm3,69 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,,5,5,,18 Meses,,Importado,,,,"5,20 l/100km",Usados,12 950        EUR,8089056065,6 Setembro 2023,Sim,,,99 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat Variant,1.6 TDI Confortline Navig,Diesel,Julho,2011,292 175 km,1 598 cm3,105 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,,Sim,,,,Usados,10 900        EUR,8090298531,6 Setembro 2023,Sim,Classe 1,,,07/07/2024,Sim,,,,,,,,,"4,70 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,,Diesel,Julho,2011,274 000 km,2 143 cm3,170 cv,Sim,Sim,Carrinha,Azul,,Manual,6,5,5,Tracção dianteira,18 Meses,,Importado,,,,,Usados,12 999        EUR,8089627885,6 Setembro 2023,Sim,Classe 1,,,01/07/2023,,,,Classe E,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.5 dCi Acenta,Diesel,Fevereiro,2014,150 000 km,1 461 cm3,110 cv,,,SUV / TT,Preto,,Manual,,5,5,Integral,18 Meses,,Importado,,,,,Usados,14 750        EUR,8090325576,6 Setembro 2023,Sim,,,,01/02/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.2 PureTech Attraction,Gasolina,Maio,2017,115 998 km,1 199 cm3,82 cv,Sim,Sim,Citadino,Preto,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,,Usados,12 500        EUR,8089076217,6 Setembro 2023,,Classe 1,,,18/05/2025,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Juke,1.5 dCi Tekna Sport 129g,Diesel,Dezembro,2014,128 000 km,1 461 cm3,110 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,Nacional,,Sim,Sim,"5,90 l/100km",Usados,14 500        EUR,8088483667,6 Setembro 2023,,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForFour,1.0 Prime 71,Gasolina,Maio,2015,87 000 km,999 cm3,71 cv,Sim,Sim,Utilitário,Outra,Pérola,Manual,5,5,4,Tracção traseira,18 Meses,,Nacional,,Sim,Sim,"4,80 l/100km",Usados,11 980        EUR,8089605802,6 Setembro 2023,,Classe 1,,97 g/km,,,,"3,80 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Dacia,Logan MCV,0.9 TCe Stepway,Gasolina,Dezembro,2018,44 000 km,898 cm3,90 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,1,Nacional,,Sim,Sim,"6,60 l/100km",Usados,13 980        EUR,8088685128,6 Setembro 2023,,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.6 dCi GT Line SS,Diesel,Julho,2013,149 998 km,1 598 cm3,130 cv,,,Carrinha,Preto,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,"4,80 l/100km",Usados,11 980        EUR,8090317199,6 Setembro 2023,,Classe 1,,104 g/km,,Sim,,"3,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Altea,1.6 TDi Style Eco.Start-Stop,Diesel,Julho,2010,168 000 km,1 598 cm3,105 cv,,,Monovolume,Preto,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,"5,20 l/100km",Usados,8 980        EUR,8090313876,6 Setembro 2023,,Classe 1,,119 g/km,,,,"4,10 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Toledo,,Diesel,Junho,2016,88 000 km,1 422 cm3,90 cv,Sim,Sim,Sedan,Azul,,Automática,7,5,5,,18 Meses,,,,Sim,Sim,,Usados,14 990        EUR,8088546656,5 Setembro 2023,,Classe 1,,,01/06/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508 SW,1.6 HDi Active 115g,Diesel,Dezembro,2015,229 000 km,1 560 cm3,115 cv,Sim,Sim,Carrinha,Branco,Pérola,Manual,6,5,5,,18 Meses,1,,Sim,Sim,Sim,,Usados,11 950        EUR,8089276990,5 Setembro 2023,,Classe 1,,,,,,,,160 €,,,,,,,,,,StandVirtual,Yes
Particular,Smart,ForTwo Coupé,0.9 Prime 90 Aut.,Gasolina,Dezembro,2018,18 000 km,898 cm3,90 cv,,,Pequeno citadino,Vermelho,Metalizado,Automática,6,3,2,Tracção traseira,,,Nacional,Sim,Sim,Sim,5 l/100km,Usados,14 000        EUR,8090445140,5 Setembro 2023,,,,96 g/km,18/12/2024,,,"3,60 l/100km",,,,,,,,,,,,StandVirtual,Yes
Particular,Opel,Zafira,Tourer 1.6 CDTI ecoFLEX S&S Active,Diesel,Janeiro,2014,198 293 km,1 598 cm3,136 cv,,,Monovolume,Preto,,Manual,6,5,5,Tracção dianteira,,2,Importado,,Sim,Sim,"4,60 l/100km",Usados,11 000        EUR,8090123979,5 Setembro 2023,,Classe 1,,109 g/km,,Sim,,"3,80 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Twingo,1.0 SCe Night&Day,Gasolina,Novembro,2016,59 000 km,999 cm3,70 cv,Sim,Sim,Cabrio,Branco,Metalizado,Manual,5,5,4,Tracção dianteira,18 Meses,1,Nacional,,Sim,,5 l/100km,Usados,10 500        EUR,8088539642,6 Setembro 2023,,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500X,1.3 MJ Lounge S&S,Diesel,Novembro,2015,81 000 km,1 248 cm3,95 cv,Sim,Sim,SUV / TT,Castanho,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,,Nacional,,Sim,Sim,"4,50 l/100km",Usados,13 950        EUR,8089859755,6 Setembro 2023,Sim,Classe 1,,105 g/km,,,,"3,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo Station Wagon,1.4 Pop,Gasolina,Março,2019,59 238 km,1 368 cm3,95 cv,Sim,Sim,Carrinha,Branco,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,,Nacional,,Sim,Sim,"7,80 l/100km",Usados,14 990        EUR,8087700565,6 Setembro 2023,,Classe 1,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo Coupé,0.8 cdi Passion 54 Softouch,Diesel,Outubro,2013,154 632 km,799 cm3,54 cv,Sim,Sim,Citadino,Vermelho,,Automática,6,3,2,,18 Meses,2,,,,Sim,,Usados,7 900        EUR,8090298535,6 Setembro 2023,Sim,Classe 1,,86 g/km,07/10/2023,,,,,"113,30 €",,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Picanto,1.0 CVVT More GPL,Gasolina,Janeiro,2017,105 000 km,998 cm3,69 cv,,,Pequeno citadino,Preto,Metalizado,Manual,5,5,5,Tracção dianteira,24 Meses,1,Nacional,Sim,Sim,Sim,"7,60 l/100km",Usados,10 500        EUR,8088090002,6 Setembro 2023,,Classe 1,,,,,,,,,150 000 km,,,,,31/01/2024,,,,StandVirtual,Yes
Profissional,Chevrolet,Cruze,1.6 LS,Gasolina,Dezembro,2010,119 000 km,1 598 cm3,113 cv,Sim,Sim,Sedan,Preto,Metalizado,Manual,5,4,5,Tracção dianteira,18 Meses,1,Nacional,,,Sim,9 l/100km,Usados,7 980        EUR,8088832804,6 Setembro 2023,,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza ST,1.2 12V Fresc,Gasolina,Junho,2013,95 000 km,1 198 cm3,70 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,1,Nacional,,Sim,,"7,30 l/100km",Usados,8 980        EUR,8089368141,6 Setembro 2023,,Classe 1,,128 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Carens,1.7 CRDi ISG TX,Diesel,Junho,2014,119 000 km,1 685 cm3,136 cv,Sim,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,7,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,"5,90 l/100km",Usados,14 980        EUR,8089963324,6 Setembro 2023,,Classe 1,,132 g/km,,,,"4,60 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,1.5 dCi GT Line SS,Diesel,Março,2014,101 000 km,1 461 cm3,110 cv,Sim,Sim,Utilitário,Azul,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,Nacional,,Sim,Sim,"3,90 l/100km",Usados,12 980        EUR,8089997039,6 Setembro 2023,,Classe 1,,93 g/km,,Sim,,"3,40 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C1 Airscape,1.2 VTi Shine,Gasolina,Outubro,2018,108 000 km,1 199 cm3,82 cv,Sim,Sim,Cabrio,Azul,Metalizado,Manual,5,5,4,,18 Meses,1,Nacional,,Sim,,"5,40 l/100km",Usados,11 500        EUR,8086993706,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,S-Max,2.0 TDCi Titanium Busine.7L,Diesel,Junho,2011,203 226 km,1 997 cm3,140 cv,Sim,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,7,Tracção dianteira,18 Meses,1,Nacional,Sim,,Sim,,Usados,12 900        EUR,8090298534,6 Setembro 2023,Sim,Classe 1,,,07/06/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.3 CDTi Enjoy,Diesel,Maio,2016,153 000 km,1 248 cm3,95 cv,,,Utilitário,Cinzento,,Manual,5,5,5,Integral,18 Meses,,Nacional,,,,,Usados,9 500        EUR,8090111184,6 Setembro 2023,,Classe 1,,,20/05/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo Coupé,Electric Drive Passion,Eléctrico,Janeiro,2018,39 542 km,,82 cv,Sim,Sim,Citadino,Branco,Metalizado,Automática,,3,2,,18 Meses,,,Sim,Sim,Sim,,Usados,13 850        EUR,8087092070,6 Setembro 2023,Sim,Classe 1,140 km,,01/01/2024,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,1.0 Confortline,Gasolina,Agosto,2018,54 000 km,999 cm3,75 cv,,,Citadino,Preto,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,1,Nacional,Sim,,Sim,"5,90 l/100km",Usados,14 500        EUR,8090450149,6 Setembro 2023,,Classe 1,,108 g/km,,,,"4,10 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge J17,Diesel,Maio,2018,92 536 km,1 248 cm3,95 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,,Nacional,,Sim,Sim,"5,30 l/100km",Usados,14 490        EUR,8088286180,6 Setembro 2023,,Classe 1,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,d Touring LifeStyle,Diesel,Setembro,2010,251 000 km,1 995 cm3,143 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Tracção traseira,18 Meses,,Nacional,Sim,,Sim,"5,80 l/100km",Usados,10 750        EUR,8089849371,6 Setembro 2023,Sim,Classe 1,,120 g/km,,,,"4,20 l/100km",Série 3,,,,,,,,,,,StandVirtual,Yes
Particular,VW,Golf,1.6 TDi Highline,Diesel,Janeiro,2010,298 000 km,1 598 cm3,105 cv,,,Utilitário,Cinzento,,Manual,5,5,,Tracção dianteira,,,,,,,"4,60 l/100km",Usados,8 050        EUR,8090309524,6 Setembro 2023,,,,99 g/km,,,,"3,30 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.2 PureTech Allure,Gasolina,Novembro,2016,117 544 km,1 199 cm3,130 cv,Sim,Sim,Carrinha,Branco,,Manual,,5,5,Tracção dianteira,18 Meses,,,,Sim,Sim,"5,90 l/100km",Usados,14 950        EUR,8087637099,6 Setembro 2023,,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Space Star,1.2 Intense,Gasolina,Maio,2022,24 119 km,1 193 cm3,71 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Tracção dianteira,36 Meses,,Nacional,Sim,Sim,Sim,"5,30 l/100km",Usados,13 750        EUR,8089908912,6 Setembro 2023,,,,116 g/km,,,Sim,"4,40 l/100km",,,,,,,,01/05/2027,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Junho,2016,108 000 km,898 cm3,90 cv,Sim,Sim,Citadino,Branco,,Manual,5,5,5,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,12 490        EUR,8089851545,6 Setembro 2023,Sim,Classe 1,,105 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,1.5 TDCi Titanium,Diesel,Maio,2016,230 000 km,1 499 cm3,120 cv,Sim,Sim,Carrinha,Prateado,Metalizado,Manual,6,5,5,,18 Meses,,Nacional,,,Sim,,Usados,9 950        EUR,8089700767,6 Setembro 2023,Sim,,,98 g/km,31/05/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Avensis SW,2.0 D-4D Luxury+Navi,Diesel,Janeiro,2012,160 659 km,1 998 cm3,124 cv,Sim,Sim,Carrinha,Azul,,Manual,6,5,5,,18 Meses,1,Importado,,,Sim,,Usados,14 750        EUR,8089341539,6 Setembro 2023,,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Audi,A1 Sportback,1.6 TDI Sport,Diesel,Julho,2015,97 219 km,1 598 cm3,116 cv,,,Citadino,Preto,Metalizado,Manual,5,5,5,Tracção dianteira,,2,Nacional,Sim,Sim,Sim,"4,50 l/100km",Usados,15 000        EUR,8090517360,6 Setembro 2023,,Classe 1,,99 g/km,23/07/2024,,,"3,20 l/100km",,"154,12 €",100 000 km,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500C,,Híbrido (Gasolina),Dezembro,2020,64 000 km,999 cm3,69 cv,Sim,Sim,Utilitário,Cinzento,,Manual,5,3,4,Tracção dianteira,18 Meses,1,Nacional,,Sim,Sim,,Usados,14 750        EUR,8090439462,6 Setembro 2023,,Classe 1,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,,Diesel,Julho,2017,129 000 km,1 560 cm3,120 cv,Sim,Sim,Carrinha,Preto,,Manual,6,5,5,,18 Meses,,,,Sim,Sim,,Usados,15 990        EUR,8089354231,5 Setembro 2023,,Classe 1,,,01/07/2025,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d Pack M Auto,Diesel,Julho,2020,137 132 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Branco,,Automática,,5,5,,36 Meses,,Nacional,Sim,,Sim,,Usados,26 850        EUR,8090494719,4 Setembro 2023,,,,,,,,,Série 1,,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.6 BlueHDi Allure Grip Control EAT6,Diesel,Outubro,2017,115 000 km,1 560 cm3,120 cv,Sim,Sim,SUV / TT,Cinzento,,Automática,6,5,5,,18 Meses,1,,Sim,Sim,Sim,,Usados,24 900        EUR,8088009068,5 Setembro 2023,,Classe 1,,108 g/km,,Sim,,,,152 €,,,,,,,,,,StandVirtual,Yes
Profissional,Dacia,Duster,1.0 TCe ECO-G Prestige Bi-Fuel,GPL,Junho,2022,5 km,999 cm3,101 cv,Sim,Sim,SUV / TT,Vermelho,,Manual,,5,5,,36 Meses,,Importado,,,,,Usados,24 500        EUR,8089186828,5 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,Business Blue DCi 115 EDC,Diesel,Janeiro,2021,66 000 km,1 461 cm3,115 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,6,5,5,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,,Usados,24 980        EUR,8089107992,6 Setembro 2023,Sim,Classe 1,1 000 km,124 g/km,25/01/2025,Sim,Sim,,,"154,12 €",,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Urban,Diesel,Dezembro,2017,62 233 km,2 143 cm3,136 cv,,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,"5,40 l/100km",Usados,29 800        EUR,8086490652,6 Setembro 2023,,Classe 1,,,,Sim,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes
Particular,Audi,Q3,2.0 TDI quattro S-line S tronic,Diesel,Maio,2018,97 500 km,1 968 cm3,150 cv,,,SUV / TT,Branco,Metalizado,Automática,7,5,,Tracção dianteira,,,,,,,6 l/100km,Usados,29 000        EUR,8090450639,6 Setembro 2023,,,,133 g/km,,,,"4,50 l/100km",,,,,,,,,,,,StandVirtual,Yes
Particular,Nissan,Leaf,Tekna,Eléctrico,Janeiro,2020,69 000 km,,150 cv,,,Sedan,Branco,Pérola,Automática,6,5,5,Tracção dianteira,,1,Nacional,Sim,Sim,Sim,,Usados,20 990        EUR,8088646582,6 Setembro 2023,Sim,Classe 1,270 km,,23/01/2025,Sim,,,,,,270 km,40 kWh,,,,"20,60 kWh/100km",Sim,,StandVirtual,Yes
Profissional,Opel,Insignia Sports Tourer,1.5 D Business Edition,Diesel,Novembro,2020,80 000 km,1 496 cm3,122 cv,Sim,Sim,Carrinha,Cinzento,,Manual,,5,5,,18 Meses,,Nacional,,,,,Usados,23 900        EUR,8090253539,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Janeiro,2023,23 km,999 cm3,92 cv,Sim,Sim,Citadino,Preto,,Manual,5,5,5,Tracção dianteira,36 Meses,,Nacional,Sim,Sim,Sim,,Usados,21 490        EUR,8089806035,6 Setembro 2023,,Classe 1,,121 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Dacia,Sandero,1.0 ECO-G Stepway Extreme Bi-Fuel,GPL,Julho,2023,10 km,999 cm3,101 cv,,,Citadino,Verde,,Manual,6,5,5,Tracção dianteira,18 Meses,,Importado,,,,,Usados,24 500        EUR,8090307563,6 Setembro 2023,,,,131 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,CDI Cabrio,Diesel,Novembro,2013,179 000 km,2 143 cm3,170 cv,,,Cabrio,Branco,,Manual,6,2,4,Tracção traseira,36 Meses,,,,,,"5,90 l/100km",Usados,25 000        EUR,8090300560,6 Setembro 2023,,,,127 g/km,,Sim,,"4,20 l/100km",Classe E,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,2.0 TSi R,Gasolina,Maio,2014,173 000 km,1 984 cm3,300 cv,Sim,Sim,Utilitário,Azul,Metalizado,Manual,6,3,5,Integral,18 Meses,,,,Sim,Sim,"9,40 l/100km",Usados,26 990        EUR,8090300292,6 Setembro 2023,Sim,Classe 1,,165 g/km,,,,"5,90 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,,Híbrido (Gasolina),Abril,2022,32 332 km,999 cm3,70 cv,,Sim,Citadino,Azul,Metalizado,Manual,6,3,4,,18 Meses,,,,Sim,Sim,,Usados,17 900        EUR,8089328241,6 Setembro 2023,,Classe 1,,,01/04/2026,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,BLUE dCi 115 LIMITED,Diesel,Dezembro,2021,46 878 km,1 461 cm3,115 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,,Tracção dianteira,18 Meses,1,Importado,Sim,Sim,Sim,"4,60 l/100km",Usados,19 750        EUR,8089806000,6 Setembro 2023,,Classe 1,,102 g/km,,Sim,,"3,50 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.5 BlueHDi Signature,Diesel,Março,2019,76 000 km,1 499 cm3,102 cv,Sim,Sim,Utilitário,Preto,,Manual,,5,5,,18 Meses,,Nacional,,,,,Usados,16 500        EUR,8088784116,6 Setembro 2023,,,,,01/03/2025,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,,Gasolina,Agosto,2018,127 201 km,1 600 cm3,122 cv,,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,,18 Meses,,,,Sim,Sim,,Usados,27 900        EUR,8084901292,6 Setembro 2023,,Classe 1,,,01/08/2022,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,Bluetec Hybrid Avantgarde,Híbrido (Diesel),Junho,2015,180 399 km,2 143 cm3,231 cv,,Sim,Carrinha,Cinzento,Metalizado,Automática,6,5,5,,18 Meses,,,,Sim,Sim,,Usados,25 700        EUR,8085201069,6 Setembro 2023,,Classe 1,,,01/06/2024,Sim,,,Classe E,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 Blue dCi Intens,Diesel,Julho,2020,126 000 km,1 461 cm3,85 cv,Sim,Sim,Citadino,Branco,Metalizado,Manual,5,5,5,Tracção dianteira,18 Meses,,,Sim,,Sim,,Usados,15 500        EUR,8087240517,6 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,1.5 dCi Limited EDC,Diesel,Agosto,2016,148 700 km,1 461 cm3,110 cv,Sim,Sim,Utilitário,Branco,,Automática,,5,5,,18 Meses,,Importado,,Sim,,,Usados,16 490        EUR,8090517494,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Puma,1.0 EcoBoost MHEV ST-Line,Gasolina,Junho,2023,58 km,998 cm3,125 cv,Sim,Sim,SUV / TT,Branco,,Manual,6,5,5,,36 Meses,1,Nacional,Sim,Sim,Sim,,Novos,26 990        EUR,8090517492,6 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,SEAT,Arona,1.0 TSI Xcellence DSG,Gasolina,Maio,2019,54 500 km,999 cm3,115 cv,Sim,Sim,SUV / TT,Outra,,Automática,,5,5,,18 Meses,,Nacional,,,Sim,,Usados,19 900        EUR,8090517447,6 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
