Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Potência,Autonomia,Capacidade da bateria,Bateria,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Autonomia Máxima,Condição,Preco,ID Anuncio,Data Anuncio,Link,Cilindrada,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Não fumador,2º Chave,Valor Fixo,Emissões CO2,Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,Registo(s),IVA Discriminado,Inspecção válida até,IUC,Filtro de partículas,Gancho de Reboque,Clássico,Consumo,Consumo Combinado,Sub-modelo,Garantia de Fábrica até,ou até,Site,Portugal,Data
Profissional,Citroën,C4,BlueHDi 130 Stop&Start EAT8 FEEL PACK,Diesel,Maio,2022,30 000 km,130 cv,,,,Utilitário,Verde,Automática,8,5,,Tracção dianteira,,Usados,26 950        EUR,8090573933,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-bluehdi-130-stop-start-eat8-feel-pack-ID8PxdRX.html,1 499 cm3,,,,,36 Meses,,,,,,,,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Citroën,C3 Aircross,1.2 PureTech Shine,Gasolina,Junho,2022,29 520 km,110 cv,,,,SUV / TT,Branco,Manual,6,5,,Tracção dianteira,,Usados,19 200        EUR,8090449166,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-shine-ID8PvHpA.html,1 199 cm3,,,,,,,,,,134 g/km,,"5,90 l/100km","4,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Março,2022,16 400 km,109 cv,,,,Utilitário,Branco,Manual,,5,5,,,Usados,28 000        EUR,8089897818,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8PunYS.html,1 332 cm3,,,,,24 Meses,Nacional,,,Sim,,,,,,,,,,,,,"5,90 l/100km",Classe A,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,C3,Pure Tech Shine,Gasolina,Fevereiro,2023,6 500 km,82 cv,,,,Citadino,Vermelho,Manual,5,5,,Tracção dianteira,,Usados,18 450        EUR,8090573931,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-pure-tech-shine-ID8PxdRW.html,1 199 cm3,,,,,36 Meses,,,,,110 g/km,,"5,80 l/100km","4,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Up!,1.0 TSI High,Gasolina,Março,2017,34 000 km,90 cv,,,,Pequeno citadino,Preto,Manual,,5,4,,,Usados,16 900        EUR,8090191817,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-up-1-0-tsi-high-ID8PwCsN.html,999 cm3,Sim,Sim,,Classe 1,18 Meses,Importado,,Sim,Sim,108 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Renault,Clio,1.0 TCe RS Line,Gasolina,Junho,2021,37 950 km,100 cv,,,,Citadino,Preto,Manual,,5,,,,Usados,18 500        EUR,8090449256,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-rs-line-ID8PvHr2.html,999 cm3,,,Metalizado,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,118,i Advantage,Gasolina,Março,2021,30 000 km,136 cv,,,,Utilitário,Cinzento,Manual,6,5,,Tracção traseira,,Usados,27 950        EUR,8090573929,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-118-i-advantage-ID8PxdRT.html,1 499 cm3,,,,,36 Meses,,,,,166 g/km,,,,,,,,,,,,,Série 1,,,StandVirtual,Yes,2023-09-17
Profissional,Hyundai,Kauai,EV 64kWh Premium+LED,Eléctrico,Setembro,2019,114 000 km,204 cv,482 km,64 kWh,,SUV / TT,Cinzento,Automática,,5,,,,Usados,23 990        EUR,8090514522,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-premium-led-ID8PvYpI.html,,Sim,Sim,Metalizado,,18 Meses,Nacional,Sim,Sim,Sim,,Sim,,,1,Sim,,,,,,64 kWh/100km,,,,,StandVirtual,Yes,2023-09-17
Profissional,Audi,A5 Sportback,2.0 TDI Sport,Diesel,Junho,2018,177 000 km,190 cv,,,,Sedan,Cinzento,Manual,6,5,5,,,Usados,26 950        EUR,8090611432,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-sport-ID8PxnCM.html,1 968 cm3,Sim,Sim,Metalizado,Classe 1,36 Meses,Nacional,Sim,Sim,Sim,,Sim,"5,20 l/100km",,1,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,i3,94Ah +Comfort Package Advance,Eléctrico,Fevereiro,2018,67 000 km,170 cv,240 km,,,Citadino,Preto,Automática,,5,4,,,Usados,22 490        EUR,8089628450,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-94ah-comfort-package-advance-ID8PtfUe.html,,Sim,Sim,Metalizado,Classe 1,36 Meses,Importado,Sim,Sim,,,Sim,,,,,,,,,,,,Série i,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Captur,1.0 TCe Exclusive,Gasolina,Julho,2020,56 000 km,100 cv,,,,SUV / TT,Cinzento,Manual,5,5,5,,,Usados,18 990        EUR,8090103035,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-exclusive-ID8PwfmP.html,999 cm3,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,,,Sim,"6,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,C3,1.2 PureTech Shine,Gasolina,Março,2019,39 000 km,82 cv,,,,Citadino,Branco,Manual,5,5,5,Tracção dianteira,,Usados,15 680        EUR,8090049617,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-ID8Pw1tf.html,1 199 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,,Sim,"5,80 l/100km",,,,,120 €,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,Berlingo,1.5 BlueHDi XL Shine 7L,Diesel,Julho,2019,154 000 km,130 cv,,,,Monovolume,Bege,Manual,6,5,7,Tracção dianteira,,Usados,27 900        EUR,8089831154,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-berlingo-1-5-bluehdi-xl-shine-7l-ID8Pu6DE.html,1 499 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,,117 g/km,Sim,"4,80 l/100km","4,20 l/100km",1,,31/07/2025,"190,41 €",,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mazda,CX-3,1.5 Sky.Excellence Navi,Diesel,Março,2016,73 100 km,105 cv,,,,SUV / TT,Branco,Manual,,5,5,,,Usados,17 900        EUR,8090154035,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-5-sky-excellence-navi-ID8PwsDp.html,1 499 cm3,Sim,Sim,,,18 Meses,Nacional,,Sim,,105 g/km,,,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,SEAT,Ibiza,1.0 TSI Style DSG,Gasolina,Abril,2022,30 600 km,110 cv,,,,Citadino,Preto,Automática,,5,5,,,Usados,21 900        EUR,8090154037,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-style-dsg-ID8PwsDr.html,999 cm3,Sim,Sim,,,36 Meses,Nacional,,Sim,,126 g/km,,,,,,,,,,,,,,01/01/0001,,StandVirtual,Yes,2023-09-17
Particular,VW,Golf,1.4 GTE Plug-in,Híbrido (Gasolina),Junho,2019,93 200 km,204 cv,,,,Utilitário,Preto,Automática,6,5,5,Tracção dianteira,41 km,Usados,25 950        EUR,8090228515,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-gte-plug-in-ID8PwM0H.html,1 395 cm3,,,Pérola,Classe 1,,Nacional,Sim,Sim,,,Sim,,,,,,144 €,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,DS5,2.0 HDi Hybrid4 Sport Chic CMP6,Híbrido (Diesel),Outubro,2013,156 000 km,200 cv,,,,Utilitário,Branco,Automática,6,5,5,Integral,,Usados,17 900        EUR,8090053515,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-ds5-2-0-hdi-hybrid4-sport-chic-cmp6-ID8Pw2u7.html,1 997 cm3,Sim,Sim,Pérola,Classe 1,18 Meses,Importado,,Sim,,107 g/km,,"4,20 l/100km",4 l/100km,2,,22/10/2023,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Mégane,ENERGY TCe 100 INTENS,Gasolina,Janeiro,2018,62 551 km,100 cv,,,,Utilitário,Preto,Manual,,5,5,,,Usados,15 970        EUR,8090569566,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-energy-tce-100-intens-ID8PxcJv.html,1 197 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,,Sim,Sim,,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Clio,1.5 dCi GT Line,Diesel,Junho,2018,113 000 km,90 cv,,,,Citadino,Vermelho,Manual,5,5,5,Tracção dianteira,,Usados,15 900        EUR,8089150871,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-gt-line-ID8PrfFl.html,1 461 cm3,,,Metalizado,Classe 1,18 Meses,Nacional,,Sim,,82 g/km,,"4,30 l/100km",,2,,15/06/2024,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,508 SW,1.6 BlueHDi Access P.Business J17,Diesel,Março,2018,95 926 km,120 cv,,,,Carrinha,Cinzento,Manual,6,5,5,,,Usados,17 970        EUR,8090517490,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-access-p-business-j17-ID8PvZbA.html,1 560 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,,Sim,Sim,,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Nissan,Qashqai,1.6 dCi Tekna Premium Pele S P.Preta,Diesel,Março,2017,69 000 km,130 cv,,,,SUV / TT,Branco,Manual,6,5,5,Tracção dianteira,,Usados,19 980        EUR,8090192600,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-6-dci-tekna-premium-pele-s-p-preta-ID8PwCFq.html,1 598 cm3,,,Metalizado,,,Nacional,Sim,Sim,,120 g/km,Sim,"5,20 l/100km","4,30 l/100km",1,,30/03/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Captur,1.0 TCe Zen,Gasolina,Setembro,2022,18 526 km,90 cv,,,,SUV / TT,Preto,Manual,6,5,5,Tracção dianteira,,Usados,21 740        EUR,8090028381,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-zen-ID8PuWVJ.html,999 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,Sim,,Sim,135 g/km,Sim,"6,30 l/100km","4,70 l/100km",,Sim,,,,,,,,,09/09/2025,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,C4 Grand Picasso,1.6 BlueHDi Intensive EAT6 J17,Diesel,Março,2016,146 081 km,120 cv,,,,Monovolume,Azul,Automática,6,5,7,,,Usados,16 970        EUR,8090565761,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-bluehdi-intensive-eat6-j17-ID8PxbK9.html,1 560 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,,Sim,Sim,,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,308 SW,1.2 PureTech Allure Full LED,Gasolina,Junho,2019,128 300 km,130 cv,,,,Carrinha,Cinzento,Manual,6,5,5,,,Usados,15 900        EUR,8090448559,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-2-puretech-allure-full-led-ID8PvHfN.html,1 199 cm3,Sim,Sim,,Classe 1,18 Meses,Importado,Sim,,Sim,106 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Clio,1.0 TCe Limited,Gasolina,Setembro,2021,27 124 km,90 cv,,,,Citadino,Azul,Manual,,5,5,,,Usados,17 290        EUR,8089445802,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-limited-ID8Psuoi.html,999 cm3,Sim,Sim,Metalizado,Classe 1,36 Meses,Nacional,Sim,Sim,Sim,,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Talisman,1.5 dCi Zen P.Business,Diesel,Dezembro,2017,90 540 km,110 cv,,,,Sedan,Preto,Manual,6,4,5,Tracção dianteira,,Usados,17 490        EUR,8089390646,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-talisman-1-5-dci-zen-p-business-ID8Psg2G.html,1 461 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,Sim,,Sim,,,1,,,"154,12 €",Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,5008,BlueHDI 130 EAT8 Active,Diesel,Agosto,2020,121 821 km,130 cv,,,,Monovolume,Preto,Automática,,5,7,,,Usados,24 900        EUR,8090604324,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-bluehdi-130-eat8-active-ID8PxlM8.html,1 499 cm3,Sim,Sim,Metalizado,,18 Meses,Importado,Sim,,Sim,107 g/km,,,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Hyundai,Ioniq,EV 38kWh,Eléctrico,Novembro,2019,42 500 km,136 cv,,,Própria,Sedan,Preto,Automática,,5,,Tracção dianteira,,Usados,22 900        EUR,8090306955,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-ioniq-ev-38kwh-ID8Pv6pR.html,,,Sim,,,18 Meses,,,,Sim,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,Março,2022,29 000 km,70 cv,,,,Citadino,Branco,Manual,,3,5,,,Usados,16 700        EUR,8089101920,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8Pr2WO.html,999 cm3,Sim,Sim,Metalizado,,36 Meses,Nacional,Sim,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Dacia,Duster,1.5 Blue dCi Prestige,Diesel,Abril,2021,81 000 km,115 cv,,,,SUV / TT,Cinzento,Manual,6,5,5,Tracção dianteira,,Usados,21 900        EUR,8090608516,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-blue-dci-prestige-ID8PxmRK.html,1 461 cm3,,,,,36 Meses,,,,,127 g/km,,"4,70 l/100km","3,90 l/100km",,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mazda,CX-30,2.0 Sky-G Evolve AWD i-Active +Sport+Safety+Sound,Gasolina,Agosto,2020,11 600 km,122 cv,,,,SUV / TT,Azul,Manual,,5,,,,Usados,25 499        EUR,8090590971,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-30-2-0-sky-g-evolve-awd-i-active-sport-safety-sound-ID8PxiiL.html,1 998 cm3,,Sim,,,36 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,One,Standard,Gasolina,Novembro,2017,141 000 km,102 cv,,,,Utilitário,Preto,Manual,6,5,5,,,Usados,15 900        EUR,8089287852,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-one-standard-ID8PrPiI.html,1 198 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,Sim,Sim,,,Sim,"6,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,VW,Sharan,2.0 TDI Highline,Diesel,Maio,2015,166 500 km,177 cv,,,,Monovolume,Azul,Manual,6,5,7,Tracção dianteira,,Usados,19 500        EUR,8090404015,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-highline-ID8PvwFl.html,1 968 cm3,,,Metalizado,Classe 1,,Nacional,,,,152 g/km,,"7,30 l/100km",5 l/100km,1,,19/05/2025,"271,56 €",,1,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,DS,DS5,1.6 BlueHDi So Chic EAT6,Diesel,Janeiro,2018,150 664 km,120 cv,,,,Utilitário,Azul,Automática,6,5,5,Tracção dianteira,,Usados,18 950        EUR,8089027996,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds5-1-6-bluehdi-so-chic-eat6-ID8PqJHu.html,1 560 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,,,,"4,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Opel,Grandland X,1.6 Turbo D Dynamic,Diesel,Agosto,2018,112 321 km,120 cv,,,,Monovolume,Preto,Automática,6,5,5,Tracção dianteira,,Usados,21 950        EUR,8089153825,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-grandland-x-1-6-turbo-d-dynamic-ID8PrgqZ.html,1 560 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,,,Sim,"4,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,308 SW,1.5 BlueHDi Active Pack,Diesel,Setembro,2018,55 020 km,130 cv,,,,Carrinha,Branco,Manual,6,5,5,Tracção dianteira,,Usados,17 250        EUR,8089944635,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-active-pack-ID8PuA9Z.html,1 499 cm3,Sim,Sim,,Classe 1,18 Meses,,Sim,Sim,,122 g/km,,"4,40 l/100km","3,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Mercedes-Benz,Viano,2.2 CDI Avantgarde,Diesel,Março,2013,460 000 km,163 cv,,,,Monovolume,Preto,Manual,6,5,8,Tracção dianteira,,Usados,30 000        EUR,8090422441,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-viano-2-2-cdi-avantgarde-ID8PvAsx.html,2 143 cm3,,,Metalizado,Classe 1,,Nacional,Sim,Sim,,193 g/km,,"8,80 l/100km","6,40 l/100km",,,12/03/2024,400 €,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,C 180,BlueTEC Aut.,Diesel,Agosto,2016,320 000 km,116 cv,,,,Carrinha,Preto,Automática,7,5,5,Tracção traseira,,Usados,15 500        EUR,8090087470,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-bluetec-aut-ID8PwbjM.html,1 598 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,,,Sim,"5,20 l/100km",,1,,16/08/2024,,Sim,,,,,Classe C,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,C 200,BlueTEC,Diesel,Abril,2015,168 000 km,136 cv,,,,Carrinha,Cinzento,Manual,6,5,5,,,Usados,18 990        EUR,8089959713,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-bluetec-ID8PuE5b.html,1 598 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,Sim,Sim,,,Sim,"5,10 l/100km",,2,,16/04/2024,,Sim,,,,,Classe C,,,StandVirtual,Yes,2023-09-17
Particular,BMW,520,d Line Luxury Auto,Diesel,Julho,2012,217 797 km,184 cv,,,,Carrinha,Azul,Automática,8,5,5,Tracção traseira,,Usados,15 800        EUR,8090611420,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PxnCA.html,1 995 cm3,,,Metalizado,Classe 1,,Importado,Sim,Sim,,123 g/km,Sim,"5,90 l/100km","4,60 l/100km",2,,30/05/2024,245 €,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,Mitsubishi,ASX,1.6 DI-D Tokyo Edition,Diesel,Março,2016,149 950 km,114 cv,,,,SUV / TT,Preto,Manual,6,5,5,Tracção dianteira,,Usados,15 250        EUR,8090584492,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-asx-1-6-di-d-tokyo-edition-ID8PxgCg.html,1 560 cm3,,,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,,119 g/km,Sim,"5,20 l/100km","4,20 l/100km",1,,24/03/2024,150 €,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,116,d Advantage,Diesel,Agosto,2018,81 500 km,116 cv,,,,Utilitário,Cinzento,Manual,,5,5,,,Usados,19 800        EUR,8090482229,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PvQ0R.html,1 496 cm3,,,,,36 Meses,Nacional,,,Sim,111 g/km,,"4,70 l/100km","3,60 l/100km",,,,,,,,,4 l/100km,Série 1,17/09/2026,,StandVirtual,Yes,2023-09-17
Profissional,SEAT,Ateca,1.0 TSI Style,Gasolina,Dezembro,2019,59 310 km,115 cv,,,,SUV / TT,Branco,Manual,,5,5,,,Usados,21 450        EUR,8088913901,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-0-tsi-style-ID8Pqg1f.html,999 cm3,Sim,Sim,,,24 Meses,Importado,Sim,Sim,,,Sim,,,,Sim,01/12/2023,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Novembro,2021,32 000 km,75 cv,,,,Citadino,Cinzento,Manual,5,5,5,,,Usados,17 950        EUR,8088747450,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PpyIy.html,1 199 cm3,Sim,Sim,Metalizado,,36 Meses,Nacional,Sim,Sim,,,,"4,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Fevereiro,2020,58 000 km,130 cv,,,,Monovolume,Preto,Manual,6,5,5,Tracção dianteira,,Usados,28 950        EUR,8090063873,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pw5bb.html,1 499 cm3,Sim,Sim,,Classe 1,36 Meses,Nacional,Sim,Sim,,130 g/km,Sim,"4,40 l/100km","3,60 l/100km",1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,208,1.2 PureTech Style,Gasolina,Abril,2019,34 955 km,82 cv,,,,Utilitário,Branco,Manual,5,5,5,Tracção dianteira,,Usados,15 450        EUR,8090063797,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-style-ID8Pw59X.html,1 199 cm3,Sim,Sim,,Classe 1,36 Meses,Nacional,Sim,Sim,,104 g/km,,"5,50 l/100km","3,90 l/100km",1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Jaguar,XE,2.0 D Pure Aut.,Diesel,Setembro,2015,98 000 km,180 cv,,,,Sedan,Azul,Automática,,4,5,,,Usados,23 950        EUR,8089440788,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xe-2-0-d-pure-aut-ID8Pst5q.html,1 999 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,,Sim,,,1,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X1,16 d sDrive Pack M,Diesel,Março,2019,113 676 km,116 cv,,,,SUV / TT,Cinzento,Manual,6,5,5,Tracção dianteira,,Usados,25 950        EUR,8090611417,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-pack-m-ID8PxnCx.html,1 496 cm3,,,Metalizado,Classe 1,18 Meses,,Sim,Sim,,134 g/km,Sim,,,,,,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Particular,Mercedes-Benz,C 200,,Diesel,Novembro,2019,144 000 km,160 cv,,,,Sedan,Azul,Automática,,4,5,,,Usados,28 450        EUR,8090026858,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-ID8PuWya.html,1 597 cm3,,,Metalizado,Classe 1,,Nacional,,,,,Sim,,,,,,,,,,,,Classe C,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,308,1.2 PureTech Allure,Gasolina,Junho,2015,144 749 km,130 cv,,,,Utilitário,Preto,Manual,6,5,5,Tracção dianteira,,Usados,15 390        EUR,8088654290,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-2-puretech-allure-ID8PpatY.html,1 199 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,,107 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Nissan,Qashqai,1.5 dCi Tekna,Diesel,Junho,2021,134 000 km,115 cv,,,,SUV / TT,Cinzento,Automática,6,5,5,Tracção dianteira,950 km,Usados,22 900        EUR,8088829758,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-ID8PpU86.html,1 461 cm3,,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,,,Sim,4 l/100km,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Passat,1.6 TDI Highline DSG,Diesel,Outubro,2018,66 000 km,120 cv,,,,Sedan,Preto,Automática,7,4,5,Tracção dianteira,,Usados,20 990        EUR,8090326334,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-1-6-tdi-highline-dsg-ID8Pvbsq.html,1 598 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,,Sim,Sim,104 g/km,Sim,"4,40 l/100km","3,60 l/100km",1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,5008,1.5 BlueHDi GT Line,Diesel,Dezembro,2017,96 900 km,130 cv,,,,SUV / TT,Cinzento,Manual,6,5,7,Tracção dianteira,,Usados,25 500        EUR,8089606486,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-line-ID8PtabY.html,1 499 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,108 g/km,Sim,"4,50 l/100km","3,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Nissan,Qashqai,1.2 DIG-T Tekna 19 Pele,Gasolina,Novembro,2017,95 000 km,115 cv,,,,SUV / TT,Preto,Manual,6,5,5,,,Usados,18 500        EUR,8088438756,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-2-dig-t-tekna-19-pele-ID8PogpC.html,1 197 cm3,Sim,Sim,,,18 Meses,Importado,Sim,Sim,Sim,,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
