Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Potência,Autonomia,Capacidade da bateria,Bateria,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Autonomia Máxima,Condição,Preco,ID Anuncio,Data Anuncio,Link,Cilindrada,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Não fumador,2º Chave,Valor Fixo,Emissões CO2,Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,Registo(s),IVA Discriminado,Inspecção válida até,IUC,Filtro de partículas,Gancho de Reboque,Clássico,Consumo,Consumo Combinado,Sub-modelo,Garantia de Fábrica até,ou até,Site,Portugal,Data
Profissional,Fiat,500,1.0 Hybrid Lounge,Gasolina,Novembro,2020,15 300 km,70 cv,,,,Pequeno citadino,Branco,Manual,6,3,4,,,Usados,15 000        EUR,8088849146,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-lounge-ID8PpZaO.html,999 cm3,Sim,Sim,,Classe 1,18 Meses,,Sim,Sim,Sim,,,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,116,d EDynamics Line Sport,Diesel,Abril,2013,152 000 km,116 cv,,,,Utilitário,Azul,Manual,6,5,5,Tracção traseira,,Usados,14 900        EUR,8090422424,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-edynamics-line-sport-ID8PvAsg.html,1 598 cm3,,Sim,Metalizado,Classe 1,24 Meses,Nacional,,Sim,,,Sim,"4,40 l/100km",,1,,01/08/2024,,Sim,,,,,Série 1,01/08/2025,250 000 km,StandVirtual,Yes,2023-09-17
Profissional,Fiat,500C,0.9 8V TwinAir by Gucci,Gasolina,Outubro,2011,108 000 km,85 cv,,,,Cabrio,Preto,Manual,,2,4,Tracção dianteira,,Usados,13 750        EUR,8089125657,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-0-9-8v-twinair-by-gucci-ID8Pr96F.html,875 cm3,Sim,Sim,,,18 Meses,,Sim,Sim,,95 g/km,,"4,70 l/100km",,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,iOn,Standard,Eléctrico,Setembro,2013,65 000 km,67 cv,,,,Citadino,Branco,Automática,,5,4,,,Usados,7 990        EUR,8090240624,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-ion-standard-ID8PwPa0.html,,Sim,Sim,,Classe 1,18 Meses,,,Sim,Sim,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,SEAT,Ibiza ST,1.0 Reference,Gasolina,Junho,2016,118 000 km,75 cv,,,,Carrinha,Cinzento,Manual,,5,5,,,Usados,12 990        EUR,8089910413,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-st-1-0-reference-ID8Purg1.html,999 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,,Sim,Sim,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Polo,1.0 Confortline,Gasolina,Junho,2017,129 000 km,75 cv,,,,Utilitário,Branco,Manual,,5,5,,,Usados,12 990        EUR,8090434326,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-confortline-ID8PvDye.html,999 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,,Sim,Sim,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Ford,Fiesta,1.0 EcoBoost Connected,Gasolina,Janeiro,2020,50 727 km,95 cv,,,,Citadino,Preto,Manual,6,5,5,Tracção dianteira,,Usados,14 980        EUR,8089994280,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8PuN4I.html,998 cm3,,Sim,Metalizado,Classe 1,18 Meses,Importado,Sim,Sim,Sim,115 g/km,,5 l/100km,"3,60 l/100km",1,,,108 €,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,2008,1.2 PureTech Allure EAT6,Gasolina,Outubro,2017,110 830 km,110 cv,,,,SUV / TT,Preto,Automática,6,5,5,Tracção dianteira,,Usados,13 700        EUR,8088438176,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-eat6-ID8Poggg.html,1 199 cm3,,Sim,Metalizado,Classe 1,18 Meses,Importado,,Sim,Sim,,,"6,60 l/100km",,1,,17/10/2023,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,500C,1.2 Collezione Dualogic S&S,Gasolina,Março,2018,92 000 km,69 cv,,,,Cabrio,Outra,Automática,5,2,4,Tracção dianteira,,Usados,14 900        EUR,8090596038,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-collezione-dualogic-s-s-ID8PxjCu.html,1 242 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,105 g/km,Sim,6 l/100km,"4,10 l/100km",,,05/03/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,Doblo,Combi 1.3 Multijet,Diesel,Março,2018,114 715 km,95 cv,,,,Carrinha,Branco,Manual,,5,3,Tracção dianteira,,Usados,12 000        EUR,8089347051,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-doblo-combi-1-3-multijet-ID8Ps4Hx.html,1 248 cm3,Sim,Sim,,,18 Meses,,Sim,Sim,,,Sim,7 l/100km,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,308,PureTech 110 Active Pack,Gasolina,Setembro,2019,110 107 km,110 cv,,,,Utilitário,Cinzento,Manual,6,5,5,Tracção dianteira,,Usados,13 980        EUR,8090332448,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-puretech-110-active-pack-ID8Pvd32.html,1 199 cm3,,Sim,Metalizado,Classe 1,18 Meses,Importado,Sim,Sim,Sim,,Sim,,,1,Sim,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Nissan,Micra,,Gasolina,Abril,2010,122 309 km,80 cv,,,,Citadino,Castanho,Automática,5,5,5,Tracção dianteira,,Usados,8 900        EUR,8088302876,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-ID8PnH40.html,1 240 cm3,Sim,,Metalizado,Classe 1,,Importado,Sim,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Opel,Insignia Sports Tourer,2.0 CDTi Executive S/S,Diesel,Julho,2014,134 000 km,140 cv,,,,Carrinha,Cinzento,Manual,,5,5,,,Usados,12 990        EUR,8090172075,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-2-0-cdti-executive-s-s-ID8Pwxkn.html,1 956 cm3,Sim,Sim,,,18 Meses,Importado,Sim,Sim,,,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,C 220,CDi Avantgarde BE,Diesel,Junho,2011,249 416 km,170 cv,,,,Carrinha,Cinzento,Manual,6,5,5,,,Usados,12 000        EUR,8090524459,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-cdi-avantgarde-be-ID8Px0ZZ.html,2 143 cm3,Sim,Sim,,,18 Meses,Importado,,Sim,,124 g/km,,,,,,14/06/2024,,,,,,,Classe C,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,500C,1.2 8V Lounge,Gasolina,Setembro,2013,98 000 km,69 cv,,,,Cabrio,Cinzento,Manual,5,2,4,,,Usados,8 900        EUR,8089889276,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-8v-lounge-ID8PulL6.html,1 242 cm3,,Sim,Metalizado,Classe 1,36 Meses,Importado,Sim,Sim,Sim,,Sim,"6,20 l/100km",,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Cooper,S,Gasolina,Abril,2011,131 560 km,184 cv,,,,Utilitário,Branco,Manual,6,3,5,Tracção dianteira,,Usados,12 990        EUR,8089256554,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-s-ID8PrH9U.html,1 598 cm3,,Sim,Pérola,Classe 1,18 Meses,Importado,,Sim,,,Sim,"7,30 l/100km",,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Nissan,Qashqai,1.5 dCi Acenta,Diesel,Setembro,2015,159 000 km,110 cv,,,,SUV / TT,Castanho,Manual,6,5,5,Tracção dianteira,,Usados,14 999        EUR,8089674797,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-acenta-ID8PtrXL.html,1 461 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,,Sim,Sim,99 g/km,Sim,"4,20 l/100km","3,60 l/100km",,,29/09/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Peugeot,107,1.0 Urban 2 Tronic,Gasolina,Fevereiro,2011,180 000 km,68 cv,,,,Utilitário,Cinzento,Automática,,5,,,,Usados,7 900        EUR,8088913914,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-107-1-0-urban-2-tronic-ID8Pqg1s.html,998 cm3,,,Metalizado,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Smart,ForTwo Coupé,Electric Drive Passion,Eléctrico,Novembro,2017,68 910 km,82 cv,,,,Citadino,Branco,Automática,,3,2,,140 km,Usados,11 900        EUR,8088555838,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-electric-drive-passion-ID8PoKS2.html,,Sim,Sim,,Classe 1,18 Meses,,Sim,Sim,Sim,,Sim,,,,Sim,01/11/2023,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Ford,Fiesta,1.1 Ti-VCT Titanium,Gasolina,Fevereiro,2019,55 000 km,85 cv,,,,Citadino,Preto,Manual,,5,5,Tracção dianteira,,Usados,14 950        EUR,8088746153,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-1-ti-vct-titanium-ID8PpynD.html,1 084 cm3,Sim,Sim,Metalizado,Classe 1,36 Meses,Nacional,Sim,Sim,,,,"6,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,500,1.2 Lounge,Gasolina,Fevereiro,2019,82 000 km,69 cv,,,,Citadino,Cinzento,Manual,5,3,4,Tracção dianteira,,Usados,12 950        EUR,8088744356,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PpxUE.html,1 242 cm3,Sim,Sim,Metalizado,,36 Meses,Nacional,Sim,Sim,,102 g/km,,"5,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,VW,Golf Variant,,Diesel,Abril,2016,210 000 km,110 cv,,,,Carrinha,Branco,Automática,,5,5,,,Usados,11 700        EUR,8090608493,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-ID8PxmRn.html,1 598 cm3,,,Metalizado,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Smart,ForTwo Coupé,1.0 Proxy 71,Gasolina,Novembro,2014,144 000 km,71 cv,,,,Citadino,Branco,Manual,,3,2,,,Usados,9 950        EUR,8090093466,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-proxy-71-ID8PwcSu.html,999 cm3,Sim,Sim,,,18 Meses,Nacional,,,,,,,,,,01/11/2023,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Scénic,1.5 dCi Bose Edition SS,Diesel,Junho,2016,128 907 km,110 cv,,,,Utilitário,Preto,Manual,6,5,5,Tracção dianteira,,Usados,14 990        EUR,8090117753,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-scnic-1-5-dci-bose-edition-ss-ID8Pwjcd.html,1 461 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,208,1.5 BlueHDi Signature,Diesel,Março,2019,116 733 km,102 cv,,,,Citadino,Vermelho,Manual,,5,,,,Usados,14 999        EUR,8087785078,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-signature-ID8Plvmq.html,1 499 cm3,,Sim,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited EDition,Diesel,Abril,2017,73 135 km,90 cv,,,,Carrinha,Preto,Manual,5,5,5,Tracção dianteira,,Usados,14 990        EUR,8089989474,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-limited-edition-ID8PuLPc.html,1 461 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,82 g/km,Sim,"3,30 l/100km","3,10 l/100km",1,Sim,24/04/2025,"156,21 €",,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,208,1.5 BlueHDi Active,Diesel,Novembro,2018,125 180 km,102 cv,,,,Utilitário,Cinzento,Manual,6,5,5,,,Usados,13 990        EUR,8089342045,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-ID8Ps3oN.html,1 499 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,97 g/km,Sim,"4,30 l/100km",,1,Sim,21/11/2024,"154,12 €",,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Dacia,Sandero,0.9 TCe Comfort Bi-Fuel,GPL,Dezembro,2017,85 809 km,90 cv,,,,Utilitário,Castanho,Manual,,5,5,,,Usados,12 880        EUR,8087579565,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-0-9-tce-comfort-bi-fuel-ID8PkETH.html,898 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,Sim,Sim,Sim,,Sim,"5,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,Julho,2018,180 000 km,90 cv,,,,Carrinha,Preto,Manual,,5,,,,Usados,9 500        EUR,8090535546,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-limited-ID8Px3SO.html,1 461 cm3,,,Metalizado,,,,,,,,,"3,50 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Fiat,500C,1.2 Lounge Dualogic Start&Stop,Gasolina,Novembro,2010,171 000 km,69 cv,,,,Cabrio,Cinzento,Automática,,2,,,,Usados,10 900        EUR,8090611377,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-lounge-dualogic-start-stop-ID8PxnBT.html,1 242 cm3,,,,,,,,,,,,"5,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Twingo,1.2 16V Dynamique,Gasolina,Maio,2012,67 566 km,75 cv,,,,Pequeno citadino,Bege,Manual,5,3,4,Tracção dianteira,,Usados,8 950        EUR,8088667722,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-twingo-1-2-16v-dynamique-ID8PpdYC.html,1 149 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,Sim,,Sim,"5,90 l/100km",,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Fiat,500L,1.3 MJ Pop Star S&S,Diesel,Maio,2016,126 000 km,95 cv,,,,Monovolume,Cinzento,Manual,5,5,5,Tracção dianteira,,Usados,11 400        EUR,8090611376,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-3-mj-pop-star-s-s-ID8PxnBS.html,1 248 cm3,,,,Classe 1,,Nacional,Sim,Sim,,107 g/km,Sim,"4,90 l/100km","3,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,500,1.2 Lounge,Gasolina,Fevereiro,2019,77 744 km,69 cv,,,,Sedan,Azul,Manual,,3,,,,Usados,12 940        EUR,8090535480,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8Px3RK.html,1 242 cm3,,,Metalizado,,36 Meses,Nacional,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,500,1.2 Lounge,Gasolina,Fevereiro,2019,86 939 km,69 cv,,,,Sedan,Cinzento,Manual,,3,,,,Usados,11 940        EUR,8090535483,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8Px3RN.html,1 242 cm3,,,Metalizado,,36 Meses,Nacional,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Cabrio,Cooper D,Diesel,Janeiro,2011,166 000 km,112 cv,,,,Cabrio,Preto,Manual,,3,4,Tracção dianteira,,Usados,12 990        EUR,8090203701,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-d-ID8PwFyt.html,1 598 cm3,Sim,Sim,,,18 Meses,Nacional,Sim,Sim,,,Sim,,,,,01/01/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Toyota,Auris Touring Sports,1.4 D-4D Comfort,Diesel,Novembro,2014,258 437 km,90 cv,,,,Carrinha,Cinzento,Manual,,5,5,Tracção dianteira,,Usados,9 850        EUR,8089834994,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-auris-touring-sports-1-4-d-4d-comfort-ID8Pu7DA.html,1 364 cm3,,,Metalizado,Classe 1,,,,,,,,"4,80 l/100km",,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Volvo,V40,1.6 D2 Kinetic Eco,Diesel,Janeiro,2014,193 500 km,115 cv,,,,Utilitário,Branco,Manual,,5,5,,,Usados,13 490        EUR,8089994843,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-1-6-d2-kinetic-eco-ID8PuNdN.html,1 560 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Polo,,Gasolina,Março,2018,106 000 km,60 cv,,,,Utilitário,Cinzento,Manual,,5,5,Tracção dianteira,,Usados,12 490        EUR,8089753516,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-ID8PtMrq.html,999 cm3,Sim,Sim,,,18 Meses,,Sim,Sim,,,Sim,,,,,01/03/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,500,1.2 Lounge,Gasolina,Fevereiro,2019,81 000 km,69 cv,,,,Citadino,Azul,Manual,5,3,4,Tracção dianteira,,Usados,12 950        EUR,8088744251,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PpxSX.html,1 242 cm3,Sim,Sim,Metalizado,,36 Meses,Nacional,,Sim,,102 g/km,Sim,"5,90 l/100km",,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,SEAT,Ibiza ST,1.2 TSI FR 30 Anos,Gasolina,Junho,2015,85 139 km,105 cv,,,,Carrinha,Branco,Manual,5,5,5,Tracção dianteira,,Usados,13 990        EUR,8087940414,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-st-1-2-tsi-fr-30-anos-ID8PmaLQ.html,1 197 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,119 g/km,,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Cooper,D,Diesel,Setembro,2015,150 169 km,116 cv,,,,Citadino,Preto,Manual,6,3,4,,,Usados,14 999        EUR,8090459615,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-d-ID8PvK87.html,1 496 cm3,Sim,Sim,,,18 Meses,Nacional,,Sim,,,,,,1,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Opel,Corsa,1.3 CDTi Business Edition,Diesel,Março,2017,107 643 km,95 cv,,,,Citadino,Cinzento,Manual,5,5,5,Tracção dianteira,,Usados,12 990        EUR,8085764970,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-3-cdti-business-edition-ID8Pd2Q2.html,1 248 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,Sim,Sim,Sim,94 g/km,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge,Diesel,Janeiro,2018,106 000 km,95 cv,,,,Carrinha,Cinzento,Manual,,5,5,Tracção dianteira,,Usados,13 900        EUR,8089237560,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-ID8PrCdy.html,1 248 cm3,Sim,Sim,,,18 Meses,Nacional,Sim,Sim,,,,,,1,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Twingo,,Gasolina,Janeiro,2018,31 000 km,90 cv,,,,Citadino,Vermelho,Manual,,5,4,,,Usados,13 250        EUR,8090586210,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-twingo-ID8Pxh3Y.html,898 cm3,Sim,,,,18 Meses,Importado,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,108,1.0 VTi Style,Gasolina,Maio,2020,42 000 km,72 cv,,,,Citadino,Branco,Manual,,5,,,,Usados,12 950        EUR,8090410854,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-108-1-0-vti-style-ID8PvxrE.html,998 cm3,Sim,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,C1,1.0 VTi Feel,Gasolina,Setembro,2019,38 600 km,72 cv,,,,Citadino,Vermelho,Manual,,5,4,,,Usados,12 950        EUR,8090126429,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-vti-feel-ID8Pwls9.html,998 cm3,Sim,,,,18 Meses,Importado,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,C4 Picasso,,Diesel,Junho,2016,190 000 km,100 cv,,,,Monovolume,Branco,Automática,,5,,,,Usados,13 900        EUR,8090547211,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-picasso-ID8Px6UX.html,1 560 cm3,,,,,36 Meses,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,SEAT,Leon ST,1.6 TDI Style S/S,Diesel,Janeiro,2016,82 812 km,110 cv,,,,Carrinha,Preto,Manual,6,5,5,,,Usados,14 800        EUR,8090596542,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-style-s-s-ID8PxjKC.html,1 598 cm3,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,Sim,,,,,,,27/01/2024,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Captur,1.5 dCi Helly Hansen EDC,Diesel,Janeiro,2016,137 500 km,90 cv,,,,SUV / TT,Vermelho,Automática,,5,,,,Usados,14 250        EUR,8090338857,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-helly-hansen-edc-ID8PveIp.html,1 461 cm3,,Sim,Pérola,,18 Meses,,Sim,Sim,,,Sim,"4,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,308,1.6 BlueHDi Allure J17,Diesel,Maio,2014,140 500 km,120 cv,,,,Citadino,Cinzento,Manual,6,5,5,Tracção dianteira,950 km,Usados,14 500        EUR,8088829760,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-allure-j17-ID8PpU88.html,1 560 cm3,,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,,,Sim,4 l/100km,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,108,1.0 VTi Active,Gasolina,Janeiro,2021,53 573 km,72 cv,,,,Sedan,Cinzento,Manual,,5,,,,Usados,12 940        EUR,8090535303,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-108-1-0-vti-active-ID8Px3OT.html,998 cm3,,,Metalizado,,36 Meses,Importado,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,208,1.6 BlueHDi GT Line,Diesel,Maio,2016,135 500 km,120 cv,,,,Citadino,Branco,Manual,,5,,,,Usados,12 900        EUR,8088686727,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-gt-line-ID8PpiW9.html,1 560 cm3,,Sim,Pérola,,18 Meses,,Sim,Sim,,,,5 l/100km,4 l/100km,,,,,,,,,4 l/100km,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,DS3,,Diesel,Janeiro,2012,127 500 km,112 cv,,,,Citadino,Cinzento,Manual,6,3,5,Tracção dianteira,950 km,Usados,10 900        EUR,8088913345,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-ds3-ID8PqfSh.html,1 560 cm3,,Sim,,Classe 1,18 Meses,,Sim,Sim,,,,5 l/100km,4 l/100km,,,,,,,,,4 l/100km,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Zoe,Life,Eléctrico,Abril,2016,230 000 km,88 cv,,,,Utilitário,Branco,Automática,,5,5,,,Usados,9 500        EUR,8089915427,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-life-ID8PusyT.html,,Sim,Sim,,Classe 1,18 Meses,Nacional,,Sim,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Polo,1.0 Confortline,Gasolina,Março,2016,198 000 km,75 cv,,,,Utilitário,Preto,Manual,5,5,5,,,Usados,10 900        EUR,8089196008,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-confortline-ID8Prrpm.html,999 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge J17,Diesel,Setembro,2020,53 500 km,95 cv,,,,Carrinha,Branco,Manual,5,5,5,Tracção dianteira,,Usados,16 800        EUR,8090611080,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-j17-ID8Pxnx6.html,1 248 cm3,,,,,,Nacional,,Sim,,99 g/km,Sim,"5,30 l/100km","3,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Audi,A3 Sportback,30 TFSI Advanced,Gasolina,Setembro,2021,32 850 km,110 cv,,,,Citadino,Cinzento,Manual,,5,5,,,Usados,24 490        EUR,8089386578,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tfsi-advanced-ID8PseZ4.html,999 cm3,,,,,36 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
