Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Emissões CO2,IUC,Filtro de partículas,Inspecção válida até,Consumo Urbano,Consumo Extra Urbano,Sub-modelo,Valor Fixo,Consumo Combinado,Autonomia,Bateria,IVA Discriminado,IVA dedutível,Autonomia Máxima,Garantia de Fábrica até,ou até,Capacidade da bateria,Consumo,Valor sem ISV,Clássico,Site,Portugal
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Abril,2022,30 500 km,1 950 cm3,116 cv,,,Coupé,Cinzento,,Automática,,4,5,,,24 Meses,,Nacional,,,,Usados,36 500        EUR,8089159453,11 Julho 2023,,,,,,,Classe CLA,Sim,"3,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,(RED),Eléctrico,Março,2022,98 km,,118 cv,Sim,Sim,Pequeno citadino,Preto,Metalizado,Automática,,3,4,,,36 Meses,,Importado,,,Sim,Usados,32 990        EUR,8088774021,11 Julho 2023,,,,,,,,Sim,,,,,Sim,,01/01/0001,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2021,39 601 km,1 950 cm3,116 cv,,,Utilitário,Branco,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,33 000        EUR,8089159277,11 Julho 2023,,,,,,,Classe A,Sim,5 l/100km,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus Aut.,Diesel,Junho,2022,19 250 km,1 950 cm3,116 cv,,,Carrinha,Preto,,Automática,,5,,,,24 Meses,,Nacional,,,,Usados,38 800        EUR,8089344855,11 Julho 2023,,,,,"8,30 l/100km","5,40 l/100km",Classe CLA,Sim,"6,50 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Janeiro,2019,69 405 km,1 950 cm3,194 cv,,,Carrinha,Preto,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,43 000        EUR,8089344845,11 Julho 2023,,,,,"5,70 l/100km","4,40 l/100km",Classe E,Sim,"4,90 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Auto,Diesel,Novembro,2017,64 000 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,33 480        EUR,8089911711,11 Julho 2023,134 g/km,224 €,,,,,Série 5,Sim,,,,Sim,Sim,950 km,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,EV 64kWh Vanguard,Eléctrico,Janeiro,2022,11 000 km,,204 cv,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,Classe 1,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,Usados,35 980        EUR,8089894596,11 Julho 2023,,,,,,,,Sim,,484 km,Própria,Sim,Sim,,,,64 kWh,"14,70 kWh/100km",,,StandVirtual,Yes
Particular,BMW,640 Gran Coupé,,Diesel,Dezembro,2014,154 000 km,2 993 cm3,313 cv,,,Coupé,Preto,,Automática,,4,,,,,2,Nacional,,Sim,Sim,Usados,38 000        EUR,8090021798,11 Julho 2023,,,,28/12/2023,,,Série 6,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,2.0 D3 Momentum Geartronic,Diesel,Outubro,2018,38 000 km,1 969 cm3,150 cv,,Sim,SUV / TT,Branco,,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,35 980        EUR,8089378028,11 Julho 2023,132 g/km,,Sim,,"5,90 l/100km",,,Sim,,,,Sim,,900 km,,,,,,,StandVirtual,Yes
Profissional,MINI,Clubman,One D Auto,Diesel,Dezembro,2021,49 000 km,1 496 cm3,116 cv,Sim,Sim,Carrinha,Cinzento,,Automática,,6,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,31 750        EUR,8089463073,11 Julho 2023,,"154,12 €",Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi GT Line,Diesel,Agosto,2019,50 000 km,1 499 cm3,130 cv,,,SUV / TT,Branco,Pérola,Manual,6,5,5,Classe 1,,36 Meses,1,Nacional,Sim,Sim,Sim,Usados,30 500        EUR,8089528662,11 Julho 2023,,,,,"4,70 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,CLA 45 AMG,,Gasolina,Setembro,2013,125 000 km,1 991 cm3,360 cv,,,Coupé,Vermelho,,Automática,,4,,,,,1,Importado,Sim,Sim,Sim,Usados,32 990        EUR,8088720080,11 Julho 2023,,,,13/12/2023,,,Classe CLA,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Fevereiro,2020,100 200 km,1 995 cm3,190 cv,Sim,Sim,Sedan,Preto,,Automática,8,5,5,,Tracção traseira,18 Meses,,Nacional,,,,Usados,39 500        EUR,8090020221,11 Julho 2023,129 g/km,,,,,,Série 4,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X3,20 d xDrive Advantage Auto,Diesel,Junho,2018,81 885 km,1 995 cm3,190 cv,Sim,Sim,SUV / TT,Preto,,Automática,8,5,5,,Integral,18 Meses,,Nacional,,,Sim,Usados,39 990        EUR,8084217206,11 Julho 2023,136 g/km,,,,,,Série X,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,2.0 BlueHDi GT EAT8,Diesel,Agosto,2018,99 377 km,1 997 cm3,177 cv,Sim,Sim,Monovolume,Preto,,Automática,,5,7,,,18 Meses,,Nacional,Sim,,Sim,Usados,34 890        EUR,8086807137,11 Julho 2023,,,,,,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Alhambra,2.0 TDi Xcellence DSG,Diesel,Janeiro,2020,55 050 km,1 968 cm3,150 cv,,,Monovolume,Preto,,Automática,,5,7,,,18 Meses,,Nacional,,,,Usados,34 990        EUR,8088684712,11 Julho 2023,,,,,,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.3 DIG-T N-GO,Gasolina,Fevereiro,2022,15 596 km,1 332 cm3,140 cv,,,SUV / TT,Cinzento,,Manual,,5,5,,,36 Meses,,Nacional,,,,Usados,31 490        EUR,8089528504,11 Julho 2023,,,,,,,,Sim,"6,40 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,BMW,418 Gran Coupé,d Advantage Auto,Diesel,Agosto,2019,34 000 km,1 995 cm3,150 cv,,,Utilitário,Branco,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,35 900        EUR,8089642993,11 Julho 2023,,,,,"5,20 l/100km","4,10 l/100km",Série 4,Sim,"4,50 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Particular,Porsche,Cayenne,,Diesel,Março,2011,151 391 km,2 967 cm3,240 cv,,,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,,Nacional,,Sim,Sim,Usados,33 500        EUR,8089591773,11 Julho 2023,195 g/km,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Janeiro,2019,52 000 km,1 461 cm3,116 cv,Sim,Sim,Utilitário,Preto,,Automática,7,5,5,Classe 1,,18 Meses,1,Nacional,Sim,,Sim,Usados,34 450        EUR,8089374160,11 Julho 2023,,,Sim,,"4,70 l/100km",,Classe A,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,35 TDI Advanced S tronic,Diesel,Junho,2020,76 000 km,1 968 cm3,163 cv,Sim,Sim,Carrinha,Prateado,Metalizado,Automática,,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,33 400        EUR,8088740458,11 Julho 2023,,,,,"4,30 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2019,58 000 km,1 461 cm3,116 cv,Sim,Sim,Utilitário,Azul,,Automática,,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,32 990        EUR,8089767111,11 Julho 2023,,,,,,,Classe A,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,640,i,Gasolina,Abril,2011,129 000 km,2 979 cm3,320 cv,Sim,Sim,Cabrio,Preto,,Automática,8,2,,Classe 1,,18 Meses,,Nacional,,Sim,Sim,Usados,42 500        EUR,8089160625,11 Julho 2023,,,,,"10,60 l/100km",,Série 6,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,d Pack M Auto,Diesel,Maio,2019,129 000 km,1 995 cm3,190 cv,,,Sedan,Branco,Metalizado,Automática,8,4,,Classe 1,Integral,18 Meses,,,Sim,Sim,Sim,Usados,35 990        EUR,8089590625,11 Julho 2023,128 g/km,,,,,,Série 3,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,418 Gran Coupé,d Corporate Edition Auto,Diesel,Junho,2021,29 879 km,1 995 cm3,150 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,36 950        EUR,8088643638,11 Julho 2023,,,,,,,Série 4,,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,,Híbrido (Gasolina),Março,2020,81 500 km,1 998 cm3,293 cv,,,Sedan,Preto,,Automática,,4,5,,,36 Meses,,Nacional,,,,Usados,40 900        EUR,8089915772,11 Julho 2023,,,,,,,Série 3,Sim,"1,40 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,BMW,i3,120Ah,Eléctrico,Março,2020,76 392 km,,170 cv,,,Utilitário,Dourado,,Automática,,5,4,,,36 Meses,,,,,,Usados,31 300        EUR,8089803621,11 Julho 2023,,,,,,,,Sim,,,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.3 DIG-T N-GO,Gasolina,Fevereiro,2022,16 357 km,1 332 cm3,140 cv,,,SUV / TT,Cinzento,,Manual,,5,5,,,36 Meses,,Nacional,,,,Usados,31 490        EUR,8089642529,11 Julho 2023,,,,,,,,Sim,"6,40 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,BMW,X2,16 d sDrive Auto X Pack M,Diesel,Maio,2019,52 000 km,1 496 cm3,116 cv,Sim,Sim,SUV / TT,Dourado,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,34 250        EUR,8088074233,11 Julho 2023,134 g/km,"148,58 €",,,,,Série X,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi GT Pack EAT8,Diesel,Julho,2022,7 000 km,1 499 cm3,130 cv,,,SUV / TT,Branco,Metalizado,Automática,8,5,5,Classe 1,,36 Meses,1,Importado,,Sim,Sim,Usados,38 950        EUR,8089289316,11 Julho 2023,,,,,,,,Sim,,,,,,,01/01/0001,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 D4 Momentum Geartronic,Diesel,Janeiro,2020,105 000 km,1 969 cm3,190 cv,,Sim,SUV / TT,Preto,Metalizado,Automática,,5,,,,36 Meses,,,,,,Usados,42 950        EUR,8089809490,5 Julho 2023,,,,,"5,60 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Porsche,Cayenne,S E-Hybrid Platinum Edition,Híbrido (Gasolina),Outubro,2016,229 000 km,2 995 cm3,416 cv,,,SUV / TT,Preto,Metalizado,Automática,,5,,,,,,,,,,Usados,44 900        EUR,8089917426,10 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A7 Sportback,3.0 TDI V6 quattro S-line S tronic,Diesel,Dezembro,2017,99 000 km,2 967 cm3,218 cv,Sim,Sim,Sedan,Preto,,Automática,,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,42 750        EUR,8089702028,11 Julho 2023,,"665,04 €",Sim,,,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Outlander,2.4 PHEV Instyle,Híbrido (Gasolina),Março,2019,56 380 km,2 360 cm3,224 cv,Sim,Sim,SUV / TT,Prateado,,Automática,,5,5,Classe 1,,18 Meses,1,Nacional,Sim,,Sim,Usados,30 950        EUR,8089161965,11 Julho 2023,,,,,,,,,,,,,Sim,,,,,,,,StandVirtual,Yes
Particular,MINI,Clubman,Cooper S Aut.,Gasolina,Março,2020,15 500 km,1 998 cm3,192 cv,,,Carrinha,Cinzento,,Automática,,5,,,,,2,Importado,Sim,Sim,Sim,Usados,39 950        EUR,8090021535,11 Julho 2023,,,,,"6,60 l/100km",,,,,,,,,,02/03/2025,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 D4 Momentum Plus Geartronic,Diesel,Dezembro,2018,87 650 km,1 969 cm3,190 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,37 990        EUR,8089812448,11 Julho 2023,157 g/km,,,,"5,60 l/100km","4,50 l/100km",,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.6 Hybrid4 Allure e-EAT8,Híbrido (Gasolina),Maio,2021,42 400 km,1 598 cm3,300 cv,,,SUV / TT,Branco,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,38 890        EUR,8089915716,11 Julho 2023,,,,,,,,Sim,"1,40 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Taigo,1.5 TSI R-Line DSG,Gasolina,Maio,2023,20 km,1 498 cm3,150 cv,,,SUV / TT,Branco,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,36 490        EUR,8089915668,11 Julho 2023,,,,,,,,Sim,"6,10 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,BMW,420,d Pack M Auto,Diesel,Julho,2021,27 100 km,1 995 cm3,190 cv,,,Coupé,Cinzento,,Automática,,2,4,,,36 Meses,,Nacional,,,,Usados,43 900        EUR,8089915756,11 Julho 2023,,,,,,,Série 4,Sim,"5,60 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,BMW,225xe Active Tourer,Pack M,Híbrido (Gasolina),Dezembro,2021,17 746 km,1 499 cm3,224 cv,,,Monovolume,Prateado,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,43 900        EUR,8089803616,11 Julho 2023,,,,,,,,Sim,,,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,BMW,X1,16 d sDrive Advantage,Diesel,Dezembro,2021,15 700 km,1 496 cm3,116 cv,,,SUV / TT,Preto,,Manual,,5,5,,,36 Meses,,Nacional,,,,Usados,38 900        EUR,8089915759,11 Julho 2023,,,,,,,Série X,Sim,,,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,BMW,X3,20 d xDrive Auto,Diesel,Outubro,2018,189 000 km,1 995 cm3,190 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,32 750        EUR,8089861916,11 Julho 2023,,"235,26 €",Sim,,,,Série X,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,Diesel,Diesel,Outubro,2012,170 000 km,2 967 cm3,250 cv,Sim,Sim,Sedan,Azul,Metalizado,Automática,8,5,4,,Tracção traseira,18 Meses,,Importado,Sim,,Sim,Usados,41 000        EUR,8089852054,11 Julho 2023,166 g/km,,Sim,,"7,80 l/100km","5,50 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V90,2.0 T8 Momentum AWD Geartronic,Híbrido (Gasolina),Dezembro,2018,132 000 km,1 969 cm3,392 cv,Sim,Sim,Carrinha,Preto,,Automática,,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,36 750        EUR,8089747667,11 Julho 2023,,"215,14 €",Sim,,,,,Sim,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,VW,T-Roc,2.0 TDI Style,Diesel,Maio,2023,1 680 km,1 968 cm3,115 cv,,,SUV / TT,Cinzento,,Manual,,5,5,,,36 Meses,,Nacional,,,,Usados,33 990        EUR,8089915670,11 Julho 2023,,,,,,,,Sim,"4,60 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,BMW,425,d Pack M Auto,Diesel,Novembro,2014,80 153 km,1 995 cm3,218 cv,,,Coupé,Cinzento,,Automática,8,2,4,Classe 1,Tracção traseira,36 Meses,,,,,,Usados,31 990        EUR,8088738051,11 Julho 2023,129 g/km,,,,"5,90 l/100km","4,30 l/100km",Série 4,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Countryman,Cooper SE ALL4 Classic Auto,Híbrido (Gasolina),Dezembro,2021,8 000 km,1 499 cm3,220 cv,,,Utilitário,Azul,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,44 000        EUR,8089528174,11 Julho 2023,,,,,,,,Sim,"1,80 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,Audi,A6 Avant,2.0 TDi S tronic,Diesel,Fevereiro,2018,95 000 km,1 968 cm3,190 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,31 900        EUR,8088165678,11 Julho 2023,,226 €,Sim,,,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,DS,DS7 Crossback,2.0 BlueHDi Grand Chic EAT8,Diesel,Novembro,2018,131 000 km,1 997 cm3,177 cv,Sim,Sim,SUV / TT,Branco,,Automática,8,5,,Classe 1,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,Usados,32 990        EUR,8089852057,11 Julho 2023,,,,,"5,60 l/100km","4,40 l/100km",,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,,Diesel,Junho,2017,70 900 km,1 950 cm3,150 cv,Sim,Sim,Carrinha,Branco,,Automática,,5,5,,,18 Meses,1,Importado,Sim,Sim,Sim,Usados,38 900        EUR,8089364326,11 Julho 2023,,,,,,,Classe E,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,25 d sDrive Comfort 7L,Diesel,Fevereiro,2017,178 000 km,1 995 cm3,231 cv,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,7,Classe 1,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,38 750        EUR,8089957971,11 Julho 2023,,"271,56 €",Sim,,,,Série X,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Navara,2.3 dCi CD 4WD N-Connecta Navi+Barras,Diesel,Março,2019,145 000 km,2 298 cm3,190 cv,,,SUV / TT,Cinzento,Metalizado,Manual,6,4,3,Classe 2,Integral,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,32 999        EUR,8089795154,11 Julho 2023,232 g/km,57 €,,,"6,80 l/100km","6,10 l/100km",,Sim,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Jeep,Compass,1.6 MultiJet Limited,Diesel,Junho,2023,10 km,1 598 cm3,130 cv,,,SUV / TT,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,24 Meses,1,Nacional,Sim,Sim,Sim,Novos,38 999        EUR,8089914615,11 Julho 2023,139 g/km,,,,"6,30 l/100km","4,30 l/100km",,Sim,,,,Sim,Sim,,20/06/2026,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 45 AMG,4-Matic,Gasolina,Setembro,2014,139 000 km,1 991 cm3,360 cv,,Sim,Utilitário,Preto,Metalizado,Automática,8,5,5,,Integral,36 Meses,,,Sim,Sim,Sim,Usados,31 999        EUR,8087999738,11 Julho 2023,,,,,"8,80 l/100km",,Classe A,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D Avantgarde 7L,Diesel,Agosto,2019,71 738 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Cinzento,,Automática,,5,7,,,18 Meses,,Nacional,Sim,,Sim,Usados,44 850        EUR,8089094109,11 Julho 2023,,,,,,,Classe E,,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,S,Diesel,Outubro,2014,214 000 km,2 967 cm3,258 cv,,,SUV / TT,Azul,Metalizado,Automática,7,5,5,Classe 1,Integral,18 Meses,,,Sim,,Sim,Usados,41 900        EUR,8089967206,11 Julho 2023,161 g/km,,,,"6,70 l/100km","5,70 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,E 220,D Avantgarde,Diesel,Fevereiro,2017,76 063 km,1 950 cm3,194 cv,,,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,,1,Importado,Sim,Sim,Sim,Usados,32 500        EUR,8089561846,11 Julho 2023,120 g/km,235 €,,31/01/2024,"5,80 l/100km","4,30 l/100km",Classe E,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Janeiro,2020,36 722 km,1 461 cm3,116 cv,,,Utilitário,Cinzento,,Automática,,5,5,,,36 Meses,,Nacional,Sim,,,Usados,35 900        EUR,8089344154,11 Julho 2023,,,,,,,Classe A,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.3 DIG-T N-Connecta,Gasolina,Julho,2022,4 900 km,1 332 cm3,140 cv,,,SUV / TT,Azul,,Manual,,5,5,,,36 Meses,,Nacional,,,,Usados,32 990        EUR,8089915630,11 Julho 2023,,,,,,,,Sim,"6,40 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.3 DIG-T Tekna+,Gasolina,Fevereiro,2022,55 700 km,1 332 cm3,158 cv,,,SUV / TT,Branco,,Manual,,5,5,,,36 Meses,,Nacional,,,,Usados,34 990        EUR,8089915618,11 Julho 2023,,,,,,,,Sim,"6,50 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180 Limousine,d Progressive Aut.,Diesel,Novembro,2021,31 000 km,1 950 cm3,116 cv,,,Sedan,Preto,,Automática,,4,5,,,24 Meses,,Nacional,,,,Usados,34 500        EUR,8089915617,11 Julho 2023,,,,,,,Classe A,Sim,"4,90 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d Style Plus Aut.,Diesel,Setembro,2021,24 000 km,1 950 cm3,116 cv,,,Utilitário,Cinzento,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,33 500        EUR,8089915619,11 Julho 2023,,,,,,,,Sim,5 l/100km,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.3 DIG-T Tekna+,Gasolina,Fevereiro,2022,30 670 km,1 332 cm3,158 cv,,,SUV / TT,Preto,,Manual,,5,5,,,36 Meses,,Nacional,,,,Usados,35 490        EUR,8089915620,11 Julho 2023,,,,,,,,Sim,"6,50 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,BMW,330,e Auto,Híbrido (Gasolina),Agosto,2019,138 000 km,1 998 cm3,292 cv,,,Sedan,Cinzento,,Automática,,4,5,,,36 Meses,,Nacional,,,,Usados,31 900        EUR,8090021477,11 Julho 2023,37 g/km,,,,,,Série 3,Sim,,,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Fevereiro,2019,73 350 km,1 461 cm3,116 cv,Sim,Sim,Utilitário,Branco,Pérola,Automática,7,5,5,Classe 1,Tracção dianteira,24 Meses,,Nacional,Sim,,Sim,Usados,36 490        EUR,8089995759,11 Julho 2023,123 g/km,,,,,,Classe A,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Outubro,2021,14 536 km,1 950 cm3,116 cv,Sim,Sim,Utilitário,Amarelo,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,24 Meses,,Nacional,Sim,,Sim,Usados,37 990        EUR,8089622815,11 Julho 2023,132 g/km,,,,"5,30 l/100km","3,80 l/100km",Classe A,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech Allure Pack EAT8,Gasolina,Março,2023,4 km,1 199 cm3,130 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,18 Meses,,Importado,,,,Usados,31 800        EUR,8089341914,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Setembro,2021,46 060 km,1 496 cm3,116 cv,,,Citadino,Cinzento,,Automática,,4,5,,,36 Meses,,Nacional,,,,Usados,38 900        EUR,8090021473,11 Julho 2023,110 g/km,,,,,,Série 2,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 45 AMG,4-Matic,Gasolina,Dezembro,2014,132 000 km,1 991 cm3,360 cv,,,Sedan,Branco,Metalizado,Automática,7,4,5,,Integral,18 Meses,,,,,,Usados,37 250        EUR,8089623344,11 Julho 2023,165 g/km,"251,44 €",,,"8,80 l/100km","5,80 l/100km",Classe CLA,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Line Luxury Auto,Diesel,Novembro,2019,67 100 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,,18 Meses,,Nacional,Sim,,Sim,Usados,41 600        EUR,8087618732,11 Julho 2023,,,,,"5,50 l/100km",,Série 5,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,NX 300h,Executive+,Híbrido (Gasolina),Abril,2019,50 286 km,2 494 cm3,197 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,,,36 Meses,,,Sim,,Sim,Usados,44 500        EUR,8089516749,11 Julho 2023,,,,,"5,10 l/100km",,NX,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X3,18 d sDrive xLine Auto,Diesel,Novembro,2019,72 640 km,1 995 cm3,150 cv,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,,5,5,Classe 1,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,44 600        EUR,8089155589,11 Julho 2023,,,,,,,Série X,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Outubro,2019,51 200 km,1 950 cm3,306 cv,,,Carrinha,Azul,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,,2,Importado,Sim,Sim,Sim,Usados,39 900        EUR,8089498834,11 Julho 2023,33 g/km,150 €,,12/05/2024,,,Classe C,,,,,,,55 km,,,,,,,StandVirtual,Yes
