Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Emissões CO2,IUC,Filtro de partículas,Inspecção válida até,Consumo Urbano,Consumo Extra Urbano,Sub-modelo,Valor Fixo,Consumo Combinado,Autonomia,Bateria,IVA Discriminado,IVA dedutível,Autonomia Máxima,Garantia de Fábrica até,ou até,Capacidade da bateria,Consumo,Valor sem ISV,Clássico,Site,Portugal
Profissional,BMW,318,d Touring Line Sport Auto,Diesel,Janeiro,2021,22 490 km,1 995 cm3,150 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,44 600        EUR,8085947081,11 Julho 2023,,,,,,,Série 3,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X2,16 d sDrive Auto,Diesel,Junho,2019,49 155 km,1 496 cm3,116 cv,,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,18 Meses,,Nacional,,,,Usados,38 950        EUR,8086893828,11 Julho 2023,,,,,,,Série X,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q3,2.0 TDI,Diesel,Abril,2017,98 692 km,1 968 cm3,150 cv,,Sim,SUV / TT,Preto,,Manual,,5,5,,,18 Meses,,Nacional,,,,Usados,31 600        EUR,8086896135,11 Julho 2023,,,,,5 l/100km,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,1.5 T3 Momentum Geartronic,Gasolina,Junho,2021,52 000 km,1 477 cm3,163 cv,Sim,Sim,SUV / TT,Prateado,,Automática,8,5,5,Classe 1,Tracção dianteira,48 Meses,,Nacional,,,,Usados,41 700        EUR,8088057373,11 Julho 2023,,,,,"8,30 l/100km",,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,,Diesel,Março,2020,75 775 km,1 597 cm3,160 cv,Sim,,Carrinha,Preto,Metalizado,Automática,,5,,Classe 1,Tracção traseira,24 Meses,,Nacional,,,Sim,Usados,39 900        EUR,8084855013,11 Julho 2023,,,,,,,Classe C,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,,Diesel,Maio,2023,2 258 km,1 968 cm3,116 cv,,,Utilitário,Preto,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,32 900        EUR,8089915600,11 Julho 2023,,,,,,,,Sim,"4,70 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,30 TDI Advanced,Diesel,Maio,2023,552 km,1 968 cm3,116 cv,,,Utilitário,Prateado,,Manual,,5,5,,,36 Meses,,Nacional,,,,Usados,32 900        EUR,8089915598,11 Julho 2023,,,,,,,,Sim,"4,40 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,VW,T-Roc,1.0 TSI Style,Gasolina,Janeiro,2023,4 300 km,999 cm3,110 cv,Sim,Sim,SUV / TT,Cinzento,,Manual,,5,5,,,36 Meses,1,Nacional,,,,Usados,30 900        EUR,8089915547,11 Julho 2023,,,,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q5,50 TFSIe quattro Sport S tronic,Híbrido (Gasolina),Maio,2020,88 273 km,1 984 cm3,299 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,7,5,5,Classe 1,Integral,18 Meses,,Nacional,,,Sim,Usados,44 990        EUR,8089384171,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,IS 300H,Executive+,Híbrido (Gasolina),Novembro,2018,72 332 km,2 494 cm3,223 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,4,5,Classe 1,Tracção traseira,18 Meses,,Nacional,,,Sim,Usados,30 990        EUR,8089623485,11 Julho 2023,133 g/km,,,,"4,50 l/100km","4,50 l/100km",IS,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Setembro,2018,68 474 km,1 998 cm3,252 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,,18 Meses,,Nacional,,,Sim,Usados,38 490        EUR,8089076202,11 Julho 2023,,,,,,,Série 5,Sim,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Audi,A5 Sportback,40 TDI Design S tronic,Diesel,Agosto,2019,84 219 km,1 968 cm3,190 cv,Sim,Sim,Sedan,Preto,,Automática,7,5,5,Classe 1,,18 Meses,,Nacional,,,Sim,Usados,36 990        EUR,8089075242,11 Julho 2023,,,,,"5,10 l/100km",,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d Pack M Auto,Diesel,Março,2021,28 349 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Automática,,5,5,Classe 1,,18 Meses,,Nacional,,,Sim,Usados,33 990        EUR,8089372125,11 Julho 2023,,,,,,,Série 1,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,XE,2.0 D R-Sport Aut.,Diesel,Março,2018,59 587 km,1 999 cm3,180 cv,Sim,Sim,Sedan,Branco,,Automática,8,4,5,Classe 1,Tracção traseira,18 Meses,,Nacional,,,Sim,Usados,32 990        EUR,8089603605,11 Julho 2023,154 g/km,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Março,2017,96 890 km,1 995 cm3,190 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,18 Meses,,Nacional,,,Sim,Usados,31 490        EUR,8089860622,11 Julho 2023,129 g/km,,,,,,Série 4,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Maio,2020,44 108 km,1 332 cm3,218 cv,Sim,Sim,Utilitário,Azul,Metalizado,Automática,9,5,5,Classe 1,,18 Meses,,Nacional,,,Sim,Usados,38 990        EUR,8089057103,11 Julho 2023,,,,,,,Classe A,Sim,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Março,2019,98 623 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,9,5,5,Classe 1,,18 Meses,,Nacional,,,Sim,Usados,40 990        EUR,8089160410,11 Julho 2023,,,,,,,Classe E,Sim,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi R.S. Line,Diesel,Maio,2022,17 km,1 461 cm3,115 cv,Sim,Sim,Carrinha,Branco,,Manual,6,5,5,Classe 1,,18 Meses,,Nacional,,Sim,Sim,Novos,31 990        EUR,8086740222,11 Julho 2023,,,,,"4,60 l/100km",,,Sim,,,,Sim,,,27/04/2025,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,1.5 T5 PHEV Inscription,Híbrido (Gasolina),Setembro,2020,23 716 km,1 477 cm3,262 cv,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,18 Meses,,Nacional,,,Sim,Usados,44 990        EUR,8089748172,11 Julho 2023,48 g/km,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Abril,2019,81 760 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,,18 Meses,,Nacional,,,Sim,Usados,43 990        EUR,8089851897,11 Julho 2023,,,,,,,Classe E,Sim,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,BMW,525,d Pack M Auto,Diesel,Setembro,2017,14 228 km,1 995 cm3,231 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,,18 Meses,,Nacional,,,Sim,Usados,44 990        EUR,8087526999,11 Julho 2023,,,,,,,Série 5,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d Pack M,Diesel,Maio,2021,32 330 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,,5,5,Classe 1,,18 Meses,,Nacional,Sim,,Sim,Usados,30 800        EUR,8089018118,11 Julho 2023,,,,,,,Série 1,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,e Corporate Edition Auto,Híbrido (Gasolina),Outubro,2019,74 294 km,1 998 cm3,292 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,Tracção traseira,18 Meses,,Nacional,,,Sim,Usados,32 990        EUR,8089816923,11 Julho 2023,30 g/km,,,,,,Série 3,Sim,,,,,Sim,66 km,,,,,,,StandVirtual,Yes
Profissional,BMW,X1,25 e xDrive Line Sport,Híbrido (Gasolina),Setembro,2020,12 897 km,1 499 cm3,220 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,42 400        EUR,8088770041,11 Julho 2023,,,,,,,Série X,Sim,,,,,Sim,,,,,,,,StandVirtual,Yes
Particular,Jaguar,I-Pace,First Edition AWD Aut.,Eléctrico,Maio,2018,96 000 km,,400 cv,,,SUV / TT,Preto,,Automática,,5,5,,Integral,,2,Importado,Sim,Sim,Sim,Usados,48 000        EUR,8088636689,11 Julho 2023,,,,10/05/2024,,,,,,395 km,,Sim,Sim,400 km,13/05/2026,,,22 kWh/100km,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 250,d Coupé AMG Line 4-Matic,Diesel,Maio,2018,137 000 km,2 143 cm3,204 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,9,5,5,Classe 1,Integral,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,49 900        EUR,8088639327,11 Julho 2023,143 g/km,240 €,Sim,07/05/2024,7 l/100km,,Classe GLC,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,e Pack M Auto,Híbrido (Gasolina),Outubro,2021,51 000 km,1 998 cm3,293 cv,Sim,Sim,Sedan,Azul,Metalizado,Automática,,4,5,Classe 1,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,49 990        EUR,8089276872,11 Julho 2023,,,,,,,Série 3,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,Land Rover,Range Rover Sport,3.0 SDV6 HSE,Diesel,Dezembro,2015,248 000 km,2 993 cm3,306 cv,,,SUV / TT,Preto,Metalizado,Automática,,5,7,,,,,,Sim,Sim,Sim,Usados,48 000        EUR,8089686939,10 Julho 2023,,,,,"7,90 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Tucson,1.6 T-GDI PHEV Vanguard,Híbrido (Gasolina),Abril,2023,4 000 km,1 598 cm3,266 cv,,,SUV / TT,Cinzento,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,51 000        EUR,8089804705,11 Julho 2023,,,,,,,,Sim,"1,40 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayman,2.7 PDK,Gasolina,Outubro,2014,55 000 km,2 706 cm3,275 cv,,,Coupé,Cinzento,Metalizado,Automática,7,2,2,,Tracção traseira,18 Meses,2,Nacional,Sim,Sim,Sim,Usados,60 000        EUR,8090022133,11 Julho 2023,183 g/km,,,,"10,90 l/100km","6,20 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 350,e AMG Line 4-Matic,Híbrido (Gasolina),Março,2017,120 000 km,1 991 cm3,320 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,18 Meses,,,Sim,Sim,Sim,Usados,51 990        EUR,8089524571,11 Julho 2023,64 g/km,,,,,,Classe GLC,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Honda,Civic,2.0 i-VTEC Type-R,Gasolina,Outubro,2019,53 588 km,1 996 cm3,320 cv,Sim,Sim,Utilitário,Branco,Metalizado,Manual,,5,4,,,36 Meses,,,,,,Usados,52 900        EUR,8087935590,11 Julho 2023,,,,,"9,10 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model S,75,Eléctrico,Novembro,2017,130 000 km,,320 cv,Sim,Sim,Sedan,Cinzento,,Automática,,5,5,Classe 1,,18 Meses,,,Sim,Sim,Sim,Usados,45 950        EUR,8088123488,11 Julho 2023,,,,01/11/2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,750,Ld xDrive,Diesel,Agosto,2017,93 000 km,2 993 cm3,400 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,4,5,,Integral,18 Meses,,Nacional,Sim,Sim,Sim,Usados,59 500        EUR,8087626331,11 Julho 2023,,,,,"7,70 l/100km",,Série 7,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,640,d Coupe M Sport Edition,Diesel,Setembro,2016,197 800 km,2 993 cm3,313 cv,Sim,,Coupé,Preto,Metalizado,Automática,8,2,4,,Tracção traseira,18 Meses,,,,,,Usados,49 900        EUR,8089959461,11 Julho 2023,145 g/km,,Sim,,"6,70 l/100km","4,80 l/100km",Série 6,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De Avantgarde,Híbrido (Diesel),Novembro,2021,46 000 km,1 950 cm3,306 cv,,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,,,,36 Meses,1,Nacional,Sim,Sim,Sim,Usados,54 900        EUR,8089341551,11 Julho 2023,,,,,,,Classe E,,,49 km,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X4,25 d xDrive xLine Pack M Auto,Diesel,Outubro,2018,99 000 km,1 995 cm3,231 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,,,18 Meses,,Nacional,,,Sim,Usados,56 500        EUR,8089637916,11 Julho 2023,,,,,,,Série X,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,Z4,sDrive20i Aut. M Sport,Gasolina,Julho,2020,22 388 km,1 998 cm3,197 cv,Sim,,Cabrio,Vermelho,,Automática,8,2,2,Classe 1,Tracção traseira,18 Meses,1,Nacional,Sim,Sim,,Usados,49 980        EUR,8089053319,11 Julho 2023,133 g/km,,Sim,,"7,20 l/100km",5 l/100km,Série Z,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,d AMG Line,Diesel,Janeiro,2023,5 000 km,1 993 cm3,265 cv,Sim,Sim,Sedan,Preto,,Automática,9,4,5,Classe 1,,36 Meses,,,,Sim,Sim,Usados,59 750        EUR,8089916085,11 Julho 2023,,,Sim,,,,Classe C,Sim,,,,,,,02/01/2028,,,,,,StandVirtual,Yes
Profissional,Maserati,Ghibli,3.0 V6,Diesel,Julho,2014,81 000 km,2 987 cm3,275 cv,Sim,Sim,Sedan,Cinzento,,Automática,,4,5,Classe 1,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,49 500        EUR,8087846854,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 180,d Progressive,Diesel,Maio,2022,19 793 km,1 950 cm3,116 cv,,,SUV / TT,Prateado,,Automática,,5,7,,,24 Meses,,Nacional,,,,Usados,51 000        EUR,8089159537,11 Julho 2023,,,,,,,Classe GLB,Sim,"5,50 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLS 300,d AMG Line,Diesel,Outubro,2018,94 147 km,1 950 cm3,245 cv,Sim,Sim,Sedan,Preto,,Automática,,4,5,,,18 Meses,,Nacional,,,Sim,Usados,52 900        EUR,8089852251,11 Julho 2023,,,Sim,,,,Classe CLS,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Ford,Mustang,2.3i EcoBoost,Gasolina,Maio,2018,82 000 km,2 261 cm3,290 cv,,,Cabrio,Branco,Metalizado,Manual,6,2,4,Classe 1,Tracção traseira,,2,Nacional,Sim,Sim,Sim,Usados,59 000        EUR,8089945175,11 Julho 2023,209 g/km,,,30/05/2024,"12,10 l/100km","7,30 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,Standard,Diesel,Julho,2011,98 423 km,2 967 cm3,250 cv,Sim,Sim,Sedan,Branco,Metalizado,Automática,,5,4,Classe 1,,18 Meses,2,,,,Sim,Usados,48 996        EUR,8088223688,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Maio,2022,23 500 km,1 992 cm3,200 cv,,,Carrinha,Preto,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,55 500        EUR,8089159539,11 Julho 2023,,,,,,,Classe C,Sim,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Maio,2022,28 553 km,1 992 cm3,200 cv,,,Carrinha,Preto,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,55 500        EUR,8089159527,11 Julho 2023,,,,,,,Classe C,Sim,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 180,d AMG Line,Diesel,Junho,2022,14 400 km,1 950 cm3,116 cv,,,SUV / TT,Cinzento,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,54 000        EUR,8089159532,11 Julho 2023,,,,,,,Classe GLA,Sim,"5,40 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,D AMG Line,Diesel,Maio,2021,27 500 km,1 992 cm3,200 cv,,,Sedan,Azul,,Automática,,4,5,,,24 Meses,,Nacional,,,,Usados,56 000        EUR,8089400988,11 Julho 2023,,,,,,,Classe C,Sim,5 l/100km,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Maio,2022,21 350 km,1 992 cm3,200 cv,,,Carrinha,Preto,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,55 500        EUR,8089388754,11 Julho 2023,,,,,,,Classe C,Sim,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A5 Sportback,35 TDI S line S tronic,Diesel,Novembro,2021,19 994 km,1 968 cm3,163 cv,Sim,Sim,Sedan,Cinzento,,Automática,,5,5,,,18 Meses,,Nacional,,,,Usados,49 900        EUR,8089959171,11 Julho 2023,120 g/km,,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQA,250 Progressive,Eléctrico,Junho,2021,17 286 km,,190 cv,,,SUV / TT,Branco,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,51 000        EUR,8089344870,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,,Diesel,Janeiro,2022,28 877 km,1 992 cm3,265 cv,,,Sedan,Preto,,Automática,,4,5,,,24 Meses,,Nacional,,,,Usados,56 000        EUR,8089344890,11 Julho 2023,,,,,,,Classe C,Sim,"5,10 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 250,d Coupé AMG Line 4-Matic,Diesel,Outubro,2018,122 719 km,2 143 cm3,204 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,,,18 Meses,,,,,,Usados,53 990        EUR,8089811947,11 Julho 2023,,,,,,,Classe GLC,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M2,,Gasolina,Março,2018,51 735 km,2 979 cm3,370 cv,Sim,Sim,Coupé,Preto,Metalizado,Automática,,3,,,,36 Meses,,,,,,Usados,56 000        EUR,8087929605,11 Julho 2023,,,,,"10,50 l/100km",,Série 2,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Março,2022,28 500 km,1 992 cm3,200 cv,,,Carrinha,Cinzento,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,51 000        EUR,8089159404,11 Julho 2023,,,,,,,Classe C,Sim,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Fevereiro,2022,30 000 km,1 992 cm3,200 cv,,,Carrinha,Cinzento,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,51 000        EUR,8089159392,11 Julho 2023,,,,,,,Classe C,Sim,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Janeiro,2020,73 000 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,9,4,5,Classe 1,Tracção traseira,24 Meses,,Nacional,,,Sim,Usados,52 900        EUR,8088350447,11 Julho 2023,,,,,,,Classe C,Sim,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200 Limousine,AMG Line Aut.,Gasolina,Maio,2022,7 544 km,1 332 cm3,163 cv,Sim,Sim,Utilitário,Branco,,Automática,,4,5,,,36 Meses,,Nacional,,,,Usados,46 500        EUR,8088255891,11 Julho 2023,,,,,,,Classe A,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,,Diesel,Janeiro,2022,15 900 km,1 992 cm3,265 cv,,,Carrinha,Preto,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,57 000        EUR,8089159342,11 Julho 2023,,,,,,,Classe C,Sim,"5,20 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 180,d Progressive,Diesel,Maio,2022,22 000 km,1 950 cm3,116 cv,,,SUV / TT,Prateado,,Automática,,5,7,,,24 Meses,,Nacional,,,,Usados,51 000        EUR,8089159490,11 Julho 2023,,,,,,,Classe GLB,Sim,"5,50 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Performance Dual Motor AWD,Eléctrico,Setembro,2021,6 597 km,,513 cv,Sim,Sim,Sedan,Branco,,Automática,,4,5,,,36 Meses,,Importado,,,,Usados,49 800        EUR,8086893744,11 Julho 2023,,,,,,,,,,,Própria,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Dual Motor Performance AWD,Eléctrico,Junho,2023,70 km,,513 cv,,Sim,Sedan,Branco,Metalizado,Automática,9,4,5,Classe 1,Integral,36 Meses,,Nacional,Sim,Sim,Sim,Usados,54 500        EUR,8089944177,11 Julho 2023,,,,,,,,Sim,,547 km,Própria,Sim,Sim,,30/06/2027,80 000 km,,"18,60 kWh/100km",,,StandVirtual,Yes
Profissional,Porsche,Macan,S,Diesel,Outubro,2015,120 000 km,2 967 cm3,258 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,18 Meses,,Importado,Sim,Sim,Sim,Usados,49 950        EUR,8085481869,11 Julho 2023,,,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,740,e iPerformance,Híbrido (Gasolina),Outubro,2019,100 908 km,1 998 cm3,326 cv,,,Sedan,Cinzento,Metalizado,Automática,8,4,5,Classe 1,Tracção traseira,,,,Sim,Sim,Sim,Usados,52 500        EUR,8089805576,8 Julho 2023,57 g/km,,,,,,Série 7,,,,,,,49 km,19/02/2024,200 000 km,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 300,d 4Matic,Diesel,Fevereiro,2020,163 827 km,1 950 cm3,245 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,,,18 Meses,,,Sim,,Sim,Usados,54 990        EUR,8089231522,11 Julho 2023,,,,,,,Classe GLC,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Maio,2022,23 000 km,1 992 cm3,200 cv,,,Carrinha,Preto,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,55 500        EUR,8089259568,11 Julho 2023,,,,,,,Classe C,Sim,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,,Diesel,Março,2022,30 818 km,1 992 cm3,265 cv,,,Carrinha,Cinzento,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,58 000        EUR,8089344884,11 Julho 2023,,,,,,,Classe C,Sim,"5,20 l/100km",,,,,,,,,,,,StandVirtual,Yes
Particular,Cupra,Born,58 kWh,Eléctrico,Março,2023,15 000 km,,204 cv,,,Utilitário,Cinzento,Metalizado,Automática,,5,5,Classe 1,Tracção traseira,,1,Nacional,Sim,Sim,Sim,Usados,51 900        EUR,8090021755,11 Julho 2023,,,,01/03/2027,,,,,,424 km,Própria,,,500 km,01/03/2031,,58 kWh,"15,50 kWh/100km",,,StandVirtual,Yes
Profissional,BMW,X5,40e xDrive Pack M,Híbrido (Gasolina),Janeiro,2018,95 000 km,1 997 cm3,313 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,51 500        EUR,8089624843,11 Julho 2023,,"215,14 €",,,,,Série X,Sim,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 250,d Coupé AMG Line 4-Matic,Diesel,Setembro,2017,131 000 km,2 143 cm3,204 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,9,5,5,,Integral,18 Meses,,,Sim,Sim,Sim,Usados,52 900        EUR,8089053988,11 Julho 2023,,,Sim,,7 l/100km,,Classe GLC,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,S60,2.0 T8 PHEV R-Design AWD,Híbrido (Gasolina),Outubro,2020,56 700 km,1 969 cm3,392 cv,Sim,Sim,Sedan,Preto,,Automática,8,4,5,Classe 1,Integral,18 Meses,,Importado,,,,Usados,54 800        EUR,8089463002,11 Julho 2023,40 g/km,,,,,,,,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Março,2022,25 400 km,1 992 cm3,200 cv,,,Carrinha,Cinzento,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,51 000        EUR,8089159410,11 Julho 2023,,,,,,,Classe C,Sim,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V60,2.0 B4 Core Auto,Diesel,Dezembro,2022,1 000 km,1 969 cm3,197 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,36 Meses,,Nacional,Sim,Sim,Sim,Usados,51 500        EUR,8088448123,11 Julho 2023,,,Sim,,"5,30 l/100km",,,,,,,Sim,,,29/12/2025,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Pack M Auto,Diesel,Outubro,2022,29 501 km,1 995 cm3,190 cv,,,Sedan,Cinzento,,Automática,,4,5,,,36 Meses,,Nacional,,,,Usados,56 900        EUR,8089643021,11 Julho 2023,,,,,,,Série 5,Sim,"4,80 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
