Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Origem,Aceita retoma,Possibilidade de financiamento,Registo(s),IUC,Consumo Combinado,IVA Discriminado,Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,Autonomia,Capacidade da bateria,ou até,Bateria,Consumo,Gancho de Reboque,Site,Portugal,Data
Profissional,Mercedes-Benz,CLA 45 AMG,Shooting Brake 4-Matic,Gasolina,Dezembro,2018,111 000 km,1 991 cm3,381 cv,Carrinha,Cinzento,,Automática,,5,,,,,,,36 Meses,,,,"9,20 l/100km",,Usados,43 900        EUR,8088784932,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-shooting-brake-4-matic-ID8PpIt6.html,,,,Sim,,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Ford,Kuga,2.5 PHEV ST-Line X,Híbrido (Gasolina),Abril,2023,9 400 km,2 488 cm3,225 cv,SUV / TT,Cinzento,,Automática,,5,5,Classe 1,,,,,36 Meses,Sim,Sim,Sim,,,Usados,42 500        EUR,8090700084,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-kuga-2-5-phev-st-line-x-ID8PxKGE.html,Sim,Nacional,Sim,Sim,,,,Sim,,01/04/2030,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Mégane E-Tech,EV60 Techno Optimum Charge,Eléctrico,Junho,2022,21 000 km,,218 cv,SUV / TT,Vermelho,,Automática,,5,5,,,,,,18 Meses,,,Sim,,,Usados,41 900        EUR,8088773583,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-e-tech-ev60-techno-optimum-charge-ID8PpFv3.html,Sim,,,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Novembro,2020,149 500 km,1 950 cm3,306 cv,Sedan,Preto,Metalizado,Automática,9,4,5,Classe 1,Tracção traseira,33 g/km,,,18 Meses,,Sim,Sim,,,Usados,38 900        EUR,8090527557,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8Px1NX.html,,,Sim,Sim,,,,,55 km,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Particular,BMW,740,d,Diesel,Abril,2015,104 000 km,2 993 cm3,313 cv,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,Tracção traseira,149 g/km,Sim,01/05/2024,,Sim,,Sim,"6,90 l/100km","4,90 l/100km",Usados,33 500        EUR,8090188726,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-740-d-ID8PwBEV.html,Sim,Nacional,,,,,,,,,Série 7,,,,,,,StandVirtual,Yes,2023-09-26
Particular,BMW,420,d Cabrio Sport-Aut. M Sport,Diesel,Novembro,2017,65 000 km,1 995 cm3,190 cv,Cabrio,Cinzento,,Automática,8,2,4,Classe 1,Tracção traseira,,Sim,,,,Sim,Sim,"5,60 l/100km",,Usados,43 250        EUR,8090012411,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-cabrio-sport-aut-m-sport-ID8PuRN9.html,,Importado,,,,,,,,11/07/2024,Série 4,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Ford,Tourneo Custom,1.0 EcoBoost Titanium PHEV,Híbrido (Gasolina),Fevereiro,2020,39 548 km,998 cm3,126 cv,Monovolume,Preto,Metalizado,Automática,,4,8,Classe 2,Tracção dianteira,70 g/km,,,18 Meses,,Sim,,,,Usados,38 980        EUR,8090632960,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-tourneo-custom-1-0-ecoboost-titanium-phev-ID8Pxte0.html,,,Sim,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Mercedes-Benz,CLA 250,e Shooting Brake AMG Line,Híbrido (Gasolina),Julho,2021,32 000 km,1 332 cm3,218 cv,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,32 g/km,,19/11/2024,,Sim,Sim,Sim,,,Usados,42 800        EUR,8089400607,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-250-e-shooting-brake-amg-line-ID8PsiDl.html,,Importado,,,1,134 €,,,75 km,27/01/2025,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 250,CDi BE Aut.,Diesel,Março,2016,144 000 km,2 143 cm3,204 cv,Coupé,Cinzento,,Automática,,3,4,Classe 1,,,Sim,,18 Meses,,Sim,,,,Usados,34 500        EUR,8090155231,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-cdi-be-aut-ID8PwsVH.html,Sim,Nacional,Sim,Sim,1,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,VW,Golf,2.0 TDI GTD DSG,Diesel,Março,2019,83 000 km,1 968 cm3,184 cv,Utilitário,Cinzento,,Automática,,5,5,,,,Sim,,18 Meses,,Sim,Sim,,,Usados,31 800        EUR,8090194210,21 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tdi-gtd-dsg-ID8PwD5o.html,,Importado,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack,Diesel,Maio,2021,51 500 km,1 499 cm3,130 cv,SUV / TT,Preto,,Manual,,5,7,,,,,,36 Meses,,,,,,Usados,35 490        EUR,8090617982,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-ID8Pxpkq.html,Sim,Nacional,,,,,,,,17/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Junho,2020,64 407 km,1 496 cm3,116 cv,Utilitário,Preto,,Automática,7,4,5,Classe 1,Tracção dianteira,124 g/km,,,18 Meses,Sim,Sim,,,,Usados,30 690        EUR,8090619431,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PxpHN.html,Sim,Nacional,,Sim,1,,,Sim,,,Série 2,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Audi,Q3,35 TFSI Advanced,Gasolina,Março,2021,31 800 km,1 498 cm3,150 cv,SUV / TT,Cinzento,,Manual,,5,5,,,,,,18 Meses,Sim,Sim,Sim,,,Usados,34 400        EUR,8090618107,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-35-tfsi-advanced-ID8Pxpmr.html,Sim,Nacional,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake 8G-DCT Progressive,Diesel,Fevereiro,2020,51 000 km,1 950 cm3,150 cv,Carrinha,Rosa,,Automática,,5,5,Classe 1,,,Sim,,18 Meses,,Sim,Sim,,,Usados,38 900        EUR,8090436474,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-8g-dct-progressive-ID8PvE6S.html,Sim,Importado,Sim,Sim,1,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,GLA 45 AMG,4-Matic,Gasolina,Janeiro,2015,130 000 km,1 991 cm3,360 cv,SUV / TT,Cinzento,,Automática,7,5,5,Classe 1,,,,,18 Meses,,Sim,,,,Usados,38 900        EUR,8089915446,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-45-amg-4-matic-ID8Puszc.html,Sim,Nacional,Sim,Sim,,,,,,,Classe GLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 220,d Aut.,Diesel,Setembro,2017,170 000 km,2 143 cm3,170 cv,Coupé,Branco,,Automática,,3,4,Classe 1,,,,,18 Meses,,,Sim,,,Usados,34 900        EUR,8089289163,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PrPDR.html,Sim,Importado,Sim,Sim,,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Particular,VW,Golf,1.4 TSI GTE+ DSG,Híbrido (Gasolina),Março,2021,16 500 km,1 395 cm3,245 cv,Utilitário,Preto,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,27 g/km,,,,Sim,Sim,Sim,,,Usados,33 500        EUR,8089861008,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-gte-dsg-ID8Puepa.html,Sim,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Jaguar,XE,2.0 D R-Sport Aut.,Diesel,Março,2018,59 587 km,1 999 cm3,180 cv,Sedan,Branco,,Automática,8,4,5,Classe 1,Tracção traseira,154 g/km,,,18 Meses,,,Sim,,,Usados,32 990        EUR,8089603605,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xe-2-0-d-r-sport-aut-ID8Pt9rw.html,Sim,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,MINI,Clubman,Cooper SD Auto,Diesel,Março,2021,17 122 km,1 995 cm3,190 cv,Carrinha,Azul,Metalizado,Automática,8,6,5,Classe 1,,,Sim,,18 Meses,,,Sim,,,Usados,37 990        EUR,8088073015,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-sd-auto-ID8PmJgz.html,Sim,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,CLA 45 AMG,4-Matic,Gasolina,Outubro,2014,135 000 km,1 991 cm3,360 cv,Sedan,Branco,,Automática,7,4,5,,Integral,161 g/km,,,18 Meses,Sim,Sim,Sim,"8,80 l/100km","5,80 l/100km",Usados,34 990        EUR,8090192435,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-4-matic-ID8PwCCL.html,,Nacional,Sim,Sim,,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Janeiro,2021,50 826 km,1 798 cm3,122 cv,SUV / TT,Branco,Pérola,Automática,,5,5,Classe 1,Tracção dianteira,,,,60 Meses,Sim,Sim,Sim,"3,20 l/100km",,Usados,30 500        EUR,8088417883,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-square-collection-ID8PoaYX.html,,Nacional,,Sim,,,,,,01/01/2028,,,,160 000 km,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 250,d,Diesel,Maio,2016,133 350 km,2 143 cm3,204 cv,Coupé,Cinzento,Metalizado,Automática,9,3,4,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,41 899        EUR,8090699902,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-ID8PxKDI.html,,Importado,Sim,Sim,1,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,e-2008,GT,Eléctrico,Outubro,2022,14 550 km,,136 cv,SUV / TT,Branco,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,,,,18 Meses,Sim,,Sim,,,Usados,36 990        EUR,8090112319,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8PwhMz.html,,Nacional,Sim,Sim,1,,,,,,,320 km,,,Própria,"17,80 kWh/100km",,StandVirtual,Yes,2023-09-26
Profissional,MINI,Clubman,Cooper D Premium Yours Auto,Diesel,Janeiro,2020,30 000 km,1 995 cm3,150 cv,Carrinha,Azul,Metalizado,Automática,,6,5,Classe 1,Tracção dianteira,,,,18 Meses,Sim,Sim,Sim,,,Usados,32 990        EUR,8090112315,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-premium-yours-auto-ID8PwhMw.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,320,,Diesel,Novembro,2017,128 000 km,1 995 cm3,163 cv,Sedan,Cinzento,Metalizado,Automática,8,4,5,Classe 1,,,Sim,13/11/2023,18 Meses,Sim,Sim,Sim,,,Usados,30 950        EUR,8090057243,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-ID8Pw3sf.html,Sim,Importado,Sim,Sim,,225 €,,,,,Série 3,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Janeiro,2017,170 000 km,1 995 cm3,190 cv,Coupé,Preto,Metalizado,Automática,8,5,5,Classe 1,,,Sim,16/01/2025,18 Meses,Sim,Sim,Sim,,,Usados,30 950        EUR,8090048489,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8Pw1b3.html,Sim,Importado,Sim,Sim,,225 €,,,,,Série 4,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,320 Gran Turismo,d Line Sport Auto,Diesel,Fevereiro,2018,90 300 km,1 995 cm3,190 cv,Sedan,Cinzento,Metalizado,Automática,8,5,5,Classe 1,,118 g/km,,,24 Meses,,,Sim,,,Usados,31 500        EUR,8090699869,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-gran-turismo-d-line-sport-auto-ID8PxKDb.html,Sim,Nacional,Sim,Sim,1,,,,,,Série 3,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,GLC 220,Coupe d 4Matic 9G-TRONIC AMG Line,Diesel,Junho,2017,98 000 km,1 950 cm3,194 cv,SUV / TT,Cinzento,,Automática,9,5,5,,Integral,136 g/km,Sim,,18 Meses,,Sim,Sim,"5,70 l/100km","4,80 l/100km",Usados,44 999        EUR,8090296132,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-220-coupe-d-4matic-9g-tronic-amg-line-ID8Pv3Bi.html,Sim,,,Sim,,,,,,,Classe GLC,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Mercedes-Benz,E 220,D Avantgarde 4-Matic,Diesel,Julho,2017,130 000 km,1 950 cm3,194 cv,Sedan,Cinzento,Metalizado,Automática,9,4,5,,Integral,135 g/km,,,,,Sim,Sim,"5,40 l/100km","4,20 l/100km",Usados,34 500        EUR,8090535413,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-4-matic-ID8Px3QF.html,,,,,1,,,,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Audi,A6 Avant,3.0 BiTDi V6 quattro Advance Tiptronic,Diesel,Fevereiro,2015,274 478 km,2 967 cm3,320 cv,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,Integral,,,05/02/2023,18 Meses,Sim,Sim,Sim,"7,50 l/100km",,Usados,31 990        EUR,8087922454,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-3-0-bitdi-v6-quattro-advance-tiptronic-ID8Pm66a.html,,Importado,Sim,Sim,2,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Junho,2021,46 980 km,1 798 cm3,122 cv,SUV / TT,Branco,Pérola,Automática,,5,5,,,,,,36 Meses,Sim,,Sim,"3,20 l/100km",,Usados,31 500        EUR,8089373761,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-square-collection-ID8PsbEl.html,Sim,Nacional,Sim,Sim,,,,,,15/06/2028,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 180,d Style Plus,Diesel,Junho,2021,45 100 km,1 950 cm3,116 cv,Utilitário,Preto,,Manual,6,5,5,,Tracção dianteira,127 g/km,,,36 Meses,Sim,Sim,Sim,"6,20 l/100km","3,80 l/100km",Usados,33 450        EUR,8090448697,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-plus-ID8PvHi1.html,,Nacional,,,,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,640 Gran Turismo,,Diesel,Maio,2015,156 000 km,2 993 cm3,319 cv,Citadino,Azul,,Automática,,5,,,,,,,36 Meses,,,,,,Usados,41 900        EUR,8090192316,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-640-gran-turismo-ID8PwCAQ.html,,,,,,,,,,,Série 6,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Audi,Q3,2.0 TDI quattro S-line S tronic,Diesel,Abril,2018,139 000 km,1 968 cm3,150 cv,SUV / TT,Branco,Metalizado,Automática,,5,5,,,133 g/km,,,18 Meses,Sim,Sim,,,,Usados,31 900        EUR,8089793754,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-2-0-tdi-quattro-s-line-s-tronic-ID8PtVUq.html,,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,BMW,520,d Line Luxury Auto,Diesel,Maio,2019,126 450 km,1 995 cm3,190 cv,Carrinha,Preto,,Automática,,5,5,Classe 1,,,,01/05/2025,,Sim,Sim,Sim,,,Usados,34 900        EUR,8090340902,24 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8Pvffo.html,,Nacional,,,1,,,,,,Série 5,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,X2,18 d sDrive Auto Pack M,Diesel,Janeiro,2018,95 000 km,1 995 cm3,150 cv,SUV / TT,Branco,,Automática,,5,5,,,,,01/01/2024,18 Meses,,Sim,,,,Usados,35 000        EUR,8090619657,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-18-d-sdrive-auto-pack-m-ID8PxpLr.html,,Nacional,Sim,Sim,,,,,,,Série X,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,e-208,GT,Eléctrico,Junho,2020,13 035 km,,136 cv,Citadino,Azul,,Automática,,5,5,,Tracção dianteira,,,,18 Meses,,,,,,Usados,32 950        EUR,8090618609,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-gt-ID8Pxpux.html,,Importado,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,116,d Pack M Auto,Diesel,Abril,2021,58 000 km,1 496 cm3,116 cv,Utilitário,Preto,,Automática,,5,5,,,,,,36 Meses,Sim,,Sim,,,Usados,30 590        EUR,8088002211,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PmqQz.html,Sim,Nacional,Sim,Sim,,,,Sim,,,Série 1,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Fevereiro,2018,70 000 km,1 998 cm3,252 cv,Sedan,Azul,Metalizado,Automática,,4,5,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,36 990        EUR,8090586529,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8Pxh97.html,Sim,Nacional,Sim,Sim,1,,,,,,Série 5,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Audi,S3 Limousine,2.0 TFSi quattro S tronic,Gasolina,Dezembro,2016,155 000 km,1 984 cm3,300 cv,Utilitário,Preto,Metalizado,Automática,,4,5,,,,,,18 Meses,,Sim,,"8,80 l/100km",,Usados,33 500        EUR,8089444217,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-s3-limousine-2-0-tfsi-quattro-s-tronic-ID8PstYJ.html,Sim,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,225xe Active Tourer,Pack M,Híbrido (Gasolina),Junho,2021,26 000 km,1 499 cm3,224 cv,Citadino,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Integral,36 g/km,,,36 Meses,Sim,,Sim,,,Usados,40 490        EUR,8085780114,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-pack-m-ID8Pd6Mi.html,Sim,Nacional,Sim,Sim,,,,Sim,,,Série 2,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Mercedes-Benz,A 180 Limousine,d Style Aut.,Diesel,Agosto,2020,46 000 km,1 461 cm3,116 cv,Sedan,Preto,,Automática,7,4,5,,Tracção dianteira,116 g/km,,,,,,,"4,20 l/100km","3,60 l/100km",Usados,30 990        EUR,8090258547,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-style-aut-ID8PwTP5.html,,,,,,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 220,d AMG Line Aut.,Diesel,Outubro,2017,129 000 km,2 143 cm3,170 cv,Carrinha,Preto,,Automática,,5,5,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,31 500        EUR,8088835199,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-aut-ID8PpWxR.html,,,Sim,Sim,1,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Ford,Mustang,2.3i EcoBoost Aut.,Gasolina,Maio,2015,52 180 km,2 261 cm3,314 cv,Coupé,Preto,Metalizado,Automática,6,2,4,Classe 1,Tracção traseira,,,27/05/2024,,,Sim,Sim,"14,10 l/100km",,Usados,45 000        EUR,8089832713,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-mustang-2-3i-ecoboost-aut-ID8Pu72N.html,,Importado,,,2,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,X5,40e xDrive Pack M,Híbrido (Gasolina),Julho,2015,167 000 km,1 997 cm3,313 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,Integral,78 g/km,,,18 Meses,Sim,Sim,Sim,,,Usados,37 900        EUR,8090446541,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-40e-xdrive-pack-m-ID8PvGJf.html,,,,,,,,,,,Série X,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,CLA 45 AMG,4-Matic,Gasolina,Novembro,2016,105 000 km,1 991 cm3,381 cv,Coupé,Branco,Pérola,Automática,7,4,5,Classe 1,Integral,,,,18 Meses,Sim,Sim,Sim,"11,70 l/100km",,Usados,39 800        EUR,8088198828,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-4-matic-ID8PnfZO.html,Sim,Importado,Sim,Sim,1,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,520,d Line Luxury Auto,Diesel,Junho,2017,114 000 km,1 995 cm3,190 cv,Carrinha,Cinzento,,Automática,8,5,5,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,31 990        EUR,8088310433,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PnJ1T.html,,,Sim,Sim,1,,,,,,Série 5,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Volvo,XC 60,2.0 D4 Momentum,Diesel,Agosto,2019,105 000 km,1 969 cm3,190 cv,SUV / TT,Preto,,Manual,6,5,5,,,,,,18 Meses,Sim,Sim,Sim,,,Usados,42 500        EUR,8089662221,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-momentum-ID8PtoGW.html,,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Julho,2019,116 000 km,1 950 cm3,194 cv,Carrinha,Cinzento,,Automática,,5,5,Classe 1,,,Sim,,18 Meses,Sim,Sim,Sim,,,Usados,31 750        EUR,8090699613,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PxKz3.html,Sim,Nacional,Sim,Sim,,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,VW,Golf,2.0 TSI GTI DSG,Gasolina,Abril,2021,1 000 km,1 984 cm3,245 cv,Utilitário,Preto,,Automática,,5,5,,,,,,18 Meses,Sim,Sim,Sim,,,Usados,40 900        EUR,8089799318,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-ID8PtYma.html,,Importado,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,320,d Line Sport Auto,Diesel,Janeiro,2021,45 300 km,1 995 cm3,190 cv,Sedan,Cinzento,Metalizado,Automática,,4,5,,,,,,36 Meses,Sim,,Sim,,,Usados,43 990        EUR,8088835444,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-line-sport-auto-ID8PpWBO.html,Sim,Nacional,Sim,Sim,,,,Sim,,,Série 3,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,5008,1.5 BlueHDi Allure,Diesel,Abril,2021,53 250 km,1 499 cm3,130 cv,Monovolume,Cinzento,Metalizado,Manual,,5,7,,,,,,36 Meses,Sim,,Sim,"4,60 l/100km",,Usados,35 790        EUR,8088835056,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-ID8PpWwy.html,Sim,Nacional,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,116,,Gasolina,Maio,2021,40 000 km,1 499 cm3,109 cv,Utilitário,Preto,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,132 g/km,,,36 Meses,Sim,,Sim,"6,70 l/100km",,Usados,31 690        EUR,8085780143,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-ID8Pd6ML.html,Sim,Nacional,Sim,Sim,,,,Sim,,,Série 1,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Progressive Aut.,Diesel,Janeiro,2020,58 200 km,1 461 cm3,116 cv,Carrinha,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,,,36 Meses,Sim,,Sim,,,Usados,33 990        EUR,8088109129,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-progressive-aut-ID8PmSF3.html,Sim,Nacional,Sim,Sim,,,,Sim,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,MINI,Countryman,One D Auto,Diesel,Junho,2021,49 500 km,1 496 cm3,116 cv,SUV / TT,Azul,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,129 g/km,,,36 Meses,Sim,,Sim,"5,10 l/100km",,Usados,32 490        EUR,8085462355,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-auto-ID8PbM79.html,Sim,Nacional,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-26
