Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Garantia de Fábrica até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Versão,Origem,Registo(s),Tracção,Emissões CO2,IUC,Inspecção válida até,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Filtro de partículas,Sub-modelo,IVA Discriminado,IVA dedutível,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,Valor sem ISV,ou até,Consumo,Clássico,Site,Portugal
Profissional,Volvo,XC 40,Diesel,Abril,2020,58 000 km,1 969 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Preto,,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,34 950        EUR,8090028157,12 Julho 2023,2.0 D3 Momentum Plus,Nacional,1,Tracção dianteira,144 g/km,,,"5,70 l/100km","4,70 l/100km",,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,Eléctrico,Maio,2019,119 000 km,,400 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,41 500        EUR,8089390598,12 Julho 2023,S AWD Aut.,Nacional,1,,,,,,,,,,,Sim,,,,,,,,Sim,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,Diesel,Novembro,2019,150 000 km,1 598 cm3,160 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,32 950        EUR,8088709110,12 Julho 2023,d Station 9G-TRONIC AMG Line,Importado,,Tracção traseira,,"154,12 €",01/11/2023,,,,,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,Diesel,Agosto,2018,71 370 km,1 968 cm3,150 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,7,5,5,Classe 1,,18 Meses,,,Sim,Usados,32 950        EUR,8088850138,12 Julho 2023,2.0 TDI S tronic,Nacional,,Tracção dianteira,109 g/km,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,Diesel,Outubro,2022,10 000 km,1 499 cm3,130 cv,Sim,,,Carrinha,Preto,,Automática,,5,5,,12/07/2026,36 Meses,,,,Usados,36 900        EUR,8089413443,12 Julho 2023,1.5 BlueHDi GT EAT8,Nacional,,,,,,,,"4,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,Gasolina,Dezembro,2022,10 000 km,1 199 cm3,130 cv,Sim,,,SUV / TT,Azul,,Manual,,5,5,,12/07/2026,36 Meses,,,,Usados,30 600        EUR,8089413441,12 Julho 2023,1.2 PureTech GT,Nacional,,,,,,,,"5,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Agosto,2020,35 706 km,1 461 cm3,116 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,,5,,,,24 Meses,,,,Usados,41 490        EUR,8087512022,12 Julho 2023,d Shooting Brake Progressive Aut.,Nacional,,,,,,,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Eléctrico,Março,2022,598 km,,325 cv,,Sim,Sim,Sedan,Cinzento,,Automática,,4,5,,,36 Meses,,,,Usados,43 900        EUR,8087242363,12 Julho 2023,Tração Traseira,Importado,,,,,,,,,,,,Sim,,,Própria,,,,,,StandVirtual,Yes
Profissional,Toyota,C-HR,Híbrido (Gasolina),Fevereiro,2023,11 010 km,1 798 cm3,122 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,6,5,5,,,36 Meses,,Sim,Sim,Usados,34 500        EUR,8089747984,12 Julho 2023,1.8 Hybrid Square Collection,,,Tracção dianteira,111 g/km,,,"3,20 l/100km","4,20 l/100km",,,,,,,,,,,,,Sim,StandVirtual,Yes
Particular,Tesla,Model 3,Eléctrico,Março,2019,72 500 km,,351 cv,Sim,,,Sedan,Cinzento,Metalizado,Automática,,4,5,,08/03/2024,,Sim,Sim,,Usados,33 500        EUR,8090031386,12 Julho 2023,Long Range Tração Integral,Importado,1,Integral,,,,,,,,,,,530 km,79 kWh,Própria,500 km,,100 000 km,"16,60 kWh/100km",,StandVirtual,Yes
Profissional,SEAT,Alhambra,Diesel,Janeiro,2020,55 050 km,1 968 cm3,150 cv,Sim,,,Monovolume,Preto,,Automática,,5,7,,,18 Meses,,,,Usados,34 990        EUR,8088684712,12 Julho 2023,2.0 TDi Xcellence DSG,Nacional,,,,,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Grandland,Híbrido (Gasolina),Setembro,2022,16 000 km,1 598 cm3,225 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,,36 Meses,,Sim,Sim,Usados,41 300        EUR,8089221245,12 Julho 2023,1.6 T PHEV GS Line,Nacional,,Tracção dianteira,,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V60,Híbrido (Gasolina),Dezembro,2019,89 000 km,1 969 cm3,392 cv,Sim,Sim,Sim,Carrinha,Preto,,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,37 750        EUR,8089510665,12 Julho 2023,2.0 T8 AWD TE Inscription,Nacional,1,,,"215,14 €",,,,,Sim,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Julho,2022,16 000 km,1 950 cm3,116 cv,Sim,,,Utilitário,Cinzento,,Automática,,5,5,,,24 Meses,,,,Usados,40 400        EUR,8089720469,12 Julho 2023,d AMG Line Aut.,Nacional,,,,,,,,5 l/100km,,Classe A,,,,,,,,,,,StandVirtual,Yes
Profissional,MG,EHS,Híbrido (Gasolina),Outubro,2021,40 000 km,1 490 cm3,258 cv,Sim,,,SUV / TT,Branco,,Automática,10,5,5,,,18 Meses,Sim,,Sim,Usados,31 999        EUR,8089999779,12 Julho 2023,1.5 T-GDI Plug-in Hybrid Comfort,Importado,2,Tracção dianteira,43 g/km,145 €,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 45 AMG,Gasolina,Setembro,2013,99 852 km,1 991 cm3,360 cv,,Sim,Sim,Utilitário,Branco,Metalizado,Automática,7,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,35 900        EUR,8086443698,12 Julho 2023,4-Matic,,,Integral,,,,"8,80 l/100km",,,,Classe A,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,Diesel,Maio,2022,30 000 km,1 499 cm3,130 cv,Sim,Sim,Sim,SUV / TT,Preto,,Manual,,5,7,Classe 1,,36 Meses,,Sim,Sim,Usados,37 900        EUR,8089258978,12 Julho 2023,1.5 BlueHDi Allure Pack,Nacional,1,,,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Kia,e-Niro,Eléctrico,Dezembro,2021,103 066 km,,204 cv,Sim,,Sim,SUV / TT,Preto,,Automática,,5,5,,,18 Meses,Sim,Sim,,Usados,30 990        EUR,8088737640,12 Julho 2023,EV 64kWh,Nacional,1,Tracção dianteira,,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,E 220,Diesel,Setembro,2016,110 000 km,1 950 cm3,194 cv,Sim,,,Sedan,Cinzento,Metalizado,Automática,9,5,5,,,,,Sim,Sim,Usados,34 900        EUR,8089949955,11 Julho 2023,D AMG Line,Nacional,2,Tracção traseira,147 g/km,,,"5,80 l/100km","4,30 l/100km",,,Classe E,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Agosto,2018,78 242 km,1 461 cm3,109 cv,Sim,Sim,Sim,Utilitário,Branco,,Automática,7,5,5,Classe 1,,24 Meses,,,Sim,Usados,32 990        EUR,8088708791,12 Julho 2023,d AMG Line Aut.,Nacional,,,,,,"4,50 l/100km",,,Sim,Classe A,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Cupra,Formentor,Gasolina,Abril,2022,17 000 km,1 498 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,35 450        EUR,8088709002,12 Julho 2023,1.5 TSI Sport DSG,Nacional,,,,,,"6,50 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 180,Diesel,Fevereiro,2018,74 000 km,1 461 cm3,109 cv,Sim,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,7,5,5,Classe 1,,18 Meses,Sim,,Sim,Usados,32 999        EUR,8088555362,12 Julho 2023,CDi Urban Aut.,Nacional,1,Tracção dianteira,,,,"4,70 l/100km",,,Sim,Classe GLA,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,Diesel,Maio,2023,1 804 km,1 968 cm3,115 cv,Sim,,,Utilitário,Prateado,,Automática,,5,5,,12/07/2026,36 Meses,,,,Usados,43 990        EUR,8089813453,12 Julho 2023,2.0 TDi Style DSG,Importado,,,,,,,,"4,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Agosto,2020,39 056 km,1 461 cm3,116 cv,Sim,Sim,Sim,Carrinha,Preto,,Automática,,5,5,,,24 Meses,,,,Usados,41 490        EUR,8087596023,12 Julho 2023,d Shooting Brake Progressive Aut.,Nacional,,,,,,,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Setembro,2021,28 784 km,1 950 cm3,116 cv,Sim,Sim,Sim,Utilitário,Preto,,Automática,,5,,,,24 Meses,,,,Usados,41 000        EUR,8087596047,12 Julho 2023,d Shooting Brake Style Plus Aut.,Nacional,,,,,,"5,50 l/100km",,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,Híbrido (Gasolina),Outubro,2016,133 000 km,1 997 cm3,313 cv,Sim,Sim,Sim,SUV / TT,Azul,,Automática,,5,5,,,18 Meses,Sim,Sim,Sim,Usados,41 750        EUR,8089628161,12 Julho 2023,40e xDrive,Nacional,1,,,"215,14 €",,,,,Sim,Série X,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X3,Diesel,Maio,2017,160 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,32 400        EUR,8089258975,12 Julho 2023,20 d xDrive Advantage Auto,Nacional,1,,,,,,,,,Série X,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Tucson,Diesel,Maio,2022,11 500 km,1 598 cm3,116 cv,Sim,Sim,,SUV / TT,Vermelho,Metalizado,Manual,,5,5,Classe 1,01/01/0001,36 Meses,,,Sim,Usados,36 450        EUR,8089967778,12 Julho 2023,1.6 CRDi Premium,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A6 Avant,Diesel,Novembro,2019,104 710 km,1 968 cm3,204 cv,Sim,,Sim,Carrinha,Cinzento,,Automática,,5,,,,18 Meses,,,,Usados,42 499        EUR,8089632957,12 Julho 2023,40 TDI Sport S tronic,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Julho,2019,52 897 km,1 461 cm3,116 cv,Sim,Sim,Sim,Utilitário,Azul,,Automática,7,5,5,,,24 Meses,Sim,Sim,Sim,Usados,31 500        EUR,8089628715,12 Julho 2023,d Business Solutions Aut.,Importado,,,,,,,,,,Classe A,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model S,Eléctrico,Novembro,2017,125 000 km,,320 cv,Sim,Sim,Sim,Citadino,Cinzento,,Automática,,5,5,Classe 1,,18 Meses,,Sim,,Usados,37 999        EUR,8088256418,12 Julho 2023,75,Importado,,,,,,,,,Sim,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200,Gasolina,Dezembro,2018,36 273 km,1 332 cm3,163 cv,Sim,,Sim,Utilitário,Branco,,Automática,,5,,,,30 Meses,,,,Usados,31 999        EUR,8090031880,12 Julho 2023,AMG Line Aut.,Nacional,,,,,,,,,,Classe A,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,e-2008,Eléctrico,Novembro,2022,1 780 km,,136 cv,,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,Classe 1,30/11/2024,18 Meses,Sim,Sim,Sim,Usados,38 950        EUR,8089019298,12 Julho 2023,Allure Pack,,,Tracção dianteira,,,,,,,,,Sim,Sim,335 km,,Própria,,,,"17,80 kWh/100km",,StandVirtual,Yes
Profissional,Volvo,XC 60,Diesel,Dezembro,2018,87 650 km,1 969 cm3,190 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,,18 Meses,Sim,Sim,Sim,Usados,37 990        EUR,8089812448,12 Julho 2023,2.0 D4 Momentum Plus Geartronic,Nacional,1,Tracção dianteira,157 g/km,,,"5,60 l/100km","4,50 l/100km",,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Setembro,2021,45 600 km,1 950 cm3,116 cv,Sim,,,Carrinha,Prateado,,Automática,,5,,,,24 Meses,,,,Usados,37 400        EUR,8089897819,12 Julho 2023,d Shooting Brake Progressive Aut.,Nacional,,,,,,"6,40 l/100km","4,80 l/100km","5,40 l/100km",,Classe CLA,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X3,Diesel,Outubro,2018,189 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,32 750        EUR,8089861916,12 Julho 2023,20 d xDrive Auto,Nacional,1,,,"235,26 €",,,,,Sim,Série X,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,VW,ID.3,Eléctrico,Dezembro,2020,25 450 km,,204 cv,Sim,,,Utilitário,Cinzento,,Automática,,5,5,,12/07/2026,36 Meses,,,,Usados,30 990        EUR,8089813428,12 Julho 2023,Pro Performance Life,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Maio,2022,21 000 km,1 950 cm3,116 cv,Sim,,,Carrinha,Cinzento,,Automática,,5,,,,24 Meses,,,,Usados,37 900        EUR,8089661832,12 Julho 2023,d Shooting Brake Progressive Aut.,Nacional,,,,,,,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Agosto,2020,42 249 km,1 461 cm3,116 cv,Sim,Sim,Sim,Carrinha,Preto,,Automática,,5,5,,,24 Meses,,,,Usados,41 490        EUR,8087596032,12 Julho 2023,d Shooting Brake Progressive Aut.,Nacional,,,,,,,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,Diesel,Maio,2023,10 km,1 968 cm3,116 cv,Sim,,,Utilitário,Prateado,,Automática,,5,5,,12/07/2026,36 Meses,,,,Usados,33 990        EUR,8089661789,12 Julho 2023,,Nacional,,,,,,,,"4,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Setembro,2018,57 164 km,1 461 cm3,116 cv,Sim,,Sim,Utilitário,Cinzento,,Automática,,5,5,,,18 Meses,Sim,Sim,,Usados,30 990        EUR,8089791593,12 Julho 2023,d AMG Line Aut.,Nacional,1,Tracção dianteira,123 g/km,,,,,,,Classe A,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,e-208,Eléctrico,Março,2021,10 782 km,,136 cv,,Sim,Sim,Citadino,Azul,Metalizado,Automática,,5,5,,,18 Meses,,,,Usados,35 500        EUR,8088242671,12 Julho 2023,GT,Importado,,Tracção dianteira,,,,,,,,,,Sim,350 km,,Própria,,,,15 kWh/100km,,StandVirtual,Yes
Profissional,Land Rover,Defender,Diesel,Novembro,2011,100 000 km,2 402 cm3,122 cv,Sim,Sim,Sim,SUV / TT,Verde,,Manual,6,3,2,Classe 2,,18 Meses,,,Sim,Usados,42 500        EUR,8090031876,12 Julho 2023,,,2,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,530,Híbrido (Gasolina),Abril,2019,66 528 km,1 998 cm3,252 cv,Sim,Sim,Sim,Sedan,Azul,Metalizado,Automática,,4,,Classe 1,,18 Meses,Sim,,Sim,Usados,43 800        EUR,8088887673,12 Julho 2023,e iPerformance Pack M,Nacional,,,,,,,,,,Série 5,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C5 Aircross,Híbrido (Gasolina),Setembro,2020,20 000 km,1 598 cm3,225 cv,Sim,,,SUV / TT,Branco,,Automática,,5,5,,,18 Meses,,,,Usados,38 500        EUR,8089932689,6 Julho 2023,1.6 Hybrid Shine e-EAT8,Importado,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q3,Gasolina,Março,2020,37 000 km,1 498 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,39 490        EUR,8089600537,12 Julho 2023,35 TFSI Advanced S tronic,,1,,,,,"6,90 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,Diesel,Abril,2021,126 000 km,1 995 cm3,150 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,32 450        EUR,8089989156,12 Julho 2023,d Touring Line Luxury Auto,Nacional,1,,,,,,,,,Série 3,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,CX-30,Gasolina,Março,2023,90 km,1 998 cm3,150 cv,,Sim,Sim,SUV / TT,Branco,Pérola,Manual,6,5,5,Classe 1,21/03/2029,72 Meses,Sim,Sim,Sim,Usados,32 990        EUR,8089370203,12 Julho 2023,2.0 Sky-G Homura,Nacional,,Tracção dianteira,,,,"6,20 l/100km",,,,,,,,,,,,150 000 km,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,Diesel,Agosto,2019,71 738 km,1 950 cm3,194 cv,,Sim,Sim,Carrinha,Cinzento,,Automática,,5,7,,,18 Meses,Sim,,Sim,Usados,44 850        EUR,8089094109,12 Julho 2023,D Avantgarde 7L,Nacional,,,,,,,,,,Classe E,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,CX-30,Gasolina,Junho,2021,15 465 km,1 998 cm3,180 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,22/06/2024,30 Meses,Sim,Sim,Sim,Usados,31 990        EUR,8086286009,12 Julho 2023,2.0 Sky-X Evolve i-Active,Nacional,,Tracção dianteira,,,,"5,20 l/100km",,,,,,,,,,,,100 000 km,,,StandVirtual,Yes
Profissional,Peugeot,3008,Híbrido (Gasolina),Março,2021,15 294 km,1 598 cm3,225 cv,Sim,,Sim,SUV / TT,Vermelho,,Automática,,5,,,,36 Meses,,,,Usados,38 999        EUR,8089105581,12 Julho 2023,1.6 Hybrid GT e-EAT8,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Outlander,Híbrido (Gasolina),Setembro,2019,59 946 km,2 360 cm3,224 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,31 990        EUR,8089944385,12 Julho 2023,2.4 PHEV Instyle,Nacional,1,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500e,Eléctrico,Abril,2023,28 km,,118 cv,Sim,Sim,Sim,Citadino,Branco,,Automática,,4,4,Classe 1,01/01/0001,36 Meses,,Sim,Sim,Novos,37 990        EUR,8089237685,12 Julho 2023,,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,Híbrido (Gasolina),Junho,2023,1 200 km,1 332 cm3,218 cv,Sim,,,Utilitário,Cinzento,,Automática,,5,5,,12/07/2026,36 Meses,,,,Usados,43 500        EUR,8089923366,12 Julho 2023,e Style Plus,Nacional,,,,,,,,"0,80 l/100km",,Classe A,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Novembro,2022,20 000 km,1 950 cm3,116 cv,Sim,,,Utilitário,Preto,,Automática,,5,5,,,24 Meses,,,,Usados,35 500        EUR,8089923365,12 Julho 2023,d Style Aut.,Nacional,,,,,,,,5 l/100km,,Classe A,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Junho,2023,1 000 km,1 950 cm3,116 cv,Sim,,,Utilitário,Cinzento,,Automática,,5,5,,,24 Meses,,,,Usados,41 000        EUR,8089923368,12 Julho 2023,d Style Plus Aut.,Nacional,,,,,,,,5 l/100km,,Classe A,,,,,,,,,,,StandVirtual,Yes
Profissional,DS,DS7 Crossback,Gasolina,Fevereiro,2019,80 503 km,1 598 cm3,180 cv,,Sim,Sim,SUV / TT,Cinzento,Pérola,Automática,8,5,5,,,18 Meses,Sim,Sim,Sim,Usados,33 990        EUR,8089757376,12 Julho 2023,1.6 THP Performance Line EAT8,Importado,1,,,,,"6,40 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Skoda,Kodiaq,Diesel,Fevereiro,2023,2 948 km,1 968 cm3,150 cv,Sim,Sim,Sim,Monovolume,Cinzento,,Automática,,5,7,,,18 Meses,,,,Usados,42 900        EUR,8089370881,12 Julho 2023,2.0 TDI Ambition DSG,Nacional,1,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Mokka-e,Eléctrico,Agosto,2022,5 km,,136 cv,,Sim,Sim,SUV / TT,Preto,,Automática,,5,,,,36 Meses,,,,Usados,34 500        EUR,8089161309,12 Julho 2023,Edition,Importado,,,,,,,,,,,,Sim,,,Aluguer,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Outubro,2022,9 000 km,1 950 cm3,116 cv,Sim,Sim,Sim,Citadino,Cinzento,,Automática,,5,5,,,18 Meses,,,Sim,Usados,39 900        EUR,8089760640,12 Julho 2023,d AMG Line Aut.,Nacional,,,134 g/km,,,,,,,Classe A,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200,Diesel,Maio,2021,50 000 km,1 950 cm3,150 cv,Sim,Sim,Sim,Utilitário,Prateado,Metalizado,Automática,8,5,5,Classe 1,,24 Meses,Sim,Sim,Sim,Usados,35 900        EUR,8088893452,12 Julho 2023,d Style Plus Aut.,Nacional,,Tracção dianteira,,,,"4,90 l/100km",,,,Classe A,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,Híbrido (Diesel),Junho,2019,139 000 km,1 950 cm3,306 cv,Sim,Sim,Sim,Sedan,Preto,,Automática,,4,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,39 990        EUR,8089220561,12 Julho 2023,De AMG Line,Nacional,1,Tracção traseira,,,,,,,,Classe E,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,3,Gasolina,Dezembro,2022,13 870 km,1 998 cm3,150 cv,,Sim,Sim,Citadino,Vermelho,Metalizado,Automática,6,5,5,Classe 1,29/12/2028,72 Meses,Sim,Sim,Sim,Usados,35 950        EUR,8088516428,12 Julho 2023,2.0 Sky-G Homura AT,Nacional,,Tracção dianteira,,,,"6,60 l/100km",,,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,Diesel,Julho,2019,45 631 km,1 995 cm3,150 cv,Sim,,,Sedan,Preto,,Automática,,4,5,,12/07/2026,36 Meses,,,,Usados,35 900        EUR,8090031867,12 Julho 2023,d Line Sport Auto,,,,,,,"5,20 l/100km","3,80 l/100km","4,30 l/100km",,Série 3,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,Híbrido (Gasolina),Junho,2022,6 685 km,1 998 cm3,204 cv,Sim,,,Sedan,Preto,,Automática,,4,5,,12/07/2026,36 Meses,,,,Usados,44 900        EUR,8090031865,12 Julho 2023,e Line Sport Auto,,,,,,,,,"1,30 l/100km",,Série 3,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,Diesel,Maio,2018,106 933 km,1 995 cm3,190 cv,Sim,,,Utilitário,Preto,,Automática,,5,5,,12/07/2026,36 Meses,,,,Usados,34 900        EUR,8090031862,12 Julho 2023,d Pack M Auto,,,,123 g/km,,,"5,30 l/100km","4,30 l/100km","4,70 l/100km",,Série 4,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Active Tourer,Diesel,Setembro,2020,22 000 km,1 496 cm3,116 cv,Sim,,,Monovolume,Azul,,Automática,,5,5,,12/07/2026,36 Meses,,,,Usados,31 900        EUR,8090031858,12 Julho 2023,d Auto,Importado,,,110 g/km,,,,,"4,70 l/100km",,Série 2,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,Diesel,Julho,2018,52 000 km,1 969 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Manual,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,38 750        EUR,8089999742,12 Julho 2023,2.0 D3 R-Design,Nacional,1,,,"235,26 €",,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A6,Diesel,Abril,2019,199 000 km,1 968 cm3,204 cv,Sim,Sim,Sim,Sedan,Cinzento,,Automática,,4,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,35 750        EUR,8089999741,12 Julho 2023,40 TDI Sport S tronic,Nacional,1,,,"235,26 €",,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,530,Diesel,Abril,2019,109 000 km,2 993 cm3,265 cv,Sim,Sim,Sim,Carrinha,Preto,,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,44 900        EUR,8089999737,12 Julho 2023,d xDrive Pack M Auto,Nacional,1,,,"628,75 €",,,,,Sim,Série 5,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,Diesel,Julho,2022,25 300 km,1 499 cm3,130 cv,Sim,,,SUV / TT,Cinzento,,Manual,,5,5,,12/07/2026,36 Meses,,,,Usados,33 990        EUR,8090031850,12 Julho 2023,1.5 BlueHDi Allure Pack,Nacional,,,,,,,,5 l/100km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Tucson,Diesel,Março,2023,11 000 km,1 598 cm3,136 cv,Sim,,,SUV / TT,Preto,,Automática,,5,5,,30/03/2030,80 Meses,,,,Usados,42 990        EUR,8090031845,12 Julho 2023,1.6 CRDi Vanguard DCT,Nacional,,,,,,,,"5,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,ES 300h,Híbrido (Gasolina),Março,2019,86 824 km,2 487 cm3,218 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,4,5,,,36 Meses,Sim,,Sim,Usados,43 500        EUR,8089527912,12 Julho 2023,Executive+,Nacional,,,,,,5 l/100km,,,,ES,Sim,,,,,,,,,,StandVirtual,Yes
