Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Garantia de Fábrica até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Versão,Origem,Registo(s),Tracção,Emissões CO2,IUC,Inspecção válida até,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Filtro de partículas,Sub-modelo,IVA Discriminado,IVA dedutível,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,Valor sem ISV,ou até,Consumo,Clássico,Site,Portugal
Profissional,Peugeot,Boxer,Diesel,Julho,2017,10 000 km,1 997 cm3,110 cv,Sim,,,Monovolume,Branco,,Manual,6,5,9,Classe 2,,18 Meses,Sim,,Sim,Usados,37 499        EUR,8088068885,12 Julho 2023,2.0 BlueHDi 330 L1H1,Nacional,1,Tracção dianteira,163 g/km,,,"6,20 l/100km",,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,NX 300h,Híbrido (Gasolina),Abril,2019,50 286 km,2 494 cm3,197 cv,Sim,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,,,36 Meses,Sim,,Sim,Usados,44 500        EUR,8089516749,12 Julho 2023,Executive+,,,,,,,"5,10 l/100km",,,,NX,Sim,,,,,,,,,,StandVirtual,Yes
Particular,Porsche,Panamera,Gasolina,Dezembro,2011,107 200 km,4 806 cm3,500 cv,,,,Utilitário,Preto,Metalizado,Automática,7,5,4,,,,Sim,,,Usados,48 000        EUR,8090000436,10 Julho 2023,Turbo PDK,Nacional,,Integral,270 g/km,,,18 l/100km,"8,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,Gasolina,Julho,2018,85 000 km,1 984 cm3,252 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,7,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,59 800        EUR,8088639724,12 Julho 2023,Standard,,,Integral,168 g/km,,,"8,40 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,X3,Híbrido (Gasolina),Maio,2020,48 000 km,1 998 cm3,292 cv,,,,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,25/05/2025,,Sim,Sim,Sim,Usados,59 950        EUR,8089933104,10 Julho 2023,30 e xDrive Pack M,Nacional,1,Integral,,,,,,,,Série X,,,,,,,,100 000 km,,,StandVirtual,Yes
Particular,BMW,M135i,Gasolina,Agosto,2021,22 000 km,1 998 cm3,306 cv,,,,Coupé,Cinzento,Metalizado,Automática,8,5,5,Classe 1,24/08/2024,,Sim,Sim,Sim,Usados,48 500        EUR,8088636649,10 Julho 2023,xDrive,Importado,,Integral,172 g/km,,24/08/2025,,,,,Série 1,,,,,,,,,,,StandVirtual,Yes
Profissional,Cupra,Born,Eléctrico,Novembro,2022,9 550 km,,231 cv,Sim,,,Utilitário,Cinzento,,Automática,,5,5,,10/07/2026,36 Meses,,,,Usados,46 690        EUR,8089971512,12 Julho 2023,77 kWh e-Boost,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model S,Eléctrico,Dezembro,2018,105 619 km,,332 cv,,Sim,Sim,Sedan,Azul,Metalizado,Automática,,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,47 900        EUR,8089860946,12 Julho 2023,75D,Importado,,Integral,,,,,,,,,,Sim,,,Própria,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,Eléctrico,Dezembro,2019,38 498 km,,400 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,28/12/2027,18 Meses,Sim,,Sim,Usados,46 850        EUR,8089918323,12 Julho 2023,First Edition AWD Aut.,,,Integral,,,,,,,,,Sim,Sim,415 km,90 kWh,Própria,,,160 000 km,20 kWh/100km,,StandVirtual,Yes
Profissional,Lexus,ES 300h,Híbrido (Gasolina),Julho,2021,66 600 km,2 487 cm3,218 cv,Sim,,Sim,Sedan,Cinzento,,Automática,,4,5,,12/07/2028,60 Meses,,,,Usados,58 000        EUR,8089814932,12 Julho 2023,Luxury,Nacional,,,126 g/km,,,,,"4,50 l/100km",,ES,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,Gasolina,Agosto,2022,1 218 km,998 cm3,120 cv,Sim,,,SUV / TT,Azul,,Automática,,5,5,,10/08/2029,72 Meses,,,,Usados,47 990        EUR,8089117252,12 Julho 2023,,Nacional,,,,,,,,"8,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Tucson,Híbrido (Gasolina),Março,2023,1 846 km,1 598 cm3,266 cv,Sim,,,SUV / TT,Prateado,,Automática,,5,5,,,36 Meses,,,,Usados,53 300        EUR,8089664403,12 Julho 2023,1.6 T-GDI PHEV Vanguard,Nacional,,,,,,,,"1,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 250,Diesel,Novembro,2017,129 000 km,2 143 cm3,204 cv,Sim,Sim,Sim,Coupé,Prateado,Metalizado,Automática,9,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,48 500        EUR,8089344101,12 Julho 2023,d AMG Line 4-Matic,Nacional,1,,,,,,,,,Classe GLC,,,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,UX 250h,Híbrido (Gasolina),Setembro,2022,29 862 km,1 987 cm3,184 cv,Sim,,Sim,SUV / TT,Verde,,Automática,,5,5,,30/09/2029,74 Meses,,,,Usados,48 000        EUR,8090032049,12 Julho 2023,Special Edition (LCA),Nacional,,,122 g/km,,,,,"5,40 l/100km",,UX,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Eléctrico,Março,2022,10 588 km,,513 cv,,Sim,Sim,Sedan,Preto,,Automática,,4,5,,,36 Meses,,,,Usados,53 900        EUR,8086517419,12 Julho 2023,Performance Dual Motor AWD,Importado,,,,,,,,,,,,Sim,,,Própria,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Eléctrico,Agosto,2021,6 010 km,,351 cv,,Sim,Sim,Sedan,Cinzento,,Automática,,4,5,,,36 Meses,,,,Usados,47 500        EUR,8086517383,12 Julho 2023,Long-Range Dual Motor AWD,Importado,,,,,,,,,,,,,,,Própria,,,,,,StandVirtual,Yes
Profissional,Honda,Civic,Gasolina,Outubro,2019,53 588 km,1 996 cm3,320 cv,,Sim,Sim,Utilitário,Branco,Metalizado,Manual,,5,4,,,36 Meses,,,,Usados,52 900        EUR,8087935590,12 Julho 2023,2.0 i-VTEC Type-R,,,,,,,"9,10 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 250,Diesel,Março,2018,91 277 km,2 143 cm3,204 cv,,Sim,Sim,Coupé,Branco,,Automática,9,2,4,Classe 1,,18 Meses,,,Sim,Usados,48 850        EUR,8088031026,12 Julho 2023,d Aut.,Nacional,,Tracção traseira,127 g/km,,,,,,,Classe C,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 220,Diesel,Fevereiro,2019,136 000 km,1 950 cm3,194 cv,,,,Coupé,Preto,,Automática,9,3,4,Classe 1,,,Sim,Sim,Sim,Usados,45 900        EUR,8089945591,12 Julho 2023,d AMG Line,Importado,,Tracção traseira,133 g/km,,,"5,50 l/100km","4,60 l/100km",,,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Ranger,Diesel,Fevereiro,2022,9 000 km,1 995 cm3,213 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Automática,,4,5,,01/02/2029,36 Meses,,Sim,Sim,Usados,58 900        EUR,8090032006,12 Julho 2023,2.0 TDCi CD Raptor 4WD,Nacional,1,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 200,Diesel,Fevereiro,2020,137 931 km,1 950 cm3,163 cv,Sim,Sim,Sim,SUV / TT,Preto,,Automática,9,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,48 500        EUR,8087993569,12 Julho 2023,d 4Matic,,,,,,01/02/2024,,,,,Classe GLC,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,Diesel,Agosto,2020,55 196 km,1 995 cm3,190 cv,Sim,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,48 900        EUR,8089784447,12 Julho 2023,d Pack M Auto,Nacional,1,,169 g/km,,,,,,,Série 5,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,Híbrido (Gasolina),Junho,2021,36 200 km,1 998 cm3,204 cv,,Sim,Sim,Sedan,Preto,,Automática,,4,5,,,24 Meses,Sim,,Sim,Usados,46 950        EUR,8087924876,12 Julho 2023,e,Nacional,,,,,01/06/2025,,,,,Série 5,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Eclipse Cross,Híbrido (Gasolina),Dezembro,2022,521 km,2 360 cm3,188 cv,Sim,,,SUV / TT,Cinzento,,Automática,,5,5,,27/12/2027,53 Meses,,,,Usados,47 000        EUR,8089430410,12 Julho 2023,,Nacional,,,,,,,,2 l/100km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model Y,Eléctrico,Fevereiro,2023,14 500 km,,351 cv,,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,36 Meses,Sim,,Sim,Usados,55 000        EUR,8089126978,12 Julho 2023,,Nacional,1,,,,,,,,,,,,533 km,,Própria,,,,"16,80 kWh/100km",,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Junho,2022,20 849 km,1 993 cm3,200 cv,Sim,,,Sedan,Cinzento,,Automática,,4,5,,,24 Meses,,,,Usados,54 000        EUR,8089517250,12 Julho 2023,D Avantgarde,Nacional,,,,,,,,"4,50 l/100km",,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Maio,2022,23 000 km,1 992 cm3,200 cv,Sim,,,Carrinha,Preto,,Automática,,5,5,,,24 Meses,,,,Usados,55 500        EUR,8089259568,12 Julho 2023,d Avantgarde,Nacional,,,,,,,,"4,70 l/100km",,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,EV6,Eléctrico,Novembro,2021,9 830 km,,170 cv,,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,5,5,Classe 1,17/11/2028,72 Meses,Sim,Sim,Sim,Usados,46 990        EUR,8088329551,12 Julho 2023,58kWh Air,Nacional,,Tracção traseira,,,,,,,,,,Sim,400 km,58 kWh,Própria,,,150 000 km,"16,60 kWh/100km",,StandVirtual,Yes
Profissional,Audi,Q7,Híbrido (Diesel),Outubro,2016,255 000 km,2 967 cm3,374 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,49 500        EUR,8086179352,12 Julho 2023,3.0 TDi E-tron quattro Tiptronic,,1,Integral,,,01/10/2023,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 180,Diesel,Maio,2022,13 521 km,1 950 cm3,116 cv,Sim,,,SUV / TT,Prateado,,Automática,,5,7,,,24 Meses,,,,Usados,51 000        EUR,8089720461,12 Julho 2023,d Progressive,Nacional,,,,,,,,"5,50 l/100km",,Classe GLB,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane E-Tech,Eléctrico,Setembro,2022,100 km,,218 cv,Sim,,,Utilitário,Azul,,Automática,,5,,,12/07/2026,36 Meses,,,,Usados,47 500        EUR,8089551241,12 Julho 2023,EV60 Iconic Optimum Charge,Importado,,,,,,,,"1,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Discovery Sport,Diesel,Setembro,2022,17 000 km,1 997 cm3,163 cv,,Sim,Sim,SUV / TT,Vermelho,Metalizado,Manual,,5,7,Classe 1,,36 Meses,Sim,Sim,Sim,Usados,53 500        EUR,8088209629,12 Julho 2023,2.0 D165 R-Dynamic SE,Nacional,,Tracção traseira,,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Ranger,Diesel,Janeiro,2021,63 000 km,1 995 cm3,213 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Automática,,4,3,,,18 Meses,Sim,Sim,Sim,Usados,53 750        EUR,8089813498,12 Julho 2023,2.0 TDCi CD Raptor 4WD,Nacional,1,,,"53,69 €",,,,,Sim,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,Gasolina,Setembro,2022,2 244 km,1 496 cm3,204 cv,Sim,,,Sedan,Cinzento,,Automática,,4,5,,,24 Meses,,,,Usados,48 000        EUR,8089989172,12 Julho 2023,AMG Line,Nacional,,,,,,,,"6,40 l/100km",,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,Diesel,Dezembro,2021,17 128 km,1 993 cm3,265 cv,Sim,,,Sedan,Preto,,Automática,,4,5,,,24 Meses,,,,Usados,57 600        EUR,8089989171,12 Julho 2023,d AMG Line,Nacional,,,,,,,,"5,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Junho,2022,15 500 km,1 993 cm3,200 cv,Sim,,,Sedan,Preto,,Automática,,4,5,,,24 Meses,,,,Usados,54 000        EUR,8089967816,12 Julho 2023,D Avantgarde,Nacional,,,,,,,,"4,50 l/100km",,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,Diesel,Novembro,2019,45 093 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,47 500        EUR,8089143977,12 Julho 2023,d Touring Line Luxury Auto,Nacional,,Tracção dianteira,,,,,,,Sim,Série 3,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,Híbrido (Gasolina),Julho,2020,38 504 km,1 477 cm3,262 cv,Sim,Sim,Sim,SUV / TT,Preto,,Automática,7,5,5,,,24 Meses,Sim,Sim,Sim,Usados,45 950        EUR,8089115219,12 Julho 2023,1.5 T5 PHEV Momentum,Importado,,,,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 250,Híbrido (Gasolina),Abril,2021,51 500 km,1 332 cm3,218 cv,,,Sim,SUV / TT,Preto,,Automática,8,5,5,Classe 1,,24 Meses,Sim,Sim,Sim,Usados,46 500        EUR,8089403159,12 Julho 2023,e Style,Importado,,,,,,,,,,Classe GLA,Sim,Sim,,,,63 km,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Outubro,2020,44 000 km,1 950 cm3,194 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,46 500        EUR,8087623630,10 Julho 2023,d AMG Line,,1,,,,,,,,,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,Eléctrico,Novembro,2019,111 500 km,,400 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,,Sim,Usados,46 900        EUR,8088456623,12 Julho 2023,S AWD Aut.,Nacional,1,,,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Particular,Tesla,Model S,Eléctrico,Maio,2019,57 000 km,,772 cv,,,,Sedan,Cinzento,Metalizado,Automática,,5,5,,,,,,,Usados,59 000        EUR,8089351261,11 Julho 2023,P100D,,,,,,,,,,,,,,500 km,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,Diesel,Maio,2021,55 800 km,1 993 cm3,200 cv,Sim,,,Sedan,Preto,,Automática,,4,5,,,24 Meses,,,,Usados,57 000        EUR,8089897820,12 Julho 2023,D AMG Line,Nacional,,,,,,,,"5,30 l/100km",,Classe E,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,Diesel,Fevereiro,2023,10 000 km,1 499 cm3,130 cv,Sim,,,SUV / TT,Branco,,Automática,,5,7,,12/07/2026,36 Meses,,,,Usados,50 800        EUR,8089923580,12 Julho 2023,1.5 BlueHDi GT EAT8,Nacional,,,,,,,,"5,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane E-Tech,Eléctrico,Janeiro,2023,1 690 km,,218 cv,Sim,,,Utilitário,Cinzento,,Manual,,5,,,12/07/2026,36 Meses,,,,Usados,47 150        EUR,8089661998,12 Julho 2023,,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 180,Diesel,Julho,2022,16 000 km,1 950 cm3,116 cv,Sim,,,SUV / TT,Preto,,Automática,,5,5,,,24 Meses,,,,Usados,52 750        EUR,8089661835,12 Julho 2023,d AMG Line,Nacional,,,,,,,,"5,40 l/100km",,Classe GLA,,,,,,,,,,,StandVirtual,Yes
Profissional,Polestar,2,Eléctrico,Agosto,2022,620 km,,408 cv,,Sim,Sim,Sedan,Preto,,Automática,,5,5,,,36 Meses,,,,Usados,57 800        EUR,8089161329,12 Julho 2023,Long Range AWD,Importado,,,,,,,,,,,Sim,Sim,,,Aluguer,,,,,,StandVirtual,Yes
Particular,Hyundai,Ioniq 5,Eléctrico,Maio,2022,18 500 km,,218 cv,,Sim,Sim,SUV / TT,Cinzento,Mate,Automática,,5,5,Classe 1,15/05/2027,,Sim,Sim,Sim,Usados,53 900        EUR,8089009470,12 Julho 2023,73kWh Vanguard,,1,,,,,,,,,,,,500 km,73 kWh,,550 km,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,Híbrido (Diesel),Novembro,2020,58 853 km,1 950 cm3,306 cv,Sim,Sim,Sim,Carrinha,Branco,,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,48 950        EUR,8089261600,12 Julho 2023,de AMG Line,Importado,1,,,,,,,,Sim,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,Híbrido (Gasolina),Janeiro,2021,59 400 km,1 477 cm3,262 cv,,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,18 Meses,,,,Usados,49 900        EUR,8089333585,12 Julho 2023,1.5 T5 PHEV Inscription Expression,Nacional,,,,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,Diesel,Agosto,2015,111 000 km,2 967 cm3,258 cv,,,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,,,,18 Meses,Sim,Sim,Sim,Usados,50 900        EUR,8089966443,12 Julho 2023,S Diesel PDK,,,,,,,"6,70 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,Híbrido (Gasolina),Dezembro,2018,88 960 km,1 969 cm3,392 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,18 Meses,Sim,,Sim,Usados,47 500        EUR,8089527476,12 Julho 2023,2.0 T8 PHEV Inscription AWD,Nacional,,,51 g/km,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQA,Eléctrico,Dezembro,2021,18 000 km,,190 cv,Sim,,,Monovolume,Azul,Metalizado,Automática,,5,5,Classe 1,,36 Meses,,,Sim,Usados,57 999        EUR,8088310955,12 Julho 2023,250 AMG,,1,,,,,,,,,,Sim,Sim,426 km,,,,,,"17,70 kWh/100km",,StandVirtual,Yes
Profissional,Porsche,Cayenne,Diesel,Fevereiro,2015,129 000 km,2 967 cm3,263 cv,Sim,,Sim,SUV / TT,Preto,,Automática,8,5,5,Classe 2,,18 Meses,,Sim,Sim,Usados,52 499        EUR,8086491885,12 Julho 2023,,,,Integral,173 g/km,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,Híbrido (Gasolina),Outubro,2021,51 000 km,1 998 cm3,293 cv,Sim,Sim,Sim,Sedan,Azul,Metalizado,Automática,,4,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,49 990        EUR,8089276872,12 Julho 2023,e Pack M Auto,Nacional,,,,,,,,,,Série 3,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,GLC 250,Diesel,Março,2018,55 500 km,2 143 cm3,204 cv,Sim,,,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,Sim,Sim,Sim,Usados,52 500        EUR,8089054210,12 Julho 2023,d Coupé 4-Matic,Nacional,,,,,,,,,,Classe GLC,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,S 350,Diesel,Maio,2014,98 000 km,2 987 cm3,258 cv,,,,Sedan,Prateado,Metalizado,Automática,7,4,5,Classe 1,,,Sim,Sim,Sim,Usados,54 000        EUR,8089839483,12 Julho 2023,BlueTEC Longo,Nacional,2,Tracção traseira,148 g/km,,23/05/2024,"7,10 l/100km","4,80 l/100km",,Sim,Classe S,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLS 300,Diesel,Outubro,2018,117 000 km,1 950 cm3,245 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,9,4,5,Classe 1,,18 Meses,,Sim,Sim,Usados,53 999        EUR,8089333593,12 Julho 2023,d AMG Line,Nacional,1,,,,,,,,Sim,Classe CLS,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,CX-60,Híbrido (Gasolina),Setembro,2022,15 000 km,2 488 cm3,328 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 2,23/09/2028,72 Meses,Sim,Sim,Sim,Usados,54 490        EUR,8088515588,12 Julho 2023,2.5 e-Sky.PHEV Exclusive-Line,Nacional,,Integral,33 g/km,,,,,,,,Sim,Sim,,,,70 km,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,Diesel,Fevereiro,2016,138 960 km,2 967 cm3,263 cv,Sim,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,,5,5,,,18 Meses,Sim,Sim,Sim,Usados,58 800        EUR,8088210359,12 Julho 2023,Platinum Edition,Nacional,,,,,,"7,60 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,Híbrido (Gasolina),Março,2021,59 792 km,1 998 cm3,292 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,,4,5,,,18 Meses,Sim,Sim,Sim,Usados,48 900        EUR,8088770065,12 Julho 2023,e Corporate Edition Auto,,,,,,,,,,,Série 3,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A5 Cabrio,Diesel,Março,2018,29 500 km,1 968 cm3,190 cv,,,Sim,Cabrio,Cinzento,,Automática,8,2,4,Classe 1,,18 Meses,Sim,,Sim,Usados,45 999        EUR,8089860980,12 Julho 2023,2.0 TDi Design S tronic,,,Tracção dianteira,,,,"5,30 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,Híbrido (Diesel),Maio,2020,90 910 km,1 950 cm3,306 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,,Sim,Usados,52 600        EUR,8088772404,12 Julho 2023,De Exclusive Line,Nacional,,,,,,,,,,Classe E,,,,,,,,,,,StandVirtual,Yes
Profissional,Honda,Civic,Gasolina,Abril,2019,49 000 km,1 996 cm3,320 cv,Sim,,Sim,Sedan,Cinzento,,Manual,,5,5,,,18 Meses,,,Sim,Usados,46 990        EUR,8089200330,12 Julho 2023,2.0 i-VTEC Type-R GT,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,Híbrido (Gasolina),Setembro,2020,58 000 km,1 998 cm3,292 cv,Sim,,Sim,Carrinha,Cinzento,,Automática,,5,5,,,18 Meses,,,Sim,Usados,47 800        EUR,8088931311,12 Julho 2023,e Touring Pack M Auto,,,,,,,,,,,Série 3,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Sport,Diesel,Outubro,2014,108 030 km,2 993 cm3,258 cv,Sim,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,24 Meses,,,,Usados,51 500        EUR,8089600005,12 Julho 2023,3.0 TDV6 HSE,,,,,,01/10/2023,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q4 e-tron,Eléctrico,Dezembro,2021,16 250 km,,204 cv,Sim,,Sim,SUV / TT,Branco,,Automática,,5,5,,,18 Meses,Sim,Sim,,Usados,50 990        EUR,8089748532,12 Julho 2023,40 82 kWH,Nacional,,Tracção traseira,,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,Diesel,Março,2018,96 900 km,1 969 cm3,235 cv,,Sim,Sim,Carrinha,Cinzento,,Automática,8,5,5,Classe 1,,24 Meses,,,,Usados,47 800        EUR,8089661029,12 Julho 2023,2.0 D5 Inscription AWD,Nacional,,Integral,,,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,UX 300e,Eléctrico,Novembro,2021,8 021 km,,204 cv,Sim,,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,18 Meses,Sim,Sim,Sim,Usados,47 840        EUR,8088903577,12 Julho 2023,Premium,Importado,1,,,,30/11/2025,,,,,UX,,Sim,300 km,,Própria,,,100 000 km,,,StandVirtual,Yes
Particular,Skoda,Enyaq,Eléctrico,Setembro,2021,32 000 km,,204 cv,,,,SUV / TT,Branco,,Automática,7,5,5,Classe 1,,,Sim,,Sim,Usados,51 000        EUR,8089797530,12 Julho 2023,iV 80,Nacional,1,Tracção traseira,,,,,,,,,,,536 km,77 kWh,,520 km,,,"14,50 kWh/100km",,StandVirtual,Yes
Profissional,Volvo,V60,Híbrido (Gasolina),Janeiro,2021,52 700 km,1 969 cm3,392 cv,,Sim,Sim,Carrinha,Preto,,Automática,8,5,5,Classe 1,,48 Meses,,,,Usados,53 300        EUR,8088959097,12 Julho 2023,2.0 T8 AWD TE Momentum Plus,Nacional,,Integral,,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,Diesel,Março,2017,73 539 km,1 950 cm3,194 cv,Sim,,,Coupé,Preto,,Automática,,3,,,,18 Meses,,,,Usados,46 490        EUR,8089773671,12 Julho 2023,d,Nacional,,,,,,,,,,Classe E,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X2,Híbrido (Gasolina),Outubro,2021,25 000 km,1 499 cm3,220 cv,Sim,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,46 900        EUR,8089606183,12 Julho 2023,25 e xDrive X Pack M,Nacional,1,,,"144,05 €",,,,,,Série X,,Sim,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,S 350,Diesel,Janeiro,2017,135 000 km,2 987 cm3,258 cv,Sim,,,Sedan,Preto,,Automática,9,4,5,,,,,,,Usados,52 000        EUR,8089790400,12 Julho 2023,d,,,,,,,"6,40 l/100km",,,Sim,Classe S,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 200,Gasolina,Maio,2021,47 930 km,1 332 cm3,163 cv,,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,,,24 Meses,Sim,Sim,Sim,Usados,45 490        EUR,8089429033,12 Julho 2023,7G-DCT Progressive,,,,,,,8 l/100km,,,,Classe GLA,,,,,,,,,,,StandVirtual,Yes
