Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Inspecção válida até,Garantia de Stand (incl. no preço),Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,IVA dedutível,Tracção,Emissões CO2,Registo(s),Origem,Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,IVA Discriminado,Tipo de cor,Valor Fixo,Garantia de Fábrica até,Filtro de partículas,ou até,Autonomia Máxima,IUC,Sub-modelo,Consumo Combinado,Autonomia,Consumo,Bateria,Capacidade da bateria,Site,Portugal
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Maio,2022,28 553 km,1 992 cm3,200 cv,,,Carrinha,Preto,Automática,,5,5,,,24 Meses,,,Usados,55 500        EUR,8089159527,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"4,70 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Maio,2022,23 500 km,1 992 cm3,200 cv,,,Carrinha,Preto,Automática,,5,5,,,24 Meses,,,Usados,55 500        EUR,8089159539,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"4,70 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 180,d AMG Line,Diesel,Junho,2022,14 400 km,1 950 cm3,116 cv,,,SUV / TT,Cinzento,Automática,,5,5,,,24 Meses,,,Usados,54 000        EUR,8089159532,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe GLA,"5,40 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 180,d,Diesel,Maio,2023,74 km,1 950 cm3,116 cv,Sim,Sim,SUV / TT,Preto,Automática,,5,5,,,36 Meses,Sim,,Usados,57 900        EUR,8089784527,4 Julho 2023,,,,1,Nacional,Sim,,,,,,,Sim,,,,Classe GLA,,,,,,StandVirtual,Yes
Profissional,Audi,A5 Sportback,35 TDI S line S tronic,Diesel,Novembro,2021,19 994 km,1 968 cm3,163 cv,Sim,Sim,Sedan,Cinzento,Automática,,5,5,,,18 Meses,,,Usados,49 900        EUR,8089959171,4 Julho 2023,,,120 g/km,,Nacional,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Maio,2022,21 350 km,1 992 cm3,200 cv,,,Carrinha,Preto,Automática,,5,5,,,24 Meses,,,Usados,55 500        EUR,8089388754,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"4,70 l/100km",,,,,StandVirtual,Yes
Particular,Jaguar,I-Pace,First Edition AWD Aut.,Eléctrico,Maio,2018,96 000 km,,400 cv,,,SUV / TT,Preto,Automática,,5,5,,10/05/2024,,Sim,Sim,Usados,48 000        EUR,8088636689,4 Julho 2023,Sim,Integral,,2,Importado,Sim,,,Sim,,,13/05/2026,,,400 km,,,,395 km,22 kWh/100km,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 180,d AMG Line,Diesel,Março,2023,4 100 km,1 950 cm3,116 cv,Sim,Sim,SUV / TT,Preto,Automática,8,5,7,,,36 Meses,Sim,,Usados,59 900        EUR,8089050694,4 Julho 2023,,,116 g/km,1,Nacional,Sim,,,Sim,,,22/08/2025,,,,,Classe GLB,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQA,250 Progressive,Eléctrico,Junho,2021,16 536 km,,190 cv,,,SUV / TT,Branco,Automática,,5,5,,,24 Meses,,,Usados,51 000        EUR,8089344870,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,,Diesel,Janeiro,2022,28 877 km,1 992 cm3,265 cv,,,Sedan,Preto,Automática,,4,5,,,24 Meses,,,Usados,56 000        EUR,8089344890,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"5,10 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,D AMG Line,Diesel,Maio,2021,27 500 km,1 992 cm3,200 cv,,,Sedan,Azul,Automática,,4,5,,,24 Meses,,,Usados,56 000        EUR,8089400988,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,5 l/100km,,,,,StandVirtual,Yes
Profissional,BMW,M2,,Gasolina,Março,2018,51 735 km,2 979 cm3,370 cv,Sim,Sim,Coupé,Preto,Automática,,3,,,,36 Meses,,,Usados,56 000        EUR,8087929605,4 Julho 2023,,,,,,,"10,50 l/100km",,,Metalizado,,,,,,,Série 2,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200 Limousine,AMG Line Aut.,Gasolina,Maio,2022,7 544 km,1 332 cm3,163 cv,Sim,Sim,Utilitário,Branco,Automática,,4,5,,,36 Meses,,,Usados,46 500        EUR,8088255891,4 Julho 2023,,,,,Nacional,,,,Sim,,,,,,,,Classe A,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,,Diesel,Dezembro,2021,28 000 km,1 992 cm3,265 cv,,,Carrinha,Preto,Automática,,5,5,,,24 Meses,,,Usados,55 000        EUR,8089159334,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"5,20 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Março,2022,28 500 km,1 992 cm3,200 cv,,,Carrinha,Cinzento,Automática,,5,5,,,24 Meses,,,Usados,51 000        EUR,8089159404,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"4,70 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Janeiro,2020,73 000 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Cinzento,Automática,9,4,5,Classe 1,,24 Meses,,Sim,Usados,52 900        EUR,8088350447,4 Julho 2023,Sim,Tracção traseira,,,Nacional,,,,Sim,Metalizado,Sim,,,,,,Classe C,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Fevereiro,2022,30 000 km,1 992 cm3,200 cv,,,Carrinha,Cinzento,Automática,,5,5,,,24 Meses,,,Usados,51 000        EUR,8089159392,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"4,70 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,,Diesel,Janeiro,2022,15 900 km,1 992 cm3,265 cv,,,Carrinha,Preto,Automática,,5,5,,,24 Meses,,,Usados,57 000        EUR,8089159342,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"5,20 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 180,d Progressive,Diesel,Maio,2022,22 000 km,1 950 cm3,116 cv,,,SUV / TT,Prateado,Automática,,5,7,,,24 Meses,,,Usados,51 000        EUR,8089159490,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe GLB,"5,50 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,,Diesel,Março,2022,30 818 km,1 992 cm3,265 cv,,,Carrinha,Cinzento,Automática,,5,5,,,24 Meses,,,Usados,58 000        EUR,8089344884,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"5,20 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Maio,2022,23 000 km,1 992 cm3,200 cv,,,Carrinha,Preto,Automática,,5,5,,,24 Meses,,,Usados,55 500        EUR,8089259568,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"4,70 l/100km",,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,Turbo,Gasolina,Dezembro,2011,98 000 km,4 806 cm3,500 cv,Sim,Sim,SUV / TT,Branco,Automática,8,5,5,,,18 Meses,Sim,Sim,Usados,59 000        EUR,8087803760,4 Julho 2023,,Integral,,,,Sim,,,,Pérola,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 250,d Coupé AMG Line 4-Matic,Diesel,Setembro,2017,131 000 km,2 143 cm3,204 cv,Sim,Sim,SUV / TT,Preto,Automática,9,5,5,,,18 Meses,Sim,Sim,Usados,52 900        EUR,8089053988,4 Julho 2023,,Integral,,,,Sim,7 l/100km,,,Metalizado,,,Sim,,,,Classe GLC,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,e,Híbrido (Gasolina),Novembro,2022,8 136 km,1 332 cm3,218 cv,Sim,Sim,Citadino,Cinzento,Automática,,4,5,,,18 Meses,,,Usados,51 500        EUR,8089552879,4 Julho 2023,Sim,,,,Nacional,,,,,,,,,,,,Classe A,,,,,,StandVirtual,Yes
Particular,BMW,iX3,Inspiring,Eléctrico,Junho,2021,6 654 km,,286 cv,,,SUV / TT,Azul,Automática,,5,5,,,,Sim,Sim,Usados,57 900        EUR,8089397456,2 Julho 2023,,Tracção traseira,,1,Importado,Sim,,,,Metalizado,,17/06/2024,,,460 km,,Série X,,450 km,"18,60 kWh/100km",Própria,210 kWh,StandVirtual,Yes
Profissional,BMW,330,e Touring Pack 50 anos M Auto,Híbrido (Gasolina),Janeiro,2021,49 900 km,1 998 cm3,292 cv,,Sim,Carrinha,Cinzento,Automática,,5,5,,,18 Meses,Sim,Sim,Usados,49 890        EUR,8088175396,28 Junho 2023,Sim,Tracção traseira,38 g/km,,Importado,Sim,,,,Metalizado,Sim,,,,,,Série 3,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Performance Dual Motor AWD,Eléctrico,Fevereiro,2022,6 567 km,,513 cv,Sim,Sim,Sedan,Preto,Automática,,4,5,,,36 Meses,,,Usados,52 800        EUR,8087147484,4 Julho 2023,,,,,Importado,,,,,,,,,,,,,,,,Própria,,StandVirtual,Yes
Profissional,Volvo,S60,2.0 T8 PHEV R-Design AWD,Híbrido (Gasolina),Outubro,2020,56 700 km,1 969 cm3,392 cv,Sim,Sim,Sedan,Preto,Automática,8,4,5,Classe 1,,18 Meses,,,Usados,54 800        EUR,8089463002,4 Julho 2023,Sim,Integral,40 g/km,,Importado,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Março,2022,25 400 km,1 992 cm3,200 cv,,,Carrinha,Cinzento,Automática,,5,5,,,24 Meses,,,Usados,51 000        EUR,8089159410,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"4,70 l/100km",,,,,StandVirtual,Yes
Profissional,Volvo,V60,2.0 B4 Core Auto,Diesel,Dezembro,2022,1 000 km,1 969 cm3,197 cv,Sim,Sim,Carrinha,Cinzento,Automática,8,5,5,Classe 1,,36 Meses,Sim,Sim,Usados,51 500        EUR,8088448123,4 Julho 2023,,Tracção dianteira,,,Nacional,Sim,"5,30 l/100km",,Sim,Metalizado,,29/12/2025,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,VW,ID.5,Pro Performance,Eléctrico,Abril,2023,2 000 km,,204 cv,,,SUV / TT,Azul,Automática,,5,5,,,36 Meses,,,Usados,54 490        EUR,8089462567,4 Julho 2023,,,,,Nacional,,,,,,Sim,04/07/2026,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,40e xDrive Pack M,Híbrido (Gasolina),Janeiro,2018,95 000 km,1 997 cm3,313 cv,Sim,Sim,SUV / TT,Preto,Automática,,5,5,,,18 Meses,Sim,Sim,Usados,51 500        EUR,8089624843,4 Julho 2023,Sim,,,1,Nacional,Sim,,,,,Sim,,,,,"215,14 €",Série X,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 250,e Shooting Brake Style Plus,Híbrido (Gasolina),Outubro,2022,1 996 km,1 332 cm3,218 cv,Sim,Sim,Carrinha,Cinzento,Automática,9,5,5,,,18 Meses,,Sim,Usados,46 950        EUR,8089331659,4 Julho 2023,,Tracção traseira,,1,Nacional,,,,,Metalizado,Sim,,,,,,Classe CLA,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 250,d Coupé AMG Line 4-Matic,Diesel,Dezembro,2018,65 658 km,2 143 cm3,204 cv,Sim,Sim,SUV / TT,Preto,Automática,9,5,5,,18/12/2024,18 Meses,,Sim,Usados,57 500        EUR,8089170367,4 Julho 2023,,,,1,Nacional,,7 l/100km,,,Metalizado,Sim,,Sim,,,,Classe GLC,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.6 Hybrid4 Allure Pack e-EAT8,Híbrido (Gasolina),Fevereiro,2023,10 000 km,1 598 cm3,300 cv,,,SUV / TT,Branco,Automática,,5,5,,,36 Meses,,,Usados,51 900        EUR,8089747577,4 Julho 2023,,,,,Nacional,,,,,,Sim,04/07/2026,,,,,,"1,30 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 180,d AMG Line,Diesel,Junho,2022,12 775 km,1 950 cm3,116 cv,Sim,Sim,Monovolume,Cinzento,Automática,,5,7,,,36 Meses,,,Usados,55 500        EUR,8088255821,4 Julho 2023,,,,,Nacional,,,,Sim,,,,,,,,Classe GLB,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 B4 R-Design Geartronic,Diesel,Abril,2021,20 000 km,1 969 cm3,197 cv,Sim,Sim,SUV / TT,Vermelho,Automática,8,5,5,,,18 Meses,Sim,Sim,Usados,54 900        EUR,8085489643,4 Julho 2023,,Tracção dianteira,163 g/km,,Nacional,Sim,,,Sim,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,2.0 TSI GTI Clubsport DSG,Gasolina,Junho,2021,20 000 km,1 984 cm3,300 cv,Sim,Sim,Utilitário,Branco,Automática,8,5,5,Classe 1,01/06/2025,36 Meses,Sim,Sim,Usados,57 990        EUR,8088711949,4 Julho 2023,,,,,Importado,Sim,,,,Metalizado,Sim,10/06/2026,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,Vito Tourer,,Diesel,Maio,2018,76 000 km,2 143 cm3,190 cv,Sim,,Monovolume,Preto,Automática,,5,8,,01/05/2024,18 Meses,,,Usados,49 900        EUR,8089507995,4 Julho 2023,,,,,,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,420,i Advantage Auto,Gasolina,Março,2022,13 000 km,1 998 cm3,184 cv,,,Cabrio,Vermelho,Automática,,2,4,,,36 Meses,,,Usados,54 900        EUR,8089852062,4 Julho 2023,,,160 g/km,,Nacional,,,,,,Sim,04/07/2026,,,,,Série 4,"6,70 l/100km",,,,,StandVirtual,Yes
Profissional,Renault,Mégane E-Tech,EV60 Iconic,Eléctrico,Setembro,2022,7 000 km,,218 cv,Sim,Sim,Utilitário,Azul,Automática,,5,5,Classe 1,,36 Meses,Sim,Sim,Usados,49 500        EUR,8088890517,4 Julho 2023,Sim,,,,Nacional,Sim,,,Sim,Pérola,,01/09/2025,,,,,,,450 km,"16,10 kWh/100km",Própria,,StandVirtual,Yes
Profissional,BMW,X4,20 d xDrive xLine Pack M Auto,Diesel,Julho,2019,124 000 km,1 995 cm3,190 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,53 750        EUR,8089833073,4 Julho 2023,,,,1,Nacional,Sim,,,Sim,,Sim,,Sim,,,"235,26 €",Série X,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,S 350,BlueTEC Longo,Diesel,Março,2016,34 500 km,2 987 cm3,258 cv,,,Sedan,Preto,Automática,9,4,5,Classe 1,15/03/2024,,Sim,Sim,Usados,59 900        EUR,8086173644,4 Julho 2023,,Tracção traseira,,1,Nacional,Sim,"7,40 l/100km",,,Metalizado,Sim,,Sim,,,,Classe S,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 T8 PHEV Momentum AWD,Híbrido (Gasolina),Fevereiro,2020,78 139 km,1 969 cm3,392 cv,Sim,Sim,SUV / TT,Azul,Automática,,5,5,,,18 Meses,,,Usados,48 500        EUR,8089591587,4 Julho 2023,Sim,,,1,Nacional,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Ranger,2.0 TDCi CD Raptor 4WD,Diesel,Janeiro,2021,63 000 km,1 995 cm3,213 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,4,3,,,18 Meses,Sim,Sim,Usados,53 750        EUR,8089813498,4 Julho 2023,Sim,,,1,Nacional,Sim,,,,,Sim,,Sim,,,"53,69 €",,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,d 4-Matic All Terrain Avantgarde,Diesel,Janeiro,2018,100 000 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Azul,Automática,,5,5,,,18 Meses,Sim,Sim,Usados,45 500        EUR,8088648082,4 Julho 2023,,Integral,,,Nacional,Sim,"5,50 l/100km",,,Metalizado,Sim,,,,,,Classe E,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,Platinum Edition,Diesel,Agosto,2015,145 221 km,2 967 cm3,263 cv,Sim,Sim,SUV / TT,Preto,Automática,,5,5,,,18 Meses,,Sim,Usados,56 850        EUR,8089602273,4 Julho 2023,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Agosto,2020,38 646 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Cinzento,Automática,9,5,5,Classe 1,,18 Meses,,Sim,Usados,52 850        EUR,8089161382,4 Julho 2023,,,,,Nacional,Sim,,,,,,,,,,,Classe E,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 90,2.0 T8 PHEV Inscription AWD,Híbrido (Gasolina),Fevereiro,2019,69 000 km,1 969 cm3,408 cv,Sim,Sim,SUV / TT,Preto,Automática,,5,7,,,18 Meses,Sim,Sim,Usados,59 500        EUR,8089944304,4 Julho 2023,Sim,,,1,Nacional,Sim,,,,,Sim,,,,,"215,14 €",,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 180,d AMG Line,Diesel,Fevereiro,2021,40 909 km,1 950 cm3,116 cv,Sim,Sim,SUV / TT,Azul,Automática,8,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,45 800        EUR,8089711344,4 Julho 2023,,,,1,Nacional,,"5,40 l/100km",,,Metalizado,,,Sim,,,,Classe GLA,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Evoque,2.0 D150 AWD R-Dynamic S Auto,Diesel,Fevereiro,2020,30 492 km,1 999 cm3,150 cv,Sim,Sim,SUV / TT,Branco,Automática,,5,5,,,18 Meses,,Sim,Usados,56 850        EUR,8089957684,4 Julho 2023,,,,,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jeep,Wrangler Unlimited,2.8 CRD MTX Sahara,Diesel,Agosto,2015,39 742 km,2 776 cm3,200 cv,,,Utilitário,Verde,Manual,6,4,5,Classe 2,,36 Meses,,,Usados,58 900        EUR,8089565774,4 Julho 2023,,,,,Nacional,,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M2,Auto,Gasolina,Janeiro,2017,40 000 km,2 979 cm3,370 cv,Sim,Sim,Coupé,Cinzento,Automática,,2,4,,,18 Meses,,Sim,Usados,51 900        EUR,8089954945,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Série 2,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Agosto,2022,23 800 km,1 993 cm3,200 cv,,,Sedan,Cinzento,Automática,,5,5,,,24 Meses,,,Usados,51 990        EUR,8089852031,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"4,50 l/100km",,,,,StandVirtual,Yes
Profissional,Volvo,V90,2.0 T8 PHEV R-Design AWD,Híbrido (Gasolina),Setembro,2020,75 000 km,1 969 cm3,392 cv,Sim,Sim,Carrinha,Preto,Automática,8,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,56 990        EUR,8088018586,4 Julho 2023,Sim,Integral,,1,Nacional,Sim,,,Sim,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat Variant,1.4 TSI GTE Plug-in,Híbrido (Gasolina),Janeiro,2023,5 455 km,1 395 cm3,218 cv,,,Carrinha,Preto,Automática,,5,5,,,36 Meses,,,Usados,49 990        EUR,8089957615,4 Julho 2023,,,,,Nacional,,,,,,Sim,04/07/2026,,,,,,"1,30 l/100km",,,,,StandVirtual,Yes
Profissional,Audi,Q3,45 TFSIe S tronic,Híbrido (Gasolina),Setembro,2022,7 000 km,1 395 cm3,245 cv,Sim,Sim,Cabrio,Branco,Automática,,5,5,,,18 Meses,,Sim,Usados,45 750        EUR,8089915643,4 Julho 2023,Sim,,36 g/km,,Nacional,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 250,,Híbrido (Gasolina),Dezembro,2020,61 256 km,1 400 cm3,218 cv,Sim,Sim,SUV / TT,Preto,Automática,,5,5,Classe 2,28/12/2024,36 Meses,,Sim,Usados,49 500        EUR,8089139443,4 Julho 2023,,,31 g/km,,,,,,,,Sim,01/01/0001,,,,,Classe GLA,,,,,,StandVirtual,Yes
Profissional,Tesla,Model S,P100D,Eléctrico,Março,2018,112 150 km,,772 cv,Sim,Sim,Sedan,Preto,Automática,,5,,Classe 1,,2 018 Meses,Sim,Sim,Usados,62 390        EUR,8089635338,28 Junho 2023,Sim,,,,Nacional,Sim,,,Sim,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,M6,Cabrio,Gasolina,Maio,2015,85 000 km,4 395 cm3,560 cv,,,Cabrio,Preto,Automática,8,2,4,Classe 1,,,Sim,Sim,Usados,79 990        EUR,8089199349,1 Julho 2023,,Tracção traseira,231 g/km,,,Sim,"14,40 l/100km",,,Metalizado,Sim,,,,,,Série 6,,,,,,StandVirtual,Yes
Particular,Porsche,Taycan Cross Turismo,4,Eléctrico,Fevereiro,2022,39 000 km,,476 cv,,,Carrinha,Preto,Automática,,5,5,Classe 1,,,,,Usados,110 000        EUR,8089431729,2 Julho 2023,,Integral,,,,,,,,Metalizado,,28/02/2024,,,400 km,,,,389 km,"22,40 kWh/100km",,93 kWh,StandVirtual,Yes
Particular,Mercedes-Benz,EQE,,Eléctrico,Março,2023,12 511 km,,292 cv,,,Sedan,Branco,Automática,,5,,,,,,,Usados,71 800        EUR,8089855959,21 Junho 2023,Sim,,,,,,,,,,,,,,,,,,615 km,16 kWh/100km,,,StandVirtual,Yes
Particular,BMW,430,i Coupe M Sport,Gasolina,Abril,2022,33 000 km,1 998 cm3,258 cv,,,Coupé,Azul,Automática,,2,4,,,,,,Usados,75 000        EUR,8089916077,4 Julho 2023,,,,,,,"7,30 l/100km",,,Mate,,,Sim,,,,Série 4,,,,,,StandVirtual,Yes
Particular,BMW,X4 M,Competition,Gasolina,Dezembro,2019,92 500 km,2 993 cm3,510 cv,,,SUV / TT,Cinzento,Automática,,5,,,,,,,Usados,98 000        EUR,8089188791,4 Julho 2023,,,,,,,,,,Metalizado,,,,,,,Série X,,,,,,StandVirtual,Yes
Profissional,Porsche,718 Boxster,2.0 PDK,Gasolina,Setembro,2016,45 000 km,1 988 cm3,300 cv,,,Cabrio,Preto,Automática,7,2,2,Classe 1,,18 Meses,Sim,Sim,Usados,61 990        EUR,8087803855,4 Julho 2023,,Tracção traseira,,,,Sim,,,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d 4Matic All-Terrain,Diesel,Julho,2022,20 900 km,1 993 cm3,200 cv,,,Carrinha,Branco,Automática,,5,5,,,24 Meses,,,Usados,67 700        EUR,8089159525,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,5 l/100km,,,,,StandVirtual,Yes
Profissional,Bentley,Bentayga,V8,Diesel,Julho,2018,39 485 km,3 956 cm3,435 cv,,Sim,SUV / TT,Preto,Automática,,5,5,,,18 Meses,Sim,Sim,Usados,189 900        EUR,8088196163,4 Julho 2023,,Integral,,,,Sim,"9,40 l/100km",,Sim,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Maserati,Grancabrio,,Gasolina,Abril,2011,34 500 km,4 691 cm3,440 cv,Sim,Sim,Coupé,Branco,Automática,6,2,4,Classe 1,,18 Meses,,Sim,Usados,99 996        EUR,8088223698,4 Julho 2023,,,,2,,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De Avantgarde,Híbrido (Diesel),Agosto,2022,15 321 km,1 950 cm3,306 cv,,,Carrinha,Prateado,Automática,,5,5,,,24 Meses,,,Usados,70 000        EUR,8089159515,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe E,"1,40 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQE,350 +,Eléctrico,Abril,2022,32 150 km,,292 cv,,,Sedan,Prateado,Automática,,4,5,,,24 Meses,,,Usados,80 000        EUR,8089159520,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQE,350,Eléctrico,Outubro,2022,2 000 km,,292 cv,Sim,Sim,SUV / TT,Preto,Automática,,4,5,,,36 Meses,Sim,,Usados,83 900        EUR,8089168368,4 Julho 2023,Sim,,,1,Nacional,Sim,,,,,,,,,,,,,550 km,16 kWh/100km,Própria,,StandVirtual,Yes
Profissional,Porsche,Macan,GTS PDK,Gasolina,Julho,2021,57 500 km,2 894 cm3,440 cv,Sim,Sim,SUV / TT,Preto,Automática,8,5,5,Classe 1,,36 Meses,Sim,Sim,Usados,94 950        EUR,8089959151,4 Julho 2023,,Integral,,,Importado,Sim,"12,30 l/100km",,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Julho,2022,14 300 km,1 950 cm3,306 cv,,,Carrinha,Preto,Automática,,5,5,,,24 Meses,,,Usados,70 800        EUR,8089159483,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe E,"1,40 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Julho,2022,6 600 km,1 950 cm3,306 cv,,,Sedan,Cinzento,Automática,,4,5,,,24 Meses,,,Usados,67 000        EUR,8089159499,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe E,"1,30 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 300,de 4Matic,Híbrido (Diesel),Novembro,2021,39 000 km,1 950 cm3,320 cv,,,SUV / TT,Preto,Automática,,5,5,,,24 Meses,,,Usados,68 000        EUR,8089159389,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe GLC,"1,70 l/100km",,,,,StandVirtual,Yes
Profissional,Audi,TT RS Coupé,2.5 TFSi quattro S tronic,Gasolina,Maio,2018,38 624 km,2 480 cm3,400 cv,,Sim,Coupé,Branco,Automática,,3,4,Classe 1,,18 Meses,Sim,,Usados,72 490        EUR,8088707018,4 Julho 2023,,Integral,,,,,"11,30 l/100km",,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,,Diesel,Dezembro,2021,38 000 km,1 992 cm3,265 cv,,,Carrinha,Vermelho,Automática,,5,5,,,24 Meses,,,Usados,62 000        EUR,8089159413,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe C,"5,20 l/100km",,,,,StandVirtual,Yes
