Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Possibilidade de financiamento,Tipo de cor,Tracção,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Valor Fixo,Emissões CO2,IUC,Filtro de partículas,Consumo Extra Urbano,Sub-modelo,Garantia de Fábrica até,Consumo Combinado,IVA Discriminado,IVA dedutível,Autonomia Máxima,Autonomia,Capacidade da bateria,Bateria,ou até,Consumo,Clássico,Site,Portugal
Profissional,VW,Polo,1.4 TDI Trendline,Diesel,Outubro,2017,120 000 km,1 422 cm3,75 cv,Sim,Citadino,Cinzento,Manual,,5,5,Classe 1,,,Sim,,,Usados,12 500        EUR,8088438349,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Março,2019,149 000 km,1 499 cm3,130 cv,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Nacional,Sim,Sim,Sim,"4,20 l/100km",Usados,13 999        EUR,8089903916,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,1,,,,,,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Grand Picasso,1.6 HDi Exclusive CMP6,Diesel,Janeiro,2012,175 575 km,1 560 cm3,112 cv,Sim,Monovolume,Cinzento,Automática,6,5,7,Classe 1,,Sim,Sim,Sim,"6,10 l/100km",Usados,10 500        EUR,8089948399,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,Sim,132 g/km,"190,41 €",,"4,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i40 SW,,Diesel,Agosto,2012,189 704 km,1 685 cm3,116 cv,Sim,Carrinha,Azul,Manual,6,5,5,,Nacional,Sim,Sim,Sim,,Usados,12 400        EUR,8090010873,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Punto,,Gasolina,Maio,2013,97 400 km,1 242 cm3,70 cv,Sim,Citadino,Branco,Manual,5,5,5,,Nacional,,,Sim,,Usados,7 900        EUR,8090010875,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,1.6 TDi Confortline DSG,Diesel,Abril,2014,136 880 km,1 598 cm3,105 cv,Sim,Carrinha,Prateado,Automática,7,5,5,Classe 1,Nacional,,Sim,Sim,"4,80 l/100km",Usados,13 990        EUR,8089844302,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,,Sim,104 g/km,,,"3,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,118,d Coupe Edition Sport,Diesel,Abril,2011,209 000 km,1 995 cm3,143 cv,Sim,Coupé,Branco,Manual,6,2,4,Classe 1,,,Sim,Sim,"5,30 l/100km",Usados,13 900        EUR,8089910652,10 Julho 2023,Sim,Metalizado,Tracção traseira,,18 Meses,,,118 g/km,,Sim,4 l/100km,Série 1,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,BlueHDi FAP 120 EAT6 Stop&Start Allure,Diesel,Setembro,2017,163 817 km,1 560 cm3,120 cv,,Utilitário,Azul,Automática,6,5,5,Classe 1,Importado,Sim,Sim,Sim,,Usados,16 890        EUR,8089628364,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,Sim,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cabrio,Cooper S,Gasolina,Julho,2015,59 322 km,1 598 cm3,184 cv,Sim,Cabrio,Branco,Manual,6,3,4,Classe 1,,Sim,Sim,Sim,,Usados,24 900        EUR,8089127063,10 Julho 2023,Sim,,,01/07/2023,18 Meses,,Sim,,,,,,,"5,10 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A6 Avant,,Diesel,Junho,2017,112 082 km,1 968 cm3,140 cv,,Carrinha,Preto,Automática,,5,5,,Nacional,,,,,Usados,29 900        EUR,8089780217,9 Julho 2023,,,,,18 Meses,,Sim,115 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,1.2 Lounge,Gasolina,Janeiro,2020,13 744 km,1 242 cm3,69 cv,Sim,Pequeno citadino,Cinzento,Manual,5,3,5,Classe 1,,Sim,Sim,Sim,"5,90 l/100km",Usados,15 990        EUR,8088191701,10 Julho 2023,Sim,Metalizado,,15/01/2024,18 Meses,1,Sim,,"104,14 €",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,d Touring,Diesel,Maio,2014,188 000 km,1 995 cm3,143 cv,,Carrinha,Cinzento,Manual,6,5,5,,,Sim,Sim,Sim,"5,40 l/100km",Usados,15 750        EUR,8090012341,10 Julho 2023,,Metalizado,Tracção traseira,,18 Meses,,Sim,119 g/km,,Sim,4 l/100km,Série 3,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.2 T GS Line,Gasolina,Julho,2020,9 000 km,1 199 cm3,100 cv,Sim,Citadino,Vermelho,Manual,6,5,5,Classe 1,Importado,Sim,Sim,,,Usados,21 990        EUR,8088684490,10 Julho 2023,,,,,18 Meses,,Sim,126 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3 Aircross,1.2 PureTech C-Series,Gasolina,Abril,2022,24 123 km,1 199 cm3,110 cv,,Utilitário,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,19 240        EUR,8089334164,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3 Aircross,1.2 PureTech C-Series,Gasolina,Junho,2022,23 563 km,1 199 cm3,110 cv,,Utilitário,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,19 260        EUR,8089334161,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3 Aircross,1.2 PureTech C-Series,Gasolina,Junho,2022,14 083 km,1 199 cm3,110 cv,,Utilitário,Branco,Manual,,5,5,,Nacional,,,,,Usados,19 690        EUR,8089334158,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3 Aircross,1.2 PureTech C-Series,Gasolina,Junho,2022,18 000 km,1 199 cm3,110 cv,,Utilitário,Branco,Manual,,5,5,,Nacional,,,,,Usados,20 240        EUR,8089334157,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3 Aircross,1.2 PureTech C-Series,Gasolina,Junho,2022,17 104 km,1 199 cm3,110 cv,,Utilitário,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,20 290        EUR,8089334152,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 VTi Allure,Gasolina,Maio,2016,88 000 km,1 199 cm3,82 cv,,SUV / TT,Preto,Manual,,5,,,Nacional,,,,,Usados,15 699        EUR,8089372971,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508 SW,1.5 BlueHDi Allure Pack EAT8,Diesel,Julho,2019,148 000 km,1 499 cm3,131 cv,Sim,Carrinha,Preto,Automática,,5,5,Classe 1,Importado,Sim,Sim,,,Usados,23 990        EUR,8088684493,10 Julho 2023,,,,,18 Meses,,Sim,132 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Maio,2019,130 000 km,1 461 cm3,116 cv,Sim,Utilitário,Branco,Automática,8,5,5,,Importado,,Sim,,,Usados,28 490        EUR,8088327917,10 Julho 2023,,,,,18 Meses,,Sim,127 g/km,,Sim,,Classe A,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 180,d Avantgarde Aut.,Diesel,Abril,2019,97 374 km,1 598 cm3,122 cv,,Carrinha,Azul,Automática,,5,,,Nacional,,,,,Usados,28 999        EUR,8088909533,10 Julho 2023,Sim,,,,36 Meses,,Sim,,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,i3,120Ah,Eléctrico,Novembro,2020,45 000 km,,170 cv,,Citadino,Branco,Automática,,5,4,Classe 1,,Sim,Sim,Sim,,Usados,23 900        EUR,8089863699,10 Julho 2023,,Mate,Tracção traseira,,,,,,,,,Série i,,,,,320 km,320 km,,Própria,,,,StandVirtual,Yes
Profissional,Fiat,Tipo,1.3 M-Jet Easy,Diesel,Dezembro,2018,42 766 km,1 248 cm3,95 cv,,Utilitário,Cinzento,Manual,,5,,,Nacional,,,,,Usados,17 199        EUR,8089133918,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,1.0 Confortline,Gasolina,Junho,2021,48 650 km,999 cm3,80 cv,,Utilitário,Preto,Manual,,5,5,,Nacional,,,,,Usados,16 390        EUR,8089913399,10 Julho 2023,,,,,18 Meses,,Sim,,,,,,,"5,80 l/100km",,Sim,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Bayon,1.0 T-GDi Premium TT,Gasolina,Maio,2022,15 850 km,998 cm3,102 cv,,SUV / TT,Vermelho,Manual,,5,5,,Nacional,,,,,Usados,20 240        EUR,8089913404,10 Julho 2023,,,,,60 Meses,,Sim,,,,,,11/07/2028,"5,50 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Dacia,Jogger,1.0 TCe SL Extreme 7L,Gasolina,Julho,2022,5 km,999 cm3,110 cv,Sim,SUV / TT,Castanho,Manual,,5,7,,Importado,,,,,Usados,28 500        EUR,8087357723,10 Julho 2023,Sim,,,,36 Meses,,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.2 PureTech Active,Gasolina,Junho,2020,36 000 km,1 199 cm3,75 cv,Sim,Citadino,Preto,Manual,5,5,5,Classe 1,Importado,Sim,Sim,Sim,,Usados,16 490        EUR,8089989168,10 Julho 2023,,,,,18 Meses,,,94 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Março,2021,50 103 km,1 199 cm3,75 cv,,Citadino,Preto,Manual,,5,5,,Nacional,,,,,Usados,17 190        EUR,8089334144,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,B 160,CDi AMG Line,Diesel,Julho,2014,97 000 km,1 461 cm3,90 cv,,Monovolume,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,15 990        EUR,8089552516,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,Classe B,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,418 Gran Coupé,d Line Sport Auto,Diesel,Setembro,2015,154 000 km,1 995 cm3,143 cv,,Sedan,Preto,Automática,8,5,,,,,Sim,Sim,"5,80 l/100km",Usados,23 900        EUR,8090012203,10 Julho 2023,,Metalizado,Tracção traseira,,18 Meses,1,Sim,127 g/km,,,"4,30 l/100km",Série 4,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 220,d Shooting Brake AMG Line Aut.,Diesel,Julho,2016,178 000 km,2 143 cm3,177 cv,Sim,Carrinha,Branco,Automática,7,5,5,Classe 1,,,,Sim,"4,90 l/100km",Usados,25 999        EUR,8089404605,10 Julho 2023,Sim,Mate,Tracção dianteira,,18 Meses,,,,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.2 PureTech C-Series,Gasolina,Abril,2022,22 006 km,1 199 cm3,83 cv,,Utilitário,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,16 840        EUR,8089137477,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.5 BlueHDi Feel,Diesel,Dezembro,2019,149 896 km,1 499 cm3,102 cv,Sim,SUV / TT,Branco,Manual,5,5,5,Classe 1,,Sim,Sim,Sim,,Usados,15 900        EUR,8090012198,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,99 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Fevereiro,2019,119 978 km,1 499 cm3,130 cv,Sim,SUV / TT,Branco,Automática,,5,5,Classe 1,,Sim,Sim,Sim,,Usados,27 990        EUR,8089989471,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,104 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d EfficientDynamics Edition Advantage,Diesel,Novembro,2019,70 000 km,1 496 cm3,116 cv,Sim,Utilitário,Cinzento,Manual,6,5,5,,,,,Sim,"3,90 l/100km",Usados,22 999        EUR,8089838992,10 Julho 2023,Sim,Mate,Tracção traseira,,18 Meses,,Sim,89 g/km,,Sim,"3,10 l/100km",Série 1,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi GT Line,Diesel,Dezembro,2016,116 000 km,1 461 cm3,110 cv,Sim,Carrinha,Azul,Manual,6,5,5,Classe 1,Nacional,Sim,Sim,Sim,"4,20 l/100km",Usados,16 999        EUR,8088271220,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.5 BlueHDi Feel,Diesel,Fevereiro,2018,126 778 km,1 499 cm3,102 cv,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,,Sim,Sim,Sim,,Usados,15 750        EUR,8090012187,10 Julho 2023,Sim,Metalizado,,,36 Meses,1,Sim,99 g/km,,,,,01/01/0001,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLS 350,CDi BlueTEC,Diesel,Fevereiro,2013,198 000 km,2 987 cm3,252 cv,Sim,Carrinha,Preto,Automática,,4,,,,,,,"8,10 l/100km",Usados,25 750        EUR,8089372474,10 Julho 2023,Sim,Metalizado,,,18 Meses,,,,,Sim,,Classe CLS,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,120,d xDrive Pack M,Diesel,Novembro,2012,189 000 km,1 995 cm3,184 cv,Sim,Utilitário,Preto,Manual,6,3,4,Classe 1,,,,Sim,"5,80 l/100km",Usados,17 250        EUR,8087874381,10 Julho 2023,Sim,Metalizado,Integral,,18 Meses,,,,,Sim,,Série 1,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Setembro,2015,191 000 km,1 995 cm3,190 cv,Sim,Sedan,Azul,Automática,,5,5,Classe 1,,Sim,Sim,Sim,,Usados,22 999        EUR,8085202275,10 Julho 2023,Sim,Metalizado,Tracção traseira,,18 Meses,,Sim,,,,,Série 4,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.6 BlueHDi Allure,Diesel,Junho,2018,176 000 km,1 560 cm3,120 cv,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,,,Sim,Sim,"4,70 l/100km",Usados,19 499        EUR,8089838959,10 Julho 2023,,Metalizado,Tracção dianteira,,18 Meses,,Sim,104 g/km,,,"3,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi Allure,Diesel,Janeiro,2019,138 505 km,1 499 cm3,130 cv,Sim,SUV / TT,Preto,Manual,6,5,5,Classe 1,,Sim,Sim,Sim,,Usados,23 990        EUR,8090012179,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,104 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,1.5 BlueHDi Active Pack,Diesel,Novembro,2018,78 000 km,1 499 cm3,130 cv,Sim,Utilitário,Cinzento,Manual,6,5,5,Classe 1,Importado,Sim,Sim,Sim,,Usados,17 500        EUR,8089276915,10 Julho 2023,Sim,Metalizado,,07/11/2024,18 Meses,1,,124 g/km,154 €,Sim,,,,,Sim,Sim,900 km,,,,,,,StandVirtual,Yes
Profissional,Smart,ForFour,EQ Pulse,Eléctrico,Junho,2018,53 709 km,,82 cv,Sim,Citadino,Branco,Automática,,5,4,Classe 1,Importado,Sim,Sim,Sim,,Usados,16 990        EUR,8088773255,10 Julho 2023,Sim,Metalizado,Tracção traseira,,36 Meses,1,Sim,,,,,,,,Sim,Sim,,155 km,20 kWh,Própria,,18 kWh/100km,,StandVirtual,Yes
Profissional,MINI,One,Sport Edition,Gasolina,Fevereiro,2022,2 183 km,1 499 cm3,102 cv,Sim,Utilitário,Cinzento,Manual,,3,4,Classe 1,Nacional,Sim,,Sim,,Usados,29 200        EUR,8088017456,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,,,,,,18/02/2024,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Jeep,Renegade,1.3 T Orange Edition DCT,Gasolina,Março,2020,53 106 km,1 332 cm3,150 cv,Sim,SUV / TT,Cinzento,Automática,,5,5,,Nacional,,,,,Usados,25 950        EUR,8089634996,10 Julho 2023,Sim,,,,18 Meses,1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,,Gasolina,Setembro,2020,21 827 km,999 cm3,115 cv,,Utilitário,Preto,Manual,,5,,,Nacional,,,,,Usados,20 999        EUR,8090012173,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Kadjar,1.5 dCi Exclusive,Diesel,Dezembro,2018,94 979 km,1 461 cm3,110 cv,,Monovolume,Branco,Manual,,5,,,Nacional,,,,,Usados,20 299        EUR,8090012154,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Junho,2019,87 420 km,1 461 cm3,90 cv,,SUV / TT,Vermelho,Manual,,5,,,Nacional,,,,,Usados,19 499        EUR,8090012164,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Dacia,Duster,1.3 TCe SL Adventure,Gasolina,Fevereiro,2019,46 683 km,1 332 cm3,130 cv,Sim,SUV / TT,Branco,Manual,6,5,5,Classe 1,Nacional,Sim,Sim,Sim,,Usados,20 990        EUR,8090012171,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,89 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Aut.,Diesel,Abril,2018,178 000 km,2 143 cm3,170 cv,Sim,Carrinha,Cinzento,Automática,9,3,4,Classe 1,Nacional,,Sim,Sim,,Usados,29 900        EUR,8088520450,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,,,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.6 BlueHDi Active,Diesel,Março,2018,129 896 km,1 560 cm3,100 cv,Sim,Carrinha,Preto,Manual,6,5,5,Classe 1,,Sim,Sim,Sim,,Usados,17 990        EUR,8089879663,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,99 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi Allure EAT8,Diesel,Março,2019,104 355 km,1 499 cm3,130 cv,Sim,SUV / TT,Branco,Automática,,5,5,Classe 1,,Sim,Sim,Sim,,Usados,24 990        EUR,8089773988,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,104 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi Allure EAT8,Diesel,Fevereiro,2020,127 467 km,1 499 cm3,130 cv,Sim,SUV / TT,Preto,Automática,,5,5,Classe 1,,Sim,Sim,Sim,,Usados,26 900        EUR,8089773986,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,104 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Outubro,2019,134 919 km,1 499 cm3,130 cv,Sim,SUV / TT,Cinzento,Automática,,5,7,Classe 1,,Sim,Sim,Sim,,Usados,25 900        EUR,8089936737,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,104 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,1.5 dCi GT Line,Diesel,Junho,2017,87 236 km,1 461 cm3,90 cv,,Carrinha,Preto,Manual,,5,,,Nacional,,,,,Usados,16 699        EUR,8090012147,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,,Diesel,Março,2018,119 978 km,1 686 cm3,120 cv,Sim,Monovolume,Cinzento,Manual,6,5,7,Classe 1,Nacional,Sim,Sim,Sim,,Usados,25 990        EUR,8089898448,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,116 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,1.5 dCi Intens EDC SS,Diesel,Agosto,2018,111 559 km,1 461 cm3,110 cv,Sim,Carrinha,Castanho,Automática,,5,7,Classe 1,,Sim,Sim,Sim,,Usados,25 750        EUR,8089784491,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,104 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,d Edição M,Diesel,Janeiro,2012,223 466 km,1 995 cm3,184 cv,Sim,Cabrio,Branco,Manual,6,2,4,Classe 1,,,Sim,Sim,,Usados,19 900        EUR,8089784490,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,169 g/km,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i3,120Ah,Eléctrico,Março,2019,99 000 km,,170 cv,Sim,Utilitário,Branco,Automática,,5,4,,,Sim,Sim,Sim,,Usados,23 990        EUR,8089583877,10 Julho 2023,,,,,24 Meses,,Sim,,,,,Série i,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,2.0 D2 R-Design,Diesel,Dezembro,2015,210 000 km,1 969 cm3,120 cv,Sim,Utilitário,Preto,Manual,6,5,5,Classe 1,,Sim,,Sim,,Usados,16 900        EUR,8089583874,10 Julho 2023,,,,,24 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Spacetourer,1.5 BlueHDi Shine EAT8,Diesel,Junho,2019,180 000 km,1 499 cm3,130 cv,Sim,Monovolume,Branco,Automática,,5,,,,,Sim,Sim,"4,40 l/100km",Usados,20 990        EUR,8090012131,10 Julho 2023,Sim,,,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Zafira,1.6 CDTi Innovation S/S,Diesel,Junho,2017,83 414 km,1 598 cm3,134 cv,,Carrinha,Cinzento,Manual,,5,7,,Nacional,,,,,Usados,18 990        EUR,8089225584,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 Blue dCi Intens,Diesel,Fevereiro,2020,43 591 km,1 461 cm3,85 cv,,Citadino,Vermelho,Manual,,5,,,Nacional,,,,,Usados,18 499        EUR,8089460729,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.5 dCi Tekna Alcantara,Diesel,Setembro,2014,91 521 km,1 461 cm3,110 cv,,SUV / TT,Preto,Manual,,5,,,Nacional,,,,,Usados,17 999        EUR,8090012110,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,DS,DS3 Crossback,1.5 BlueHDi Performance Line,Diesel,Março,2022,19 000 km,1 499 cm3,110 cv,,Utilitário,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,26 990        EUR,8088430718,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Junho,2019,53 182 km,898 cm3,90 cv,,Citadino,Vermelho,Manual,,5,,,Nacional,,,,,Usados,15 199        EUR,8089337082,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,1.5 EcoBlue S&S ACTIVE STYLE,Diesel,Maio,2020,141 000 km,1 499 cm3,120 cv,Sim,Carrinha,Branco,Manual,,5,,,,Sim,Sim,Sim,,Usados,17 990        EUR,8089843536,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,Sim,,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4,1.2 PureTech Feel Pack,Gasolina,Março,2022,29 538 km,1 199 cm3,131 cv,,Sedan,Preto,Manual,,5,5,,Nacional,,,,,Usados,23 890        EUR,8088328414,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,118,d Advantage,Diesel,Fevereiro,2019,143 000 km,1 995 cm3,150 cv,,Utilitário,Branco,Manual,,5,,,Nacional,,,,"5,10 l/100km",Usados,23 900        EUR,8089913282,10 Julho 2023,,,,,36 Meses,,Sim,,,,4 l/100km,Série 1,11/07/2026,"4,40 l/100km",,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,E 250,BlueTEC Avantgarde Auto.,Diesel,Janeiro,2014,137 500 km,2 143 cm3,204 cv,,Carrinha,Prateado,Automática,7,5,7,Classe 1,Nacional,Sim,Sim,Sim,,Usados,25 500        EUR,8089863698,10 Julho 2023,,Metalizado,Tracção traseira,30/01/2024,,1,,143 g/km,,,,Classe E,,,,,800 km,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Urban Aut.,Diesel,Outubro,2018,100 000 km,2 143 cm3,136 cv,Sim,Carrinha,Cinzento,Automática,,5,5,Classe 1,Nacional,Sim,Sim,Sim,,Usados,29 990        EUR,8089915542,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4,1.2 PureTech Feel,Gasolina,Junho,2021,41 973 km,1 199 cm3,101 cv,,Sedan,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,21 490        EUR,8088328398,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,33 779 km,998 cm3,72 cv,Sim,Citadino,Preto,Manual,,5,,,Nacional,,,,,Usados,21 000        EUR,8090012034,10 Julho 2023,Sim,,,,60 Meses,,Sim,128 g/km,,,,,11/07/2028,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,20 894 km,998 cm3,72 cv,Sim,Citadino,Cinzento,Manual,,5,,,Nacional,,,,,Usados,21 000        EUR,8090012033,10 Julho 2023,Sim,,,,60 Meses,,Sim,128 g/km,,,,,11/07/2028,,,,,,,,,,,StandVirtual,Yes
