Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Possibilidade de financiamento,Tipo de cor,Tracção,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Valor Fixo,Emissões CO2,IUC,Filtro de partículas,Consumo Extra Urbano,Sub-modelo,Garantia de Fábrica até,Consumo Combinado,IVA Discriminado,IVA dedutível,Autonomia Máxima,Autonomia,Capacidade da bateria,Bateria,ou até,Consumo,Clássico,Site,Portugal
Profissional,Renault,Clio,0.9 TCe Limited Bi-Fuel,GPL,Abril,2019,89 089 km,898 cm3,90 cv,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,,Sim,,Sim,"8,70 l/100km",Usados,13 990        EUR,8090011436,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,1,,,,,,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.5 BlueHDi Signature,Diesel,Dezembro,2019,185 000 km,1 499 cm3,102 cv,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,,,Sim,Sim,,Usados,13 980        EUR,8088497178,10 Julho 2023,Sim,,Tracção dianteira,,36 Meses,,Sim,,,,,,,5 l/100km,Sim,Sim,900 km,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.6 BlueHDi Allure,Diesel,Dezembro,2015,180 000 km,1 560 cm3,120 cv,Sim,Carrinha,Preto,Manual,6,5,5,Classe 1,Nacional,,Sim,Sim,,Usados,12 890        EUR,8085693212,10 Julho 2023,Sim,Pérola,Tracção dianteira,,18 Meses,1,Sim,,146 €,Sim,,,,5 l/100km,,,950 km,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,1.5 TDCi Titanium,Diesel,Novembro,2017,189 500 km,1 499 cm3,120 cv,Sim,Carrinha,Preto,Manual,6,5,5,Classe 1,Nacional,Sim,Sim,Sim,,Usados,12 890        EUR,8085693254,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,Sim,,146 €,Sim,,,,5 l/100km,Sim,Sim,950 km,,,,,,,StandVirtual,Yes
Particular,VW,Passat,1.6 TDI BlueMotion,Diesel,Abril,2011,210 273 km,1 598 cm3,105 cv,,Sedan,Preto,Manual,6,4,5,Classe 1,Nacional,,Sim,Sim,5 l/100km,Usados,11 000        EUR,8089656193,10 Julho 2023,,Metalizado,Tracção dianteira,16/03/2024,,2,,109 g/km,,,"3,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Space Star,1.2 Intense,Gasolina,Abril,2022,18 885 km,1 193 cm3,71 cv,,Citadino,Amarelo,Manual,,5,,,Nacional,,,,,Usados,14 799        EUR,8089897789,10 Julho 2023,Sim,,,,36 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Blue-HDi 120 Stop&Start Allure,Diesel,Janeiro,2013,145 000 km,1 560 cm3,120 cv,,Citadino,Preto,Manual,6,5,5,Classe 1,,Sim,Sim,Sim,,Usados,10 900        EUR,8090011729,10 Julho 2023,Sim,,Tracção dianteira,,36 Meses,1,,,,Sim,,,,,,,950 km,,,,,,,StandVirtual,Yes
Profissional,Fiat,Punto,,Gasolina,Novembro,2015,99 000 km,1 200 cm3,75 cv,Sim,Utilitário,Branco,Manual,5,5,5,Classe 1,Nacional,,,Sim,,Usados,8 900        EUR,8088671928,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A1,1.2 TFSI S-line,Gasolina,Maio,2013,134 853 km,1 197 cm3,86 cv,Sim,Citadino,Branco,Manual,5,3,4,Classe 1,,Sim,Sim,Sim,"6,20 l/100km",Usados,12 900        EUR,8089516025,10 Julho 2023,Sim,Pérola,Tracção dianteira,,18 Meses,1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.3 CDTI DPF ecoFLEX S&S Navi,Diesel,Março,2013,138 089 km,1 248 cm3,95 cv,,Citadino,Branco,Manual,,3,5,Classe 1,Importado,Sim,Sim,Sim,,Usados,7 800        EUR,8089516343,10 Julho 2023,Sim,,,,18 Meses,1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Allroad,2.0 TDI quattro Exclusive,Diesel,Dezembro,2010,275 000 km,1 968 cm3,170 cv,Sim,Carrinha,Verde,Manual,6,5,5,Classe 1,Nacional,Sim,,Sim,"7,70 l/100km",Usados,13 990        EUR,8089948932,10 Julho 2023,Sim,Metalizado,Integral,20/12/2023,18 Meses,2,Sim,164 g/km,,,"5,70 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,1.0 X-Play+X-Touch,Gasolina,Julho,2020,25 000 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,5,4,Classe 1,Nacional,Sim,Sim,Sim,"4,90 l/100km",Usados,13 990        EUR,8089579548,10 Julho 2023,Sim,,Tracção dianteira,,36 Meses,1,Sim,113 g/km,,,"3,60 l/100km",,23/07/2027,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Grand Picasso,1.6 e-HDi Exclusive,Diesel,Junho,2014,153 329 km,1 560 cm3,115 cv,Sim,Monovolume,Preto,Manual,6,5,7,Classe 1,Nacional,,Sim,Sim,,Usados,14 500        EUR,8089515197,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,One,D,Diesel,Maio,2014,133 000 km,1 496 cm3,95 cv,Sim,Citadino,Preto,Manual,6,3,4,Classe 1,,Sim,Sim,Sim,"4,30 l/100km",Usados,13 890        EUR,8089253019,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForFour,0.9 Perfect 90 Aut.,Gasolina,Outubro,2018,58 052 km,898 cm3,90 cv,Sim,Utilitário,Preto,Automática,,5,4,,Nacional,,,,,Usados,14 450        EUR,8089584796,10 Julho 2023,Sim,,,,18 Meses,1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Talisman Sport Tourer,1.5 dCi Zen,Diesel,Outubro,2017,180 000 km,1 461 cm3,110 cv,,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Nacional,Sim,Sim,Sim,"4,20 l/100km",Usados,14 850        EUR,8089792714,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,,98 g/km,,,"3,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Skoda,Octavia Break,2.0 TDI Style,Diesel,Agosto,2016,185 000 km,1 968 cm3,150 cv,Sim,Carrinha,Azul,Manual,6,5,5,Classe 1,Nacional,Sim,Sim,Sim,"5,20 l/100km",Usados,14 850        EUR,8089289196,10 Julho 2023,Sim,,,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Juke,1.5 dCi Tekna Premium Ext.1 Red D.,Diesel,Fevereiro,2016,157 000 km,1 461 cm3,110 cv,Sim,SUV / TT,Vermelho,Manual,6,5,5,,Nacional,Sim,Sim,Sim,,Usados,14 900        EUR,8089028606,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Ford,Fiesta,1.25 Titanium,Gasolina,Outubro,2011,125 000 km,1 242 cm3,82 cv,,Citadino,Cinzento,Manual,5,5,5,,Nacional,,Sim,Sim,"7,50 l/100km",Usados,7 500        EUR,8089944368,10 Julho 2023,,,Tracção dianteira,,,1,Sim,129 g/km,,,"4,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Março,2015,186 000 km,1 461 cm3,90 cv,Sim,SUV / TT,Bege,Manual,5,5,5,Classe 1,,Sim,Sim,Sim,"4,60 l/100km",Usados,11 950        EUR,8088430343,10 Julho 2023,Sim,,,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Shine Ed.Midnight,Diesel,Junho,2016,83 000 km,1 560 cm3,100 cv,Sim,SUV / TT,Cinzento,Manual,5,5,5,,Nacional,Sim,Sim,Sim,,Usados,14 990        EUR,8088131247,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Zoe,Zen,Eléctrico,Novembro,2018,26 000 km,,88 cv,Sim,Citadino,Roxo,Automática,,5,5,,Importado,,,Sim,,Usados,12 990        EUR,8089989287,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,,Sim,,,,,,,,,,,300 km,40 kWh,Aluguer,,,,StandVirtual,Yes
Profissional,Ford,Mondeo SW,1.6 TDCi Titanium Business,Diesel,Outubro,2014,167 000 km,1 560 cm3,115 cv,Sim,Carrinha,Azul,Manual,6,5,5,Classe 1,Nacional,Sim,Sim,Sim,5 l/100km,Usados,11 750        EUR,8088215480,10 Julho 2023,Sim,Metalizado,,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Outlander,2.2 DI-D Intense,Diesel,Novembro,2010,269 000 km,2 268 cm3,177 cv,Sim,SUV / TT,Cinzento,Manual,6,5,7,Classe 1,Nacional,Sim,Sim,Sim,"7,30 l/100km",Usados,9 750        EUR,8089286345,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,,159 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,Julho,2016,198 000 km,1 461 cm3,90 cv,Sim,Carrinha,Preto,Manual,,5,5,,Nacional,Sim,Sim,Sim,"3,50 l/100km",Usados,9 250        EUR,8089652176,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Dezembro,2015,160 000 km,1 461 cm3,90 cv,Sim,Citadino,Cinzento,Manual,,5,5,,,,,,"4,20 l/100km",Usados,9 980        EUR,8089939421,10 Julho 2023,Sim,Metalizado,,,36 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.2 VTi Allure,Gasolina,Janeiro,2014,134 000 km,1 199 cm3,82 cv,,Citadino,Branco,Manual,5,5,5,Classe 1,Nacional,Sim,Sim,Sim,"5,60 l/100km",Usados,8 490        EUR,8089628182,10 Julho 2023,,,Tracção dianteira,,18 Meses,1,,104 g/km,,,"3,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,1.0 EcoTSI S&S FR,Gasolina,Novembro,2018,124 919 km,999 cm3,115 cv,Sim,Citadino,Vermelho,Manual,6,5,5,Classe 1,Importado,,,Sim,"5,80 l/100km",Usados,14 990        EUR,8089552693,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,,Sim,113 g/km,,,"4,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Grand Picasso,1.6 e-HDi Intensive ETG6 J17,Diesel,Janeiro,2014,177 000 km,1 560 cm3,115 cv,Sim,Monovolume,Branco,Automática,6,5,7,Classe 1,Importado,Sim,Sim,Sim,"4,50 l/100km",Usados,13 900        EUR,8089948923,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,1,Sim,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.0 VTi Access,Gasolina,Abril,2015,121 000 km,999 cm3,68 cv,Sim,Utilitário,Branco,Manual,5,5,5,Classe 1,,,,,,Usados,10 600        EUR,8089848800,10 Julho 2023,Sim,,,,18 Meses,1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Insignia Sports Tourer,2.0 CDTi Cosmo,Diesel,Junho,2010,182 500 km,1 956 cm3,130 cv,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Nacional,Sim,Sim,Sim,"7,90 l/100km",Usados,9 500        EUR,8089859524,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,,159 g/km,,,"4,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,1.5 dCi GT Line,Diesel,Fevereiro,2012,171 000 km,1 461 cm3,110 cv,,Utilitário,Cinzento,Manual,6,5,5,Classe 1,Nacional,,Sim,Sim,,Usados,9 900        EUR,8089915632,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,320,d,Diesel,Agosto,2010,123 000 km,1 995 cm3,177 cv,,Sedan,Azul,Manual,,4,5,Classe 1,,,,Sim,6 l/100km,Usados,14 500        EUR,8089945024,10 Julho 2023,,Metalizado,Tracção traseira,,,,,,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes
Particular,Peugeot,308 SW,2.0 BlueHDi GT,Diesel,Julho,2015,160 000 km,1 997 cm3,180 cv,,Carrinha,Preto,Manual,6,5,5,Classe 1,Nacional,,Sim,Sim,"4,90 l/100km",Usados,15 000        EUR,8090001131,10 Julho 2023,,Metalizado,Tracção dianteira,,,1,Sim,107 g/km,230 €,,"3,90 l/100km",,,,,,800 km,,,,,,,StandVirtual,Yes
Particular,MINI,One,D,Diesel,Agosto,2015,87 304 km,1 496 cm3,95 cv,,Utilitário,Azul,Manual,6,3,4,Classe 1,,,,Sim,"4,20 l/100km",Usados,14 500        EUR,8089894014,10 Julho 2023,,,Tracção dianteira,,,1,,89 g/km,,Sim,"3,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d EDynamics Line Urban,Diesel,Abril,2012,202 376 km,1 598 cm3,116 cv,Sim,Citadino,Cinzento,Manual,6,5,5,,Nacional,,,Sim,,Usados,12 399        EUR,8088911941,10 Julho 2023,Sim,,,,18 Meses,1,,,,,,Série 1,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,,Diesel,Outubro,2018,106 489 km,1 461 cm3,90 cv,Sim,Citadino,Preto,Manual,5,5,5,Classe 1,,,,,,Usados,14 750        EUR,8090011505,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,,Sim,82 g/km,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Punto Evo,1.2 Dynamic,Gasolina,Janeiro,2011,101 000 km,1 242 cm3,69 cv,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,Nacional,,,,,Usados,7 450        EUR,8090011433,10 Julho 2023,Sim,,,,36 Meses,1,Sim,,,,,,01/01/0001,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Leaf,Acenta,Eléctrico,Novembro,2015,146 666 km,,109 cv,Sim,Utilitário,Branco,Automática,,5,5,,Nacional,,,,,Usados,9 900        EUR,8089989281,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,,Sim,,,,,,,,,,,,24 kWh,Própria,,,,StandVirtual,Yes
Profissional,Dacia,Sandero,Blue dCi 95 Comfort,Diesel,Setembro,2020,43 000 km,1 461 cm3,95 cv,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,Importado,Sim,Sim,Sim,"4,10 l/100km",Usados,14 499        EUR,8089959163,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,,94 g/km,,Sim,"3,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Particular,Kia,Carens,2.0 CRDi EX,Diesel,Maio,2010,285 000 km,1 991 cm3,140 cv,,Monovolume,Cinzento,Manual,,5,,,,,,,"7,80 l/100km",Usados,5 800        EUR,8090011393,10 Julho 2023,,Metalizado,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Chevrolet,Aveo,1.4 LTZ,Gasolina,Março,2014,139 000 km,1 398 cm3,100 cv,,Citadino,Cinzento,Manual,5,5,5,Classe 1,Nacional,,Sim,Sim,,Usados,8 290        EUR,8089915604,10 Julho 2023,Sim,,,,36 Meses,1,,,,,,,01/01/0001,,,,,,,,,,,StandVirtual,Yes
Particular,VW,Up!,1.0 BlueMotion Move,Gasolina,Março,2015,126 000 km,999 cm3,60 cv,,Citadino,Preto,Manual,5,5,4,,,,,,5 l/100km,Usados,7 990        EUR,8089936562,10 Julho 2023,,,Tracção dianteira,,,,,95 g/km,,,"3,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,1.6 e-HDi Allure J17,Diesel,Outubro,2013,156 000 km,1 560 cm3,115 cv,Sim,Utilitário,Branco,Manual,6,5,5,Classe 1,Nacional,Sim,Sim,Sim,"4,40 l/100km",Usados,13 450        EUR,8089959160,10 Julho 2023,Sim,Pérola,Tracção dianteira,,18 Meses,,,100 g/km,,,"3,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Julho,2017,34 200 km,1 199 cm3,68 cv,Sim,Citadino,Branco,Manual,5,5,5,,Nacional,,Sim,Sim,"5,70 l/100km",Usados,12 500        EUR,8089859636,10 Julho 2023,Sim,Mate,Tracção dianteira,,18 Meses,1,,109 g/km,,,"4,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Mégane Sport Tourer,1.5 Blue dCi Business,Diesel,Junho,2019,134 000 km,1 461 cm3,115 cv,,Carrinha,Cinzento,Manual,6,5,5,,Importado,,Sim,,"4,60 l/100km",Usados,14 990        EUR,8089916130,10 Julho 2023,,Metalizado,Tracção dianteira,,,1,,118 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Clio Sport Tourer,,Diesel,Março,2015,208 493 km,1 461 cm3,90 cv,,Carrinha,Cinzento,Manual,5,5,5,,Importado,,Sim,Sim,,Usados,8 900        EUR,8089780608,10 Julho 2023,,Metalizado,Tracção dianteira,22/12/2023,,,,82 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,TCe 90 Dynamique,Gasolina,Abril,2018,135 000 km,898 cm3,90 cv,Sim,Utilitário,Preto,Manual,5,5,5,Classe 1,,Sim,,,"6,20 l/100km",Usados,12 990        EUR,8089215128,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Março,2018,110 000 km,898 cm3,90 cv,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,,Sim,,Sim,"6,30 l/100km",Usados,13 490        EUR,8089166541,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,1.6 TDi BlueMotion Confortline,Diesel,Maio,2015,154 000 km,1 598 cm3,110 cv,Sim,Carrinha,Azul,Manual,6,5,5,Classe 1,Nacional,Sim,,Sim,4 l/100km,Usados,13 750        EUR,8089053996,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,Sim,87 g/km,,Sim,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Maio,2017,106 000 km,1 598 cm3,110 cv,Sim,Carrinha,Cinzento,Manual,,5,5,,Nacional,,,Sim,,Usados,14 990        EUR,8088452818,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,New Beetle,,Diesel,Fevereiro,2013,133 432 km,1 598 cm3,105 cv,Sim,Citadino,Branco,Manual,,3,5,Classe 1,,,Sim,Sim,,Usados,14 950        EUR,8089197260,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,119 g/km,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500C,1.3 16V Multijet Lounge,Diesel,Outubro,2013,98 000 km,1 248 cm3,95 cv,Sim,Pequeno citadino,Vermelho,Manual,,2,4,Classe 1,Nacional,,Sim,Sim,,Usados,9 999        EUR,8088543664,10 Julho 2023,Sim,,,,18 Meses,1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Twingo,1.0 SCe Limited,Gasolina,Março,2019,84 632 km,999 cm3,70 cv,Sim,Citadino,Branco,Manual,5,5,4,,Nacional,,,,5 l/100km,Usados,14 950        EUR,8088154479,10 Julho 2023,Sim,,,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.5 TDCi Business,Diesel,Outubro,2019,89 250 km,1 499 cm3,85 cv,Sim,Utilitário,Cinzento,Manual,,5,5,,Importado,Sim,,Sim,,Usados,14 950        EUR,8088338667,10 Julho 2023,Sim,Metalizado,,01/10/2023,24 Meses,,,,,,,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,1.6 TDI FR,Diesel,Setembro,2014,130 000 km,1 598 cm3,105 cv,Sim,Citadino,Vermelho,Manual,5,5,5,Classe 1,,,Sim,Sim,"5,10 l/100km",Usados,12 950        EUR,8089948627,10 Julho 2023,Sim,Metalizado,Tracção dianteira,18/09/2023,18 Meses,1,,,,,,,,5 l/100km,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo,1.6 M-Jet Street,Diesel,Setembro,2017,77 558 km,1 598 cm3,120 cv,Sim,Citadino,Branco,Manual,6,5,5,Classe 1,,Sim,Sim,Sim,,Usados,14 990        EUR,8089151241,10 Julho 2023,Sim,,,,18 Meses,1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Peugeot,308,1.4 VTi Access,Gasolina,Outubro,2011,50 000 km,1 397 cm3,98 cv,,Utilitário,Cinzento,Manual,,5,5,,,,,,"8,40 l/100km",Usados,10 300        EUR,8090009822,10 Julho 2023,,Metalizado,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Hyundai,i20,1.2,Gasolina,Outubro,2018,59 711 km,1 248 cm3,75 cv,,Citadino,Preto,Manual,5,5,5,,,,,,"6,60 l/100km",Usados,11 990        EUR,8089784436,10 Julho 2023,,Metalizado,Tracção dianteira,,,,Sim,119 g/km,,,"4,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi GT Line,Diesel,Maio,2013,233 000 km,1 461 cm3,110 cv,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Nacional,,Sim,Sim,"4,20 l/100km",Usados,9 990        EUR,8089906930,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Mégane,1.5 dCi GT Line,Diesel,Junho,2013,246 000 km,1 461 cm3,110 cv,Sim,Utilitário,Branco,Manual,,5,,,,,,,"4,20 l/100km",Usados,9 900        EUR,8089944341,10 Julho 2023,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Dynamique S,Diesel,Maio,2011,160 000 km,1 461 cm3,110 cv,Sim,Carrinha,Cinzento,Manual,,5,5,,,,,,"5,80 l/100km",Usados,7 998        EUR,8090011165,10 Julho 2023,Sim,Metalizado,,,36 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.3 CDTi Dynamic,Diesel,Janeiro,2017,67 907 km,1 248 cm3,95 cv,,Citadino,Cinzento,Manual,,3,,,Nacional,,,,,Usados,13 999        EUR,8089781618,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.2 VTi Active,Gasolina,Dezembro,2012,81 262 km,1 199 cm3,82 cv,Sim,Citadino,Azul,Manual,5,5,5,Classe 1,,Sim,Sim,Sim,"5,60 l/100km",Usados,8 990        EUR,8089390708,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,VW,Golf Variant,1.6 TDi Highline DSG,Diesel,Dezembro,2014,200 000 km,1 600 cm3,105 cv,,Carrinha,Preto,Automática,,5,5,,,,,,,Usados,12 900        EUR,8087798977,10 Julho 2023,,Metalizado,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,A 160,,Diesel,Janeiro,2014,150 000 km,1 461 cm3,90 cv,,Citadino,Preto,Manual,,5,5,Classe 1,Nacional,Sim,Sim,,,Usados,14 999        EUR,8089845832,10 Julho 2023,,Metalizado,Tracção dianteira,07/01/2024,,1,Sim,98 g/km,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes
Particular,Fiat,Panda,0.9 8V TwinAir 4x4 S&S,Gasolina,Outubro,2019,70 000 km,875 cm3,85 cv,,Utilitário,Branco,Manual,6,5,4,,Nacional,,,Sim,"5,60 l/100km",Usados,12 000        EUR,8090011114,10 Julho 2023,,,Integral,,,,,162 g/km,,,"5,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C1,1.0 VTi Feel,Gasolina,Outubro,2019,14 286 km,998 cm3,72 cv,,Citadino,Verde,Manual,,5,,,Nacional,,,,,Usados,12 999        EUR,8089781600,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.4 HDi Active,Diesel,Dezembro,2013,186 037 km,1 398 cm3,68 cv,Sim,Citadino,Vermelho,Manual,,5,5,,Nacional,,Sim,,,Usados,9 300        EUR,8089981636,6 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.3 CDTi Business Edition,Diesel,Março,2017,107 643 km,1 248 cm3,95 cv,Sim,Citadino,Cinzento,Manual,5,5,5,,Nacional,Sim,Sim,Sim,,Usados,12 990        EUR,8085764970,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,Sim,94 g/km,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,SC 1.4 TSI Cupra DSG,Gasolina,Junho,2011,110 000 km,1 390 cm3,180 cv,Sim,Citadino,Amarelo,Automática,,3,5,Classe 1,Importado,,,,,Usados,13 990        EUR,8089913943,4 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.2 Edition,Gasolina,Novembro,2020,40 250 km,1 199 cm3,75 cv,Sim,Citadino,Azul,Manual,6,5,5,Classe 1,,Sim,,Sim,,Usados,13 980        EUR,8089795261,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,2.0 BlueHDi Allure J18,Diesel,Novembro,2015,160 852 km,1 997 cm3,150 cv,,Carrinha,Branco,Manual,6,5,5,Classe 1,,,Sim,Sim,"4,30 l/100km",Usados,14 400        EUR,8086766613,10 Julho 2023,Sim,Pérola,Tracção dianteira,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat Variant,1.6 TDI Trendline,Diesel,Janeiro,2015,223 059 km,1 598 cm3,120 cv,,Carrinha,Cinzento,Manual,,5,5,,Nacional,Sim,Sim,,,Usados,12 390        EUR,8088016745,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,1,Sim,,,,,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
