Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Link,Aceita retoma,Tipo de cor,Inspecção válida até,2º Chave,Consumo Urbano,Consumo Extra Urbano,IUC,Filtro de partículas,Autonomia Máxima,Gancho de Reboque,Sub-modelo,Autonomia,Capacidade da bateria,Bateria,Garantia de Fábrica até,Consumo Combinado,Clássico,Consumo,ou até,Site,Portugal,Data
Profissional,Ford,Focus,1.5 TDCi Titanium,Diesel,Julho,2017,74 000 km,1 499 cm3,120 cv,,,Sim,Utilitário,Cinzento,Manual,,5,5,,,99 g/km,18 Meses,,Nacional,,,Usados,17 900        EUR,8090298274,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-1-5-tdci-titanium-ID8Pv49Q.html,Sim,,,Sim,,,,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Hyundai,Kauai,EV 64kWh Premium,Eléctrico,Fevereiro,2019,44 594 km,,204 cv,,,Sim,Utilitário,Branco,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,Sim,Sim,Usados,28 500        EUR,8090383455,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-premium-ID8PvqjJ.html,Sim,,14/02/2024,Sim,,,,,,,,500 km,64 kWh,Própria,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Nissan,Qashqai,1.5 dCi Tekna Premium Pele,Diesel,Maio,2017,66 562 km,1 461 cm3,110 cv,,,Sim,SUV / TT,Castanho,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,Usados,23 790        EUR,8088720249,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-premium-pele-ID8PprDP.html,Sim,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Nissan,Qashqai,1.5 dCi Tekna A+C,Diesel,Dezembro,2019,34 000 km,1 461 cm3,115 cv,,,,SUV / TT,Cinzento,Manual,6,5,,,Tracção dianteira,144 g/km,18 Meses,1,Importado,Sim,Sim,Usados,23 499        EUR,8090229786,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-a-c-ID8PwMlc.html,,,,Sim,"4,70 l/100km","3,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Hyundai,Bayon,1.0 T-GDi Premium TT,Gasolina,Maio,2022,18 020 km,998 cm3,102 cv,Sim,,,SUV / TT,Prateado,Manual,,5,5,,,,68 Meses,,Nacional,,,Usados,20 250        EUR,8090604187,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-1-0-t-gdi-premium-tt-ID8PxlJW.html,,,,,,,,,,,,,,,22/05/2029,"5,50 l/100km",,,,StandVirtual,Yes,2023-09-14
Profissional,VW,Golf,1.6 BlueTDI Comfortline,Diesel,Maio,2016,109 000 km,1 598 cm3,110 cv,Sim,,Sim,Utilitário,Azul,Manual,,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,,Sim,Usados,16 500        EUR,8090604184,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-bluetdi-comfortline-ID8PxlJS.html,Sim,Metalizado,,Sim,"4,50 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Renault,Mégane,1.5 Blue dCi Limited,Diesel,Novembro,2021,36 000 km,1 461 cm3,115 cv,,,,Utilitário,Cinzento,Manual,6,5,,,Tracção dianteira,121 g/km,36 Meses,,,,,Usados,19 750        EUR,8090481780,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-limited-ID8PvPTC.html,,,,,"4,60 l/100km","3,50 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Fiat,500,,Híbrido (Gasolina),Maio,2022,29 254 km,1 000 cm3,70 cv,Sim,,Sim,Citadino,Branco,Manual,,3,4,Classe 1,,,36 Meses,,Nacional,,,Usados,16 980        EUR,8090536051,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-ID8Px40X.html,Sim,,,Sim,,,,,,,,,,,01/01/0001,,,,,StandVirtual,Yes,2023-09-14
Profissional,Abarth,500,1.4 T-Jet Turismo,Gasolina,Junho,2015,143 000 km,1 368 cm3,160 cv,,,Sim,Utilitário,Branco,Manual,5,3,4,,Tracção dianteira,,18 Meses,,Importado,,,Usados,15 400        EUR,8090023273,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/abarth-500-1-4-t-jet-turismo-ID8PuUCl.html,Sim,,,,"8,50 l/100km","5,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Particular,Renault,Clio Sport Tourer,1.5 dCi GT Line,Diesel,Maio,2018,58 298 km,1 461 cm3,90 cv,,,,Citadino,Vermelho,Manual,5,5,5,,Tracção dianteira,127 g/km,,,,,,Usados,15 850        EUR,8090236990,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-gt-line-ID8PwOdo.html,,Pérola,,,"4,30 l/100km","3,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Volvo,V40,2.0 D2 Kinetic,Diesel,Novembro,2016,114 000 km,1 969 cm3,120 cv,,,Sim,Utilitário,Preto,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,,,Usados,18 300        EUR,8089188776,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-kinetic-ID8PrpvI.html,Sim,Metalizado,,,4 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Particular,Mercedes-Benz,220,,Diesel,Janeiro,2015,175 597 km,2 143 cm3,170 cv,,,,Carrinha,Cinzento,Automática,7,5,5,Classe 1,Tracção traseira,118 g/km,,2,Nacional,Sim,Sim,Usados,27 300        EUR,8090493518,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-220-ID8PvSVV.html,,Metalizado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,Março,2022,3 090 km,999 cm3,70 cv,,,Sim,Citadino,Azul,Manual,6,3,4,,,,18 Meses,,Nacional,Sim,Sim,Usados,17 500        EUR,8089999129,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PuOkW.html,Sim,Metalizado,01/03/2026,Sim,,,,,,,,,,,28/03/2025,4 l/100km,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,116,d EDynamics Line Sport,Diesel,Abril,2018,66 941 km,1 496 cm3,116 cv,Sim,,Sim,Utilitário,Azul,Manual,,5,5,Classe 1,,97 g/km,18 Meses,,Nacional,Sim,,Usados,22 600        EUR,8088913084,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-edynamics-line-sport-ID8PqfO4.html,Sim,Metalizado,,Sim,"3,90 l/100km",,,Sim,,,Série 1,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,29 843 km,998 cm3,72 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,Classe 1,,,36 Meses,,,Sim,Sim,Usados,19 000        EUR,8089516663,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PsMPd.html,Sim,Metalizado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Ford,Focus,1.0 EcoBoost MHEV Active X,Gasolina,Novembro,2021,35 560 km,998 cm3,125 cv,,,,Sedan,Preto,Manual,6,5,5,,Tracção dianteira,123 g/km,18 Meses,,Nacional,Sim,Sim,Usados,23 900        EUR,8090380722,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-mhev-active-x-ID8PvpBE.html,,Metalizado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Janeiro,2020,78 978 km,999 cm3,100 cv,Sim,,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,,,18 Meses,,Nacional,,Sim,Usados,16 500        EUR,8090383163,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8Pvqf1.html,Sim,Metalizado,01/01/2024,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,2008,1.2 PureTech Style,Gasolina,Fevereiro,2018,60 521 km,1 199 cm3,82 cv,,,Sim,SUV / TT,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,114 g/km,18 Meses,2,Nacional,Sim,Sim,Usados,16 250        EUR,8088914441,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-style-ID8Pqg9X.html,Sim,Metalizado,,Sim,6 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,MINI,Countryman,Cooper D,Diesel,Maio,2018,140 000 km,1 995 cm3,150 cv,Sim,,Sim,SUV / TT,Verde,Manual,6,5,5,Classe 1,,120 g/km,18 Meses,,Nacional,Sim,,Usados,23 900        EUR,8090102729,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-d-ID8PwfhT.html,Sim,,,Sim,,,,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Fiat,500X,1.3 MJ Sport,Diesel,Junho,2019,79 000 km,1 248 cm3,95 cv,,,Sim,SUV / TT,Branco,Manual,,5,5,,,,18 Meses,,,Sim,Sim,Usados,15 950        EUR,8088744979,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500x-1-3-mj-sport-ID8Ppy4H.html,Sim,Metalizado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,3008,1.5 BlueHDi Allure EAT8,Diesel,Agosto,2018,80 000 km,1 499 cm3,130 cv,,,Sim,SUV / TT,Cinzento,Automática,,5,5,,,101 g/km,18 Meses,1,,Sim,Sim,Usados,24 900        EUR,8089687186,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-eat8-ID8PtwbA.html,Sim,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Particular,Peugeot,e-2008,GT,Eléctrico,Março,2021,108 000 km,,136 cv,,,,SUV / TT,Branco,Automática,1,5,5,Classe 1,Tracção dianteira,,,1,Nacional,Sim,Sim,Usados,30 000        EUR,8090410949,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8Pvxtb.html,,Pérola,,Sim,,,,,320 km,,,320 km,,Própria,,,,"17,80 kWh/100km",,StandVirtual,Yes,2023-09-14
Profissional,Nissan,Qashqai,1.5 dCi Business Edition,Diesel,Junho,2019,52 974 km,1 461 cm3,115 cv,,,Sim,SUV / TT,Prateado,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,24 400        EUR,8090057635,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-business-edition-ID8Pw3yz.html,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,SEAT,Ateca,1.6 TDI Style,Diesel,Março,2019,133 993 km,1 598 cm3,115 cv,Sim,,,SUV / TT,Preto,Manual,,5,,,,,18 Meses,,Nacional,,,Usados,21 490        EUR,8089763883,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-6-tdi-style-ID8PtP8D.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,VW,T-Cross,1.0 TSI Life,Gasolina,Maio,2021,32 700 km,999 cm3,95 cv,,,Sim,SUV / TT,Cinzento,Manual,5,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,Usados,21 450        EUR,8089164059,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-t-cross-1-0-tsi-life-ID8Prj63.html,Sim,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,MINI,Countryman,Cooper D,Diesel,Junho,2019,68 550 km,1 995 cm3,150 cv,Sim,,,Utilitário,Branco,Manual,,5,5,,,,36 Meses,,Nacional,,,Usados,29 500        EUR,8090308933,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-d-ID8Pv6WL.html,,,,,"5,30 l/100km","4,10 l/100km",,,,,,,,,14/09/2026,"4,50 l/100km",,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,116,d Aut. Sport Line,Diesel,Maio,2019,170 000 km,1 496 cm3,116 cv,Sim,,Sim,Utilitário,Preto,Automática,8,5,5,Classe 1,,116 g/km,18 Meses,1,Importado,Sim,Sim,Usados,19 900        EUR,8089372574,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-aut-sport-line-ID8Psblc.html,Sim,Metalizado,21/05/2025,Sim,,,,Sim,,,Série 1,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,SEAT,Ibiza,1.6 TDI Style,Diesel,Agosto,2019,73 450 km,1 598 cm3,95 cv,Sim,,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,Tracção dianteira,99 g/km,18 Meses,1,Nacional,,Sim,Usados,20 950        EUR,8087624024,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-6-tdi-style-ID8PkQsM.html,Sim,Pérola,,Sim,"4,40 l/100km","3,50 l/100km",,,,,,,,,,"3,80 l/100km",,,,StandVirtual,Yes,2023-09-14
Profissional,Nissan,Micra,1.0 IG-T N-Design Chrome CVT,Gasolina,Setembro,2022,12 460 km,999 cm3,92 cv,Sim,,Sim,Utilitário,Prateado,Automática,,5,5,Classe 1,,,36 Meses,1,Nacional,Sim,Sim,Usados,21 490        EUR,8090194254,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-n-design-chrome-cvt-ID8PwD66.html,Sim,Metalizado,,Sim,,,,,,,,,,,27/09/2025,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,3008,1.5 BlueHDi Style,Diesel,Dezembro,2019,40 000 km,1 499 cm3,130 cv,,,,Monovolume,Verde,Manual,6,5,5,Classe 1,Tracção dianteira,137 g/km,18 Meses,1,Nacional,,,Usados,24 990        EUR,8090463281,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-style-ID8PvL5f.html,,,,Sim,"4,60 l/100km","3,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Citroën,C4 Cactus,1.5 BlueHDi C-Series,Diesel,Novembro,2020,69 000 km,1 499 cm3,102 cv,,,Sim,Utilitário,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,36 Meses,1,Nacional,,Sim,Usados,18 950        EUR,8088744029,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-c-series-ID8PpxPn.html,Sim,Metalizado,,Sim,"4,70 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Junho,2021,40 000 km,1 461 cm3,115 cv,Sim,,Sim,SUV / TT,Branco,Manual,6,5,5,Classe 1,Tracção dianteira,,36 Meses,1,Nacional,,Sim,Usados,25 990        EUR,8087399448,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PjU2A.html,Sim,Metalizado,,Sim,"6,40 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Agosto,2020,31 500 km,999 cm3,100 cv,,,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,118 g/km,36 Meses,1,Nacional,Sim,Sim,Usados,17 000        EUR,8090065410,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8Pw5zY.html,Sim,Metalizado,,Sim,"6,20 l/100km","4,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Renault,Scénic,1.2 TCE Sport SS,Gasolina,Março,2017,85 139 km,1 197 cm3,115 cv,Sim,,Sim,Monovolume,Branco,Manual,6,5,5,Classe 1,,,18 Meses,,,Sim,Sim,Usados,18 900        EUR,8089054009,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-scnic-1-2-tce-sport-ss-ID8PqQt3.html,Sim,Metalizado,01/03/2025,Sim,,,,,,,,,,,,"4,10 l/100km",,,,StandVirtual,Yes,2023-09-14
Profissional,Audi,A4 Avant,2.0 TDI Sport,Diesel,Julho,2014,227 787 km,1 968 cm3,136 cv,,,Sim,Carrinha,Preto,Manual,6,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,18 900        EUR,8090035755,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-sport-ID8PuXRF.html,,Metalizado,01/07/2024,Sim,,,,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,118,d Advantage,Diesel,Julho,2015,183 195 km,1 995 cm3,150 cv,,,Sim,Citadino,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,17 900        EUR,8090035751,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-118-d-advantage-ID8PuXRB.html,,Metalizado,01/07/2024,Sim,,,,Sim,,,Série 1,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,SEAT,Leon,2.0 TDI Style,Diesel,Outubro,2022,10 763 km,1 968 cm3,115 cv,Sim,,Sim,Sedan,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,,48 Meses,,Nacional,Sim,Sim,Usados,28 950        EUR,8089555316,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-2-0-tdi-style-ID8PsVSE.html,Sim,Metalizado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,116,d Pack M,Diesel,Junho,2014,159 178 km,1 995 cm3,116 cv,,,Sim,Citadino,Branco,Manual,6,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,17 700        EUR,8090035870,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-ID8PuXTv.html,,Metalizado,01/07/2024,Sim,,,,Sim,,,Série 1,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Audi,A6 Allroad,3.0 TDi quattro S tronic,Diesel,Novembro,2014,185 000 km,2 967 cm3,245 cv,,,Sim,Carrinha,Cinzento,Automática,7,5,,,Integral,165 g/km,18 Meses,,Nacional,Sim,,Usados,28 750        EUR,8090145239,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-allroad-3-0-tdi-quattro-s-tronic-ID8Pwqlx.html,Sim,Metalizado,,Sim,"7,40 l/100km","5,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Nissan,Juke,1.0 DIG-T N-Connecta,Gasolina,Janeiro,2023,5 km,999 cm3,114 cv,,,Sim,SUV / TT,Roxo,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,28 500        EUR,8089388776,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-connecta-ID8Psfyv.html,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Skoda,Kodiaq,2.0 TDI Ambition DSG,Diesel,Novembro,2017,122 000 km,1 968 cm3,150 cv,Sim,,,SUV / TT,Cinzento,Automática,,5,7,,,,18 Meses,,Nacional,,,Usados,25 450        EUR,8089686546,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-kodiaq-2-0-tdi-ambition-dsg-ID8Ptw1g.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,308,1.2 PureTech Allure,Gasolina,Janeiro,2022,35 000 km,1 199 cm3,130 cv,Sim,Sim,Sim,Utilitário,Branco,Manual,6,5,5,Classe 1,,,36 Meses,1,Nacional,,Sim,Usados,27 400        EUR,8089555157,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-2-puretech-allure-ID8PsVQ5.html,Sim,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mazda,2,1.5 L Hybrid VVT-i Agile,Híbrido (Gasolina),Fevereiro,2023,3 180 km,1 490 cm3,116 cv,Sim,,Sim,Citadino,Verde,Automática,5,5,5,Classe 1,Tracção dianteira,,72 Meses,,Nacional,Sim,Sim,Novos,23 890        EUR,8089235852,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-2-1-5-l-hybrid-vvt-i-agile-ID8PrBM0.html,Sim,Metalizado,,Sim,,,,,,,,,,,28/03/2029,,,,150 000 km,StandVirtual,Yes,2023-09-14
Profissional,Nissan,Juke,1.0 DIG-T N-Connecta,Gasolina,Janeiro,2023,5 km,999 cm3,114 cv,,,Sim,SUV / TT,Preto,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,28 500        EUR,8089388769,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-connecta-ID8Psfyp.html,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,SEAT,Arona,1.6 TDI Style,Diesel,Abril,2018,102 365 km,1 598 cm3,95 cv,Sim,,,SUV / TT,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,15 950        EUR,8089467358,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-6-tdi-style-ID8PszZY.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,318,d Touring Line Sport Auto,Diesel,Dezembro,2019,132 733 km,1 995 cm3,150 cv,Sim,Sim,Sim,Carrinha,Cinzento,Automática,8,5,5,Classe 1,Tracção traseira,140 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,29 490        EUR,8087542969,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-line-sport-auto-ID8Pkwnr.html,,,,,,,,,,,Série 3,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,CLA 220,,Diesel,Setembro,2015,90 981 km,2 143 cm3,177 cv,Sim,,Sim,Sedan,Cinzento,Automática,7,5,5,Classe 1,Tracção dianteira,108 g/km,18 Meses,,Nacional,Sim,,Usados,27 490        EUR,8090459778,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-ID8PvKaK.html,Sim,,,Sim,"4,90 l/100km","3,80 l/100km",,,,,Classe CLA,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,A 200,d AMG Line Aut.,Diesel,Maio,2017,113 500 km,2 143 cm3,136 cv,Sim,,Sim,Utilitário,Cinzento,Automática,7,5,5,Classe 1,Tracção dianteira,105 g/km,18 Meses,,Nacional,Sim,Sim,Usados,25 500        EUR,8089851701,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-d-amg-line-aut-ID8PubZ3.html,Sim,Metalizado,,Sim,"5,20 l/100km","3,40 l/100km",,Sim,,,Classe A,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Renault,Grand Scénic,,Diesel,Janeiro,2019,76 811 km,1 749 cm3,120 cv,Sim,,Sim,Monovolume,Azul,Manual,6,5,7,,Tracção dianteira,149 g/km,18 Meses,,,,Sim,Usados,27 900        EUR,8090604128,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-ID8PxlIY.html,Sim,,,Sim,,,,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,SEAT,Ibiza,1.0 TSI FR,Gasolina,Julho,2021,40 862 km,999 cm3,110 cv,Sim,,Sim,Citadino,Preto,Manual,6,5,5,Classe 1,,123 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,20 600        EUR,8089095879,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8Pr1mn.html,Sim,Metalizado,,Sim,,,"108,32 €",,,,,,,,21/07/2023,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,CLS 350,BlueEfficiency,Gasolina,Fevereiro,2011,227 529 km,3 498 cm3,306 cv,Sim,,Sim,Sedan,Cinzento,Automática,6,4,4,Classe 1,Tracção traseira,159 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,26 750        EUR,8087528678,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cls-350-blueefficiency-ID8PkrEV.html,Sim,Metalizado,22/02/2023,Sim,,,"573,26 €",,,,Classe CLS,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Dacia,Logan,0.9 TCe Confort,Gasolina,Dezembro,2019,34 611 km,898 cm3,90 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,4,5,,,,18 Meses,,,,,Usados,15 999        EUR,8090604120,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-logan-0-9-tce-confort-ID8PxlIQ.html,Sim,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Volvo,V40,2.0 D3 R-Design Geartronic,Diesel,Outubro,2017,159 000 km,1 969 cm3,150 cv,,,Sim,Utilitário,Branco,Automática,6,5,5,Classe 1,,,18 Meses,1,,Sim,,Usados,21 450        EUR,8087922070,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d3-r-design-geartronic-ID8Pm5ZY.html,Sim,Metalizado,,Sim,"4,60 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,E 220,,Diesel,Outubro,2012,99 562 km,2 143 cm3,170 cv,Sim,,Sim,Coupé,Cinzento,Manual,,3,,,,,18 Meses,,,,,Usados,22 900        EUR,8089390686,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-ID8Psg3k.html,,,,Sim,,,,,,,Classe E,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Citroën,Grand C4 Spacetourer,1.2 PureTech Feel,Gasolina,Outubro,2018,94 000 km,1 199 cm3,130 cv,Sim,,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,Usados,18 990        EUR,8090535878,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-grand-c4-spacetourer-1-2-puretech-feel-ID8Px3Ya.html,Sim,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Audi,A3 Sportback,1.0 TFSI,Gasolina,Novembro,2017,75 498 km,999 cm3,116 cv,Sim,,,Utilitário,Preto,Manual,,5,5,,,104 g/km,18 Meses,,,,,Usados,18 990        EUR,8090604109,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-0-tfsi-ID8PxlIF.html,,,,,"5,50 l/100km","3,90 l/100km",,,,,,,,,,"4,50 l/100km",,,,StandVirtual,Yes,2023-09-14
