Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,IVA Discriminado,IVA dedutível,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Sub-modelo,Valor Fixo,Aceita retoma,Não fumador,Tracção,Filtro de partículas,Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,Garantia de Fábrica até,ou até,Autonomia Máxima,Inspecção válida até,IUC,Consumo Combinado,Autonomia,Consumo
Profissional,Mercedes-Benz,GLA 250,,Híbrido (Gasolina),Dezembro,2020,61 256 km,1 400 cm3,218 cv,,,Sim,SUV / TT,Preto,,Automática,,5,5,Classe 2,31 g/km,36 Meses,,,Sim,Usados,49 000        EUR,8089639665,31 Maio 2023,Classe GLA,Sim,Sim,,,,,,,01/01/0001,,,28/12/2024,,,,
Profissional,Porsche,Cayenne,E-Hybrid,Híbrido (Gasolina),Julho,2018,130 000 km,2 995 cm3,462 cv,,,Sim,SUV / TT,Preto,,Automática,,5,5,,,36 Meses,,Importado,Sim,Usados,91 000        EUR,8089639594,31 Maio 2023,,,Sim,Sim,,,Sim,,,,,,01/07/2024,,,,
Profissional,BMW,X2,25 e xDrive Pack M,Híbrido (Gasolina),Fevereiro,2021,22 254 km,1 499 cm3,220 cv,,,Sim,SUV / TT,Preto,,Automática,,5,5,,,18 Meses,,Importado,,Usados,47 950        EUR,8089639520,31 Maio 2023,Série X,,Sim,,,,,,,,,,,,,,
Profissional,Citroën,DS5,,Híbrido (Diesel),Março,2014,225 700 km,1 997 cm3,200 cv,,,Sim,Sedan,Branco,,Automática,6,5,5,Classe 1,,18 Meses,2,Importado,Sim,Usados,14 500        EUR,8089639515,31 Maio 2023,,Sim,Sim,Sim,Integral,,,,,,,,,,,,
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Novembro,2020,129 000 km,1 950 cm3,306 cv,,,Sim,Carrinha,Cinzento,,Automática,,5,5,,,36 Meses,,Importado,Sim,Usados,49 290        EUR,8089639431,31 Maio 2023,Classe E,,Sim,Sim,,,Sim,,,,,,01/11/2024,,,,
Profissional,Mercedes-Benz,C 300,,Híbrido (Diesel),Dezembro,2020,88 000 km,1 993 cm3,313 cv,,,Sim,Sedan,Branco,,Automática,,4,5,,,36 Meses,,Importado,Sim,Usados,42 000        EUR,8089639419,31 Maio 2023,Classe C,,Sim,Sim,,,Sim,,,,,,01/12/2023,,,,
Profissional,Lexus,IS 300H,Executive,Híbrido (Gasolina),Novembro,2018,50 896 km,2 494 cm3,223 cv,,,Sim,Sedan,Preto,,Automática,,4,5,,,18 Meses,,Nacional,,Usados,34 000        EUR,8089639416,31 Maio 2023,IS,,Sim,Sim,,,,,,,,,,,,,
Profissional,Renault,Captur,1.6 E-Tech Plug-In Intens,Híbrido (Gasolina),Dezembro,2020,44 000 km,1 598 cm3,160 cv,,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,18 Meses,,Importado,Sim,Usados,25 900        EUR,8089468472,31 Maio 2023,,Sim,Sim,,,,,,,,,,,,,,
Profissional,Audi,Q7,3.0 TDi E-tron quattro S-line Tiptronic,Híbrido (Diesel),Junho,2018,118 007 km,2 967 cm3,374 cv,,,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,,24 Meses,,,Sim,Usados,61 500        EUR,8086268440,31 Maio 2023,,Sim,Sim,Sim,Integral,Sim,,,,,,,01/06/2022,,,,
Particular,BMW,320,e Touring Corporate Edition Auto,Híbrido (Gasolina),Fevereiro,2022,20 000 km,1 998 cm3,204 cv,,,,Carrinha,Branco,Metalizado,Automática,,5,,,,,,,Sim,Usados,46 000        EUR,8088636652,31 Maio 2023,Série 3,,,,,,Sim,,,,,,,,,,
Profissional,Porsche,Cayenne Coupé,Turbo S E-Hybrid,Híbrido (Gasolina),Janeiro,2020,15 000 km,3 996 cm3,680 cv,,,Sim,Coupé,Azul,,Automática,8,5,4,Classe 2,113 g/km,24 Meses,,Importado,Sim,Usados,210 000        EUR,8089639305,31 Maio 2023,,,Sim,Sim,,,Sim,,,,,,02/07/2024,"533,04 €",,,
Profissional,Kia,XCeed,1.6 GDi PHEV Tech,Híbrido (Gasolina),Novembro,2021,35 388 km,1 580 cm3,141 cv,,,Sim,SUV / TT,Preto,,Automática,,5,5,,,36 Meses,1,Importado,Sim,Usados,32 900        EUR,8089639244,31 Maio 2023,,Sim,Sim,Sim,,,Sim,,,01/01/0001,,,,,,,
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Janeiro,2023,2 000 km,1 332 cm3,218 cv,,Sim,Sim,Utilitário,Branco,,Automática,,5,5,,23 g/km,36 Meses,,Nacional,Sim,Usados,46 900        EUR,8089639241,31 Maio 2023,Classe A,,Sim,,,,,,,01/01/0001,,,,,,,
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Fevereiro,2020,50 000 km,1 950 cm3,306 cv,,,Sim,Sedan,Cinzento,,Automática,,4,5,,,18 Meses,,Nacional,Sim,Usados,47 450        EUR,8089639230,31 Maio 2023,Classe C,Sim,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,Lexus,IS 300H,F Sport,Híbrido (Gasolina),Março,2018,157 000 km,2 494 cm3,223 cv,,,Sim,Sedan,Preto,,Automática,,4,5,Classe 1,,18 Meses,1,Nacional,Sim,Usados,32 000        EUR,8089639205,31 Maio 2023,IS,,Sim,Sim,,,,,,,,,,,,,
Profissional,DS,DS7 Crossback,E-Tense Grand Chic EAT8,Híbrido (Gasolina),Fevereiro,2021,19 500 km,1 598 cm3,300 cv,,,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,18 Meses,,Nacional,,Usados,48 990        EUR,8089639195,31 Maio 2023,,Sim,,,,,,,,,,,,,,,
Profissional,BMW,330,,Híbrido (Gasolina),Setembro,2018,136 375 km,1 998 cm3,252 cv,,Sim,,Sedan,Prateado,,Automática,,4,5,,,18 Meses,,Nacional,Sim,Usados,29 400        EUR,8089639185,31 Maio 2023,Série 3,Sim,Sim,Sim,,,,,,,,,,,,,
Profissional,BMW,330,e iPerformance,Híbrido (Gasolina),Novembro,2017,61 100 km,1 998 cm3,252 cv,,Sim,Sim,Sedan,Preto,,Automática,,4,5,,,18 Meses,1,Nacional,Sim,Usados,29 500        EUR,8089639176,31 Maio 2023,Série 3,Sim,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,Mercedes-Benz,C 350,e,Híbrido (Gasolina),Outubro,2016,111 170 km,1 991 cm3,279 cv,,Sim,,Sedan,Preto,,Automática,7,4,5,Classe 1,,18 Meses,,Nacional,Sim,Usados,26 900        EUR,8089639169,31 Maio 2023,Classe C,Sim,Sim,Sim,,,Sim,,,,,,,,,,
Particular,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),Novembro,2017,235 000 km,2 894 cm3,462 cv,,,,Sedan,Cinzento,,Automática,,5,,,,,,,Sim,Usados,69 990        EUR,8088686054,31 Maio 2023,,,,Sim,,,Sim,,,30/11/2026,,,,,,,
Profissional,BMW,530,e iPerformance Line Luxury,Híbrido (Gasolina),Março,2018,76 396 km,1 998 cm3,252 cv,,,,Sedan,Cinzento,,Automática,,4,5,,46 g/km,18 Meses,1,Nacional,Sim,Usados,38 000        EUR,8089639112,31 Maio 2023,Série 5,,,,,,,,,,,,28/03/2024,,,,
Profissional,Volvo,XC 60,2.0 T8 PHEV Inscription Expression AWD,Híbrido (Gasolina),Fevereiro,2020,126 317 km,1 969 cm3,392 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,48 g/km,18 Meses,,,,Usados,43 450        EUR,8088720142,31 Maio 2023,,Sim,Sim,Sim,Integral,,,,,,,,,,,,
Profissional,Lexus,IS 300H,Executive,Híbrido (Gasolina),Março,2019,80 000 km,2 494 cm3,223 cv,,,Sim,Sedan,Cinzento,,Automática,,4,5,,,18 Meses,1,Nacional,Sim,Usados,30 900        EUR,8089639103,31 Maio 2023,IS,,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,BMW,330,e Touring Pack M Auto,Híbrido (Gasolina),Janeiro,2021,39 000 km,1 998 cm3,292 cv,,,Sim,Carrinha,Preto,,Automática,,5,5,,,18 Meses,,Nacional,Sim,Usados,51 450        EUR,8089639085,31 Maio 2023,Série 3,Sim,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,BMW,330,e Corporate Edition Auto,Híbrido (Gasolina),Dezembro,2019,50 000 km,1 998 cm3,292 cv,,Sim,Sim,Sedan,Prateado,,Automática,,4,5,,,18 Meses,,Nacional,Sim,Usados,36 450        EUR,8089639072,31 Maio 2023,Série 3,Sim,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,BMW,320,e Corporate Edition Auto,Híbrido (Gasolina),Junho,2021,46 000 km,1 998 cm3,204 cv,,Sim,,Sedan,Preto,,Automática,8,4,5,Classe 1,,24 Meses,,Nacional,Sim,Usados,42 900        EUR,8089639031,31 Maio 2023,Série 3,Sim,Sim,Sim,,,,,,,,,,,,,
Profissional,BMW,530,,Híbrido (Gasolina),Novembro,2018,132 800 km,1 998 cm3,252 cv,,Sim,Sim,Sedan,Prateado,,Automática,,4,5,Classe 1,,18 Meses,1,Nacional,Sim,Usados,34 900        EUR,8089639023,31 Maio 2023,Série 5,Sim,Sim,,,,Sim,,,,,,,,,,
Profissional,Honda,Jazz,1.5 i-MMD Executive,Híbrido (Gasolina),Janeiro,2021,19 000 km,1 498 cm3,109 cv,,,Sim,Citadino,Branco,,Automática,,5,5,Classe 1,,18 Meses,,,,Usados,26 900        EUR,8088653327,31 Maio 2023,,Sim,Sim,,,,,"2,50 l/100km",,,,,,,,,
Profissional,Peugeot,3008,1.6 Hybrid4 Allure Pack e-EAT8,Híbrido (Gasolina),Fevereiro,2021,34 725 km,1 598 cm3,300 cv,,,Sim,SUV / TT,Branco,,Automática,,5,5,,,36 Meses,,,,Usados,39 900        EUR,8089597864,31 Maio 2023,,Sim,,,,,,,,,,,,,,,
Profissional,VW,Passat,1.4 TSI GTE Plug-in,Híbrido (Gasolina),Julho,2017,74 750 km,1 395 cm3,218 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,7,4,5,Classe 1,,18 Meses,1,Nacional,Sim,Usados,25 990        EUR,8089185672,1 Junho 2023,,Sim,Sim,Sim,Tracção dianteira,,Sim,,,,,,,135 €,,,
Profissional,Porsche,Cayenne,E-Hybrid,Híbrido (Gasolina),Maio,2021,101 550 km,2 995 cm3,462 cv,,,Sim,SUV / TT,Branco,,Automática,,5,5,,,18 Meses,1,,Sim,Usados,108 000        EUR,8088678961,1 Junho 2023,,Sim,,Sim,,,Sim,,,,,,,"559,90 €",,,
Particular,Mercedes-Benz,C 350,e,Híbrido (Gasolina),Maio,2016,215 000 km,1 991 cm3,279 cv,,,,Sedan,Branco,,Automática,7,4,5,Classe 1,,,,,,Usados,20 000        EUR,8089559100,1 Junho 2023,Classe C,,,Sim,Tracção traseira,,Sim,,,,,,,,5 l/100km,,
Profissional,Lexus,UX 250h,Executive+,Híbrido (Gasolina),Maio,2020,63 509 km,1 987 cm3,184 cv,,,Sim,SUV / TT,Preto,,Automática,,5,,,120 g/km,23 Meses,,Nacional,,Usados,39 750        EUR,8089518353,1 Junho 2023,UX,Sim,,,,,,,"5,30 l/100km",11/05/2025,,,,,"4,10 l/100km",,
Particular,Land Rover,Range Rover Sport,3.0-sdv6-hybrid-4x4,Híbrido (Diesel),Novembro,2017,45 000 km,2 993 cm3,354 cv,,,,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,,,,Usados,62 500        EUR,8089441083,31 Maio 2023,,,,,,,,,,,,,,,,,
Particular,BMW,ActiveHybrid 7,,Híbrido (Gasolina),Julho,2017,152 000 km,1 998 cm3,326 cv,,,,Sedan,Cinzento,Metalizado,Automática,8,4,5,Classe 1,57 g/km,,2,Importado,Sim,Usados,45 000        EUR,8089580248,31 Maio 2023,Série 7,,,Sim,Tracção traseira,,Sim,,,,,26 km,,220 €,,,
Profissional,Toyota,Prius,1.8 Plug-In Premium,Híbrido (Gasolina),Janeiro,2021,47 200 km,1 798 cm3,122 cv,,,Sim,Sedan,Branco,,Automática,,5,,,,36 Meses,,Nacional,,Usados,40 500        EUR,8085394079,31 Maio 2023,,Sim,Sim,,,,,,,08/10/2021,,,,,,,
Profissional,Lexus,UX 250h,F Sport,Híbrido (Gasolina),Janeiro,2021,20 100 km,1 987 cm3,184 cv,,,Sim,SUV / TT,Cinzento,,Automática,,5,5,,126 g/km,55 Meses,,Nacional,,Usados,47 500        EUR,8086298610,31 Maio 2023,UX,Sim,,,,,,,,14/01/2028,,,,,"5,30 l/100km",,
Profissional,Toyota,Corolla,SD 1.8 Hybrid Exclusive,Híbrido (Gasolina),Junho,2019,85 251 km,1 798 cm3,122 cv,,,Sim,Sedan,Preto,,Automática,,4,5,,,36 Meses,,Nacional,,Usados,27 500        EUR,8085891249,31 Maio 2023,,Sim,Sim,,,,,,,07/06/2026,,,,,"4,90 l/100km",,
Profissional,Peugeot,3008,1.6 Hybrid GT e-EAT8,Híbrido (Gasolina),Março,2021,21 286 km,1 598 cm3,225 cv,,,Sim,SUV / TT,Branco,,Automática,,5,,,,36 Meses,,Nacional,,Usados,39 799        EUR,8089105605,31 Maio 2023,,Sim,,,,,,,,,,,,,,,
Profissional,Peugeot,3008,1.6 Hybrid GT e-EAT8,Híbrido (Gasolina),Março,2021,15 294 km,1 598 cm3,225 cv,,,Sim,SUV / TT,Vermelho,,Automática,,5,,,,36 Meses,,Nacional,,Usados,39 799        EUR,8089105581,31 Maio 2023,,Sim,,,,,,,,,,,,,,,
Profissional,Honda,CR-V,2.0 i-MMD Elegance,Híbrido (Gasolina),Janeiro,2021,21 031 km,1 993 cm3,184 cv,,,Sim,SUV / TT,Cinzento,,Automática,,5,,,,36 Meses,,Nacional,,Usados,34 999        EUR,8088909513,31 Maio 2023,,Sim,,,,,,,,,,,,,,,
Profissional,BMW,530,e iPerformance,Híbrido (Gasolina),Março,2019,56 298 km,1 998 cm3,252 cv,,,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,,44 g/km,18 Meses,,,,Usados,41 650        EUR,8085152053,31 Maio 2023,Série 5,Sim,Sim,,Tracção traseira,,,,,,,,,,,,
Profissional,Toyota,Corolla,2.0 Hybrid Square Collection,Híbrido (Gasolina),Setembro,2019,52 969 km,1 987 cm3,184 cv,,,Sim,Utilitário,Vermelho,,Automática,,5,,,,18 Meses,,Nacional,,Usados,28 999        EUR,8088911719,31 Maio 2023,,Sim,,,,,,,,,,,,,,,
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Janeiro,2021,50 826 km,1 798 cm3,122 cv,Sim,,Sim,SUV / TT,Branco,Pérola,Automática,,5,5,Classe 1,,60 Meses,,Nacional,Sim,Usados,30 500        EUR,8088417883,31 Maio 2023,,,,Sim,Tracção dianteira,,Sim,"3,20 l/100km",,01/01/2028,160 000 km,,,,,,
Profissional,Hyundai,Ioniq,1.6 GDI PHEV Pack Plus,Híbrido (Gasolina),Dezembro,2021,13 500 km,1 580 cm3,141 cv,,,,Utilitário,Prateado,,Automática,,5,5,,,66 Meses,,Nacional,,Usados,33 800        EUR,8088313083,31 Maio 2023,,Sim,,,,,,,,14/12/2028,,,,,"1,10 l/100km",,
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Junho,2021,55 867 km,1 798 cm3,122 cv,,,Sim,SUV / TT,Branco,,Automática,,5,,,86 g/km,61 Meses,,Nacional,,Usados,33 000        EUR,8088520779,31 Maio 2023,,Sim,Sim,,,,,,,15/07/2028,,,,,"3,80 l/100km",,
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Junho,2021,52 302 km,1 798 cm3,122 cv,,,Sim,SUV / TT,Branco,,Automática,,5,,,86 g/km,61 Meses,,Nacional,,Usados,33 000        EUR,8088520776,31 Maio 2023,,Sim,Sim,,,,,,,15/07/2028,,,,,"3,80 l/100km",,
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Junho,2021,30 561 km,1 798 cm3,122 cv,,,Sim,Monovolume,Preto,,Automática,,5,,,86 g/km,61 Meses,,Nacional,,Usados,33 000        EUR,8088520785,31 Maio 2023,,Sim,Sim,,,,,,,15/07/2028,,,,,"3,80 l/100km",,
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Junho,2021,60 753 km,1 798 cm3,122 cv,,,Sim,Monovolume,Branco,,Automática,,5,,,86 g/km,61 Meses,,Nacional,,Usados,35 000        EUR,8088520789,31 Maio 2023,,Sim,Sim,,,,,,,15/07/2028,,,,,"3,80 l/100km",,
Profissional,BMW,530,e,Híbrido (Gasolina),Outubro,2022,10 000 km,1 998 cm3,292 cv,,,,Sedan,Cinzento,,Automática,,5,5,,,36 Meses,,Nacional,,Usados,67 000        EUR,8088202913,31 Maio 2023,Série 5,Sim,,,,,,,,01/06/2026,,,,,"1,40 l/100km",,
Profissional,Toyota,Corolla Touring Sports,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Março,2021,54 567 km,1 798 cm3,122 cv,,,Sim,Carrinha,Preto,,Automática,,5,,,85 g/km,57 Meses,,Nacional,,Usados,32 000        EUR,8088417865,31 Maio 2023,,Sim,Sim,,,,,,,30/03/2028,,,,,"3,80 l/100km",,
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Junho,2021,446 950 km,1 798 cm3,122 cv,,,Sim,SUV / TT,Branco,,Automática,,5,,,86 g/km,61 Meses,,Nacional,,Usados,33 000        EUR,8088520778,31 Maio 2023,,Sim,Sim,,,,,,,15/07/2028,,,,,"3,80 l/100km",,
Profissional,Toyota,Corolla,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Janeiro,2021,46 582 km,1 798 cm3,122 cv,,,Sim,Utilitário,Branco,,Automática,,5,,,85 g/km,55 Meses,,Nacional,,Usados,30 750        EUR,8088202879,31 Maio 2023,,Sim,Sim,,,,,,,08/01/2028,,,,,"3,70 l/100km",,
Profissional,Toyota,Corolla,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Janeiro,2021,32 328 km,1 798 cm3,122 cv,,,Sim,Utilitário,Dourado,,Automática,,5,,,85 g/km,59 Meses,,Nacional,,Usados,30 750        EUR,8088655121,31 Maio 2023,,Sim,Sim,,,,,,,15/05/2028,,,,,"3,70 l/100km",,
Profissional,Peugeot,3008,1.6 Hybrid GT Line e-EAT8,Híbrido (Gasolina),Julho,2020,72 116 km,1 598 cm3,225 cv,,,Sim,SUV / TT,Cinzento,,Automática,,5,,,,18 Meses,,,,Usados,34 990        EUR,8087919543,31 Maio 2023,,Sim,Sim,,,,,,,,,,,,"6,70 l/100km",,
Profissional,Toyota,Corolla,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Janeiro,2021,40 308 km,1 798 cm3,122 cv,,,Sim,Utilitário,Dourado,,Automática,,5,,,85 g/km,59 Meses,,Nacional,,Usados,30 750        EUR,8088655120,31 Maio 2023,,Sim,Sim,,,,,,,15/05/2028,,,,,"3,70 l/100km",,
Profissional,Toyota,Corolla,SD 1.8 Hybrid Exclusive,Híbrido (Gasolina),Janeiro,2021,56 145 km,1 798 cm3,122 cv,,,Sim,Sedan,Preto,,Automática,,4,,,83 g/km,55 Meses,,Nacional,,Usados,31 250        EUR,8088202880,31 Maio 2023,,Sim,Sim,,,,,,,08/01/2028,,,,,"3,60 l/100km",,
Profissional,BMW,225xe Active Tourer,Advantage,Híbrido (Gasolina),Fevereiro,2019,42 500 km,1 499 cm3,224 cv,,,,Monovolume,Preto,,Automática,,5,,,,36 Meses,,Nacional,,Usados,31 900        EUR,8088170937,31 Maio 2023,Série 2,Sim,,,,,,,,02/06/2026,,,,,,,
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Janeiro,2021,58 462 km,1 798 cm3,122 cv,,,Sim,SUV / TT,Preto,,Automática,,5,,,86 g/km,56 Meses,,Nacional,,Usados,33 000        EUR,8088742398,31 Maio 2023,,Sim,Sim,,,,,,,29/02/2028,,,,,"3,80 l/100km",,
Profissional,Toyota,Corolla,SD 1.8 Hybrid Exclusive,Híbrido (Gasolina),Março,2021,44 333 km,1 798 cm3,122 cv,,,Sim,Sedan,Branco,,Automática,,4,,,83 g/km,57 Meses,,Nacional,,Usados,31 250        EUR,8089202832,31 Maio 2023,,Sim,Sim,,,,,,,30/03/2028,,,,,"3,60 l/100km",,
Profissional,Toyota,Corolla,SD 1.8 Hybrid Exclusive,Híbrido (Gasolina),Março,2021,42 900 km,1 798 cm3,122 cv,,,,Sedan,Cinzento,,Automática,,4,5,,,57 Meses,,Nacional,,Usados,28 900        EUR,8088520518,31 Maio 2023,,Sim,,,,,,,,30/03/2028,,,,,"4,90 l/100km",,
Profissional,Toyota,Corolla,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Junho,2021,45 208 km,1 798 cm3,122 cv,,,Sim,Utilitário,Dourado,,Automática,,5,,,85 g/km,60 Meses,,Nacional,,Usados,30 750        EUR,8088742403,31 Maio 2023,,Sim,Sim,,,,,,,30/06/2028,,,,,"3,70 l/100km",,
Profissional,Toyota,Corolla,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Janeiro,2021,43 780 km,1 798 cm3,122 cv,,,Sim,Utilitário,Dourado,,Automática,,5,5,,,59 Meses,,Nacional,,Usados,30 750        EUR,8088742397,31 Maio 2023,,Sim,Sim,,,,,,,15/05/2028,,,,,"4,90 l/100km",,
Profissional,Renault,Mégane Sport Tourer,1.6 E-Tech Plug-In Hybrid R.S. Line,Híbrido (Gasolina),Novembro,2021,65 000 km,1 598 cm3,160 cv,,,Sim,Carrinha,Azul,,Automática,,5,,,,36 Meses,,Nacional,,Usados,28 490        EUR,8089525784,31 Maio 2023,,Sim,,,,,,,,,,,,,,,
Particular,Mercedes-Benz,C 300,,Híbrido (Diesel),Janeiro,2018,136 000 km,2 143 cm3,231 cv,,,,Carrinha,Branco,,Automática,7,5,5,,104 g/km,,,,Sim,Usados,35 500        EUR,8089645987,31 Maio 2023,Classe C,Sim,,,Tracção traseira,Sim,Sim,4 l/100km,"3,70 l/100km",,,,,,,,
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Fevereiro,2020,50 000 km,1 950 cm3,306 cv,,,Sim,Sedan,Cinzento,,Automática,,4,5,,,18 Meses,,Nacional,Sim,Usados,47 450        EUR,8089639230,31 Maio 2023,Classe C,Sim,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,Toyota,Auris,1.8 HSD Comfort+P.Sport,Híbrido (Gasolina),Abril,2016,81 187 km,1 798 cm3,136 cv,,,Sim,Utilitário,Cinzento,Metalizado,Automática,,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Usados,19 990        EUR,8089471029,1 Junho 2023,,Sim,Sim,Sim,Tracção dianteira,,Sim,,,,,,,,,,
Particular,Mercedes-Benz,CLA 250,e Shooting Brake AMG Line,Híbrido (Gasolina),Agosto,2022,13 800 km,1 332 cm3,218 cv,,,,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,24 g/km,,1,Importado,Sim,Usados,49 950        EUR,8089604783,1 Junho 2023,Classe CLA,,,Sim,Tracção dianteira,,Sim,,,,,,,,,,
Particular,BMW,330,e iPerformance Line Sport Shadow,Híbrido (Gasolina),Junho,2017,94 000 km,1 998 cm3,252 cv,,,,Sedan,Azul,Metalizado,Automática,8,4,5,,82 g/km,,2,Nacional,Sim,Usados,34 500        EUR,8089602419,30 Maio 2023,Série 3,,,Sim,Tracção traseira,Sim,Sim,,,,,,30/06/2024,"215,14 €",,,
Profissional,BMW,330,e Touring Pack M Auto,Híbrido (Gasolina),Março,2021,68 014 km,1 998 cm3,292 cv,,,Sim,Sedan,Preto,,Automática,,5,5,,,18 Meses,,Nacional,,Usados,41 990        EUR,8089570106,31 Maio 2023,Série 3,Sim,,,,,,,,,,,,,,,
Profissional,BMW,320,e Touring Pack M Auto,Híbrido (Gasolina),Março,2021,112 471 km,1 998 cm3,204 cv,,,,Carrinha,Branco,,Automática,,5,5,,,36 Meses,,Nacional,,Usados,42 900        EUR,8089202656,31 Maio 2023,Série 3,Sim,,,,,,,,01/06/2026,,,,,"1,50 l/100km",,
Profissional,Lexus,UX 250h,Special Edition (LCA),Híbrido (Gasolina),Junho,2021,43 277 km,1 987 cm3,184 cv,,,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,60 Meses,,Nacional,,Usados,43 500        EUR,8088654988,31 Maio 2023,UX,Sim,,,,,,,,30/06/2028,,,,,"5,30 l/100km",,
Profissional,Audi,Q3 Sportback,45 TFSIe S line S tronic,Híbrido (Gasolina),Agosto,2021,15 894 km,1 395 cm3,245 cv,,,Sim,SUV / TT,Branco,,Automática,,5,,,,36 Meses,,Nacional,,Usados,53 990        EUR,8089075060,31 Maio 2023,,Sim,,,,,,,,,,,,,,,
Profissional,BMW,330,e iPerformance Pack M Shadow,Híbrido (Gasolina),Outubro,2016,139 000 km,1 998 cm3,252 cv,,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,,18 Meses,1,,Sim,Usados,25 950        EUR,8089159829,31 Maio 2023,Série 3,Sim,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,Mercedes-Benz,GLE 350,de Coupé 4Matic,Híbrido (Diesel),Novembro,2022,3 000 km,1 950 cm3,320 cv,,,Sim,SUV / TT,Branco,,Automática,9,5,5,,,36 Meses,1,Nacional,,Usados,108 500        EUR,8088497572,30 Maio 2023,Classe GLE,,Sim,Sim,,Sim,Sim,,,,,,,,,,
Profissional,Hyundai,Tucson,1.6 T-GDI HEV Premium,Híbrido (Gasolina),Fevereiro,2021,11 000 km,1 598 cm3,230 cv,,,Sim,SUV / TT,Prateado,,Automática,,5,,,,36 Meses,,Nacional,,Usados,36 500        EUR,8089645510,30 Maio 2023,,Sim,Sim,,,,,,,,,,,,"5,70 l/100km",,
Profissional,Toyota,Corolla,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Outubro,2019,77 043 km,1 798 cm3,122 cv,,,Sim,Utilitário,Cinzento,,Automática,,5,,,83 g/km,36 Meses,,Nacional,,Usados,26 750        EUR,8089645488,30 Maio 2023,,Sim,Sim,,,,,,,01/06/2026,,,,,"3,60 l/100km",,
Particular,BMW,330,e iPerformance,Híbrido (Gasolina),Julho,2018,63 054 km,1 998 cm3,252 cv,,,,Sedan,Azul,Metalizado,Automática,,4,5,,45 g/km,,,,Sim,Usados,26 800        EUR,8089531762,30 Maio 2023,Série 3,Sim,,,,Sim,,,,,,,,,,,
Profissional,Lexus,UX 250h,Special Edition (LCA),Híbrido (Gasolina),Setembro,2022,18 960 km,1 987 cm3,184 cv,,,Sim,SUV / TT,Verde,,Automática,,5,5,,122 g/km,75 Meses,,Nacional,,Usados,48 000        EUR,8089202155,30 Maio 2023,UX,Sim,,,,,,,,30/09/2029,,,,,"5,40 l/100km",,
Profissional,BMW,330,,Híbrido (Gasolina),Julho,2018,86 455 km,1 998 cm3,184 cv,,,Sim,Sedan,Cinzento,,Automática,8,4,5,Classe 1,44 g/km,18 Meses,,Nacional,Sim,Usados,32 950        EUR,8087800158,30 Maio 2023,Série 3,,Sim,,Tracção traseira,,,,,,,,,,,,
