Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Filtro de partículas,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Versão,Valor Fixo,Tipo de cor,Tracção,Emissões CO2,Origem,Consumo Urbano,Consumo Extra Urbano,IUC,Sub-modelo,IVA Discriminado,IVA dedutível,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,Consumo Combinado,Garantia de Fábrica até,ou até,Consumo,Clássico,Site,Portugal
Profissional,BMW,X4,Diesel,Janeiro,2017,155 000 km,1 995 cm3,190 cv,,Sim,SUV / TT,Cinzento,Automática,,5,,,,,36 Meses,,,,,Usados,34 950        EUR,8089633364,6 Julho 2023,20 d xDrive Auto,,Metalizado,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Abril,2019,81 041 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Cinzento,Automática,9,5,5,Classe 1,Sim,29/04/2025,18 Meses,1,,Sim,Sim,Usados,32 990        EUR,8089987959,6 Julho 2023,d Station 9G-TRONIC Avantgarde,Sim,Metalizado,Tracção traseira,118 g/km,,"5,20 l/100km",4 l/100km,"235,26 €",Classe C,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Outubro,2019,28 153 km,1 461 cm3,116 cv,Sim,Sim,Sedan,Azul,Automática,7,4,5,Classe 1,Sim,,36 Meses,1,Sim,Sim,Sim,Usados,34 690        EUR,8088047621,6 Julho 2023,d Progressive Aut.,Sim,Metalizado,Tracção dianteira,122 g/km,Importado,,,145 €,Classe CLA,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Particular,Tesla,Model 3,Eléctrico,Novembro,2021,22 500 km,,351 cv,,,Sedan,Branco,Automática,,4,5,Classe 1,,24/11/2025,,1,,Sim,Sim,Usados,42 900        EUR,8087528490,6 Julho 2023,Long-Range Dual Motor AWD,Sim,Pérola,Integral,,Importado,,,,,,,560 km,75 kWh,Própria,600 km,,18/12/2025,80 000 km,16 kWh/100km,,StandVirtual,Yes
Profissional,Tesla,Model S,Eléctrico,Novembro,2017,125 000 km,,320 cv,Sim,Sim,Citadino,Cinzento,Automática,,5,5,Classe 1,Sim,,18 Meses,,,Sim,,Usados,37 999        EUR,8088256418,6 Julho 2023,75,Sim,,,,Importado,,,,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,118,Gasolina,Agosto,2020,31 750 km,1 499 cm3,140 cv,,,Utilitário,Branco,Automática,,5,5,,,,36 Meses,,,,,Usados,32 900        EUR,8089875112,6 Julho 2023,i Auto,Sim,,,,Importado,7 l/100km,"4,30 l/100km",,Série 1,,,,,,,"5,30 l/100km",06/07/2026,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Eléctrico,Março,2019,87 993 km,,513 cv,,Sim,Sedan,Preto,Automática,,4,5,,,,18 Meses,1,Sim,Sim,,Usados,42 990        EUR,8088799292,6 Julho 2023,Performance Dual Motor AWD,Sim,,,,Nacional,,,,,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,Diesel,Dezembro,2018,87 650 km,1 969 cm3,190 cv,Sim,Sim,SUV / TT,Cinzento,Automática,8,5,5,,,,18 Meses,1,Sim,Sim,Sim,Usados,37 990        EUR,8089812448,6 Julho 2023,2.0 D4 Momentum Plus Geartronic,Sim,Metalizado,Tracção dianteira,157 g/km,Nacional,"5,60 l/100km","4,50 l/100km",,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V90,Híbrido (Gasolina),Dezembro,2018,132 000 km,1 969 cm3,392 cv,Sim,Sim,Carrinha,Preto,Automática,,5,5,Classe 1,Sim,,18 Meses,1,Sim,Sim,Sim,Usados,37 750        EUR,8089747667,6 Julho 2023,2.0 T8 Momentum AWD Geartronic,Sim,,,,Nacional,,,"215,14 €",,,Sim,,,,,,,,,,StandVirtual,Yes
Particular,Volvo,V90,Diesel,Dezembro,2017,70 500 km,1 969 cm3,190 cv,,,Carrinha,Cinzento,Automática,8,5,5,,,,,1,Sim,Sim,Sim,Usados,37 500        EUR,8089910342,6 Julho 2023,2.0 D4 Inscription Geartronic,,Metalizado,Tracção dianteira,153 g/km,Nacional,"5,60 l/100km","4,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,418 Gran Coupé,Diesel,Junho,2019,55 000 km,1 995 cm3,150 cv,,,Utilitário,Preto,Automática,,5,,,,,36 Meses,,,,,Usados,30 900        EUR,8089875127,6 Julho 2023,d Advantage Auto,Sim,,,,Nacional,"5,20 l/100km","4,10 l/100km",,Série 4,,,,,,,"4,50 l/100km",06/07/2026,,,,StandVirtual,Yes
Profissional,Audi,A6 Avant,Diesel,Fevereiro,2018,95 000 km,1 968 cm3,190 cv,Sim,Sim,Carrinha,Preto,Automática,,5,5,Classe 1,Sim,,18 Meses,1,Sim,Sim,Sim,Usados,31 900        EUR,8088165678,6 Julho 2023,2.0 TDi S tronic,Sim,Metalizado,,,Nacional,,,226 €,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 250,Diesel,Janeiro,2016,135 000 km,2 143 cm3,204 cv,Sim,Sim,Sedan,Cinzento,Automática,9,4,5,Classe 1,,,18 Meses,1,Sim,,Sim,Usados,32 500        EUR,8089687457,6 Julho 2023,BlueTEC Elegance Auto,,Metalizado,Tracção traseira,118 g/km,Nacional,"5,30 l/100km","3,90 l/100km",270 €,Classe E,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,Diesel,Fevereiro,2017,178 000 km,1 995 cm3,231 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,7,Classe 1,Sim,,18 Meses,,Sim,Sim,Sim,Usados,38 750        EUR,8089957971,6 Julho 2023,25 d sDrive Comfort 7L,Sim,,,,Nacional,,,"271,56 €",Série X,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,740,Híbrido (Gasolina),Abril,2017,156 000 km,1 998 cm3,326 cv,,,Sedan,Preto,Automática,,4,5,,Sim,,,,,,,Usados,42 000        EUR,8089989154,6 Julho 2023,e iPerformance Pack M,Sim,Metalizado,Integral,,,,,,Série 7,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,Diesel,Abril,2021,126 000 km,1 995 cm3,150 cv,Sim,Sim,Carrinha,Preto,Automática,,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,32 450        EUR,8089989156,6 Julho 2023,d Touring Line Luxury Auto,Sim,Metalizado,,,Nacional,,,,Série 3,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 45 AMG,Gasolina,Setembro,2014,139 000 km,1 991 cm3,360 cv,,Sim,Utilitário,Preto,Automática,8,5,5,,,,36 Meses,,Sim,Sim,Sim,Usados,31 999        EUR,8087999738,6 Julho 2023,4-Matic,,Metalizado,Integral,,,"8,80 l/100km",,,Classe A,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,CX-30,Gasolina,Março,2023,90 km,1 998 cm3,150 cv,Sim,Sim,SUV / TT,Branco,Manual,6,5,5,Classe 1,,,72 Meses,,Sim,Sim,Sim,Usados,32 990        EUR,8089370203,6 Julho 2023,2.0 Sky-G Homura,,Pérola,Tracção dianteira,,Nacional,"6,20 l/100km",,,,,,,,,,,21/03/2029,150 000 km,,,StandVirtual,Yes
Profissional,BMW,520,Diesel,Outubro,2018,113 000 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Cinzento,Automática,,5,5,Classe 1,,01/10/2024,18 Meses,,Sim,Sim,Sim,Usados,35 750        EUR,8089253327,6 Julho 2023,d Pack M Auto,Sim,Metalizado,,,Nacional,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Abril,2022,27 000 km,1 950 cm3,116 cv,Sim,Sim,Utilitário,Azul,Automática,,5,5,Classe 1,,,24 Meses,,Sim,Sim,Sim,Usados,39 900        EUR,8088471275,6 Julho 2023,d AMG Line Aut.,Sim,,,,Nacional,"5,30 l/100km",,,Classe A,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Sharan,Diesel,Abril,2017,77 000 km,1 968 cm3,150 cv,Sim,Sim,Monovolume,Cinzento,Manual,,5,7,Classe 1,,,18 Meses,,,Sim,Sim,Usados,31 450        EUR,8088184379,6 Julho 2023,2.0 TDI Blue Confortline,Sim,,,,Nacional,6 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,e-Niro,Eléctrico,Maio,2019,73 000 km,,203 cv,Sim,Sim,SUV / TT,Branco,Automática,6,5,5,,,,18 Meses,,Sim,Sim,Sim,Usados,30 990        EUR,8088100365,6 Julho 2023,EV 64kWh,,Pérola,,,,,,,,,Sim,450 km,64 kWh,Própria,450 km,,,,"14,10 kWh/100km",,StandVirtual,Yes
Profissional,Mazda,CX-30,Gasolina,Junho,2021,15 465 km,1 998 cm3,180 cv,Sim,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,,,30 Meses,,Sim,Sim,Sim,Usados,31 990        EUR,8086286009,6 Julho 2023,2.0 Sky-X Evolve i-Active,,Metalizado,Tracção dianteira,,Nacional,"5,20 l/100km",,,,,,,,,,,22/06/2024,100 000 km,,,StandVirtual,Yes
Particular,Mercedes-Benz,GLC 250,Diesel,Dezembro,2016,228 000 km,2 143 cm3,204 cv,,,SUV / TT,Cinzento,Automática,,5,,,Sim,,,,,,,Usados,42 500        EUR,8089911946,6 Julho 2023,d Coupe 4Matic 9G-TRONIC AMG Line,,Metalizado,,,,"6,90 l/100km",,,Classe GLC,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,Diesel,Outubro,2014,214 000 km,2 967 cm3,258 cv,,,SUV / TT,Azul,Automática,7,5,5,Classe 1,,,18 Meses,,Sim,,Sim,Usados,41 900        EUR,8089967206,6 Julho 2023,S,,Metalizado,Integral,161 g/km,,"6,70 l/100km","5,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Leaf,Eléctrico,Abril,2021,28 246 km,,218 cv,,,Utilitário,Vermelho,Automática,,5,5,,,,36 Meses,,,,,Usados,31 490        EUR,8089874428,6 Julho 2023,e+ N-Connecta,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Janeiro,2020,36 722 km,1 461 cm3,116 cv,,,Utilitário,Cinzento,Automática,,5,5,,,,36 Meses,,Sim,,,Usados,35 900        EUR,8089344154,6 Julho 2023,d AMG Line Aut.,,,,,Nacional,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,Gasolina,Agosto,2022,2 820 km,1 477 cm3,129 cv,Sim,Sim,SUV / TT,Preto,Manual,,5,5,,,,36 Meses,,,,Sim,Usados,35 900        EUR,8088678960,6 Julho 2023,1.5 T2 Essential,Sim,,,165 g/km,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Dezembro,2018,105 000 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Cinzento,Automática,9,5,5,Classe 1,Sim,05/08/2025,18 Meses,1,Sim,Sim,Sim,Usados,37 990        EUR,8088706710,6 Julho 2023,d Station 9G-TRONIC AMG Line,,Metalizado,Tracção traseira,147 g/km,Importado,"5,80 l/100km","5,50 l/100km",220 €,Classe C,,,,,,,"5,60 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Abril,2019,115 000 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Azul,Automática,9,5,5,Classe 1,Sim,,18 Meses,1,Sim,Sim,Sim,Usados,37 900        EUR,8089773603,6 Julho 2023,d Station 9G-TRONIC AMG Line,,Metalizado,,147 g/km,Importado,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 220,Diesel,Abril,2019,55 572 km,1 950 cm3,194 cv,,,Carrinha,Branco,Automática,9,5,5,Classe 1,,,,,,Sim,Sim,Usados,34 990        EUR,8088829922,6 Julho 2023,d,Sim,Metalizado,Tracção traseira,128 g/km,,"5,50 l/100km",,270 €,Classe C,,,,,,1 200 km,,,,,,StandVirtual,Yes
Profissional,Lexus,NX 300h,Híbrido (Gasolina),Abril,2019,50 286 km,2 494 cm3,197 cv,Sim,Sim,SUV / TT,Branco,Automática,,5,5,,,,36 Meses,,Sim,,Sim,Usados,44 500        EUR,8089516749,6 Julho 2023,Executive+,Sim,Metalizado,,,,"5,10 l/100km",,,NX,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,Diesel,Outubro,2017,96 000 km,1 955 cm3,210 cv,Sim,Sim,SUV / TT,Cinzento,Automática,8,5,5,Classe 2,,01/10/2023,18 Meses,,,Sim,Sim,Usados,42 990        EUR,8088498411,6 Julho 2023,,,,,,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Eléctrico,Junho,2021,26 100 km,,513 cv,,,Sedan,Branco,Automática,,4,,,,,18 Meses,,,,,Usados,44 900        EUR,8089842602,3 Julho 2023,Performance Dual Motor AWD,Sim,Pérola,,,,,,,,,,567 km,,,,,,,"16,60 kWh/100km",,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Agosto,2018,78 242 km,1 461 cm3,109 cv,Sim,Sim,Utilitário,Branco,Automática,7,5,5,Classe 1,Sim,,24 Meses,,,,Sim,Usados,32 990        EUR,8088708791,6 Julho 2023,d AMG Line Aut.,Sim,,,,Nacional,"4,50 l/100km",,,Classe A,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X3,Diesel,Maio,2018,52 500 km,1 995 cm3,190 cv,Sim,Sim,SUV / TT,Preto,Automática,8,5,5,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,39 990        EUR,8089868337,6 Julho 2023,20 d xDrive Advantage Auto,Sim,Metalizado,Integral,136 g/km,Nacional,"5,60 l/100km","4,90 l/100km",,Série X,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X3,Diesel,Novembro,2019,72 640 km,1 995 cm3,150 cv,Sim,Sim,SUV / TT,Azul,Automática,,5,5,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,44 600        EUR,8089155589,6 Julho 2023,18 d sDrive xLine Auto,Sim,Metalizado,,,Nacional,,,,Série X,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,Diesel,Janeiro,2021,22 490 km,1 995 cm3,150 cv,Sim,Sim,Carrinha,Cinzento,Automática,,5,5,,,,18 Meses,,Sim,Sim,Sim,Usados,44 600        EUR,8085947081,6 Julho 2023,d Touring Line Sport Auto,Sim,Metalizado,,,Nacional,,,,Série 3,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Fevereiro,2022,39 000 km,1 950 cm3,116 cv,Sim,Sim,Citadino,Preto,Automática,,5,5,,,,36 Meses,,,,Sim,Usados,37 400        EUR,8089821733,6 Julho 2023,d AMG Line Aut.,Sim,,,133 g/km,Nacional,,,,Classe A,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,e-2008,Eléctrico,Dezembro,2022,6 853 km,,136 cv,,,Citadino,Preto,Automática,,5,,,,,18 Meses,,,,,Usados,37 990        EUR,8089773812,6 Julho 2023,Allure Pack,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,Diesel,Fevereiro,2023,9 277 km,1 461 cm3,115 cv,,,Carrinha,Preto,Manual,,5,5,,,,31 Meses,,,,,Usados,30 950        EUR,8089989091,6 Julho 2023,1.5 Blue dCi Techno,Sim,,,,Nacional,,,,,,,,,,,"4,70 l/100km",14/02/2026,,,,StandVirtual,Yes
Profissional,Audi,Q5,Híbrido (Gasolina),Maio,2020,88 273 km,1 984 cm3,299 cv,Sim,Sim,SUV / TT,Preto,Automática,7,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,44 990        EUR,8089384171,6 Julho 2023,50 TFSIe quattro Sport S tronic,Sim,Metalizado,Integral,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,IS 300H,Híbrido (Gasolina),Novembro,2018,72 332 km,2 494 cm3,223 cv,Sim,Sim,Sedan,Cinzento,Automática,,4,5,Classe 1,,,18 Meses,,,,Sim,Usados,31 990        EUR,8089623485,6 Julho 2023,Executive+,Sim,Metalizado,Tracção traseira,133 g/km,Nacional,"4,50 l/100km","4,50 l/100km",,IS,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,530,Híbrido (Gasolina),Setembro,2018,68 474 km,1 998 cm3,252 cv,Sim,Sim,Sedan,Preto,Automática,8,4,5,Classe 1,,,18 Meses,,,,Sim,Usados,39 490        EUR,8089076202,6 Julho 2023,e iPerformance Pack M,Sim,Metalizado,,,Nacional,,,,Série 5,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A5 Sportback,Diesel,Agosto,2019,84 219 km,1 968 cm3,190 cv,Sim,Sim,Sedan,Preto,Automática,7,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,37 990        EUR,8089075242,6 Julho 2023,40 TDI Design S tronic,Sim,,,,Nacional,"5,10 l/100km",,,,Sim,,,,,,,,,,,StandVirtual,Yes
Particular,Audi,A4 Avant,Diesel,Outubro,2018,149 550 km,1 968 cm3,190 cv,,,Carrinha,Branco,Automática,,5,5,,,,,,,Sim,Sim,Usados,31 300        EUR,8089936457,6 Julho 2023,2.0 TDI quattro S-line S tronic,,Metalizado,Tracção dianteira,120 g/km,,"5,20 l/100km","4,10 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Coupé,Diesel,Setembro,2022,19 000 km,1 496 cm3,116 cv,Sim,Sim,Coupé,Cinzento,Automática,,5,4,,,,18 Meses,,,,Sim,Usados,38 750        EUR,8089552362,6 Julho 2023,,Sim,,,110 g/km,Nacional,,,,Série 2,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane E-Tech,Híbrido (Gasolina),Fevereiro,2023,112 km,1 598 cm3,160 cv,Sim,Sim,Carrinha,Branco,Automática,,5,5,,,,24 Meses,,,,Sim,Usados,39 650        EUR,8089232634,6 Julho 2023,,Sim,,,28 g/km,Nacional,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ateca,Diesel,Setembro,2022,10 344 km,1 968 cm3,115 cv,Sim,Sim,SUV / TT,Preto,Manual,6,5,5,,,,48 Meses,,Sim,Sim,Sim,Usados,33 750        EUR,8088991941,6 Julho 2023,2.0 TDI Style,Sim,Metalizado,Tracção dianteira,,Nacional,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Abril,2021,63 000 km,1 950 cm3,116 cv,Sim,Sim,Utilitário,Preto,Automática,,5,5,Classe 1,,,24 Meses,,Sim,Sim,Sim,Usados,37 400        EUR,8088327423,6 Julho 2023,d AMG Line Aut.,Sim,,,,Nacional,"5,30 l/100km",,,Classe A,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,Diesel,Março,2021,28 349 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Cinzento,Automática,,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,34 990        EUR,8089372125,6 Julho 2023,d Pack M Auto,Sim,Metalizado,,,Nacional,,,,Série 1,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,XE,Diesel,Março,2018,59 587 km,1 999 cm3,180 cv,Sim,Sim,Sedan,Branco,Automática,8,4,5,Classe 1,,,18 Meses,,,,Sim,Usados,32 990        EUR,8089603605,6 Julho 2023,2.0 D R-Sport Aut.,Sim,,Tracção traseira,154 g/km,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,Diesel,Março,2017,96 890 km,1 995 cm3,190 cv,Sim,Sim,Sedan,Preto,Automática,8,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,31 490        EUR,8089860622,6 Julho 2023,d Pack M Auto,Sim,Metalizado,Tracção traseira,129 g/km,Nacional,,,,Série 4,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,Híbrido (Gasolina),Maio,2020,44 108 km,1 332 cm3,218 cv,Sim,Sim,Utilitário,Azul,Automática,9,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,38 990        EUR,8089057103,6 Julho 2023,e AMG Line,Sim,Metalizado,,,Nacional,,,,Classe A,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,Híbrido (Diesel),Março,2019,98 623 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Preto,Automática,9,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,41 990        EUR,8089160410,6 Julho 2023,De AMG Line,Sim,Metalizado,,,Nacional,,,,Classe E,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,Diesel,Maio,2022,17 km,1 461 cm3,115 cv,Sim,Sim,Carrinha,Branco,Manual,6,5,5,Classe 1,,,18 Meses,,,Sim,Sim,Novos,31 990        EUR,8086740222,6 Julho 2023,1.5 Blue dCi R.S. Line,Sim,,,,Nacional,"4,60 l/100km",,,,Sim,,,,,,,27/04/2025,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,Híbrido (Diesel),Abril,2019,81 760 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Cinzento,Automática,9,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,44 990        EUR,8089851897,6 Julho 2023,De AMG Line,Sim,Metalizado,,,Nacional,,,,Classe E,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,525,Diesel,Setembro,2017,14 228 km,1 995 cm3,231 cv,Sim,Sim,Sedan,Preto,Automática,8,4,5,Classe 1,,,18 Meses,,,,Sim,Usados,44 990        EUR,8087526999,6 Julho 2023,d Pack M Auto,Sim,Metalizado,,,Nacional,,,,Série 5,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,Diesel,Outubro,2018,59 320 km,1 499 cm3,130 cv,Sim,Sim,Monovolume,Branco,Automática,,5,7,,,,18 Meses,,,,Sim,Usados,32 990        EUR,8088213945,6 Julho 2023,1.5 BlueHDi Allure EAT8,Sim,,,,Nacional,"4,50 l/100km",,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,Diesel,Maio,2021,32 330 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Preto,Manual,,5,5,Classe 1,,,18 Meses,,Sim,,Sim,Usados,30 800        EUR,8089018118,6 Julho 2023,d Pack M,Sim,Metalizado,,,Nacional,,,,Série 1,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,Híbrido (Gasolina),Outubro,2019,74 294 km,1 998 cm3,292 cv,Sim,Sim,Sedan,Preto,Automática,8,4,5,Classe 1,,,18 Meses,,,,Sim,Usados,33 990        EUR,8089816923,6 Julho 2023,e Corporate Edition Auto,Sim,Metalizado,Tracção traseira,30 g/km,Nacional,,,,Série 3,,Sim,,,,66 km,,,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Coupé,Diesel,Janeiro,2022,15 860 km,1 496 cm3,116 cv,Sim,Sim,Sedan,Preto,Automática,,4,,,,,18 Meses,,Sim,Sim,Sim,Usados,39 900        EUR,8087800161,6 Julho 2023,d Pack M,Sim,Metalizado,,,Nacional,,,,Série 2,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X1,Híbrido (Gasolina),Setembro,2020,12 897 km,1 499 cm3,220 cv,Sim,Sim,SUV / TT,Preto,Automática,,5,5,,,,18 Meses,,Sim,Sim,Sim,Usados,42 400        EUR,8088770041,6 Julho 2023,25 e xDrive Line Sport,Sim,Metalizado,,,Nacional,,,,Série X,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X1,Diesel,Dezembro,2019,62 144 km,1 496 cm3,116 cv,Sim,Sim,SUV / TT,Preto,Automática,,5,5,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,37 950        EUR,8087501777,6 Julho 2023,16 d sDrive xLine Auto,Sim,Metalizado,,,Nacional,,,,Série X,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,Diesel,Outubro,2020,41 000 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Azul,Automática,8,5,5,Classe 1,,,18 Meses,2,,Sim,,Usados,46 980        EUR,8088904661,6 Julho 2023,d Touring Pack M Auto,,,,130 g/km,Importado,,,,Série 3,Sim,,,,,,,,,,,StandVirtual,Yes
Particular,Land Rover,Range Rover Sport,Diesel,Dezembro,2015,248 000 km,2 993 cm3,306 cv,,,SUV / TT,Preto,Automática,,5,7,,,,,,Sim,Sim,Sim,Usados,48 000        EUR,8089686939,6 Julho 2023,3.0 SDV6 HSE,,Metalizado,,,,"7,90 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Eléctrico,Junho,2023,70 km,,513 cv,,Sim,Sedan,Branco,Automática,9,4,5,Classe 1,,,36 Meses,,Sim,Sim,Sim,Usados,54 500        EUR,8089944177,6 Julho 2023,Dual Motor Performance AWD,Sim,Metalizado,Integral,,Nacional,,,,,Sim,Sim,547 km,,Própria,,,30/06/2027,80 000 km,"18,60 kWh/100km",,StandVirtual,Yes
Profissional,Toyota,RAV4,Híbrido (Gasolina),Agosto,2021,51 831 km,2 487 cm3,309 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,,,,,61 Meses,,,,,Usados,55 000        EUR,8089637558,26 Junho 2023,2.5 HDF Plug-in Square Co.AWD-i,Sim,,,,Nacional,,,,,,,,,,,,26/08/2028,,,,StandVirtual,Yes
Profissional,Lexus,UX 250h,Híbrido (Gasolina),Setembro,2021,18 312 km,1 987 cm3,184 cv,,Sim,SUV / TT,Preto,Automática,,5,,,,,62 Meses,,,,,Usados,45 500        EUR,8089878735,6 Julho 2023,Special Edition (LCA),Sim,,,120 g/km,Nacional,,,,UX,,,,,,,"4,30 l/100km",30/09/2028,,,,StandVirtual,Yes
Profissional,Lexus,UX 300e,Eléctrico,Junho,2021,21 017 km,,204 cv,,Sim,SUV / TT,Cinzento,Automática,,5,,,,,59 Meses,,,,,Usados,59 000        EUR,8089878723,6 Julho 2023,Luxury+TAE+JLL18,Sim,,,,Nacional,,,,UX,,,,,,,,28/06/2028,,,,StandVirtual,Yes
Profissional,BMW,520,Diesel,Fevereiro,2020,61 914 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Azul,Automática,8,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,47 250        EUR,8087577174,6 Julho 2023,d Auto,,,Tracção traseira,,Nacional,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,NX 300h,Híbrido (Gasolina),Março,2020,41 068 km,2 494 cm3,197 cv,,Sim,SUV / TT,Cinzento,Automática,,5,,,,,44 Meses,,,,,Usados,51 500        EUR,8089878750,6 Julho 2023,Executive+,Sim,,,168 g/km,Nacional,,,,NX,,,,,,,"5,90 l/100km",20/03/2027,,,,StandVirtual,Yes
