Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Autonomia,Capacidade da bateria,Valor Fixo,Autonomia Máxima,Origem,Sub-modelo,Classe do veículo,Registo(s),Garantia de Fábrica até,ou até,Consumo Combinado,Filtro de partículas,IUC,Gancho de Reboque,Consumo,Bateria,Clássico,Site,Portugal,Data
Profissional,MINI,Cooper,D,Diesel,Outubro,2010,180 000 km,1 560 cm3,110 cv,Utilitário,Vermelho,Manual,6,3,4,Tracção dianteira,,"4,70 l/100km",,Usados,8 990        EUR,8090172656,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-d-ID8PwxtK.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,C 200,Station CDI Avantgarde Edition,Diesel,Setembro,2010,220 000 km,2 143 cm3,136 cv,Carrinha,Preto,Manual,6,5,5,Tracção traseira,,6 l/100km,,Usados,13 999        EUR,8090804676,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-station-cdi-avantgarde-edition-ID8PybTC.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,,,Nacional,Classe C,Classe 1,2,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Clio,0.9 TCe Limited Edition,Gasolina,Julho,2018,104 810 km,898 cm3,90 cv,Utilitário,Cinzento,Manual,5,5,5,,,,,Usados,13 970        EUR,8090425464,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-edition-ID8PvBfi.html,,Sim,Sim,,,18 Meses,Sim,,Sim,,,Sim,,Importado,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Citroën,C5 Tourer,,Diesel,Fevereiro,2013,165 000 km,1 560 cm3,115 cv,Carrinha,Cinzento,Automática,,5,5,,,"5,20 l/100km",,Usados,10 500        EUR,8089847473,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-tourer-ID8PuaSR.html,,,Sim,Metalizado,,18 Meses,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Particular,MINI,Coupé,Cooper SD,Diesel,Dezembro,2011,240 000 km,1 995 cm3,143 cv,Pequeno citadino,Bege,Manual,6,2,,Tracção dianteira,114 g/km,"5,10 l/100km","3,90 l/100km",Usados,14 490        EUR,8090804644,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-coup-cooper-sd-ID8PybT6.html,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Kia,Rio,1.2 CVVT LX,Gasolina,Janeiro,2016,85 094 km,1 248 cm3,85 cv,Citadino,Prateado,Manual,5,5,5,,,,,Usados,12 870        EUR,8090298657,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-rio-1-2-cvvt-lx-ID8Pv4g1.html,,Sim,Sim,Metalizado,,18 Meses,Sim,,Sim,,,Sim,,Nacional,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,318,d Touring,Diesel,Abril,2011,248 000 km,1 995 cm3,143 cv,Carrinha,Preto,Manual,6,5,5,Tracção traseira,,"5,40 l/100km",,Usados,11 990        EUR,8090803671,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-ID8PybDp.html,,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,,,,,Importado,Série 3,,2,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Fiat,500,1.2 Lounge,Gasolina,Abril,2014,103 302 km,1 242 cm3,69 cv,Citadino,Preto,Manual,5,3,4,Tracção dianteira,129 g/km,"5,90 l/100km","4,40 l/100km",Usados,10 370        EUR,8090581592,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PxfRu.html,,Sim,,,,18 Meses,,,,,,,,Importado,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Mégane,1.5 dCi Dynamique,Diesel,Junho,2013,267 085 km,1 461 cm3,110 cv,Utilitário,Cinzento,Manual,6,5,5,,99 g/km,,,Usados,8 990        EUR,8089208496,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-dynamique-ID8PruEM.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,Nacional,,Classe 1,2,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,308 SW,1.6 e-HDi Allure,Diesel,Novembro,2016,226 369 km,1 560 cm3,115 cv,Carrinha,Cinzento,Manual,,5,5,,99 g/km,,,Usados,12 900        EUR,8090637048,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-e-hdi-allure-ID8PxuhV.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Fiat,Punto,1.2 Easy S&S,Gasolina,Julho,2018,69 398 km,1 242 cm3,69 cv,Citadino,Branco,Manual,5,5,5,,88 g/km,,,Usados,11 900        EUR,8090637039,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-punto-1-2-easy-s-s-ID8PxuhN.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,Nacional,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,C 220,CDi Avantgarde,Diesel,Dezembro,2010,297 592 km,2 148 cm3,170 cv,Carrinha,Cinzento,Manual,6,5,5,,129 g/km,,,Usados,14 990        EUR,8090584776,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-cdi-avantgarde-ID8PxgGQ.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,,Classe C,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Honda,Civic,1.6 i-DTEC Sport,Diesel,Fevereiro,2014,203 000 km,1 597 cm3,120 cv,Utilitário,Branco,Manual,6,5,5,,,,,Usados,12 650        EUR,8089151447,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/honda-civic-1-6-i-dtec-sport-ID8PrfOD.html,,,Sim,,29/02/2024,18 Meses,Sim,Sim,Sim,,,Sim,,Nacional,,Classe 1,2,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,VW,EOS,1.4 TSi,Gasolina,Agosto,2011,135 911 km,1 390 cm3,160 cv,Cabrio,Preto,Manual,6,2,4,Tracção dianteira,157 g/km,"8,90 l/100km","5,50 l/100km",Usados,10 900        EUR,8090614795,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-eos-1-4-tsi-ID8Pxow1.html,,Sim,Sim,,,18 Meses,,,,,,Sim,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Abril,2016,125 966 km,1 461 cm3,90 cv,Utilitário,Cinzento,Manual,5,5,5,,89 g/km,,,Usados,13 990        EUR,8090394327,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-ID8Pvt95.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,308 SW,1.6 BlueHDi Active,Diesel,Maio,2015,199 086 km,1 560 cm3,120 cv,Carrinha,Cinzento,Manual,6,5,5,,99 g/km,,,Usados,11 990        EUR,8089897527,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-active-ID8PunUb.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Smart,ForFour,1.0 Passion 71,Gasolina,Maio,2018,51 170 km,999 cm3,71 cv,Citadino,Branco,Manual,5,5,4,Tracção traseira,,,,Usados,11 600        EUR,8090481294,9 Outubro 2023,https://www.standvirtual.com/carros/anuncio/smart-forfour-1-0-passion-71-ID8PvPLM.html,,,Sim,Metalizado,,18 Meses,,Sim,Sim,,,Sim,,Importado,,,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Grand Scénic,1.5 dCi Bose Edition 7L,Diesel,Julho,2013,210 000 km,1 461 cm3,110 cv,Monovolume,Preto,Manual,6,5,7,Tracção dianteira,128 g/km,"5,80 l/100km","4,40 l/100km",Usados,12 950        EUR,8090751505,11 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-5-dci-bose-edition-7l-ID8PxY41.html,,Sim,Sim,Metalizado,,18 Meses,,,,,,Sim,,Importado,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Clio,0.9 TCE Dynamique S,Gasolina,Abril,2015,113 201 km,898 cm3,90 cv,Citadino,Vermelho,Manual,5,5,5,Tracção dianteira,104 g/km,"5,70 l/100km",4 l/100km,Usados,12 490        EUR,8090544973,6 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-dynamique-s-ID8Px6kR.html,,,,,,18 Meses,Sim,Sim,Sim,,,,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,SEAT,Leon ST,1.6 TDI Reference Ecomotive,Diesel,Junho,2015,180 000 km,1 598 cm3,105 cv,Carrinha,Branco,Manual,6,5,5,Tracção dianteira,,"4,60 l/100km",,Usados,14 900        EUR,8090230146,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-reference-ecomotive-ID8PwMr0.html,,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,,,,,Importado,,Classe 1,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,C 220,CDi Avantgarde BlueEfficiency Aut.,Diesel,Março,2012,346 000 km,2 143 cm3,170 cv,Carrinha,Preto,Automática,6,5,5,Tracção traseira,157 g/km,"8,20 l/100km","4,70 l/100km",Usados,13 990        EUR,8090641323,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-cdi-avantgarde-blueefficiency-aut-ID8PxwoT.html,,Sim,Sim,Metalizado,14/03/2024,18 Meses,,Sim,Sim,,,,,,Classe C,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,VW,Golf Variant,1.6 TDi Confortline DSG,Diesel,Abril,2014,136 880 km,1 598 cm3,105 cv,Carrinha,Prateado,Automática,7,5,5,Tracção dianteira,104 g/km,"4,80 l/100km","3,50 l/100km",Usados,13 990        EUR,8089844302,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-dsg-ID8Pua3I.html,,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,,,Sim,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 180,CDi BE AMG Line,Diesel,Abril,2013,188 189 km,1 461 cm3,109 cv,Utilitário,Cinzento,Manual,6,5,5,Tracção dianteira,105 g/km,"4,70 l/100km","3,60 l/100km",Usados,13 750        EUR,8090058054,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-be-amg-line-ID8Pw3Fk.html,,Sim,Sim,Metalizado,29/04/2024,18 Meses,,,Sim,,,,,,Classe A,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Fiat,Tipo Station Wagon,1.6 M-Jet Lounge,Diesel,Agosto,2017,150 000 km,1 598 cm3,120 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,,,,Usados,13 900        EUR,8090691164,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-6-m-jet-lounge-ID8PxImM.html,,Sim,Sim,Metalizado,,18 Meses,,,,,,Sim,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Opel,Astra,1.0 Dynamic S/S,Gasolina,Abril,2016,131 700 km,999 cm3,105 cv,Citadino,Preto,Manual,5,5,5,,,,,Usados,12 650        EUR,8090535963,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-1-0-dynamic-s-s-ID8Px3Zx.html,,Sim,Sim,,,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Dacia,Duster,1.2 TCe SL Best Choice,Gasolina,Outubro,2016,115 000 km,1 197 cm3,125 cv,SUV / TT,Preto,Manual,,5,5,,,,,Usados,14 990        EUR,8090492735,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-2-tce-sl-best-choice-ID8PvSKj.html,,,,,,18 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,SEAT,Leon,1.6 TDI Sport,Diesel,Junho,2011,160 000 km,1 598 cm3,105 cv,Utilitário,Vermelho,Manual,,5,5,,,"5,60 l/100km",,Usados,9 950        EUR,8089275277,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-6-tdi-sport-ID8PrM1T.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,,,Nacional,,,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Smart,ForTwo Coupé,1.0 mhd Passion 71,Gasolina,Agosto,2013,91 206 km,999 cm3,71 cv,Pequeno citadino,Branco,Automática,,3,2,Tracção dianteira,99 g/km,,,Usados,9 350        EUR,8089353497,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-mhd-passion-71-ID8Ps6nw.html,,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,,,,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,VW,Polo,1.2 TSi Lounge,Gasolina,Maio,2015,125 842 km,1 197 cm3,90 cv,Citadino,Preto,Manual,,5,5,,,,,Usados,12 990        EUR,8088534452,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-2-tsi-lounge-ID8PoFj6.html,,Sim,Sim,,,18 Meses,,,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Smart,ForTwo Coupé,1.0 Passion 71,Gasolina,Janeiro,2015,61 565 km,999 cm3,71 cv,Pequeno citadino,Branco,Manual,5,3,2,Tracção dianteira,,,,Usados,10 550        EUR,8088438225,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-passion-71-ID8Pogh3.html,,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,,,,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Ford,B-Max,1.0 EcoBoost Titanium,Gasolina,Fevereiro,2017,84 200 km,998 cm3,100 cv,Monovolume,Castanho,Manual,5,5,5,Tracção dianteira,,,,Usados,14 290        EUR,8088429972,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-b-max-1-0-ecoboost-titanium-ID8Poe7V.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,107,1.0 Black&Silver E5,Gasolina,Dezembro,2010,46 309 km,998 cm3,68 cv,Pequeno citadino,Cinzento,Manual,,5,4,,,,,Usados,7 750        EUR,8090690717,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-107-1-0-black-silver-e5-ID8PxIfz.html,,Sim,,,,18 Meses,,Sim,Sim,,,,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Citroën,C4 Cactus,,Diesel,Novembro,2014,135 641 km,1 560 cm3,92 cv,SUV / TT,Cinzento,Automática,6,5,5,Tracção dianteira,92 g/km,,,Usados,13 890        EUR,8088677555,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-ID8Ppgxd.html,,Sim,Sim,Metalizado,,18 Meses,Sim,,Sim,,,,,Nacional,,Classe 1,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,208,1.2 PureTech Allure,Gasolina,Março,2016,138 456 km,1 199 cm3,110 cv,Utilitário,Branco,Manual,5,3,5,Tracção dianteira,99 g/km,,,Usados,13 690        EUR,8087935615,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-ID8Pm9vr.html,,Sim,Sim,Pérola,,18 Meses,,Sim,Sim,,,,,Nacional,,Classe 1,,,,,,"108,32 €",,,,,StandVirtual,Yes,2023-10-12
Profissional,Ford,KA,1.2 Titanium X,Gasolina,Julho,2015,121 749 km,1 242 cm3,69 cv,Pequeno citadino,Vermelho,Manual,5,3,4,Tracção dianteira,,,,Usados,8 690        EUR,8088772592,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-ka-1-2-titanium-x-ID8PpFg4.html,,Sim,Sim,,,18 Meses,,,Sim,,,,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Opel,Corsa,1.2 Enjoy,Gasolina,Agosto,2010,153 699 km,1 229 cm3,85 cv,Citadino,Preto,Manual,5,5,5,Tracção dianteira,,,,Usados,8 590        EUR,8088327806,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-enjoy-ID8PnNy6.html,,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,,,,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,Maio,2019,35 731 km,999 cm3,80 cv,Utilitário,Cinzento,Manual,,5,5,,,,,Usados,14 900        EUR,8090535833,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-style-ID8Px3Xr.html,,Sim,Sim,,,18 Meses,,,,,,Sim,,Nacional,,,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Opel,Crossland X,1.2 Edition FlexFuel,GPL,Março,2018,147 000 km,1 199 cm3,81 cv,SUV / TT,Branco,Manual,,5,5,,,"6,40 l/100km",,Usados,14 990        EUR,8088667005,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-crossland-x-1-2-edition-flexfuel-ID8PpdN3.html,,,,,,18 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,520,d Line Luxury Auto,Diesel,Outubro,2013,229 769 km,1 995 cm3,184 cv,Sedan,Cinzento,Automática,8,4,5,Tracção traseira,124 g/km,"5,50 l/100km","4,30 l/100km",Usados,14 900        EUR,8090076730,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8Pw8vy.html,,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,,,,,Nacional,Série 5,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Twingo,1.5 dCi Dynamique S,Diesel,Setembro,2011,150 100 km,1 461 cm3,85 cv,Utilitário,Branco,Manual,5,3,4,,,,,Usados,7 400        EUR,8089491098,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-twingo-1-5-dci-dynamique-s-ID8PsGaS.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Fiat,500L,1.3 MJ Lounge,Diesel,Julho,2013,188 000 km,1 248 cm3,85 cv,Monovolume,Branco,Manual,5,5,5,Tracção dianteira,,5 l/100km,,Usados,9 950        EUR,8088332841,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-3-mj-lounge-ID8PnORj.html,,Sim,Sim,Metalizado,,18 Meses,,Sim,,,,,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Opel,Zafira,1.9 CDTi Cosmo,Diesel,Fevereiro,2010,192 000 km,1 910 cm3,150 cv,Monovolume,Preto,Manual,6,5,7,Tracção dianteira,159 g/km,"7,70 l/100km","5,20 l/100km",Usados,8 900        EUR,8089839922,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-zafira-1-9-cdti-cosmo-ID8Pu8W4.html,,,,Metalizado,,36 Meses,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Particular,MINI,Cabrio,Cooper D,Diesel,Junho,2011,142 000 km,1 598 cm3,112 cv,Cabrio,Branco,Manual,6,3,4,Tracção dianteira,105 g/km,"4,50 l/100km","3,70 l/100km",Usados,13 000        EUR,8090001965,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-d-ID8PuP4F.html,,,,,09/06/2024,,,Sim,,,,,,,,Classe 1,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Opel,Adam,1.2 Jam,Gasolina,Setembro,2016,147 719 km,1 229 cm3,70 cv,Pequeno citadino,Laranja,Manual,5,3,4,Tracção dianteira,125 g/km,,,Usados,11 850        EUR,8088186655,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-adam-1-2-jam-ID8PncPt.html,,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,,,,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 180,d Progressive Aut.,Diesel,Junho,2019,98 025 km,1 461 cm3,116 cv,Utilitário,Preto,Automática,7,5,5,Tracção dianteira,122 g/km,,,Usados,26 990        EUR,8090445548,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-progressive-aut-ID8PvGte.html,Sim,Sim,Sim,Metalizado,07/06/2025,18 Meses,Sim,Sim,Sim,,,Sim,,Nacional,Classe A,Classe 1,1,,,,,"156,21 €",,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Agosto,2021,60 000 km,999 cm3,90 cv,SUV / TT,Branco,Manual,6,5,5,,133 g/km,"6,30 l/100km","4,70 l/100km",Usados,20 450        EUR,8089554240,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-intens-ID8PsVBi.html,,,,,,18 Meses,Sim,Sim,Sim,,,,,Nacional,,Classe 1,,,,,,108 €,,,,,StandVirtual,Yes,2023-10-12
Particular,Citroën,C4 Spacetourer,1.2 PureTech Feel,Gasolina,Maio,2018,79 800 km,1 199 cm3,130 cv,Monovolume,Cinzento,Manual,6,5,7,Tracção dianteira,116 g/km,"6,10 l/100km","4,30 l/100km",Usados,17 250        EUR,8089714460,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-spacetourer-1-2-puretech-feel-ID8PtChu.html,,,,Metalizado,28/05/2024,,Sim,Sim,Sim,,,Sim,,Nacional,,Classe 1,2,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,308 SW,1.6 BlueHDi Style,Diesel,Setembro,2016,82 000 km,1 560 cm3,100 cv,Carrinha,Cinzento,Manual,5,5,5,,,,,Usados,15 990        EUR,8087919363,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-style-ID8Pm5ij.html,Sim,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,Nacional,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Shine Pack,Diesel,Setembro,2020,99 000 km,1 499 cm3,102 cv,Utilitário,Cinzento,Manual,,5,5,,,,,Usados,17 490        EUR,8090731138,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-shine-pack-ID8PxSLv.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,VW,Passat,1.6 TDI Highline DSG,Diesel,Outubro,2018,66 000 km,1 598 cm3,120 cv,Sedan,Preto,Automática,7,4,5,Tracção dianteira,104 g/km,"4,40 l/100km","3,60 l/100km",Usados,20 990        EUR,8090326334,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-1-6-tdi-highline-dsg-ID8Pvbsq.html,,Sim,Sim,Metalizado,,18 Meses,Sim,,Sim,,,Sim,,Nacional,,,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,216 Gran Tourer,d 7L Advantage,Diesel,Novembro,2017,88 596 km,1 496 cm3,116 cv,Monovolume,Azul,Manual,,5,,,,,,Usados,22 499        EUR,8088437586,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-tourer-d-7l-advantage-ID8Pog6K.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,Série 2,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Clio,1.0 TCe Limited,Gasolina,Junho,2021,60 119 km,999 cm3,90 cv,Citadino,Cinzento,Manual,,5,,,,,,Usados,16 999        EUR,8090713546,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-limited-ID8PxObM.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Citroën,C3 Aircross,1.2 PureTech C-Series,Gasolina,Janeiro,2023,8 511 km,1 199 cm3,110 cv,Utilitário,Branco,Manual,,5,5,,,,,Usados,18 990        EUR,8090805119,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-c-series-ID8Pyc0L.html,,,,,,18 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Audi,Q3,2.0 TDI Sport,Diesel,Março,2015,102 847 km,1 968 cm3,150 cv,Utilitário,Prateado,Manual,6,5,5,,,,,Usados,24 750        EUR,8090411873,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-2-0-tdi-sport-ID8PvxI5.html,,Sim,,,,18 Meses,,,Sim,,,Sim,,Nacional,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Hyundai,Kauai,1.0 T-GDi Premium,Gasolina,Dezembro,2018,17 500 km,998 cm3,120 cv,SUV / TT,Vermelho,Manual,6,5,5,,,,,Usados,19 750        EUR,8090411870,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-ID8PvxI2.html,,Sim,,,,18 Meses,,,Sim,,,Sim,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line,Diesel,Outubro,2017,158 000 km,1 461 cm3,109 cv,Carrinha,Branco,Manual,6,5,5,,,,,Usados,23 990        EUR,8090805116,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-ID8Pyc0I.html,,Sim,Sim,,,18 Meses,,Sim,,,,,,,Classe CLA,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
