Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Autonomia,Capacidade da bateria,Valor Fixo,Autonomia Máxima,Origem,Sub-modelo,Classe do veículo,Registo(s),Garantia de Fábrica até,ou até,Consumo Combinado,Filtro de partículas,IUC,Gancho de Reboque,Consumo,Bateria,Clássico,Site,Portugal,Data
Profissional,Peugeot,3008,1.6 BlueHDi Allure Grip Control EAT6,Diesel,Outubro,2017,115 000 km,1 560 cm3,120 cv,SUV / TT,Cinzento,Automática,,5,5,,108 g/km,,,Usados,24 900        EUR,8088009068,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-allure-grip-control-eat6-ID8PmsDa.html,,Sim,Sim,,,18 Meses,Sim,Sim,Sim,,,,,,,Classe 1,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Nissan,Qashqai,1.5 dCi Tekna Premium Pele,Diesel,Setembro,2016,137 550 km,1 461 cm3,110 cv,SUV / TT,Preto,Manual,6,5,5,Tracção dianteira,,4 l/100km,5 l/100km,Usados,16 900        EUR,8082175813,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-premium-pele-ID8OXZ8p.html,,,Sim,,,18 Meses,Sim,Sim,Sim,,,,800 km,,,Classe 1,,,,5 l/100km,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,3008,1.6 BlueHDi Allure Grip Control EAT6,Diesel,Março,2018,112 000 km,1 560 cm3,120 cv,SUV / TT,Preto,Automática,,5,5,,114 g/km,,,Usados,25 900        EUR,8090228956,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-allure-grip-control-eat6-ID8PwM7O.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,,,Classe 1,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Mégane,1.6 dCi GT Line J18,Diesel,Janeiro,2017,147 500 km,1 598 cm3,130 cv,Citadino,Branco,Manual,6,5,5,Tracção dianteira,,4 l/100km,,Usados,16 500        EUR,8088829709,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-6-dci-gt-line-j18-ID8PpU7j.html,,,Sim,Pérola,,18 Meses,Sim,Sim,Sim,,,,950 km,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Mégane Sport Tourer,1.6 dCi GT Line J18,Diesel,Julho,2017,127 500 km,1 598 cm3,130 cv,Carrinha,Branco,Manual,6,5,5,Tracção dianteira,,4 l/100km,,Usados,17 900        EUR,8088829729,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-6-dci-gt-line-j18-ID8PpU7D.html,,,Sim,Pérola,,18 Meses,Sim,Sim,Sim,,,,950 km,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,318,,Diesel,Fevereiro,2017,77 514 km,1 995 cm3,150 cv,Sedan,Cinzento,Manual,6,5,5,,129 g/km,,,Usados,25 900        EUR,8089440777,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-ID8Pst5f.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,Nacional,Série 3,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,GLA 180,CDi Urban,Diesel,Fevereiro,2014,95 602 km,1 461 cm3,109 cv,Utilitário,Branco,Manual,6,5,5,,104 g/km,,,Usados,21 750        EUR,8089610167,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-cdi-urban-ID8Ptb9l.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,,Classe GLA,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,116,d Pack M,Diesel,Fevereiro,2018,136 679 km,1 496 cm3,116 cv,Utilitário,Branco,Manual,6,5,5,,99 g/km,,,Usados,22 900        EUR,8089649694,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-ID8PtlqS.html,,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,,,Sim,,Nacional,Série 1,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Março,2022,16 400 km,1 332 cm3,109 cv,Utilitário,Branco,Manual,,5,5,,,,,Usados,28 000        EUR,8089897818,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8PunYS.html,,,,,,24 Meses,,,,,,Sim,,Nacional,Classe A,,,,,"5,90 l/100km",,,,,,,StandVirtual,Yes,2023-10-12
Particular,Peugeot,5008,1.2 PureTech GT Pack EAT8,Gasolina,Fevereiro,2021,28 500 km,1 199 cm3,130 cv,SUV / TT,Branco,Automática,8,5,7,Tracção dianteira,152 g/km,"6,10 l/100km","4,70 l/100km",Usados,33 500        EUR,8090786806,11 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-2-puretech-gt-pack-eat8-ID8Py7fo.html,,,,Pérola,,,Sim,,Sim,,,,,Nacional,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,425 Gran Coupé,d Pack M Auto,Diesel,Fevereiro,2018,172 752 km,1 995 cm3,224 cv,Sedan,Preto,Automática,8,5,5,Tracção traseira,,,,Usados,33 990        EUR,8087788533,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-425-gran-coup-d-pack-m-auto-ID8Plxg9.html,Sim,,Sim,,,18 Meses,Sim,Sim,,,,Sim,,Nacional,Série 4,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Março,2022,15 379 km,1 950 cm3,116 cv,Utilitário,Preto,Automática,8,5,5,Tracção dianteira,,,,Usados,38 400        EUR,8090610305,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PxnkB.html,Sim,Sim,Sim,,,36 Meses,,,,,,,,Nacional,Classe A,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,E 220,d 4-Matic All Terrain Avantgarde,Diesel,Maio,2018,133 000 km,1 950 cm3,194 cv,Carrinha,Preto,Automática,9,5,5,Integral,137 g/km,"5,50 l/100km",5 l/100km,Usados,44 900        EUR,8090667061,9 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-4-matic-all-terrain-avantgarde-ID8PxC61.html,,Sim,Sim,,,18 Meses,Sim,Sim,Sim,,,Sim,,Nacional,Classe E,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Hyundai,Kauai,1.0 T-GDi Premium (TT),Gasolina,Julho,2023,1 500 km,998 cm3,120 cv,SUV / TT,Azul,Manual,,5,5,,,,,Usados,30 650        EUR,8090805191,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-tt-ID8Pyc1W.html,,,,,,81 Meses,,,,,,Sim,,Nacional,,,,28/07/2030,,6 l/100km,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,X1,25 e xDrive Line Sport,Híbrido (Gasolina),Junho,2020,21 040 km,1 499 cm3,220 cv,SUV / TT,Castanho,Automática,6,5,5,,,,,Usados,37 999        EUR,8088685603,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-25-e-xdrive-line-sport-ID8PpiD1.html,Sim,Sim,Sim,Metalizado,,36 Meses,Sim,Sim,Sim,,,,,,Série X,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Particular,Peugeot,e-2008,GT,Eléctrico,Julho,2022,16 000 km,,136 cv,SUV / TT,Vermelho,Automática,1,5,,Tracção dianteira,,,,Usados,36 490        EUR,8090743432,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8PxWXO.html,,,,Metalizado,,,Sim,Sim,Sim,340 km,,,350 km,Nacional,,,1,,,,,,,14 kWh/100km,,,StandVirtual,Yes,2023-10-12
Profissional,Audi,A5 Sportback,2.0 TDI Sport S tronic,Diesel,Abril,2018,139 913 km,1 968 cm3,190 cv,Sedan,Preto,Automática,,5,4,,,,,Usados,32 900        EUR,8089710579,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-sport-s-tronic-ID8PtBgT.html,,,Sim,Metalizado,,36 Meses,,,,,,Sim,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Progressive Aut.,Diesel,Março,2020,162 976 km,1 950 cm3,150 cv,Carrinha,Cinzento,Automática,,5,5,,,,,Usados,35 900        EUR,8088323006,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-progressive-aut-ID8PnMiG.html,,Sim,Sim,Metalizado,,36 Meses,Sim,Sim,Sim,,,Sim,,,Classe CLA,Classe 1,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Jaguar,I-Pace,EV400 AWD HSE,Eléctrico,Dezembro,2018,122 035 km,,400 cv,Utilitário,Vermelho,Automática,,5,5,,,,,Usados,42 900        EUR,8090056437,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-i-pace-ev400-awd-hse-ID8Pw3ff.html,,,Sim,Metalizado,,36 Meses,,,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,MINI,John Cooper Works,Sport-Aut.,Gasolina,Março,2022,34 377 km,1 998 cm3,231 cv,Citadino,Verde,Automática,,3,4,,,,,Usados,40 900        EUR,8090614124,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-sport-aut-ID8Pxokc.html,,,Sim,,,36 Meses,Sim,,Sim,,,Sim,,Importado,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,318,d Touring Advantage Auto,Diesel,Dezembro,2019,117 983 km,1 995 cm3,150 cv,Carrinha,Preto,Automática,,5,5,,,"5,20 l/100km",,Usados,33 900        EUR,8087585116,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-advantage-auto-ID8PkGle.html,,,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,Importado,Série 3,Classe 1,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,C 220,d Station 9G-TRONIC AMG Line,Diesel,Março,2019,77 415 km,1 950 cm3,194 cv,Carrinha,Cinzento,Automática,9,5,5,,,"5,20 l/100km",,Usados,36 850        EUR,8089624681,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-station-9g-tronic-amg-line-ID8PteWr.html,,Sim,Sim,Metalizado,01/03/2025,24 Meses,Sim,Sim,Sim,,,Sim,,Nacional,Classe C,Classe 1,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 180,d AMG Line,Diesel,Janeiro,2021,92 535 km,1 950 cm3,116 cv,Utilitário,Cinzento,Manual,,5,,,,,,Usados,31 499        EUR,8090713655,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-ID8PxOdx.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,Classe A,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Cupra,Formentor,1.5 TSI Sport DSG,Gasolina,Novembro,2022,8 939 km,1 498 cm3,150 cv,SUV / TT,Azul,Automática,6,5,5,,,,,Usados,35 950        EUR,8090677577,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-sport-dsg-ID8PxEPD.html,,Sim,Sim,,,36 Meses,,,Sim,,,Sim,,Nacional,,Classe 1,1,01/01/0001,,,,,,,,,StandVirtual,Yes,2023-10-12
Particular,BMW,X4,xDrive35d Aut. M Sport,Diesel,Novembro,2017,168 000 km,2 993 cm3,313 cv,SUV / TT,Azul,Automática,,5,,,,"6,70 l/100km",,Usados,33 500        EUR,8090306948,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x4-xdrive35d-aut-m-sport-ID8Pv6pK.html,,,,Metalizado,,,,,,,,Sim,,,Série X,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Particular,Toyota,RAV4,2.5 HDF Square Collection,Híbrido (Gasolina),Março,2019,63 000 km,2 487 cm3,218 cv,SUV / TT,Branco,Automática,1,5,,Tracção dianteira,129 g/km,"4,70 l/100km","4,70 l/100km",Usados,39 500        EUR,8090668821,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/toyota-rav4-2-5-hdf-square-collection-ID8PxCyp.html,,,,,,,,,,,,,,Nacional,,,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,CLA 180,d AMG Line Aut.,Diesel,Março,2021,77 260 km,1 461 cm3,116 cv,Sedan,Preto,Automática,,4,,,,,,Usados,36 999        EUR,8090713465,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-amg-line-aut-ID8PxOat.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Abril,2021,80 515 km,1 496 cm3,116 cv,Sedan,Preto,Automática,,4,,,,,,Usados,32 499        EUR,8090108540,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PwgNC.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,Série 2,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Volvo,XC 60,2.0 D3 Momentum,Diesel,Dezembro,2018,118 096 km,1 969 cm3,150 cv,SUV / TT,Branco,Manual,6,5,5,,,6 l/100km,,Usados,30 890        EUR,8090610897,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d3-momentum-ID8Pxnu9.html,Sim,Sim,Sim,Metalizado,,18 Meses,Sim,,Sim,,,Sim,,Nacional,,,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Volvo,XC 60,2.0 D4 R-Design Geartronic,Diesel,Agosto,2020,179 853 km,1 969 cm3,190 cv,SUV / TT,Preto,Automática,,5,5,,,"5,80 l/100km",,Usados,36 890        EUR,8090610903,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-r-design-geartronic-ID8Pxnuf.html,Sim,Sim,Sim,Metalizado,,18 Meses,Sim,,Sim,,,Sim,,Nacional,,,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Agosto,2022,9 km,,136 cv,SUV / TT,Preto,Automática,,5,,Tracção dianteira,,,,Usados,34 800        EUR,8088993353,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8PqAGJ.html,,Sim,Sim,,,36 Meses,,,,,,,,Importado,,Classe 1,,,,,,,,,Própria,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Janeiro,2021,98 211 km,1 461 cm3,116 cv,Sedan,Cinzento,Automática,,5,,,,,,Usados,32 999        EUR,8090713170,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PxO5I.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,Classe A,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 180,d AMG Line,Diesel,Janeiro,2021,81 486 km,1 950 cm3,116 cv,Utilitário,Preto,Manual,,5,,,,,,Usados,30 249        EUR,8090713156,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-ID8PxO5u.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,Classe A,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Abril,2021,85 820 km,1 496 cm3,116 cv,Sedan,Preto,Automática,,4,,,,,,Usados,32 499        EUR,8090712933,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PxO1T.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,Série 2,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Trafic,1.6 dCi L1H1 1.2T SS,Diesel,Julho,2018,116 295 km,1 598 cm3,125 cv,Monovolume,Preto,Manual,,5,,,,,,Usados,32 499        EUR,8090712878,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-trafic-1-6-dci-l1h1-1-2t-ss-ID8PxO10.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Tesla,Model S,90D,Eléctrico,Setembro,2017,95 000 km,,525 cv,Sedan,Preto,Automática,,5,5,,,,,Usados,44 950        EUR,8087398346,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-90d-ID8PjTKO.html,,Sim,Sim,,01/09/2025,18 Meses,Sim,Sim,Sim,,,,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Audi,A3 Sportback,e-tron 1.4 TFSI Design S tronic,Híbrido (Gasolina),Maio,2021,50 000 km,1 395 cm3,204 cv,Utilitário,Branco,Automática,,5,5,,,,,Usados,32 999        EUR,8090000020,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-e-tron-1-4-tfsi-design-s-tronic-ID8PuOzi.html,Sim,Sim,Sim,,,36 Meses,Sim,Sim,Sim,,,,,,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,X2,25 e xDrive X Pack M,Híbrido (Gasolina),Maio,2021,45 000 km,1 499 cm3,220 cv,SUV / TT,Azul,Automática,,5,5,,,,,Usados,44 900        EUR,8090102899,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-25-e-xdrive-x-pack-m-ID8PwfkD.html,Sim,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,Nacional,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Volvo,XC 60,2.0 D4 R-Design AWD Cluster B Geartronic,Diesel,Maio,2018,102 000 km,1 969 cm3,190 cv,SUV / TT,Preto,Automática,8,5,5,,,,,Usados,39 990        EUR,8090687743,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-r-design-awd-cluster-b-geartronic-ID8PxHtB.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,VW,ID.5,Pro Performance,Eléctrico,Setembro,2022,20 000 km,,204 cv,SUV / TT,Branco,Automática,6,5,5,Tracção traseira,,,,Usados,41 500        EUR,8090657135,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-id-5-pro-performance-ID8PxzwW.html,Sim,,Sim,Pérola,,36 Meses,,,,,82 kWh,Sim,,,,,,,,,,,,410 kWh/100km,Própria,,StandVirtual,Yes,2023-10-12
Profissional,Cupra,Born,58 kWh,Eléctrico,Outubro,2022,4 750 km,,204 cv,Utilitário,Preto,Automática,,5,5,,,,,Usados,35 900        EUR,8090139932,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/cupra-born-58-kwh-ID8PwoXV.html,Sim,,Sim,,,18 Meses,,,,,58 kWh,Sim,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Kia,EV6,77.4kWh Earth,Eléctrico,Novembro,2021,38 000 km,,229 cv,SUV / TT,Branco,Automática,,5,5,,,,,Usados,43 911        EUR,8088334338,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-ev6-77-4kwh-earth-ID8PnPfs.html,Sim,Sim,Sim,Metalizado,,36 Meses,,,Sim,,,Sim,,,,,,01/01/0001,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Jaguar,XF Sportbrake,2.0 D Prestige Aut.,Diesel,Setembro,2018,125 000 km,1 999 cm3,180 cv,Carrinha,Branco,Automática,,5,,,,,,Usados,31 900        EUR,8090797973,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xf-sportbrake-2-0-d-prestige-aut-ID8Pya9w.html,,Sim,Sim,,,18 Meses,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Particular,Mercedes-Benz,GLC 350,e AMG Line 4-Matic,Híbrido (Gasolina),Janeiro,2018,83 000 km,1 991 cm3,320 cv,SUV / TT,Preto,Automática,,5,,,,,,Usados,41 990        EUR,8089659343,9 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-e-amg-line-4-matic-ID8PtnVw.html,,,,Metalizado,,,,,,,,,,,Classe GLC,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Particular,BMW,225xe Active Tourer,,Híbrido (Gasolina),Março,2023,12 445 km,1 499 cm3,245 cv,Monovolume,Branco,Automática,7,5,5,Integral,14 g/km,,,Usados,40 000        EUR,8090795933,11 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-ID8Py9CB.html,,,,,,,Sim,Sim,Sim,,,,,Nacional,Série 2,,1,,30 000 km,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,E 220,d Aut.,Diesel,Abril,2017,107 000 km,1 950 cm3,194 cv,Coupé,Preto,Automática,9,2,4,Tracção traseira,147 g/km,"5,80 l/100km","4,40 l/100km",Usados,38 980        EUR,8090730099,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-aut-ID8PxSuL.html,,Sim,Sim,Metalizado,20/04/2025,18 Meses,Sim,,Sim,,,Sim,,Nacional,Classe E,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Kia,e-Niro,EV 64kWh,Eléctrico,Dezembro,2021,103 066 km,,204 cv,SUV / TT,Preto,Automática,6,5,5,Tracção dianteira,,,,Usados,30 490        EUR,8088737640,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ev-64kwh-ID8Ppvak.html,Sim,,Sim,,,18 Meses,Sim,Sim,,375 km,64 kWh,Sim,,Nacional,,Classe 1,1,,,,,,,,Própria,,StandVirtual,Yes,2023-10-12
Profissional,Nissan,Navara,2.3 dCi CD 4WD N-Connecta Nav+Barras,Diesel,Junho,2018,98 000 km,2 298 cm3,190 cv,SUV / TT,Azul,Manual,6,4,3,,,,,Usados,32 595        EUR,8090712021,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-navara-2-3-dci-cd-4wd-n-connecta-nav-barras-ID8PxNNb.html,Sim,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,C 300,d Avantgarde,Diesel,Dezembro,2018,127 000 km,1 950 cm3,245 cv,Carrinha,Azul,Automática,,5,5,,,,,Usados,32 990        EUR,8090675626,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-d-avantgarde-ID8PxEka.html,,Sim,Sim,,,18 Meses,Sim,,Sim,,,Sim,,Nacional,Classe C,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,SEAT,Tarraco,2.0 TDI Xcellence,Diesel,Agosto,2019,23 000 km,1 968 cm3,150 cv,SUV / TT,Cinzento,Manual,6,5,7,,,,,Usados,33 990        EUR,8090411558,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-tarraco-2-0-tdi-xcellence-ID8PvxD0.html,,Sim,Sim,,,18 Meses,Sim,,Sim,,,Sim,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,E 220,D AMG Line,Diesel,Julho,2018,109 000 km,1 950 cm3,194 cv,Carrinha,Preto,Automática,9,5,5,Tracção traseira,147 g/km,"5,80 l/100km","4,30 l/100km",Usados,37 990        EUR,8090293677,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8Pv2XH.html,,,,Metalizado,,18 Meses,Sim,Sim,Sim,,,,,,Classe E,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Julho,2019,90 000 km,1 998 cm3,252 cv,Sedan,Branco,Automática,8,4,5,Tracção traseira,36 g/km,,,Usados,36 950        EUR,8090729998,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8PxSt8.html,,Sim,Sim,,20/07/2026,18 Meses,Sim,Sim,Sim,,,,800 km,Nacional,Série 5,Classe 1,1,,,,,240 €,,,,,StandVirtual,Yes,2023-10-12
Particular,MINI,Clubman,John Cooper Works Plus ALL4,Gasolina,Junho,2022,33 000 km,1 998 cm3,306 cv,Carrinha,Verde,Automática,8,6,5,Integral,169 g/km,,,Usados,42 490        EUR,8090731537,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-john-cooper-works-plus-all4-ID8PxSRX.html,,,,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus Aut.,Diesel,Agosto,2020,81 000 km,1 461 cm3,116 cv,Carrinha,Cinzento,Automática,,5,5,,121 g/km,,,Usados,35 900        EUR,8088874356,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-aut-ID8Pq5Jq.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,,,,Classe CLA,Classe 1,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Particular,Alfa Romeo,Giulia,2.0 Veloce AT8 AWD,Gasolina,Junho,2018,60 000 km,1 995 cm3,280 cv,Sedan,Branco,Automática,8,4,5,Integral,,"9,80 l/100km",,Usados,42 999        EUR,8088864978,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-0-veloce-at8-awd-ID8Pq3ia.html,,,,,30/06/2024,,Sim,Sim,Sim,,,,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
